names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Nr4a3,20.729372,8.544641,1.8822753452371137e-95,1.8069843314276293e-92,2,p0_R5p_mut
Gria2,17.37508,1.4313011,1.2742827742246264e-67,6.116557316278207e-65,2,p0_R5p_mut
Nrp1,15.32061,1.8583214,5.569274001655591e-53,1.782167680529789e-50,2,p0_R5p_mut
Gria1,14.138598,1.289628,2.1961622795771897e-45,5.270789470985255e-43,2,p0_R5p_mut
Slit3,13.954651,7.7390814,2.9474218951512134e-44,5.65905003869033e-42,2,p0_R5p_mut
Epha6,13.418048,7.925963,4.740369196603827e-41,7.584590714566124e-39,2,p0_R5p_mut
Atp1a3,12.241171,1.1940073,1.8731005025060031e-34,2.568823546293947e-32,2,p0_R5p_mut
Neurod6,10.725335,1.5522708,7.740565440495234e-27,9.28867852859428e-25,2,p0_R5p_mut
Neurod2,10.474171,1.344558,1.1352807967611412e-25,1.210966183211884e-23,2,p0_R5p_mut
Nectin3,10.106415,2.5452387,5.174323184873003e-24,4.967350257478083e-22,2,p0_R5p_mut
Robo1,9.494421,1.3506058,2.21438719363097e-21,1.7715097549047758e-19,2,p0_R5p_mut
Grin2a,8.688819,2.474314,3.662259992987369e-18,2.5830906200542624e-16,2,p0_R5p_mut
Dnm1,8.685615,1.1628115,3.767007154245799e-18,2.5830906200542624e-16,2,p0_R5p_mut
Cadm1,7.9790287,0.7604875,1.4748948447689644e-15,9.439327006521372e-14,2,p0_R5p_mut
Hcn1,7.5713005,1.8621515,3.695064074525046e-14,2.2170384447150275e-12,2,p0_R5p_mut
Epha4,7.4601674,0.9135739,8.641266063686295e-14,4.879773777140497e-12,2,p0_R5p_mut
Zbtb20,6.9199996,0.60858524,4.5164552851938e-12,2.4087761521033603e-10,2,p0_R5p_mut
Foxg1,6.847924,0.80302465,7.492931580608055e-12,3.785902272307228e-10,2,p0_R5p_mut
Crmp1,6.7671485,1.0156786,1.31345064919984e-11,6.304563116159233e-10,2,p0_R5p_mut
Sptan1,6.7139697,0.7045247,1.8939980148011915e-11,8.658276639091161e-10,2,p0_R5p_mut
Prkca,6.655563,1.4138701,2.822175005140991e-11,1.2314945476978871e-09,2,p0_R5p_mut
Tubb3,6.248934,1.0664014,4.1326345772077686e-10,1.7249257365736773e-08,2,p0_R5p_mut
Neo1,6.0585127,0.74205506,1.373860651575634e-09,5.495442606302535e-08,2,p0_R5p_mut
Stmn2,5.9986744,0.9265322,1.9893471649632406e-09,7.639093113458844e-08,2,p0_R5p_mut
Gabra5,5.9596257,1.9286487,2.528159403603941e-09,9.334742413306858e-08,2,p0_R5p_mut
Camk2b,5.8427577,1.6075053,5.134373223268124e-09,1.7815683209286043e-07,2,p0_R5p_mut
Srgap3,5.8407626,0.6523048,5.196240936041763e-09,1.7815683209286043e-07,2,p0_R5p_mut
Stxbp1,5.6133986,0.45711738,1.983911967134539e-08,6.567432718790198e-07,2,p0_R5p_mut
Grin2b,5.513976,1.6779703,3.50816268755074e-08,1.1226120600162367e-06,2,p0_R5p_mut
Bin1,5.455634,0.5869496,4.879835227790132e-08,1.5111747802188793e-06,2,p0_R5p_mut
Calm1,5.365475,0.6606402,8.073628380302131e-08,2.4220885140906394e-06,2,p0_R5p_mut
Srgap1,5.3059144,0.7049757,1.1210954909964285e-07,3.261368701080519e-06,2,p0_R5p_mut
Slitrk1,5.2771544,1.1553867,1.3120527934363809e-07,3.704619652055664e-06,2,p0_R5p_mut
Grin1,5.238485,1.0910352,1.6190045473215198e-07,4.4406981869390255e-06,2,p0_R5p_mut
Ncam1,5.088894,0.57509273,3.6015760934270934e-07,9.314260066969336e-06,2,p0_R5p_mut
Grik2,5.0844517,0.4102405,3.6868946098420284e-07,9.314260066969336e-06,2,p0_R5p_mut
Gabbr1,4.941871,0.39003897,7.737635204153158e-07,1.857032448996758e-05,2,p0_R5p_mut
Nrp2,4.8794193,1.4894412,1.0639859888525375e-06,2.491284266581551e-05,2,p0_R5p_mut
Flna,4.822278,0.43449664,1.4192783524952756e-06,3.1686214381289875e-05,2,p0_R5p_mut
Slitrk5,4.7016416,1.6050617,2.5807826096895185e-06,5.630798421140768e-05,2,p0_R5p_mut
Cacna2d1,4.65937,0.7776602,3.171789618816095e-06,6.766484520141003e-05,2,p0_R5p_mut
Epb41l1,4.5518017,0.6814059,5.318846130647548e-06,0.00011041416325694594,2,p0_R5p_mut
Gnai1,4.5483937,0.8005267,5.405693409454645e-06,0.00011041416325694594,2,p0_R5p_mut
Gng2,4.497727,0.64431083,6.868390799966022e-06,0.00013736781599932044,2,p0_R5p_mut
Limk1,4.4329753,0.7167686,9.294153303813828e-06,0.00018208953411553622,2,p0_R5p_mut
Slc6a11,4.2812605,0.66656905,1.858376197032493e-05,0.0003498119900296457,2,p0_R5p_mut
Celf2,4.272043,1.4222999,1.936899307891464e-05,0.0003575814106876549,2,p0_R5p_mut
Gabra2,4.1127,1.5556467,3.9105854966018825e-05,0.0007083324673090202,2,p0_R5p_mut
Dpysl2,4.1016264,0.86126083,4.102564141869117e-05,0.0007293447363322875,2,p0_R5p_mut
Nrcam,4.0736976,0.74228084,4.627255626338905e-05,0.000793243821658098,2,p0_R5p_mut
Erbb4,16.511229,4.7319946,3.0461622193188978e-61,9.747719101820472e-59,5,p0_R5p_mut
Atp1a3,14.528661,1.644589,7.976425882704179e-48,1.914342211849003e-45,5,p0_R5p_mut
Gria1,14.194492,1.5594362,9.910104356139713e-46,1.902740036378825e-43,5,p0_R5p_mut
Cux2,10.73645,3.7602055,6.863315643238688e-27,1.0981305029181901e-24,5,p0_R5p_mut
Cadm1,10.504727,1.3349904,8.215948255028999e-26,1.1267586178325484e-23,5,p0_R5p_mut
Snhg11,9.915448,3.310121,3.5665334497305745e-23,4.279840139676689e-21,5,p0_R5p_mut
Trpc4,9.293929,2.7624543,1.4869597533204486e-20,1.586090403541812e-18,5,p0_R5p_mut
Grik1,9.091693,4.693177,9.750909891047428e-20,8.50988499582321e-18,5,p0_R5p_mut
Dnm1,8.713818,1.4902053,2.938100127318887e-18,2.1696739401739471e-16,5,p0_R5p_mut
Sox1,8.483216,3.538363,2.190535522720127e-17,1.5020815012938014e-15,5,p0_R5p_mut
Sox2,8.101264,2.413381,5.439124444028993e-16,3.4810396441785555e-14,5,p0_R5p_mut
Stxbp1,7.4798603,0.79362845,7.440157266607439e-14,4.2015005740842005e-12,5,p0_R5p_mut
Nxph1,7.444781,4.7725124,9.71054225421025e-14,5.178955868912133e-12,5,p0_R5p_mut
Robo1,7.4282413,1.3153092,1.100512350023129e-13,5.560483452748441e-12,5,p0_R5p_mut
Ncam1,7.0510516,1.1412698,1.7757051067146234e-12,8.11750905926685e-11,5,p0_R5p_mut
Gabbr1,6.578594,0.8257877,4.749176161320818e-11,2.072367779485448e-09,5,p0_R5p_mut
Gng2,6.5408382,1.3494127,6.117493078050441e-11,2.553388415186271e-09,5,p0_R5p_mut
Dlx1,5.655996,4.7584634,1.549452711045377e-08,5.949898410414248e-07,5,p0_R5p_mut
Stmn2,5.541183,1.1329354,3.0043496566528404e-08,1.1092983347641256e-06,5,p0_R5p_mut
Tet2,5.4996886,0.7908598,3.804626927000765e-08,1.3527562407113832e-06,5,p0_R5p_mut
Epb41l1,5.4336066,1.1983014,5.522630059006344e-08,1.8934731630878893e-06,5,p0_R5p_mut
Cacnb4,5.2409735,1.8638569,1.597317095433579e-07,5.1114147053874525e-06,5,p0_R5p_mut
Grik3,5.11791,2.3705628,3.0893977845836023e-07,9.094264300705187e-06,5,p0_R5p_mut
Ptprm,5.1156783,1.5034467,3.1261533533674083e-07,9.094264300705187e-06,5,p0_R5p_mut
Bin1,4.918031,0.7604004,8.741897418231612e-07,2.4683004475006907e-05,5,p0_R5p_mut
Lhx6,4.8680735,4.050464,1.1269137972061044e-06,3.0051034592162787e-05,5,p0_R5p_mut
Epha7,4.6625333,1.588813,3.1234057799214278e-06,8.10397175330965e-05,5,p0_R5p_mut
Nlgn2,4.609378,0.60244465,4.038758534083144e-06,0.00010203179454525838,5,p0_R5p_mut
Ccdc88a,4.5417595,0.83729655,5.578662998297434e-06,0.00013388791195913843,5,p0_R5p_mut
Gad1,4.510042,3.5632086,6.48147413944551e-06,0.00015176134570409,5,p0_R5p_mut
Grin1,4.34191,1.275571,1.4124957999736062e-05,0.00031534789952899117,5,p0_R5p_mut
Nrcam,4.304405,1.1188142,1.6743493089437607e-05,0.0003571945192413356,5,p0_R5p_mut
Cacna1b,4.109386,1.6519341,3.9671265830409545e-05,0.0008279220695041991,5,p0_R5p_mut
Kcnc2,4.0883346,4.6051536,4.344816773083124e-05,0.0008689633546166247,5,p0_R5p_mut
Cnr1,3.7405825,1.386531,0.00018359437840322505,0.0034558941817077657,5,p0_R5p_mut
