,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20
Cluster_0,1.0,0.3774286466490634,0.53702828730168,0.13670923020986692,0.5739297675342706,0.4274980882316485,0.5021478484363502,0.3072860085651692,0.4079403223872197,0.2926786120507707,0.2974382736627425,0.3943233067950921,0.2138628293654782,0.5406381403475902,0.40000455188664885,0.3931678368727271,0.23181500601384838,0.28346491470101876,0.3273834345927335,0.25529213561282815
Cluster_1,0.37742864664906334,0.9999999999999998,0.7885914433868553,0.2611938232337163,0.38864181347002996,0.7073620315273801,0.6259100356358854,0.5566605935397646,0.2452540175450608,0.5531160464176839,0.8028593359548463,0.6650864260664846,0.46579032566912587,0.277936789996686,0.4958963749570397,0.18267044490327247,0.10833134057950261,0.18452621530667673,0.08530532418272752,0.259458951070854
Cluster_2,0.53702828730168,0.7885914433868553,1.0,0.2882514495805367,0.47017652263938864,0.7255668608074405,0.783715988351638,0.5385979809984757,0.3364434678941269,0.5039634507002739,0.7412891794521914,0.6481057688301403,0.4774304778240927,0.3484690322877594,0.512443907402644,0.25622120292914424,0.19379382113784013,0.23032862921820216,0.15011700889460725,0.2756899179660339
Cluster_3,0.13670923020986692,0.2611938232337163,0.2882514495805367,1.0,0.13874094133528395,0.241920109580354,0.22190916654655204,0.2153124601426772,0.09375195231017196,0.20779685682586851,0.2985862957818847,0.20026092670001386,0.13900405981430453,0.11795162439216302,0.18532085335524834,0.039538148536454466,0.014717030760835324,0.06271420917311817,0.015783850883988548,0.07354879532347475
Cluster_4,0.5739297675342706,0.38864181347002996,0.47017652263938864,0.13874094133528392,1.0,0.43255544200078083,0.42052414799784654,0.3479828737030033,0.29674640646813033,0.33145208800813436,0.3226724678802351,0.416763325076823,0.22404362344847104,0.47632775171534375,0.3575297935723636,0.29750079540829677,0.17023921281706503,0.5232839371034076,0.20657377598359675,0.18429479247398167
Cluster_5,0.4274980882316484,0.7073620315273801,0.7255668608074405,0.241920109580354,0.4325554420007809,1.0,0.6733900949982444,0.6032467991229131,0.234381516633188,0.5529462008998809,0.6512189704025559,0.7783311127086977,0.39823393983715005,0.3659996640924053,0.45718648628423497,0.18287333370618067,0.10078556013558827,0.20887427758371424,0.10742288788658395,0.2947402622219923
Cluster_6,0.5021478484363502,0.6259100356358854,0.783715988351638,0.22190916654655204,0.42052414799784654,0.6733900949982443,1.0,0.5952257186976428,0.295586871276056,0.42197534867907116,0.5303155361778917,0.6428998445759513,0.37455071819351193,0.25925211291763484,0.3410616684150265,0.23754716317123462,0.16508208998169416,0.24116546957113794,0.16589630798089314,0.2619074087333849
Cluster_7,0.3072860085651692,0.5566605935397646,0.5385979809984758,0.21531246014267721,0.3479828737030033,0.6032467991229131,0.5952257186976428,1.0,0.19165960914587915,0.48084021074257965,0.4878692831447108,0.7119693753722018,0.31571714817603314,0.22357719284078484,0.3255044709021626,0.15111957289873892,0.07520135094476743,0.25153514322283044,0.08801087032924279,0.22336180558039612
Cluster_8,0.4079403223872198,0.2452540175450608,0.3364434678941269,0.09375195231017196,0.2967464064681304,0.23438151663318796,0.295586871276056,0.19165960914587918,1.0,0.16745178074285963,0.1842510224493866,0.223123193576677,0.11629614972193768,0.2888826288760739,0.24532807518937613,0.568074886475622,0.20004910669420173,0.18069348040574792,0.249513186673718,0.1414691495728218
Cluster_9,0.2926786120507708,0.5531160464176837,0.503963450700274,0.20779685682586851,0.33145208800813436,0.5529462008998809,0.42197534867907116,0.48084021074257965,0.16745178074285963,1.0,0.5619550817052912,0.5808851594858432,0.3842300657006747,0.2862471199861898,0.3962036291046716,0.1238970802321567,0.054310458334730825,0.16653204483046238,0.12815022045910537,0.18443232269188323
