names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Rspo3,5.1691813,2.0829687,2.3512176026983437e-07,1.0259858629956409e-05,e16,14,2.0829687,4.988858623303425,True,upregulated
Apoe,4.380475,1.3428984,1.1842077605095716e-05,0.00022290969609591938,e16,14,1.3428984,3.6518710402260495,True,upregulated
Dcc,4.090067,1.1429127,4.3124904485663656e-05,0.0006786870214137231,e16,14,1.1429127,3.168330455777292,True,upregulated
Plxnc1,3.38499,1.1655464,0.000711808427428456,0.007854437819900204,e16,14,1.1655464,2.1048848940679963,True,upregulated
Erbb4,2.9700997,1.0302863,0.0029770312704477373,0.027687805350382875,e16,14,1.0302863,1.5577114668615657,True,upregulated
Cadm3,2.965141,0.42128298,0.0030254409891185964,0.027687805350382875,e16,14,0.42128298,1.5577114668615657,False,not_significant
Ptpn11,2.9648452,0.55992,0.003028353710198127,0.027687805350382875,e16,14,0.55992,1.5577114668615657,True,upregulated
Cacnb4,2.8849902,1.4703656,0.003914258693906086,0.034474205010549014,e16,14,1.4703656,1.46250574004733,True,upregulated
Mest,2.7722015,0.59721637,0.0055678544216601076,0.04647948038951046,e16,14,0.59721637,1.3327387357216356,True,upregulated
Tead1,2.6886463,0.3739232,0.007174240040661899,0.05886555930799507,e16,14,0.3739232,1.230138725199811,False,not_significant
Gria1,2.5817044,1.5280493,0.009831377848676116,0.07800101433660389,e16,14,1.5280493,1.1078997496438074,False,not_significant
Cdk6,2.5464025,0.9774024,0.010883965208741589,0.08426295645477358,e16,14,0.9774024,1.0743633072615193,False,not_significant
Gng10,2.4854937,1.3528489,0.012937192517994956,0.09935763853820126,e16,14,1.3528489,1.0027987390476865,False,not_significant
Prickle2,2.4480455,1.7029026,0.01436335615773679,0.10772517118302592,e16,14,1.7029026,0.9676828071139554,False,not_significant
Cdh4,2.3796618,0.47336286,0.017328536154543345,0.12602571748758795,e16,14,0.47336286,0.8995408213644138,False,not_significant
Prex2,2.32978,1.3781174,0.019817772322536356,0.1412216635422802,e16,14,1.3781174,0.8500986769725418,False,not_significant
Glul,2.2318673,0.660021,0.025623738386434787,0.16964681966191308,e16,14,0.660021,0.7704542775822483,False,not_significant
Lhx1,2.1738448,2.2400143,0.029716795436964358,0.19146391690930056,e16,14,2.2400143,0.7179130606704432,False,not_significant
Ccnd2,2.16674,0.2900221,0.030254686974345534,0.19168929711800467,e16,14,0.2900221,0.7174021350737043,False,not_significant
Reln,2.0569856,1.9813095,0.03968760007900906,0.22814428787933352,e16,14,1.9813095,0.6417904003234515,False,not_significant
Sp8,2.0520272,1.0134583,0.0401670229320557,0.2281677042294288,e16,14,1.0134583,0.6417458273478669,False,not_significant
Atp6v0e2,2.005328,0.5626904,0.04492799920909591,0.24646216708989757,e16,14,0.5626904,0.6082497371782722,False,not_significant
Src,1.9406447,0.31322634,0.05230138563196994,0.27894072337050635,e16,14,0.31322634,0.5544880771860049,False,not_significant
Ptprm,1.9376844,0.45803794,0.05266173942082286,0.2793108831159666,e16,14,0.45803794,0.5539121420464802,False,not_significant
Nfia,1.9231048,0.17260379,0.054466894324905334,0.2872979041313688,e16,14,0.17260379,0.5416675422207271,False,not_significant
Pak3,1.916666,0.9127205,0.05528037176896694,0.289995392886384,e16,14,0.9127205,0.5376089016179901,False,not_significant
Grk3,1.8769976,0.6112732,0.060518420908467166,0.311203896144014,e16,14,0.6112732,0.5069549744610957,False,not_significant
Sparcl1,1.8762575,1.2524885,0.060619925603052724,0.311203896144014,e16,14,1.2524885,0.5069549744610957,False,not_significant
Pax6,1.8593837,0.1221652,0.06297277810012496,0.3198617300323807,e16,14,0.1221652,0.4950377181215788,False,not_significant
Gnao1,1.8435459,0.1634835,0.06524934975100076,0.3279548469160248,e16,14,0.1634835,0.48418594618189215,False,not_significant
