names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Shank1,8.75013,2.4234724,2.1310836861735038e-18,2.0458403387265636e-15,p30,16,2.4234724,14.68912826246925,True,upregulated
Mast3,8.20034,2.294268,2.3970719623731637e-16,8.362116693451139e-14,p30,16,2.294268,13.077683776157969,True,upregulated
Sfxn5,8.189959,2.2835834,2.613161466703481e-16,8.362116693451139e-14,p30,16,2.2835834,13.077683776157969,True,upregulated
Gnao1,8.125862,2.5567865,4.441954391545285e-16,1.0660690539708684e-13,p30,16,2.5567865,12.972214663238907,True,upregulated
Eef1a2,8.080723,2.0700135,6.438390710864564e-16,1.2361710164859964e-13,p30,16,2.0700135,12.907921443180498,True,upregulated
Nfix,7.870377,2.3831277,3.53574593466721e-15,5.657193495467536e-13,p30,16,2.3831277,12.247398966641121,True,upregulated
Ctnnb1,7.6681557,2.1881204,1.74487085002134e-14,2.3929657371721235e-12,p30,16,2.1881204,11.621063519632951,True,upregulated
Syp,7.5372534,2.8687775,4.7997264634942806e-14,5.759671756193137e-12,p30,16,2.8687775,11.239602266322631,True,upregulated
Atp1a3,7.3025327,1.5972996,2.8240108474215137e-13,2.8991428615147534e-11,p30,16,1.5972996,10.53773038332081,True,upregulated
Shank3,7.2935047,2.599553,3.0199404807445346e-13,2.8991428615147534e-11,p30,16,2.599553,10.53773038332081,True,upregulated
Rhob,7.0831585,1.8999721,1.4090525301096893e-12,1.2297185717320926e-10,p30,16,1.8999721,9.91019426801461,True,upregulated
Prickle2,7.05743,2.1759288,1.696106880684348e-12,1.3568855045474782e-10,p30,16,2.1759288,9.867456797027874,True,upregulated
Gnb1,7.030798,1.9692194,2.0535598666155284e-12,1.5164749784237748e-10,p30,16,1.9692194,9.81916475107843,True,upregulated
Efhd2,6.931493,1.5267551,4.164229429915138e-12,2.8554716090846664e-10,p30,16,1.5267551,9.544322153509773,True,upregulated
Src,6.895382,2.3188694,5.3720335247391765e-12,3.438101455833073e-10,p30,16,2.3188694,9.46368131175067,True,upregulated
Vsir,6.7726045,2.6520605,1.2648427832845715e-11,7.589056699707429e-10,p30,16,2.6520605,9.119812202440654,True,upregulated
Plxna4,6.725209,2.1524587,1.7534055327078376e-11,9.901584184703083e-10,p30,16,2.1524587,9.00429531574244,True,upregulated
Epb41l1,6.639897,1.6174576,3.139025245902073e-11,1.674146797814439e-09,p30,16,1.6174576,8.776206463495944,True,upregulated
Adcy1,6.6195846,2.0796251,3.60209751382708e-11,1.8200071648810511e-09,p30,16,2.0796251,8.739926902310431,True,upregulated
Gnas,6.5902443,1.6048032,4.391030574313459e-11,2.1076946756704605e-09,p30,16,1.6048032,8.676192301559789,True,upregulated
Cplx2,6.5798626,1.6048344,4.708834102659328e-11,2.152609875501407e-09,p30,16,1.6048344,8.66703467164848,True,upregulated
Camk2b,6.539689,2.269591,6.164683851076738e-11,2.6900438622880314e-09,p30,16,2.269591,8.570240638587052,True,upregulated
Dlgap1,6.489134,2.0278378,8.633125595408396e-11,3.6033915528661126e-09,p30,16,2.0278378,8.443288543869711,True,upregulated
Dpysl2,6.475141,2.016402,9.472354231826372e-11,3.788941692730549e-09,p30,16,2.016402,8.421482077944912,True,upregulated
Mapk8ip3,6.4656615,1.764453,1.0085647121062107e-10,3.872888494487849e-09,p30,16,1.764453,8.411965006738614,True,upregulated
Dnm1,6.4024677,1.7568344,1.528855788667986e-10,5.645005988927948e-09,p30,16,1.7568344,8.248335592984898,True,upregulated
