names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Ptprm,5.627328,1.0993915,1.830227925786852e-08,2.9283646812589633e-06,e16,18,1.0993915,5.533374839773408,True,upregulated
Ccnd2,4.7953005,1.2107633,1.6243123530066264e-06,0.00014175816898966923,e16,18,1.2107633,3.8484519049577193,True,upregulated
Ptpn11,2.3549345,0.7456554,0.018525970412563247,0.16562702336784177,e16,18,0.7456554,0.7808688031666882,False,not_significant
Cdk6,1.8906336,1.2857832,0.0586732795278138,0.3780291835349077,e16,18,1.2857832,0.42247467169997144,False,not_significant
Axin2,1.8460606,0.4512702,0.06488339975838726,0.40711152789576327,e16,18,0.4512702,0.3902865998298011,False,not_significant
Trpc5,1.831822,2.8109143,0.06697793163220517,0.41752476861634386,e16,18,2.8109143,0.37931775597838185,False,not_significant
Lef1,1.8169645,0.6519172,0.06922255617270874,0.4205927463658253,e16,18,0.6519172,0.37613822152240406,False,not_significant
Cacnb4,1.7414382,1.8682215,0.0816068034330084,0.462678352243988,e16,18,1.8682215,0.3347208197586214,False,not_significant
Emx2,1.6355776,3.7387176,0.10192803346197285,0.54061277416295,e16,18,3.7387176,0.2671136965526919,False,not_significant
Gnao1,1.5860521,0.6846938,0.1127274898916623,0.5783125060038985,e16,18,0.6846938,0.23783741597972274,False,not_significant
Gng10,1.5860521,2.141461,0.1127274898916623,0.5783125060038985,e16,18,2.141461,0.23783741597972274,False,not_significant
Tead1,1.5241454,0.4086302,0.1274724159502461,0.6203001536137294,e16,18,0.4086302,0.20739811128451485,False,not_significant
Lhx1,1.4727627,2.25271,0.1408150412119741,0.6468059309258141,e16,18,2.25271,0.18922600645805412,False,not_significant
Cadm3,1.4671911,1.3800197,0.1423240884871066,0.6506244045124873,e16,18,1.3800197,0.18666965063558524,False,not_significant
Fgf12,1.3607113,3.4795299,0.17360491993344151,0.760945153284291,e16,18,3.4795299,0.11864664478578331,False,not_significant
Llgl1,1.3508062,0.9349156,0.17675749490752357,0.764356734735237,e16,18,0.9349156,0.11670390350807743,False,not_significant
Nfia,1.3124241,0.32819986,0.18937709000066905,0.7802661218911686,e16,18,0.32819986,0.10775724915921707,False,not_significant
Atp6v1e1,1.3043762,1.0238223,0.19210535057012845,0.7881245151595013,e16,18,1.0238223,0.10340516325317521,False,not_significant
Lmna,1.2678512,3.1227074,0.2048511022923608,0.8194044091694432,e16,18,3.1227074,0.08650170346219424,False,not_significant
Tubb3,1.239374,1.3149017,0.2152070067422308,0.8297137609339018,e16,18,1.3149017,0.08107170700628963,False,not_significant
Sdc4,1.2344215,1.1518422,0.21704587893755456,0.8334561751202094,e16,18,1.1518422,0.07911723135349166,False,not_significant
Cd70,1.2269927,4.7151585,0.2198253378469952,0.8341198590241715,e16,18,4.7151585,0.07877153884348234,False,not_significant
Atp6v0e2,1.1087507,1.115868,0.2675377385142176,0.9339499235405414,e16,18,1.115868,0.029676409115779415,False,not_significant
