names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Zbtb20,2.9035258,0.98195934,0.003689864198675979,0.33272796107295294,e16,5,0.98195934,0.4779107012969743,False,not_significant
Parp1,1.9046378,0.835114,0.05682716780869795,1.0,e16,5,0.835114,-0.0,False,not_significant
Gphn,1.8157718,0.86309767,0.0694053841598473,1.0,e16,5,0.86309767,-0.0,False,not_significant
Dlx1,1.7491223,0.88711715,0.08026988162870409,1.0,e16,5,0.88711715,-0.0,False,not_significant
Cacna1c,1.5662634,0.9830172,0.11728696647802025,1.0,e16,5,0.9830172,-0.0,False,not_significant
Stx7,1.4859422,1.4640334,0.13729441105629656,1.0,e16,5,1.4640334,-0.0,False,not_significant
L1cam,1.3099191,0.4377515,0.19022319091155848,1.0,e16,5,0.4377515,-0.0,False,not_significant
Depdc5,1.2586503,0.5443489,0.20815667363430246,1.0,e16,5,0.5443489,-0.0,False,not_significant
Cadm1,1.2295979,0.2440226,0.21884770115554875,1.0,e16,5,0.2440226,-0.0,False,not_significant
Skp2,1.2184896,1.7521265,0.22303794004301414,1.0,e16,5,1.7521265,-0.0,False,not_significant
Cul5,1.1843104,0.85203284,0.2362901910130849,1.0,e16,5,0.85203284,-0.0,False,not_significant
Src,1.1843104,0.38368344,0.2362901910130849,1.0,e16,5,0.38368344,-0.0,False,not_significant
Grin3a,1.1407319,1.8272592,0.25398149344190324,1.0,e16,5,1.8272592,-0.0,False,not_significant
Plxna2,1.1236423,0.1920171,0.26116479654153757,1.0,e16,5,0.1920171,-0.0,False,not_significant
Slc6a11,1.1202244,1.5366312,0.26261815160361124,1.0,e16,5,1.5366312,-0.0,False,not_significant
Pld4,1.1185154,1.7430104,0.2633469196121426,1.0,e16,5,1.7430104,-0.0,False,not_significant
Unc13a,1.1133885,0.3022551,0.2655415919878167,1.0,e16,5,0.3022551,-0.0,False,not_significant
Tbc1d24,1.0971534,0.5841506,0.2725743356174004,1.0,e16,5,0.5841506,-0.0,False,not_significant
Dcx,1.0937355,0.7702385,0.2740710056281144,1.0,e16,5,0.7702385,-0.0,False,not_significant
Dnm2,1.0347763,2.335775,0.30077338967401035,1.0,e16,5,2.335775,-0.0,False,not_significant
Pik3cd,1.0228136,0.87809455,0.3063959977129236,1.0,e16,5,0.87809455,-0.0,False,not_significant
Sema6c,1.0202501,0.25174394,0.30760984645954637,1.0,e16,5,0.25174394,-0.0,False,not_significant
Slitrk5,1.005724,0.51721984,0.31454837450216744,1.0,e16,5,0.51721984,-0.0,False,not_significant
Npy,0.98350745,1.3428323,0.3253577468967934,1.0,e16,5,1.3428323,-0.0,False,not_significant
Flna,0.96983576,0.23118286,0.3321283631140425,1.0,e16,5,0.23118286,-0.0,False,not_significant
Itgb8,0.9681268,1.1409067,0.3329810458572158,1.0,e16,5,1.1409067,-0.0,False,not_significant
Efna2,0.96556336,1.0703822,0.33426271727924195,1.0,e16,5,1.0703822,-0.0,False,not_significant
Cdkn1b,0.95189166,0.83048713,0.3411519266601615,1.0,e16,5,0.83048713,-0.0,False,not_significant
Msi2,0.92711174,0.5720622,0.35386853103139737,1.0,e16,5,0.5720622,-0.0,False,not_significant
Prkaca,0.892078,0.5772815,0.37235112250522195,1.0,e16,5,0.5772815,-0.0,False,not_significant
Cdk5,0.8878056,0.9189882,0.3746453289442768,1.0,e16,5,0.9189882,-0.0,False,not_significant
Sema6b,0.8741339,0.6571143,0.3820453332523196,1.0,e16,5,0.6571143,-0.0,False,not_significant
Gnal,0.86729807,1.0172752,0.38577871839170064,1.0,e16,5,1.0172752,-0.0,False,not_significant
Grk2,0.8664436,0.38947523,0.3862469533510188,1.0,e16,5,0.38947523,-0.0,False,not_significant
Fbxo38,0.8484995,0.8468078,0.396159860203425,1.0,e16,5,0.8468078,-0.0,False,not_significant
Ddx3x,0.8433726,0.2675098,0.39902009215702894,1.0,e16,5,0.2675098,-0.0,False,not_significant
Cdk19,0.8433726,0.9578577,0.39902009215702894,1.0,e16,5,0.9578577,-0.0,False,not_significant
Ephb6,0.83653677,3.8518648,0.4028530105649105,1.0,e16,5,3.8518648,-0.0,False,not_significant
Shank1,0.81432027,0.19213693,0.41546151244358576,1.0,e16,5,0.19213693,-0.0,False,not_significant
Elavl4,0.8109023,0.2534056,0.41742176457284175,1.0,e16,5,0.2534056,-0.0,False,not_significant
Sfxn5,0.8091934,1.4484953,0.41840393134301,1.0,e16,5,1.4484953,-0.0,False,not_significant
Satb2,0.78783137,0.90905446,0.4307953650531374,1.0,e16,5,0.90905446,-0.0,False,not_significant
Rock2,0.7852679,1.0551546,0.4322965120635126,1.0,e16,5,1.0551546,-0.0,False,not_significant
Bhlhe22,0.7750141,1.211947,0.4383313101218186,1.0,e16,5,1.211947,-0.0,False,not_significant
Spop,0.76134247,0.48413244,0.4464525598618103,1.0,e16,5,0.48413244,-0.0,False,not_significant
Nrp2,0.7391259,0.76107204,0.4598305300738521,1.0,e16,5,0.76107204,-0.0,False,not_significant
Creb1,0.737417,0.6311503,0.4608688170475118,1.0,e16,5,0.6311503,-0.0,False,not_significant
Grik2,0.7220363,0.24175274,0.47027214929003536,1.0,e16,5,0.24175274,-0.0,False,not_significant
Rock1,0.7152005,1.7811188,0.47448517826626235,1.0,e16,5,1.7811188,-0.0,False,not_significant
Meis2,0.7100736,1.3578508,0.4776585054496054,1.0,e16,5,1.3578508,-0.0,False,not_significant
Cdk6,0.7032377,1.4001104,0.4819076042491668,1.0,e16,5,1.4001104,-0.0,False,not_significant
Negr1,0.7032377,1.3937616,0.4819076042491668,1.0,e16,5,1.3937616,-0.0,False,not_significant
Myc,0.7015288,1.3232807,0.48297308217718826,1.0,e16,5,1.3232807,-0.0,False,not_significant
Nptx2,0.6981109,1.3482774,0.48510787090351337,1.0,e16,5,1.3482774,-0.0,False,not_significant
Plxna4,0.6946929,0.22669832,0.4872477595036251,1.0,e16,5,0.22669832,-0.0,False,not_significant
Diablo,0.6946929,1.0940433,0.4872477595036251,1.0,e16,5,1.0940433,-0.0,False,not_significant
Pla2g4b,0.6827302,1.2900412,0.4947773438793026,1.0,e16,5,1.2900412,-0.0,False,not_significant
Syn2,0.6545323,0.3507107,0.5127689049360132,1.0,e16,5,0.3507107,-0.0,False,not_significant
Fgf12,0.6400062,0.43719217,0.5221685972644774,1.0,e16,5,0.43719217,-0.0,False,not_significant
Abl1,0.6400062,0.7547738,0.5221685972644774,1.0,e16,5,0.7547738,-0.0,False,not_significant
P2rx4,0.6306069,27.782774,0.5282976079908929,1.0,e16,5,27.782774,-0.0,False,not_significant
Plp1,0.6306069,27.51698,0.5282976079908929,1.0,e16,5,27.51698,-0.0,False,not_significant
Bmpr1b,0.6306069,27.48373,0.5282976079908929,1.0,e16,5,27.48373,-0.0,False,not_significant
Slitrk6,0.6306069,29.332642,0.5282976079908929,1.0,e16,5,29.332642,-0.0,False,not_significant
Plcg1,0.6297524,0.5842509,0.5288566024376281,1.0,e16,5,0.5842509,-0.0,False,not_significant
Fgfr1,0.6229165,0.5562827,0.5333393689812683,1.0,e16,5,0.5562827,-0.0,False,not_significant
Xrcc6,0.6186441,2.1014895,0.5361508201788946,1.0,e16,5,2.1014895,-0.0,False,not_significant
Gabbr2,0.6177896,0.40702578,0.5367140043250123,1.0,e16,5,0.40702578,-0.0,False,not_significant
Cldn5,0.6160807,2.2902577,0.5378412644949044,1.0,e16,5,2.2902577,-0.0,False,not_significant
Ptk2,0.6083904,0.19787185,0.5429286005464515,1.0,e16,5,0.19787185,-0.0,False,not_significant
Clta,0.5955731,0.5439844,0.5514604169074017,1.0,e16,5,0.5439844,-0.0,False,not_significant
Prkcz,0.58190143,0.7075919,0.5606330582381791,1.0,e16,5,0.7075919,-0.0,False,not_significant
Sema6a,0.5801925,0.14607267,0.5617848131204324,1.0,e16,5,0.14607267,-0.0,False,not_significant
Mpped1,0.5801925,-0.008594999,0.5617848131204324,1.0,e16,5,0.008594999,-0.0,False,not_significant
Fxyd6,0.56822973,0.28681806,0.5698789631359422,1.0,e16,5,0.28681806,-0.0,False,not_significant
Fbxw11,0.5494312,0.20077729,0.5827095771609485,1.0,e16,5,0.20077729,-0.0,False,not_significant
Ptprd,0.5443043,0.7488044,0.5862320878383339,1.0,e16,5,0.7488044,-0.0,False,not_significant
Stx2,0.5340505,0.12298663,0.5933065743178988,1.0,e16,5,0.12298663,-0.0,False,not_significant
Fam163b,0.5255057,27.767618,0.5992316764940799,1.0,e16,5,27.767618,-0.0,False,not_significant
Nlgn3,0.5246512,0.3508794,0.5998256584904473,1.0,e16,5,0.3508794,-0.0,False,not_significant
Kcnh7,0.52379674,0.6704495,0.6004199068312608,1.0,e16,5,0.6704495,-0.0,False,not_significant
Cnr1,0.52379674,0.13968557,0.6004199068312608,1.0,e16,5,0.13968557,-0.0,False,not_significant
Ndel1,0.5186699,2.8662765,0.603990972452233,1.0,e16,5,2.8662765,-0.0,False,not_significant
Mki67,0.513543,1.8345981,0.6075715467271967,1.0,e16,5,1.8345981,-0.0,False,not_significant
Pard6a,0.5084161,1.4953494,0.6111615606104142,1.0,e16,5,1.4953494,-0.0,False,not_significant
Gnb5,0.5049982,1.145273,0.613560113021933,1.0,e16,5,1.145273,-0.0,False,not_significant
Kcnc2,0.5049982,0.17646047,0.613560113021933,1.0,e16,5,0.17646047,-0.0,False,not_significant
Lrp6,0.5032892,0.48409045,0.6147609443772326,1.0,e16,5,0.48409045,-0.0,False,not_significant
Parp2,0.49645337,1.0357187,0.6195745763319673,1.0,e16,5,1.0357187,-0.0,False,not_significant
Sp8,0.48961753,1.1974176,0.6244045718963355,1.0,e16,5,1.1974176,-0.0,False,not_significant
Sema4f,0.48449063,0.60595274,0.6280377044997798,1.0,e16,5,0.60595274,-0.0,False,not_significant
Atp6v0a2,0.48278168,0.8160388,0.6292507602363172,1.0,e16,5,0.8160388,-0.0,False,not_significant
Kcnj3,0.47423688,0.78909624,0.6353310031177906,1.0,e16,5,0.78909624,-0.0,False,not_significant
Ppp3cc,0.47081894,0.5635322,0.6377700324102996,1.0,e16,5,0.5635322,-0.0,False,not_significant
Gls,0.46910998,0.17925268,0.638991021481559,1.0,e16,5,0.17925268,-0.0,False,not_significant
Atp6v1c1,0.4639831,0.4935059,0.642659853031282,1.0,e16,5,0.4935059,-0.0,False,not_significant
Grin2b,0.44860244,0.22657259,0.6537184691631925,1.0,e16,5,0.22657259,-0.0,False,not_significant
Deaf1,0.44005764,0.3410891,0.6598953629232984,1.0,e16,5,0.3410891,-0.0,False,not_significant
Gad2,0.43834868,0.24138467,0.6611335457405999,1.0,e16,5,0.24138467,-0.0,False,not_significant
Plxna3,0.43493074,0.34963703,0.6636126921374421,1.0,e16,5,0.34963703,-0.0,False,not_significant
Ttc28,0.42296803,0.12434451,0.6723185936877367,1.0,e16,5,0.12434451,-0.0,False,not_significant
Itgb2l,0.42040458,27.922552,0.674189924524155,1.0,e16,5,27.922552,-0.0,False,not_significant
Notum,0.42040458,27.374681,0.674189924524155,1.0,e16,5,27.374681,-0.0,False,not_significant
Neurod1,0.41784114,3.878331,0.676063273147936,1.0,e16,5,3.878331,-0.0,False,not_significant
Syt2,0.4144232,2.5513241,0.6785641925486445,1.0,e16,5,2.5513241,-0.0,False,not_significant
Tuba3a,0.4144232,2.368941,0.6785641925486445,1.0,e16,5,2.368941,-0.0,False,not_significant
Plin2,0.4110053,2.1203153,0.6810686569252589,1.0,e16,5,2.1203153,-0.0,False,not_significant
Hpgds,0.40929633,1.4559038,0.6823222108984521,1.0,e16,5,1.4559038,-0.0,False,not_significant
Cep44,0.4058784,1.2795842,0.684831947188699,1.0,e16,5,1.2795842,-0.0,False,not_significant
Gsn,0.401606,0.63923645,0.6879740141527133,1.0,e16,5,0.63923645,-0.0,False,not_significant
Ccna2,0.40075153,1.2439393,0.6886030765886993,1.0,e16,5,1.2439393,-0.0,False,not_significant
Mdm2,0.3964791,0.010557929,0.6917516127887018,1.0,e16,5,0.010557929,-0.0,False,not_significant
Nfatc3,0.39391568,0.967275,0.6936432997949455,1.0,e16,5,0.967275,-0.0,False,not_significant
Chrna1,0.3922067,0.44017702,0.6949054868657218,1.0,e16,5,0.44017702,-0.0,False,not_significant
Trpc6,0.39135224,1.7534467,0.6955368979529706,1.0,e16,5,1.7534467,-0.0,False,not_significant
Sall1,0.38707983,0.936455,0.6986971132844768,1.0,e16,5,0.936455,-0.0,False,not_significant
Fbxo31,0.38622534,0.15573454,0.6993297855888474,1.0,e16,5,0.15573454,-0.0,False,not_significant
Efnb3,0.3751171,0.15296331,0.7075733855065077,1.0,e16,5,0.15296331,-0.0,False,not_significant
Apoe,0.36742675,0.64244425,0.7133007099822741,1.0,e16,5,0.64244425,-0.0,False,not_significant
Rgs16,0.35546404,0.7396546,0.7222419851600901,1.0,e16,5,0.7396546,-0.0,False,not_significant
Tbr1,0.34606475,0.06540884,0.7292940585769905,1.0,e16,5,0.06540884,-0.0,False,not_significant
Stx6,0.34606475,0.364721,0.7292940585769905,1.0,e16,5,0.364721,-0.0,False,not_significant
Socs7,0.3443558,0.5220165,0.7305787383319167,1.0,e16,5,0.5220165,-0.0,False,not_significant
Nfasc,0.34093785,0.23739223,0.7331503632643193,1.0,e16,5,0.23739223,-0.0,False,not_significant
Cul1,0.32384825,0.22940111,0.7460529309633577,1.0,e16,5,0.22940111,-0.0,False,not_significant
P2ry12,0.31530344,27.519419,0.7525312784625858,1.0,e16,5,27.519419,-0.0,False,not_significant
Ocln,0.31530344,28.608591,0.7525312784625858,1.0,e16,5,28.608591,-0.0,False,not_significant
Six3,0.31530344,25.044907,0.7525312784625858,1.0,e16,5,25.044907,-0.0,False,not_significant
Drd1,0.31530344,26.038568,0.7525312784625858,1.0,e16,5,26.038568,-0.0,False,not_significant
C1qc,0.31530344,25.110628,0.7525312784625858,1.0,e16,5,25.110628,-0.0,False,not_significant
Itga8,0.31530344,27.316679,0.7525312784625858,1.0,e16,5,27.316679,-0.0,False,not_significant
Fxyd7,0.3118855,3.4136775,0.7551275350532198,1.0,e16,5,3.4136775,-0.0,False,not_significant
Nos1,0.31017655,2.6466868,0.7564267034681096,1.0,e16,5,2.6466868,-0.0,False,not_significant
Gfap,0.31017655,2.2611232,0.7564267034681096,1.0,e16,5,2.2611232,-0.0,False,not_significant
Cx3cr1,0.3084676,1.9917402,0.7577265607283731,1.0,e16,5,1.9917402,-0.0,False,not_significant
Epm2a,0.3084676,2.3152852,0.7577265607283731,1.0,e16,5,2.3152852,-0.0,False,not_significant
Pou3f2,0.3067586,1.6036898,0.7590271034009457,1.0,e16,5,1.6036898,-0.0,False,not_significant
Pla2g4a,0.3067586,1.2926887,0.7590271034009457,1.0,e16,5,1.2926887,-0.0,False,not_significant
Clu,0.3067586,1.7657622,0.7590271034009457,1.0,e16,5,1.7657622,-0.0,False,not_significant
Grk3,0.3067586,-0.080660716,0.7590271034009457,1.0,e16,5,0.080660716,-0.0,False,not_significant
Prkcg,0.3067586,1.257198,0.7590271034009457,1.0,e16,5,1.257198,-0.0,False,not_significant
Grin2a,0.3067586,1.8175957,0.7590271034009457,1.0,e16,5,1.8175957,-0.0,False,not_significant
Egfr,0.30504966,1.4735006,0.7603283280469477,1.0,e16,5,1.4735006,-0.0,False,not_significant
Casp9,0.2982138,1.3173562,0.7655399773856524,1.0,e16,5,1.3173562,-0.0,False,not_significant
Efna5,0.2947959,1.2691478,0.7681498040618783,1.0,e16,5,1.2691478,-0.0,False,not_significant
Atp6v1a,0.29308695,0.21008734,0.7694557057505118,1.0,e16,5,0.21008734,-0.0,False,not_significant
Rims1,0.29137796,1.2827902,0.7707622616954686,1.0,e16,5,1.2827902,-0.0,False,not_significant
Cobll1,0.29137796,0.7403287,0.7707622616954686,1.0,e16,5,0.7403287,-0.0,False,not_significant
Nectin2,0.289669,1.1778243,0.7720694684067634,1.0,e16,5,1.1778243,-0.0,False,not_significant
Raf1,0.28796005,0.9446877,0.7733773223888707,1.0,e16,5,0.9446877,-0.0,False,not_significant
Synpr,0.28796005,1.1914712,0.7733773223888707,1.0,e16,5,1.1914712,-0.0,False,not_significant
Ptprf,0.2862511,0.76800823,0.7746858201407525,1.0,e16,5,0.76800823,-0.0,False,not_significant
Epha3,0.2862511,0.6840502,0.7746858201407525,1.0,e16,5,0.6840502,-0.0,False,not_significant
Clstn2,0.2845421,0.57744044,0.7759949581558861,1.0,e16,5,0.57744044,-0.0,False,not_significant
Gabra1,0.27770627,0.7967795,0.7812378425280988,1.0,e16,5,0.7967795,-0.0,False,not_significant
Mpz,0.2759973,0.9867028,0.7825501290716592,1.0,e16,5,0.9867028,-0.0,False,not_significant
Cdk5r2,0.2759973,0.83048,0.7825501290716592,1.0,e16,5,0.83048,-0.0,False,not_significant
Srsf11,0.2674525,0.48153436,0.7891207774859912,1.0,e16,5,0.48153436,-0.0,False,not_significant
Cx3cl1,0.26574355,0.2776142,0.7904367254260346,1.0,e16,5,0.2776142,-0.0,False,not_significant
Bax,0.26403457,0.19280978,0.7917532711335447,1.0,e16,5,0.19280978,-0.0,False,not_significant
Kcnip3,0.2589077,-0.07667091,0.7957064590830508,1.0,e16,5,0.07667091,-0.0,False,not_significant
Pak6,0.24523601,0.2141748,0.8062737004512364,1.0,e16,5,0.2141748,-0.0,False,not_significant
Rhob,0.24010912,0.08034115,0.8102456653594796,1.0,e16,5,0.08034115,-0.0,False,not_significant
Dock7,0.23412776,0.0019250687,0.814885801120845,1.0,e16,5,0.0019250687,-0.0,False,not_significant
Celf2,0.23327327,0.113716334,0.8155492121451908,1.0,e16,5,0.113716334,-0.0,False,not_significant
