names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Nfix,10.86583,2.6772063,1.6769118554257335e-27,1.6098353812087042e-24,p30,10,2.6772063,23.79321853184885,True,upregulated
Gnao1,9.491658,1.8215051,2.2738731567529236e-21,1.0914591152414033e-18,p30,10,1.8215051,17.96199252780423,True,upregulated
Pou3f3,9.039087,1.6644396,1.579858264992107e-19,3.9568372918653485e-17,p30,10,1.6644396,16.40265180788355,True,upregulated
Glg1,9.034424,2.3289602,1.6486822049438952e-19,3.9568372918653485e-17,p30,10,2.3289602,16.40265180788355,True,upregulated
Src,8.622722,2.110234,6.538150399303021e-18,1.2553248766661801e-15,p30,10,2.110234,14.901243864713141,True,upregulated
Atp6v0e2,8.527819,2.1510932,1.4913350286714478e-17,2.1445241273532987e-15,p30,10,2.1510932,14.668669063289466,True,upregulated
Zbtb20,8.522332,1.5526758,1.563715509528447e-17,2.1445241273532987e-15,p30,10,1.5526758,14.668669063289466,True,upregulated
Ptprs,8.331978,1.3431834,7.950252265531182e-17,9.540302718637418e-15,p30,10,1.3431834,14.02043784469339,True,upregulated
Cadm3,8.133944,3.4403207,4.1554460744920234e-16,4.4324758127914915e-14,p30,10,3.4403207,13.353353625586006,True,upregulated
Plxnb1,8.087864,2.1143184,6.072015905808079e-16,5.829135269575757e-14,p30,10,2.1143184,13.234395866425507,True,upregulated
Ctnnb1,7.7982183,1.757733,6.278736362876236e-15,5.479624462146534e-13,p30,10,1.757733,12.26124920421747,True,upregulated
Fxyd6,7.776275,1.4482901,7.469103107891895e-15,5.975282486313515e-13,p30,10,1.4482901,12.223641558271511,True,upregulated
Lrrc4,7.685487,2.284927,1.5241634285048236e-14,1.125536070280485e-12,p30,10,2.284927,11.94864058251796,True,upregulated
Dpysl2,7.6668353,1.4701674,1.7629184242489347e-14,1.2088583480564123e-12,p30,10,1.4701674,11.917624586038844,True,upregulated
Bin1,7.3681383,1.2421603,1.7302741461460415e-13,1.1073754535334666e-11,p30,10,1.2421603,10.955705107438783,True,upregulated
Sfxn5,7.326721,1.4426309,2.3585208365853324e-13,1.4151125019511994e-11,p30,10,1.4426309,10.849209032200182,True,upregulated
Apba1,7.3110867,1.5332091,2.6499041545765693e-13,1.496416463760886e-11,p30,10,1.5332091,10.8249475222854,True,upregulated
Olig1,7.272138,1.5585638,3.5384143071569136e-13,1.887154297150354e-11,p30,10,1.5585638,10.724192589680616,True,upregulated
Lrrc4b,7.091658,1.2622733,1.3251454588162195e-12,6.69547179191353e-11,p30,10,1.2622733,10.174218815305366,True,upregulated
Rgma,6.808047,2.8011703,9.893278031327394e-12,4.748773455037149e-10,p30,10,2.8011703,9.323418548374196,True,upregulated
Slc6a1,6.714241,1.1070898,1.8904772457809258e-11,8.642181694998518e-10,p30,10,1.1070898,9.063376607232641,True,upregulated
Syp,6.5496693,1.8008924,5.766456472299645e-11,2.5162719151852996e-09,p30,10,1.8008924,8.599242429648207,True,upregulated
Epb41l1,6.439681,1.1247805,1.1972494665202388e-10,4.997215164606214e-09,p30,10,1.1247805,8.301271950779661,True,upregulated
Scrib,6.3373723,1.5956649,2.3371676040558474e-10,9.348670416223388e-09,p30,10,1.5956649,8.02925015083412,True,upregulated
Sox4,6.3181725,1.3548458,2.6467481757826667e-10,1.016351299500544e-08,p30,10,1.3548458,7.992956153209333,True,upregulated
Shank1,6.232321,1.5454351,4.595749291652249e-10,1.6968920461485227e-08,p30,10,1.5454351,7.770345785998944,True,upregulated
Fbxo31,6.167864,1.4852637,6.921876197767631e-10,2.4611115369840464e-08,p30,10,1.4852637,7.6088687037295255,True,upregulated
Mbp,6.1195893,0.918455,9.38167712220871e-10,3.2165750133287005e-08,p30,10,0.918455,7.492606316020228,True,upregulated
Ap2b1,6.0792694,1.7135863,1.2073135907928298e-09,3.9841501304374206e-08,p30,10,1.7135863,7.399664304888882,True,upregulated
Eef1a2,6.074332,1.4736507,1.245046915761694e-09,3.9841501304374206e-08,p30,10,1.4736507,7.399664304888882,True,upregulated
Igf1r,6.0592465,1.1618894,1.3676062711445635e-09,4.235167807415422e-08,p30,10,1.1618894,7.3731293772126785,True,upregulated
Plp1,6.0208464,1.0629023,1.735071908220056e-09,5.205215724660168e-08,p30,10,1.0629023,7.2835612669050125,True,upregulated
Nfasc,6.012618,1.0104178,1.8255088450368552e-09,5.31057118556176e-08,p30,10,1.0104178,7.2748587652844865,True,upregulated
Rhob,5.9610524,1.2306554,2.506187977189372e-09,7.076295465005286e-08,p30,10,1.2306554,7.15019404176819,True,upregulated
Spop,5.953921,1.1773757,2.6179348597310956e-09,7.180621329548148e-08,p30,10,1.1773757,7.143837975211819,True,upregulated
Tbc1d24,5.943498,1.7647805,2.790032108346647e-09,7.440085622257726e-08,p30,10,1.7647805,7.128422066462174,True,upregulated
Apoe,5.937738,0.92020905,2.889814185328202e-09,7.497896264635334e-08,p30,10,0.92020905,7.125060572451158,True,upregulated
Gnai2,5.8255553,1.0275934,5.692307583038897e-09,1.4011834050557284e-07,p30,10,1.0275934,6.853505014899452,True,upregulated
Nr4a1,5.7805724,2.0263333,7.4446965277961206e-09,1.786727166671069e-07,p30,10,2.0263333,6.7479417592209865,True,upregulated
Gnb1,5.770698,1.0880653,7.894387093264024e-09,1.8484418559837713e-07,p30,10,1.0880653,6.733194205909134,True,upregulated
Cplx2,5.765761,1.1688621,8.129028670151196e-09,1.8580636960345592e-07,p30,10,1.1688621,6.7309394020957845,True,upregulated
Atp6v1a,5.761372,2.5860088,8.34328106802642e-09,1.862686005884968e-07,p30,10,2.5860088,6.729860348219434,True,upregulated
Cplx1,5.716938,1.6930386,1.0846070724057398e-08,2.3452770350201157e-07,p30,10,1.6930386,6.629805849036668,True,upregulated
Kcnq2,5.7141953,3.1903737,1.1022449606621166e-08,2.3452770350201157e-07,p30,10,3.1903737,6.629805849036668,True,upregulated
Cacna1a,5.7109036,1.5145824,1.1237785792804722e-08,2.3452770350201157e-07,p30,10,1.5145824,6.629805849036668,True,upregulated
Zfp609,5.662904,1.1167337,1.4883274280067397e-08,3.039987938056319e-07,p30,10,1.1167337,6.517128139564264,True,upregulated
Mast3,5.6527553,1.364695,1.5789622996637335e-08,3.1579245993274667e-07,p30,10,1.364695,6.500598243702944,True,upregulated
Huwe1,5.6203895,0.9564706,1.90527583510541e-08,3.7327853095942726e-07,p30,10,0.9564706,6.4279669877162835,True,upregulated
Nsf,5.610515,1.4161484,2.0172530923084952e-08,3.8731259372323106e-07,p30,10,1.4161484,6.4119383814141635,True,upregulated
Grk3,5.5754066,4.3861423,2.4695253462334364e-08,4.648518298792351e-07,p30,10,4.3861423,6.332685455110779,True,upregulated
Prickle2,5.568824,1.4939349,2.5646491775706504e-08,4.7347369432073545e-07,p30,10,1.4939349,6.324704144915629,True,upregulated
Atp1a2,5.4870863,0.79905725,4.086171250397111e-08,7.286888909405859e-07,p30,10,0.79905725,6.137457851361688,True,upregulated
Kank1,5.486538,0.99487424,4.098875011540796e-08,7.286888909405859e-07,p30,10,0.99487424,6.137457851361688,True,upregulated
Efhd2,5.4591093,2.0737693,4.785290373977227e-08,8.352506834578432e-07,p30,10,2.0737693,6.078183160320961,True,upregulated
Sema5b,5.453349,1.2465221,4.942982967584967e-08,8.473685087288515e-07,p30,10,1.2465221,6.0719276799850395,True,upregulated
Lrp1,5.449235,0.974376,5.0586923557124705e-08,8.519902914884161e-07,p30,10,0.974376,6.069565354032632,True,upregulated
Mapk8ip3,5.418515,0.99061716,6.009608498591441e-08,9.946938204565143e-07,p30,10,0.99061716,6.00231058010791,True,upregulated
Slitrk5,5.368595,1.2656231,7.935237520939171e-08,1.2911572915426449e-06,p30,10,1.2656231,5.889020847828108,True,upregulated
Ptk2,5.281921,1.6338259,1.2783650975743862e-07,2.045384156119018e-06,p30,10,1.6338259,5.689225112490688,True,upregulated
Shank3,5.276435,1.0987929,1.3172119056399678e-07,2.072989228548146e-06,p30,10,1.0987929,5.683402954536268,True,upregulated
Adcy1,5.197715,1.1300251,2.017531218377353e-07,3.1239193058746105e-06,p30,10,1.1300251,5.505300192933662,True,upregulated
Ap2a1,5.191955,1.3258549,2.080972987076908e-07,3.1710064564981455e-06,p30,10,1.3258549,5.4988028737033865,True,upregulated
Mapk3,5.168915,1.7675139,2.354569445057916e-07,3.531854167586874e-06,p30,10,1.7675139,5.451997237008354,True,upregulated
Camk2b,5.110218,1.6590673,3.2178754085509437e-07,4.752554449552163e-06,p30,10,1.6590673,5.323072898764553,True,upregulated
Srgap3,5.0693493,0.9964727,3.991781045935261e-07,5.806226975905834e-06,p30,10,0.9964727,5.236105990816319,True,upregulated
Ptpn11,4.998309,0.860954,5.783517452095519e-07,8.286830976136864e-06,p30,10,0.860954,5.0816115192327675,True,upregulated
Ntn1,4.991178,1.4412893,6.001221200462107e-07,8.472312283005327e-06,p30,10,1.4412893,5.071998044840314,True,upregulated
Mfge8,4.9878864,2.3396595,6.104344103701762e-07,8.4930004921068e-06,p30,10,2.3396595,5.070938850751069,True,upregulated
Camk2g,4.981852,1.7719657,6.297855676843511e-07,8.637059213956814e-06,p30,10,1.7719657,5.063634102955626,True,upregulated
Parp1,4.9429035,1.2002503,7.696756939785396e-07,1.0406882622808423e-05,p30,10,1.2002503,4.9826793437330865,True,upregulated
Arhgef2,4.9261723,1.3744272,8.385614064822008e-07,1.1180818753096012e-05,p30,10,1.3744272,4.951526392609519,True,upregulated
Flna,4.9198637,1.2982986,8.660457046427241e-07,1.1389094198041303e-05,p30,10,1.2982986,4.943510815028482,True,upregulated
Sall3,4.912732,2.160594,8.981595693669472e-07,1.165179981881445e-05,p30,10,2.160594,4.93360698528116,True,upregulated
Slc17a7,4.9023094,1.3840452,9.471656999734146e-07,1.2123720959659706e-05,p30,10,1.3840452,4.916364067939075,True,upregulated
Vamp2,4.878172,1.2615986,1.0707347877958299e-06,1.3498693941864827e-05,p30,10,1.2615986,4.869708249377623,True,upregulated
Gng7,4.875978,0.8514136,1.0827077432537415e-06,1.3498693941864827e-05,p30,10,0.8514136,4.869708249377623,True,upregulated
Bmpr2,4.868298,1.3440264,1.1256360441353376e-06,1.3853982081665693e-05,p30,10,1.3440264,4.858425378402568,True,upregulated
Gnas,4.8200235,0.9176435,1.4354129243183232e-06,1.7442992498045446e-05,p30,10,0.9176435,4.758379005991708,True,upregulated
Kcnd2,4.800275,1.2098609,1.5844794001291641e-06,1.901375280154997e-05,p30,10,1.2098609,4.7209321566667555,True,upregulated
Mag,4.7969837,1.2488695,1.6107284473106075e-06,1.909011493108868e-05,p30,10,1.2488695,4.7191914569501066,True,upregulated
Stx16,4.772572,1.0547986,1.8188796952434127e-06,2.1294201310166782e-05,p30,10,1.0547986,4.6717386445356315,True,upregulated
Ptprj,4.7668123,1.0753709,1.8716371752003536e-06,2.1647851664967948e-05,p30,10,1.0753709,4.664585196601339,True,upregulated
Atp1a3,4.681235,0.97027487,2.85151920486488e-06,3.258879091274149e-05,p30,10,0.97027487,4.486931752135818,True,upregulated
Llgl1,4.629669,4.1352024,3.6625032759977563e-06,4.136474288185701e-05,p30,10,4.1352024,4.383369670849183,True,upregulated
Ntrk3,4.6071777,1.0191894,4.081710044333074e-06,4.556327491348548e-05,p30,10,1.0191894,4.341385068049032,True,upregulated
Atp1b2,4.5002065,1.1500884,6.7887531506831395e-06,7.491037959374499e-05,p30,10,1.1500884,4.125458002220792,True,upregulated
Htra1,4.4799094,0.8705188,7.467480143574503e-06,8.14634197480855e-05,p30,10,0.8705188,4.089037362644945,True,upregulated
March6,4.4428806,0.93005514,8.876242142435114e-06,9.504280793070582e-05,p30,10,0.93005514,4.022080741441195,True,upregulated
Arhgef12,4.4420576,0.8417406,8.91026324350367e-06,9.504280793070582e-05,p30,10,0.8417406,4.022080741441195,True,upregulated
Axin2,4.4283433,0.7977752,9.495959573492764e-06,0.00010017715594014345,p30,10,0.7977752,3.999231302223616,True,upregulated
Atp6v0a1,4.398172,1.1023897,1.091664315191669e-05,0.00011391279810695676,p30,10,1.1023897,3.9434274801791136,True,upregulated
Slc6a11,4.3723893,1.3671327,1.2289420241970587e-05,0.00012685853153001896,p30,10,1.3671327,3.8966803201504483,True,upregulated
Nipbl,4.344412,1.0743787,1.3964918857895948e-05,0.0001426204479104267,p30,10,1.0743787,3.8458182039509916,True,upregulated
Tubb3,4.337829,1.9363497,1.438969248564211e-05,0.00014541162932859398,p30,10,1.9363497,3.8374008592866673,True,upregulated
Mecp2,4.283795,2.1667974,1.8373230959240016e-05,0.00018373230959240015,p30,10,2.1667974,3.7358144656655767,True,upregulated
Camk2a,4.268435,0.7474991,1.9684927635478445e-05,0.00019481990237174543,p30,10,0.7474991,3.7103666786241853,True,upregulated
Plxnb3,4.2574635,2.540902,2.0675945119135333e-05,0.0002025398705547951,p30,10,2.540902,3.6934894719183644,True,upregulated
Ncam1,4.200412,0.79539967,2.664296949458106e-05,0.0002583560678262406,p30,10,0.79539967,3.5877813340311997,True,upregulated
Cdh20,4.169966,1.0472722,3.0464469248934338e-05,0.00029245890478976963,p30,10,1.0472722,3.5339351506994174,True,upregulated
Ptch1,4.1633835,1.3085223,3.135661368074713e-05,0.00029804306072789353,p30,10,1.3085223,3.5257209853012625,True,upregulated
Rapgef2,4.145006,0.8207701,3.3980438202914455e-05,0.00031981588896860667,p30,10,0.8207701,3.4950999636042543,True,upregulated
Unc13a,4.1422634,1.5207314,3.438950137946189e-05,0.00032052350800275165,p30,10,1.5207314,3.494140112724025,True,upregulated
Clu,4.124435,0.7566004,3.7164615315468234e-05,0.00034305798752739907,p30,10,0.7566004,3.4646324644043567,True,upregulated
Shank2,4.0827436,2.7146666,4.4507152812983044e-05,0.0004030836481175823,p30,10,2.7146666,3.3946048195009917,True,upregulated
Aldoc,4.0827436,1.1581178,4.4507152812983044e-05,0.0004030836481175823,p30,10,1.1581178,3.3946048195009917,True,upregulated
Akt2,4.078355,1.0317504,4.535550428965604e-05,0.00040692788895392335,p30,10,1.0317504,3.3904825445931768,True,upregulated
Pdpk1,4.075612,1.3239661,4.589348755401878e-05,0.00040794211159127805,p30,10,1.3239661,3.3894014604399247,True,upregulated
Syn1,4.0673833,1.2609189,4.754397989853111e-05,0.0004187359697485309,p30,10,1.2609189,3.378059731269421,True,upregulated
Foxg1,4.050926,1.5666658,5.101528024028732e-05,0.0004452242639152348,p30,10,1.5666658,3.3514211754304375,True,upregulated
Nlgn3,3.9971662,0.7350689,6.410527508230414e-05,0.0005544240007118196,p30,10,0.7350689,3.256157977618669,True,upregulated
Sox10,3.982629,0.8147815,6.815707239249379e-05,0.0005842034776499468,p30,10,0.8147815,3.233435862083992,True,upregulated
Tcf7l2,3.9667206,1.0116982,7.286834525672021e-05,0.0006190585083756761,p30,10,1.0116982,3.2082683030575936,True,upregulated
Sema4g,3.9329834,1.2086039,8.389803234988377e-05,0.0007065097461042845,p30,10,1.2086039,3.150881842803227,True,upregulated
Itga9,3.9225605,0.2957061,8.761286720952179e-05,0.0007313769784447036,p30,10,0.2957061,3.13585871407151,False,not_significant
Astn1,3.9184463,0.6094258,8.912159379837118e-05,0.0007375580176416925,p30,10,0.6094258,3.1322038116201676,True,upregulated
Cspg4,3.914332,0.6161944,9.065484057522381e-05,0.0007438345893351697,p30,10,0.6161944,3.1285236302145822,True,upregulated
Frrs1l,3.8869033,1.1846604,0.00010153113568452583,0.0008260160191283458,p30,10,1.1846604,3.0830115302200714,True,upregulated
Wnt4,3.8786747,3.8731613,0.00010502703464134503,0.0008472769181150523,p30,10,3.8731613,3.07197462467043,True,upregulated
Arhgap32,3.8688006,1.0746855,0.00010937206666141808,0.0008749765332913446,p30,10,1.0746855,3.058003594519107,True,upregulated
Prkcz,3.8474061,1.4164329,0.00011937493433019123,0.0009471069169998644,p30,10,1.4164329,3.0236009915964375,True,upregulated
Neo1,3.8205264,0.6947041,0.00013316723294848313,0.0010478733084470803,p30,10,0.6947041,2.97969122190224,True,upregulated
Trak2,3.7950177,0.70821804,0.00014763294124165945,0.0011522571023739275,p30,10,0.70821804,2.93845060625634,True,upregulated
Cux2,3.7826748,1.0326321,0.00015515205626667603,0.001201177209806524,p30,10,1.0326321,2.9203929163574744,True,upregulated
Stx2,3.7793834,2.0541244,0.00015721720291116923,0.0012074281183577795,p30,10,2.0541244,2.9181387145969806,True,upregulated
Stxbp1,3.7560692,0.79386705,0.00017260305959800864,0.001315070930270542,p30,10,0.79386705,2.8810508222355655,True,upregulated
Jun,3.753052,1.3118582,0.0001746946337950875,0.0013205263656951495,p30,10,1.3118582,2.879252923225248,True,upregulated
S100b,3.736595,0.7745326,0.00018652914054351143,0.0013989685540763358,p30,10,0.7745326,2.8541920474414195,True,upregulated
Cx3cl1,3.7278178,1.3045429,0.00019314503380528245,0.0014325220095666592,p30,10,1.3045429,2.8438986967183957,True,upregulated
Glul,3.7267206,0.5471573,0.00019398735546215175,0.0014325220095666592,p30,10,0.5471573,2.8438986967183957,True,upregulated
Dlgap1,3.7201376,0.7074066,0.0001991142189659131,0.0014591576351700504,p30,10,0.7074066,2.83589778803359,True,upregulated
Sptan1,3.7154748,0.6384193,0.00020282247790092965,0.0014750725665522155,p30,10,0.6384193,2.8311866139380317,True,upregulated
Sdc4,3.6976461,2.3451638,0.00021760786963940008,0.0015707034199535644,p30,10,2.3451638,2.8039058106552117,True,upregulated
Dicer1,3.6853034,1.3663144,0.00022843038422859038,0.0016365161855182594,p30,10,1.3663144,2.7860796950632754,True,upregulated
Gnb2,3.6833835,0.99412453,0.00023015861489993154,0.0016366834837328464,p30,10,0.99412453,2.786035300159919,True,upregulated
Cntnap1,3.6735091,1.0765215,0.00023924216985567173,0.0016887682578047417,p30,10,1.0765215,2.772429942650305,True,upregulated
Gsn,3.6669261,0.76414907,0.0002454835831059016,0.0017201769327128873,p30,10,0.76414907,2.764426880447732,True,upregulated
Cfl1,3.6592462,1.0258439,0.00025295820691387987,0.0017597092654878601,p30,10,1.0258439,2.754559079245101,True,upregulated
Stx5a,3.6512918,0.9397164,0.000260924438033059,0.0018020680612355151,p30,10,0.9397164,2.744228810437523,True,upregulated
Ntsr2,3.6480005,1.7056977,0.0002642891169572086,0.0018122682305637158,p30,10,1.7056977,2.7417775227560828,True,upregulated
Gabbr1,3.641966,0.61959606,0.0002705635826625342,0.0018421350308938497,p30,10,0.61959606,2.734678538621948,True,upregulated
Itpr2,3.6277034,0.79559445,0.0002859535273067271,0.0019332069451722398,p30,10,0.79559445,2.7137216532990576,True,upregulated
Slc38a3,3.6224918,1.4343561,0.00029177856428125895,0.0019587931588112488,p30,10,1.4343561,2.7080114214476283,True,upregulated
Arhgef7,3.619749,0.78909075,0.0002948888392688253,0.001965925595125502,p30,10,0.78909075,2.7064329230440176,True,upregulated
Sema4d,3.6153605,1.2585249,0.00029992994878594553,0.0019857431092035016,p30,10,1.2585249,2.702076935836402,True,upregulated
Nfia,3.6054862,0.70063215,0.00031156903014817805,0.0020486730749469245,p30,10,0.70063215,2.688527340317493,True,upregulated
Nfib,3.6010976,0.55988616,0.0003168765310114339,0.002069397753544058,p30,10,0.55988616,2.684156026701536,True,upregulated
