names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Grik2,20.14528,1.377812,2.960312970437128e-90,1.4209502258098216e-87,e16,4,1.377812,86.84742113462336,True,upregulated
Pax6,8.783264,1.3668467,1.5879701441478802e-18,1.088893813129975e-16,e16,4,1.3668467,15.963014469757741,True,upregulated
Tbr1,7.1819077,0.73617977,6.87453697655737e-13,3.2997777487475376e-11,e16,4,0.73617977,10.481515310347271,True,upregulated
Cacna2d1,6.8394184,0.6075412,7.951538252006934e-12,3.318902922576807e-10,e16,4,0.6075412,9.47900545045545,True,upregulated
Pou3f3,6.207514,0.37136725,5.38293637394983e-10,1.9139329329599395e-08,e16,4,0.37136725,7.718073284613372,False,not_significant
Tead1,6.0154676,0.6274846,1.7936829778212706e-09,5.381048933463812e-08,e16,4,0.6274846,7.269133058606417,True,upregulated
Plxna4,5.9340696,0.45252764,2.9551667675941507e-09,8.59684877845571e-08,e16,4,0.45252764,7.065660712584746,False,not_significant
Lhx2,5.511241,0.91938883,3.563124509996071e-08,8.551498823990571e-07,e16,4,0.91938883,6.067957759664731,True,upregulated
Neurog2,5.454792,1.291435,4.903025620863181e-08,1.1480255112265008e-06,e16,4,1.291435,5.940048461013139,True,upregulated
Cntn2,5.397659,0.43162656,6.751611294716609e-08,1.5432254387923678e-06,e16,4,0.43162656,5.811570626320566,False,not_significant
Dcc,5.1574135,0.56700224,2.503846868663889e-07,5.462938622539395e-06,e16,4,0.56700224,5.2625736788634505,True,upregulated
Cnr1,4.3550806,0.2985889,1.3301808453780433e-05,0.00022403045816893363,e16,4,0.2985889,3.649692932936109,False,not_significant
Zmiz1,4.0596433,0.43544388,4.914777579339918e-05,0.0007258748424871264,e16,4,0.43544388,3.1391382551993345,False,not_significant
Chd6,3.9962232,0.2807858,6.436103930723892e-05,0.000895457938187672,e16,4,0.2807858,3.0479548091918494,False,not_significant
Unc13a,3.9228547,0.30471545,8.750590903669837e-05,0.0011831784883835272,e16,4,0.30471545,2.926949734938529,False,not_significant
Gria1,3.896781,0.30524784,9.747972371004714e-05,0.0012646018211033142,e16,4,0.30524784,2.8980461971119587,False,not_significant
Cdk6,3.6972344,1.6659695,0.00021796101439417292,0.0024909830216476906,e16,4,1.6659695,2.603629232571823,True,upregulated
Gabbr2,3.589145,0.72075945,0.00033176432538608723,0.0034618886127243884,e16,4,0.72075945,2.460686909787425,True,upregulated
Nr2e1,3.5255706,1.5292315,0.00042257138064534,0.004362027155048671,e16,4,1.5292315,2.3603116351234155,True,upregulated
Ntng2,3.1962726,0.6307665,0.0013921545839086081,0.012489993305837032,e16,4,0.6307665,1.9034377943911822,True,upregulated
