names,scores,logfoldchanges,pvals,pvals_adj,time_point,cluster,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Camk2a,11.190899,2.5266218,4.518299423387252e-29,4.3375674464517615e-26,p30,5,2.5266218,25.362753759141913,True,upregulated
Shank1,11.083507,2.5085146,1.5084590341637913e-28,7.240603363986198e-26,p30,5,2.5085146,25.140225242265338,True,upregulated
Epb41l1,11.016463,2.2493932,3.183229955915167e-28,1.0186335858928534e-25,p30,5,2.2493932,24.99198200857662,True,upregulated
Cplx2,10.692771,2.3841112,1.1003407724647353e-26,2.3457229598701226e-24,p30,5,2.3841112,23.629723281267538,True,upregulated
Syp,10.683063,2.0910597,1.2217307082656887e-26,2.3457229598701226e-24,p30,5,2.0910597,23.629723281267538,True,upregulated
Cadm3,10.153384,2.7950232,3.200676134985175e-24,5.12108181597628e-22,p30,5,2.7950232,21.29063828568812,True,upregulated
Atp6v0e2,9.950129,2.7564816,2.5185775038523574e-23,3.0407752989829937e-21,p30,5,2.7564816,20.517015671278852,True,upregulated
Camk2b,9.949522,2.3793137,2.5339794158191615e-23,3.0407752989829937e-21,p30,5,2.3793137,20.517015671278852,True,upregulated
Atp1a3,9.879444,0.9420689,5.111570657781395e-23,5.4523420349668216e-21,p30,5,0.9420689,20.263416907929184,True,upregulated
Nfasc,9.709862,2.6851687,2.737074616860403e-22,2.627591632185987e-20,p30,5,2.6851687,19.58044212985392,True,upregulated
Eef1a2,9.63584,1.7587601,5.642830336163829e-22,4.9246519297429785e-20,p30,5,1.7587601,19.307624459650416,True,upregulated
Cplx1,9.3482485,1.962062,8.91109057907625e-21,7.128872463261e-19,p30,5,1.962062,18.146979154819544,True,upregulated
Dpysl2,9.074612,1.9218938,1.1408338333830417e-19,8.424619077290155e-18,p30,5,1.9218938,17.074449726821125,True,upregulated
Ndrg4,8.991793,2.2258341,2.4323011770015636e-19,1.6678636642296436e-17,p30,5,2.2258341,16.777839452674705,True,upregulated
Kcnq2,8.971467,2.9286544,2.9259075686426236e-19,1.872580843931279e-17,p30,5,2.9286544,16.727559423660356,True,upregulated
Prickle2,8.920502,2.400606,4.641814054540347e-19,2.7850884327242083e-17,p30,5,2.400606,16.555161010459948,True,upregulated
Gnao1,8.882884,1.7654357,6.514887546456844e-19,3.6789953203521e-17,p30,5,1.7654357,16.434270764587072,True,upregulated
Unc13a,8.868929,2.0219593,7.385264524944885e-19,3.9388077466372726e-17,p30,5,2.0219593,16.40463521660447,True,upregulated
Glg1,8.844357,2.5422518,9.205732235700729e-19,4.651317340143526e-17,p30,5,2.5422518,16.33242402936148,True,upregulated
Adcy1,8.797941,2.0901067,1.393488768976616e-18,6.688746091087757e-17,p30,5,2.0901067,16.174655289819896,True,upregulated
Ap2a1,8.596506,2.3768654,8.21800168367047e-18,3.7568007696779293e-16,p30,5,2.3768654,15.425181835792017,True,upregulated
Ptprs,8.307094,1.5230389,9.807442910302568e-17,4.279611451768394e-15,p30,5,1.5230389,14.368595659027227,True,upregulated
