names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Atp1a2,21.594017,2.5060723,2.044479383678271e-103,1.9627002083311402e-100,1,p7_R1_mut
Sparcl1,21.08058,1.8783249,1.1990627543174299e-98,5.7555012207236635e-96,1,p7_R1_mut
Fabp7,19.238045,2.7948306,1.7778630949767126e-82,5.68916190392548e-80,1,p7_R1_mut
Slc1a2,18.876062,2.8144205,1.7947633579153268e-79,3.4459456471974276e-77,1,p7_R1_mut
Gfap,18.272827,3.0590472,1.362079687569791e-74,2.1793275001116655e-72,1,p7_R1_mut
Grm3,16.736622,2.891391,7.08989791399218e-63,9.723288567760704e-61,1,p7_R1_mut
Htra1,14.871769,3.4441872,5.026729666250883e-50,6.03207559950106e-48,1,p7_R1_mut
Ptprz1,14.720356,3.0166624,4.771435165971751e-49,5.089530843703201e-47,1,p7_R1_mut
Aqp4,14.169257,3.4646251,1.4199386085746366e-45,1.3631410642316513e-43,1,p7_R1_mut
Slc6a11,11.656063,2.0284648,2.1369627511899666e-31,1.4653458865302627e-29,1,p7_R1_mut
Glul,11.647863,2.6951704,2.3528376865049747e-31,1.5058161193631838e-29,1,p7_R1_mut
Sox9,11.487564,2.6061041,1.5234793052105995e-30,9.140875831263597e-29,1,p7_R1_mut
Apoe,11.285152,2.4835024,1.5537129372604212e-29,8.77390835158826e-28,1,p7_R1_mut
Mfge8,10.78431,3.1464076,4.0829362630460164e-27,2.1775660069578756e-25,1,p7_R1_mut
Pou3f3,10.545475,1.3654069,5.330299114622767e-26,2.5585435750189284e-24,1,p7_R1_mut
Gabbr1,9.961289,1.0678934,2.2512441202596708e-23,1.0291401692615638e-21,1,p7_R1_mut
Atp1b2,7.7538743,2.527949,8.913046332908652e-15,2.800177962910357e-13,1,p7_R1_mut
Sox2,7.5101213,1.8085233,5.907248896761982e-14,1.7184724063307582e-12,1,p7_R1_mut
Pax6,7.0334115,2.0001726,2.0154398243923616e-12,5.374506198379631e-11,1,p7_R1_mut
Hes5,6.805042,3.0540073,1.0102005975125279e-11,2.6210610097622345e-10,1,p7_R1_mut
Slc1a3,6.5970955,2.5148299,4.1929064923257544e-11,1.006297558158181e-09,1,p7_R1_mut
Kcnip3,6.568939,2.1537352,5.067503121513263e-11,1.1313495341052866e-09,1,p7_R1_mut
Ccnd2,5.3640194,1.0583504,8.139017802176904e-08,1.4469364981647828e-06,1,p7_R1_mut
Tnfrsf19,5.10693,2.0218158,3.274351468828472e-07,5.514697210658479e-06,1,p7_R1_mut
Nfia,4.958538,0.8229527,7.102554622327395e-07,1.1556699046498812e-05,1,p7_R1_mut
Ccdc80,4.502403,2.5806737,6.718943252744085e-06,9.485566945050474e-05,1,p7_R1_mut
Aldoc,4.4395795,2.7661664,9.01347576390098e-06,0.00012176953156507931,1,p7_R1_mut
Id4,4.4367504,1.9253832,9.132714867380948e-06,0.00012176953156507931,1,p7_R1_mut
Sfxn5,4.3241515,1.5610068,1.531198947422497e-05,0.00019599346527007962,1,p7_R1_mut
Camk2a,4.1701975,1.5916543,3.04335817465443e-05,0.0003811045576005093,1,p7_R1_mut
Clu,4.1138844,2.3291144,3.890562049658254e-05,0.00046110365032986714,1,p7_R1_mut
Sall1,4.014018,1.411282,5.969374848419383e-05,0.0006988536407905619,1,p7_R1_mut
Gnao1,3.9279006,0.8106529,8.569065315080836e-05,0.000991120807527422,1,p7_R1_mut
Jam2,3.8760238,1.8259648,0.00010617728255717548,0.0011991787206457464,1,p7_R1_mut
Slc4a4,3.7869258,2.6007655,0.0001525226878345009,0.0016638838672854645,1,p7_R1_mut
Gng7,3.772559,1.593712,0.00016158173448880338,0.0017429041023511375,1,p7_R1_mut
Vim,3.6993933,0.9828906,0.00021611546315913579,0.002230869297126563,1,p7_R1_mut
Rgma,3.6738877,2.0095096,0.00023888780945169585,0.002439705288017319,1,p7_R1_mut
Sall3,3.5709722,1.9534336,0.0003556586449104291,0.0035199206094228036,1,p7_R1_mut
Gnai2,3.4215093,0.82794714,0.0006227460516590496,0.005919170392006809,1,p7_R1_mut
Slc38a3,3.4075959,2.1395001,0.0006553789214368104,0.006168272201758216,1,p7_R1_mut
Ptprm,3.2966592,0.6000993,0.0009784214127261139,0.008945567202067326,1,p7_R1_mut
Msi2,3.2594652,1.3959968,0.0011162248822595671,0.010014727915599854,1,p7_R1_mut
Ngef,3.1862445,1.7984422,0.0014413271985655055,0.012244903633830843,1,p7_R1_mut
Pou3f2,2.981375,1.2262311,0.002869570902881249,0.022956567223049992,1,p7_R1_mut
Olig1,2.8685293,1.2624242,0.004123849708470395,0.0321861440661104,1,p7_R1_mut
Aldh1l1,2.7687867,2.4081144,0.00562654685592512,0.0421991014194384,1,p7_R1_mut
Egfr,2.7121165,1.4957743,0.006685508561324691,0.0489930398387153,1,p7_R1_mut
Fgfr3,2.704837,3.4296148,0.006833790410136509,0.04970029389190188,1,p7_R1_mut
Etv4,2.571801,2.5737545,0.010117102258370326,0.06937441548596794,1,p7_R1_mut
Gria1,25.6401,2.684045,5.452214328658054e-145,5.2341257555117316e-142,2,p7_R1_mut
Epha6,25.544086,7.2575917,6.38755113120119e-144,3.066024542976571e-141,2,p7_R1_mut
Grin2a,20.462559,3.813024,4.643571071060697e-93,1.485942742739423e-90,2,p7_R1_mut
Atp1a3,18.470268,1.5141798,3.5829881437509754e-76,8.59917154500234e-74,2,p7_R1_mut
