names,scores,logfoldchanges,pvals,pvals_adj,group,analysis_type
Ndrg4,12.721825,2.1707168,4.4729225662466535e-37,4.824725464715491e-36,8,combined
Gria3,12.239468,1.8573415,1.912828593346462e-34,1.9959950539267428e-33,8,combined
Negr1,12.130312,2.4692934,7.2970804030156064e-34,7.452337432867003e-33,8,combined
Arhgef2,12.04997,1.2703345,1.940221616107791e-33,1.9606450015405045e-32,8,combined
Grik3,11.851918,2.0207164,2.1032058450043095e-32,2.081523310519729e-31,8,combined
Robo2,11.612677,1.9590579,3.5531564118830786e-31,3.377257579611639e-30,8,combined
Bcl6,11.580853,1.95091,5.153067603200205e-31,4.8499459794825464e-30,8,combined
Syt1,11.547339,1.0242019,7.614098405782611e-31,7.096635407331366e-30,8,combined
Gabrb2,11.520682,1.7490823,1.0378555656681777e-30,9.58020522155241e-30,8,combined
Rras2,11.09296,2.5906107,1.357200392753081e-28,1.2291626198518469e-27,8,combined
Ankrd11,11.069247,0.6760488,1.7687990803086211e-28,1.5869599225198843e-27,8,combined
Ncam1,10.867312,1.1864836,1.6498944588948727e-27,1.4399078913991616e-26,8,combined
Slitrk1,10.863021,1.490767,1.72932366612327e-27,1.4956312788093144e-26,8,combined
Kcnh1,10.798583,2.4737577,3.495566028455563e-27,2.9961994529619107e-26,8,combined
Tafa2,10.690374,3.267298,1.1291392587439295e-26,9.592687507913029e-26,8,combined
Cadm1,10.625331,0.8803462,2.272040147477458e-26,1.913296966296807e-25,8,combined
Gnal,10.54393,1.8238844,5.418582116368488e-26,4.523338114533695e-25,8,combined
Cacnb4,10.525471,0.74730766,6.593103249165861e-26,5.456361309654506e-25,8,combined
Grm2,10.373,4.292353,3.2902766098149107e-25,2.6997141413865934e-24,8,combined
Neurod1,58.70557,9.901755,0.0,0.0,9,combined
Zbtb20,38.71842,2.347052,0.0,0.0,9,combined
Nfib,34.156445,1.9596267,1.0727827839415023e-255,3.432904908612807e-253,9,combined
Prox1,25.977047,4.479118,9.000021163259397e-149,2.1600050791822554e-146,9,combined
Sox11,24.813503,2.4866607,6.409753692604481e-136,1.2306727089800604e-133,9,combined
Epha4,23.523739,1.888661,2.3318302082798412e-122,3.730928333247746e-120,9,combined
Gria2,20.134409,1.0967748,3.686806443965636e-90,4.424167732758763e-88,9,combined
Nfia,17.02247,1.4672445,5.595967901030344e-65,5.9690324277657e-63,9,combined
Gria1,15.355042,0.8595939,3.2769468063526455e-53,3.14586893409854e-51,9,combined
Plxna4,14.207963,1.4559873,8.177005014113662e-46,6.541604011290929e-44,9,combined
Ptprs,12.718266,0.7152256,4.6813485568836585e-37,3.456995857391009e-35,9,combined
Grik2,12.335192,0.92531574,5.854922594088295e-35,3.512953556452977e-33,9,combined
Sema6d,12.163994,1.5565301,4.833616069989361e-34,2.729571427758698e-32,9,combined
Neo1,10.130674,1.2300465,4.038529771474816e-24,1.6856472089634012e-22,9,combined
Stxbp1,10.006271,0.5219979,1.4304225409554363e-23,5.492822557268876e-22,9,combined
Bhlhe22,9.879954,2.4584334,5.085594248240698e-23,1.8777578762734884e-21,9,combined
Chd7,9.745132,1.0307244,1.935264222828241e-22,6.880939458944857e-21,9,combined
Igfbpl1,9.675557,3.020029,3.8299843213643186e-22,1.3131374816106236e-20,9,combined
Sox4,9.272222,1.261968,1.8230838880497895e-20,5.833868441759326e-19,9,combined
Nfix,8.460494,1.0095309,2.6624756359031712e-17,6.72625423807117e-16,9,combined
Sema5a,8.110019,2.562237,5.061215525318792e-16,1.1568492629300097e-14,9,combined
Plxna2,7.757208,1.6493007,8.681970598067238e-15,1.773338675349904e-13,9,combined
Lrp8,7.599251,1.0108736,2.978501762555026e-14,5.718723384105649e-13,9,combined
Draxin,6.72257,1.7597022,1.785469795120923e-11,2.484131888863893e-10,9,combined
Eomes,6.070296,5.1603527,1.2767483760506996e-09,1.3928164102371269e-08,9,combined
Cdh2,5.9092364,0.41793367,3.4369700300423445e-09,3.6258145371875286e-08,9,combined
Nrp1,5.898375,0.6830581,3.6709834740400775e-09,3.8305914511722545e-08,9,combined
Nrp2,5.5724792,1.6292801,2.5113930196956882e-08,2.2594954651454017e-07,9,combined
Asxl3,5.1964397,1.3154508,2.0314161022218293e-07,1.523562076666372e-06,9,combined
Foxg1,4.7532406,0.6601154,2.0018177908706677e-06,1.2984764048890818e-05,9,combined
Limk1,4.6076255,0.6844058,4.072935814043021e-06,2.459131057535409e-05,9,combined
Nectin1,4.4442267,1.6493425,8.82086355927484e-06,5.0706760580262554e-05,9,combined
Dcx,4.3747153,1.3586959,1.2159112922126238e-05,6.866322591318345e-05,9,combined
Stmn1,3.9239247,0.6900639,8.71179938802794e-05,0.000435589969401397,9,combined
Tead1,3.790185,0.8519974,0.00015053510801320782,0.0007189736502123358,9,combined
Lamb1,3.6619918,0.7739504,0.0002502618525846443,0.0011495281267045864,9,combined
Flna,3.3245354,0.25370434,0.0008856600652905953,0.0035724103473906365,9,combined
Ttc28,3.1583455,1.5758996,0.001586673657662187,0.0059268743632517485,9,combined
Mex3a,2.8477156,1.0783638,0.004403425056105329,0.0149374136178838,9,combined
Crmp1,2.8109977,0.27587026,0.004938812365649772,0.016349171969047522,9,combined
Cacna1c,2.740689,1.2586551,0.00613104962527913,0.019619358800893216,9,combined
Dcc,2.6337478,1.0542246,0.00844481711878767,0.02598405267319283,9,combined
Neurod2,2.44042,0.42354706,0.014670195764663519,0.04203996398231934,9,combined
Sema4f,2.271213,1.0151514,0.023134079860410904,0.06169087962776241,9,combined
Clstn2,2.2559617,1.0160636,0.024073034863035147,0.06366422443116733,9,combined
Tac2,2.2116785,4.787622,0.02698889213389383,0.06964875389391956,9,combined
Ccdc88a,2.16811,0.27657244,0.030150318795765484,0.07637020064362761,9,combined
Cd24a,2.1245062,1.0715123,0.03362784345043221,0.08320291162993536,9,combined
Plcb1,2.0696442,0.381712,0.038485678904405365,0.0932986155258312,9,combined
Syt9,1.9791116,1.4645015,0.047803452268531915,0.1113866848975501,9,combined
Cntnap2,1.8393469,0.83468,0.0658641848430411,0.14569036278645037,9,combined
Nhlh2,1.771276,1.6243545,0.0765148250914111,0.16656288455273163,9,combined
Ncam1,1.6618998,0.18150924,0.09653285697100915,0.19886597144242227,9,combined
Fxyd6,1.6367843,0.6301606,0.10167554030363216,0.2076776993435891,9,combined
Ddx5,1.616049,0.34008378,0.10608369927205935,0.2139503178596155,9,combined
Astn1,1.5606712,0.2697578,0.1186013352366569,0.2347572821179188,9,combined
Ryk,1.5531849,0.30500013,0.12037896200970075,0.23778560396977927,9,combined
Zfp609,1.5172772,0.31318378,0.1291967116027226,0.2505633194719469,9,combined
Synpr,1.4216005,1.6410534,0.15514226668103712,0.2897598755132211,9,combined
Sema4d,1.4171231,1.0007473,0.15644696261406996,0.2916292895330236,9,combined
Ncam2,1.3835748,0.5636458,0.1664886832581658,0.3056006423094439,9,combined
Epha7,1.3601195,0.32315683,0.17379211033200515,0.3147932564504244,9,combined
Chd6,1.2348689,0.19211373,0.2168793071362728,0.36932719696717936,9,combined
Ptk2,1.2303506,0.3891229,0.21856585965697495,0.37136854030211675,9,combined
Tbr1,1.219512,1.4060005,0.22264991170085446,0.3768165046564667,9,combined
Dab1,1.1189619,0.7154239,0.2631564040753559,0.4296431086944586,9,combined
Cnr1,1.0517211,0.37625262,0.2929275443570942,0.4692564966417402,9,combined
Grin1,1.0246983,0.16281956,0.30550555785866185,0.48333054590351227,9,combined
Myt1l,1.0211146,0.71256185,0.3072001764866358,0.4842645744057658,9,combined
Gng2,1.0211036,0.13447806,0.3072053393886577,0.4842645744057658,9,combined
Calb2,0.9414885,1.4890424,0.34645456627886295,0.5330070250444046,9,combined
Sema3c,0.92761296,1.6538844,0.35360837130046563,0.5387926538195569,9,combined
Fubp1,0.9266221,0.779845,0.35412277099575873,0.5387926538195569,9,combined
Syne2,0.90996474,0.4771514,0.3628411196685316,0.5451134192203292,9,combined
Cacnb4,0.9034529,0.45706302,0.3662855860071822,0.5470440871400456,9,combined
Bin1,0.90322673,0.073887154,0.3664055708656764,0.5470440871400456,9,combined
Gabra2,0.7998666,0.5827279,0.4237880964125519,0.6063138190105064,9,combined
Negr1,0.79296607,0.24163623,0.42779760592238747,0.6107810023850622,9,combined
Tgfb2,0.7923049,0.7069721,0.4281829318803613,0.6107810023850622,9,combined
Rasd1,0.7802766,1.3436913,0.43522808459683526,0.6180753864097068,9,combined
Sema3e,0.74224824,0.72513795,0.4579369602551987,0.6427185407090508,9,combined
Fam163b,0.69961977,0.6814775,0.484164790361275,0.6716736976110174,9,combined
Slc17a6,0.6753589,0.73531646,0.49944778397231204,0.6866585428218475,9,combined
Mapk8,0.66748565,0.4962182,0.504461975319193,0.6869269451154969,9,combined
Gabrb3,0.5576527,0.3100125,0.5770815490047176,0.7557756108372693,9,combined
Srsf11,0.5521653,0.38778707,0.5808350772459725,0.7565830042824065,9,combined
Dock7,0.5373925,0.63694715,0.5909965428117595,0.762576184273238,9,combined
Epha8,0.5223989,0.80005825,0.6013926174176207,0.7718407924076416,9,combined
Camk2b,0.45740226,0.17129038,0.6473819330242537,0.8008848655970149,9,combined
Casp3,0.43334755,0.5613954,0.6647623067936159,0.8067911688013544,9,combined
Mest,0.36966145,0.78394794,0.7116347638191985,0.8354229748227363,9,combined
Itga4,0.3506727,0.34788987,0.7258339221886415,0.8469597048032302,9,combined
Gal,0.30571106,1.1733108,0.7598246518195146,0.8580344304363229,9,combined
Pak7,0.27662304,1.1753652,0.7820695612105327,0.8687318594558899,9,combined
Rbp1,0.14245476,1.2780552,0.886720810959785,0.9212683750231533,9,combined
Bmerb1,0.12336428,0.24535775,0.9018186412162098,0.9310387350056939,9,combined
Fabp7,0.12320625,-0.19757701,0.901943774536766,0.9310387350056939,9,combined
Kcnk4,0.108153656,1.0686588,0.9138738078174461,0.9362027866779645,9,combined
Grin3b,0.06947863,0.81507665,0.944608642018172,0.9505382049163759,9,combined
Rock1,-0.019818861,0.72525066,0.9841878720707818,0.9841878720707818,9,combined
Olig2,50.232536,6.6506643,0.0,0.0,10,combined
Sox10,43.185596,7.098099,0.0,0.0,10,combined
Pdgfra,41.41064,6.1845927,0.0,0.0,10,combined
Gpr17,37.620415,8.419037,9.9694809894943e-310,2.3926754374786284e-307,10,combined
Cntn1,32.70466,3.2995567,1.3408263927514135e-234,2.574386674082714e-232,10,combined
Olig1,29.920528,4.973616,1.064194156344703e-196,1.7027106501515248e-194,10,combined
Cspg4,27.446655,5.987256,7.616625296473374e-166,1.04456575494492e-163,10,combined
Nlgn2,25.466846,1.6934035,4.594417907335657e-143,5.513301488802788e-141,10,combined
Vcan,23.846813,3.2578015,1.0927573232869895e-125,1.1656078115061221e-123,10,combined
Chd7,23.434841,2.1930132,1.8871791281747299e-121,1.8116919630477407e-119,10,combined
Sdc3,22.879408,2.300345,7.450662256462645e-116,6.502396151094672e-114,10,combined
Erbb4,22.820223,2.825693,2.888199571684021e-115,2.3105596573472165e-113,10,combined
Ptprz1,22.481579,2.5925684,6.286403897673592e-112,4.6422674936666526e-110,10,combined
Kcnip3,22.137714,3.3614423,1.3701102161801277e-108,9.395041482378019e-107,10,combined
Itpr2,19.933842,4.01992,2.0704102034960012e-88,1.2422461220976006e-86,10,combined
C1ql1,19.55999,6.332695,3.3914513211128125e-85,1.9151725107460587e-83,10,combined
Nlgn3,18.312323,2.1196506,6.599289340796647e-75,3.5196209817582115e-73,10,combined
Grik3,17.585289,2.5968442,3.1935067124188447e-69,1.6135612862747848e-67,10,combined
Sox2,16.941689,1.9930426,2.216668914114951e-64,1.0640010787751766e-62,10,combined
Atp1a2,16.683184,0.87874067,1.7370667034262953e-62,7.940876358520208e-61,10,combined
Mbp,16.480436,2.3520975,5.071794841936129e-61,2.116923064460297e-59,10,combined
Ankrd11,16.047256,1.1582738,5.974790432131342e-58,2.294319525938435e-56,10,combined
Gfap,14.963989,0.9502505,1.2622686622766303e-50,4.488066354761352e-49,10,combined
Mpzl1,14.849704,2.2563767,6.987625111516336e-50,2.3131448645019595e-48,10,combined
Nxph1,14.591599,3.7011127,3.176603842067165e-48,1.0165132294614929e-46,10,combined
Ptprj,13.983221,1.3522141,1.9734930264334015e-44,6.111462275406662e-43,10,combined
Plp1,13.347053,2.1827557,1.2322939229648293e-40,3.584855048624958e-39,10,combined
Fabp7,12.919129,1.4022593,3.5109217734288145e-38,9.629956864261891e-37,10,combined
Tcf7l2,12.795063,2.2912376,1.7471017027974936e-37,4.65893787412665e-36,10,combined
S100b,12.553609,2.9319296,3.7979664055345974e-36,9.854183106251928e-35,10,combined
Gria2,11.739009,0.6728972,8.042292955329817e-32,1.930150309279156e-30,10,combined
Jam2,11.269059,2.2167227,1.865521318549167e-29,4.368049916602927e-28,10,combined
Omg,10.736986,2.6219864,6.823536390486885e-27,1.5233941708993976e-25,10,combined
Srgap1,10.720012,1.2385331,8.199310522496502e-27,1.7889404776356005e-25,10,combined
Slc1a2,10.654542,0.5751303,1.6605943463423322e-26,3.5426012721969753e-25,10,combined
Cdh20,10.580675,2.6453838,3.6630773450695375e-26,7.64468315492773e-25,10,combined
Kcnd2,10.159242,1.5763944,3.014119768862018e-24,6.028239537724036e-23,10,combined
Ntn1,10.097333,2.99303,5.676485918515221e-24,1.1121278534233903e-22,10,combined
Slc1a1,9.666056,2.2262018,4.202636915176272e-22,8.069062877138442e-21,10,combined
Itga9,9.349151,3.2443123,8.83540845652287e-21,1.6003758713701804e-19,10,combined
Grin3a,9.32921,2.9534473,1.0666298882134825e-20,1.8962309123795245e-19,10,combined
Sall3,9.264609,2.5259597,1.9579226738874237e-20,3.4174650307853214e-19,10,combined
Chd6,9.182361,0.72005653,4.21741264860556e-20,7.2298502547523885e-19,10,combined
Lrrc4c,9.08196,1.3856013,1.066372298534843e-19,1.7959954501639463e-18,10,combined
Pou3f3,9.021505,0.6402395,1.8552264915753758e-19,3.0707197101937256e-18,10,combined
Cd9,9.013579,2.8890111,1.9943897783860368e-19,3.2451087919501617e-18,10,combined
Lrrc4b,8.831194,1.1574309,1.0356385125022285e-18,1.60356930968087e-17,10,combined
Kank1,8.780683,3.4017172,1.6248574397530045e-18,2.4759732415283876e-17,10,combined
Gsn,8.706957,1.3758116,3.1214259994809964e-18,4.6821389992214946e-17,10,combined
Bmp7,8.688624,1.9682546,3.668551001178245e-18,5.418167632509409e-17,10,combined
Ptprm,8.594422,0.5986469,8.368489644509722e-18,1.1990671729446765e-16,10,combined
Kcna2,8.575348,1.3230063,9.878772014879425e-18,1.3946501668065072e-16,10,combined
Cux2,8.540937,1.4443905,1.3313761624870274e-17,1.8523494434602122e-16,10,combined
Map2,7.92246,1.0172257,2.328568416656763e-15,3.020845513500666e-14,10,combined
Jam3,7.9118233,1.961851,2.536462796988294e-15,3.246672380145016e-14,10,combined
Cobll1,7.5595417,1.5632795,4.044925694388863e-14,4.978370085401677e-13,10,combined
Gria3,7.544902,1.678946,4.5262772595542905e-14,5.431532711465149e-13,10,combined
Camk2a,7.5424514,1.0324813,4.6121828771098297e-14,5.466290817315354e-13,10,combined
Gnai2,7.1138916,0.6357552,1.1281563849050087e-12,1.2893215827485815e-11,10,combined
Sema5b,7.0395927,2.4691694,1.928022031811281e-12,2.1775307653398e-11,10,combined
Ncam1,6.899956,0.674171,5.201863122059014e-12,5.806730926949597e-11,10,combined
Etv5,6.7087636,2.0544815,1.9628039471468987e-11,2.0936575436233586e-10,10,combined
Astn1,6.4597497,0.59245664,1.0487622411690784e-10,1.0710763314067184e-09,10,combined
Lrp1,6.317301,1.2944957,2.6617125027380155e-10,2.6617125027380153e-09,10,combined
Fxyd6,6.2847447,1.0921987,3.2839247698119425e-10,3.2169058969586378e-09,10,combined
Apba1,6.212861,0.7246188,5.2028458087368e-10,4.945279184541909e-09,10,combined
Mag,6.165694,1.6025368,7.01744734975109e-10,6.6046563291774965e-09,10,combined
Parp1,6.1441884,0.7358922,8.037336180786825e-10,7.49110945005374e-09,10,combined
Sema3d,6.1201386,3.7593925,9.349406801304187e-10,8.630221662742326e-09,10,combined
Tet2,5.923906,0.49879128,3.143839142558822e-09,2.7945236822745084e-08,10,combined
Dlgap1,5.9215484,0.5132797,3.1892461902873593e-09,2.8022983308891287e-08,10,combined
Trak2,5.920432,0.84255356,3.2109668374771265e-09,2.8022983308891287e-08,10,combined
Dnm3,5.7735534,1.918388,7.76169689790232e-09,6.594007984058608e-08,10,combined
Sema5a,5.6932244,1.4788333,1.2466245150457494e-08,1.031689253830965e-07,10,combined
Glul,5.502837,0.22038321,3.737276857731917e-08,2.989821486185534e-07,10,combined
Apoe,5.4772906,0.07469014,4.3188738917381144e-08,3.4265445752632974e-07,10,combined
Bmp4,5.471347,3.1545768,4.466285508979183e-08,3.514454171000013e-07,10,combined
Slitrk5,5.4435544,0.763348,5.222783938170773e-08,4.076319171255238e-07,10,combined
Sox4,5.370311,0.9375948,7.860100524587582e-08,5.941493309924471e-07,10,combined
Mki67,5.1363506,1.5776069,2.8012461005950765e-07,2.0372698913418736e-06,10,combined
Nfasc,5.0779796,1.2046804,3.814700842399857e-07,2.73292000649542e-06,10,combined
Gphn,5.0048704,0.6816085,5.589969096932976e-07,3.945860539011513e-06,10,combined
Slc6a1,4.983431,1.0589324,6.246668205610723e-07,4.345508316946591e-06,10,combined
Ncam2,4.960643,1.273263,7.026028144865904e-07,4.852508646813861e-06,10,combined
Chrna4,4.9393086,3.068103,7.840004353585372e-07,5.376002985315683e-06,10,combined
Gng7,4.9245124,0.69731027,8.457104394998306e-07,5.717479027604489e-06,10,combined
Ccdc88a,4.8827534,0.5466961,1.0461466524518924e-06,7.023082422054662e-06,10,combined
Stx16,4.881282,0.6866669,1.0539849511692983e-06,7.026566341128655e-06,10,combined
Aqp4,4.800057,0.054703753,1.5862049402054649e-06,1.0288896909440852e-05,10,combined
Slitrk1,4.785322,0.7898661,1.7071330433495195e-06,1.0998977997419723e-05,10,combined
Cldn11,4.7622256,0.8695512,1.9146963901387193e-06,1.2254056896887804e-05,10,combined
Nr4a1,4.754373,1.5148578,1.9906331016672605e-06,1.2655680646361391e-05,10,combined
Itgb8,4.4796567,1.6084493,7.476313479471325e-06,4.6910202224133804e-05,10,combined
Nlgn1,4.474255,0.9980169,7.667817759151769e-06,4.779938343367336e-05,10,combined
Dpysl2,4.4680657,0.4439047,7.893003496382227e-06,4.888569907436734e-05,10,combined
Pou3f2,4.441313,0.92111194,8.941167052856292e-06,5.502256647911564e-05,10,combined
Etv4,4.426016,2.5494146,9.598939425844676e-06,5.869415190325407e-05,10,combined
Gng12,4.3993745,1.8635048,1.0856341009462697e-05,6.596257828534297e-05,10,combined
Syt6,4.3908916,1.7933187,1.128869557846597e-05,6.815816198319076e-05,10,combined
Top2a,4.388927,1.7177155,1.1391118721310269e-05,6.834671232786161e-05,10,combined
Nfib,26.755806,1.7582809,1.0569129554366354e-157,1.0146364372191701e-154,11,combined
Top2a,25.559284,6.296717,4.329319922860002e-144,2.0780735629728008e-141,11,combined
Chd7,25.049788,2.8835292,1.755142270305662e-138,5.616455264978118e-136,11,combined
Mki67,24.239573,5.222993,8.51775408577584e-130,2.0442609805862016e-127,11,combined
Cenpf,23.749058,5.921757,1.1236352928885004e-124,2.1573797623459207e-122,11,combined
Ccnd2,22.651808,3.414232,1.3390515340424908e-113,1.606861840850989e-111,11,combined
Draxin,19.728218,5.0892987,1.2344592709394981e-86,1.1850809001019183e-84,11,combined
Meis2,17.067276,3.0993075,2.6004974607877824e-65,2.0803979686302257e-63,11,combined
Pou3f3,16.35006,1.5008577,4.345616631339433e-60,2.781194644057237e-58,11,combined
Pax6,15.3707285,2.86811,2.572617162650753e-53,1.2998486716551172e-51,11,combined
Syne2,15.020779,2.4125142,5.367384253729442e-51,2.4536613731334594e-49,11,combined
Ptprs,14.744844,1.028295,3.3208330813782678e-49,1.4490907991468806e-47,11,combined
Sox11,14.652584,2.1800249,1.2968774285092506e-48,5.413053614647307e-47,11,combined
Sox1,14.058532,3.4752388,6.828832200267246e-45,2.7315328801068984e-43,11,combined
Pou3f2,13.969772,3.1283953,2.383867765561925e-44,9.154052219757791e-43,11,combined
Lmnb1,12.132035,3.003944,7.145121028959e-34,2.1435363086877e-32,11,combined
Sox2,12.114393,1.9184021,8.861749018010745e-34,2.577963350694035e-32,11,combined
Sox4,11.314897,1.9733906,1.1073328891303073e-29,2.9528877043474863e-28,11,combined
Nfia,10.917181,1.2074665,9.541101325669807e-28,2.2340139689373206e-26,11,combined
Tead1,9.543062,1.93378,1.3867618253025045e-21,2.773523650605009e-20,11,combined
Dlx1,9.294609,5.5813184,1.4774869013061518e-20,2.6762026891583127e-19,11,combined
Dlx2,9.130557,5.0228233,6.814778363538781e-20,1.2115161535180055e-18,11,combined
Egfr,9.056508,3.366449,1.346940132444703e-19,2.2294181502533016e-18,11,combined
Zbtb20,8.660774,0.59591526,4.6857094834818655e-18,7.255292103455792e-17,11,combined
Cenpe,8.218734,4.11508,2.0566223347855332e-16,2.704599234786455e-15,11,combined
Ccdc88a,7.924767,1.2286162,2.2857474038752833e-15,2.887259878579306e-14,11,combined
Sp8,7.6268125,4.798156,2.4062916773726258e-14,2.783180735274362e-13,11,combined
Btg1,7.465748,2.2432058,8.282770165898658e-14,9.354658069720837e-13,11,combined
Sox9,7.245155,1.032755,4.319455059955174e-13,4.6591874804010865e-12,11,combined
Sall1,7.0103374,1.7086995,2.3774381629226854e-12,2.3529284911399773e-11,11,combined
Sall3,6.5444827,2.3874993,5.970167422562285e-11,5.258129106109902e-10,11,combined
Vcan,6.4649715,1.1248158,1.0131772257969864e-10,8.762613844730693e-10,11,combined
Id4,6.408388,1.6805676,1.4706607395057618e-10,1.2494108937394083e-09,11,combined
Msi2,5.8964934,1.3139887,3.713078319204862e-09,2.8067363672729666e-08,11,combined
Stmn1,5.6806865,1.2625552,1.3415517991476967e-08,9.68338140738187e-08,11,combined
Cdh2,5.4589972,0.5331767,4.7883092110362625e-08,3.3070336997084974e-07,11,combined
Ptprz1,5.3398438,0.81961787,9.30267769736273e-08,6.245154258369385e-07,11,combined
Insm1,5.0835557,3.507228,3.704340744594476e-07,2.435730900555272e-06,11,combined
Mfge8,5.058765,1.3771482,4.2198058092207256e-07,2.755791548878841e-06,11,combined
Olig2,4.4846597,1.2997435,7.3030427243507764e-06,4.006240580215283e-05,11,combined
Sp9,4.351381,3.847936,1.3528271432607583e-05,7.135791524891912e-05,11,combined
Fzd3,4.0482635,1.0142475,5.159901915866145e-05,0.00025017706258744946,11,combined
Rgs3,4.0208173,1.2937838,5.799657890830897e-05,0.00027159373537549567,11,combined
Ccna2,3.6004984,2.9173076,0.0003176075954780948,0.0013491296091104913,11,combined
Chd6,3.5794525,0.52633166,0.0003443148042606141,0.0014497465442552173,11,combined
Mex3a,3.4366753,1.6872623,0.0005889012578918447,0.002385422816777092,11,combined
Arx,3.4042633,2.418357,0.0006634279539717585,0.0026648152126062265,11,combined
Nfix,3.153069,0.680483,0.0016156354765726184,0.006011666889572534,11,combined
Mcm2,3.1267338,2.690835,0.0017675991393409757,0.006501514075736923,11,combined
Rgs16,3.06552,2.8318448,0.0021729181549412988,0.007725931217569062,11,combined
Fabp7,3.0311124,0.46872982,0.0024365445761679134,0.008568068839271784,11,combined
Dlx5,2.8032756,4.0080123,0.00505864348925117,0.016745854309245252,11,combined
Gad1,2.6057007,1.2440547,0.009168651397258625,0.028211235068488077,11,combined
Ddx3x,2.5673714,0.7555917,0.010247280828231365,0.03093518740598148,11,combined
Chd2,2.4980164,0.63805246,0.012489045667929103,0.03689071951142135,11,combined
Foxg1,2.4014614,0.67715454,0.016329733750510875,0.04693576167811509,11,combined
Ubc,2.272739,0.10219015,0.023041924045483185,0.0630206469620053,11,combined
Cdkn2c,2.2636719,1.4502947,0.023594304537843905,0.06434810328502884,11,combined
Rnd3,2.25243,2.3604805,0.024295106979006754,0.0660716790363923,11,combined
Igfbpl1,2.217079,2.1565957,0.02661770315271818,0.07198026768059,11,combined
Ncam1,2.2021186,0.4781093,0.027656936845521955,0.0743715948787145,11,combined
Fubp1,2.0627964,1.1501523,0.03913198229670837,0.10126855457457365,11,combined
Nr2f1,1.8113818,1.3198059,0.07008176054856159,0.1633131940269494,11,combined
Cdh20,1.8113378,1.0606734,0.07008857910323245,0.1633131940269494,11,combined
Pou3f4,1.7757131,2.589797,0.07578021784515146,0.17572224427861208,11,combined
Igf1r,1.7379246,0.4623886,0.08222410199733302,0.18838935063828088,11,combined
Gnai2,1.6782596,0.46682182,0.09329643393290342,0.20780644217073616,11,combined
Idh2,1.6759926,0.6449015,0.09373964281625947,0.20831031736946548,11,combined
Ptch1,1.5681568,0.8712064,0.11684453994495347,0.2520691198812479,11,combined
Lrp8,1.5480715,0.59727806,0.121605090963952,0.26058233777989714,11,combined
Cdk1,1.5159318,2.2909174,0.12953657207880712,0.2751219229992364,11,combined
Elavl4,1.465433,0.9334238,0.1428028112402797,0.29737678696457376,11,combined
Mdk,1.4090909,1.3817872,0.15880829921879636,0.32405300657484737,11,combined
Prox1,1.3922522,0.28927544,0.1638460289214465,0.3325416231809485,11,combined
Erbb4,1.3483831,0.6651912,0.1775352182812685,0.3535971152489995,11,combined
Dll1,1.3342582,1.6744419,0.182119259941244,0.3575481597322893,11,combined
Slc38a1,1.3334287,0.61267173,0.18239115443959564,0.3575481597322893,11,combined
Slc1a3,1.3129296,0.4125805,0.18920665876058107,0.366206436310802,11,combined
Cdh24,1.160904,1.0471249,0.24568090667685316,0.44500692530146985,11,combined
Set,1.122739,0.7073038,0.2615483933807965,0.46497492156586046,11,combined
Zmiz1,1.0802492,0.63126594,0.28003125070192647,0.4898030571480124,11,combined
Gad2,0.93813807,1.4693761,0.3481734757152437,0.5686952845262906,11,combined
Skp2,0.92762256,1.2714521,0.35360340547761127,0.5718657939652658,11,combined
Cacng5,0.9249769,1.3820893,0.3549779358546713,0.5718657939652658,11,combined
Hmgn2,0.8974003,2.7224205,0.3695053290963842,0.5882671906012087,11,combined
Ryk,0.89082175,0.48695207,0.37302479611878103,0.590930370089158,11,combined
Cdk6,0.83228475,1.0289161,0.4052482384566892,0.6219568785111321,11,combined
Mfng,0.82818854,1.311721,0.40756373439161075,0.6230273646750738,11,combined
Sun2,0.7837944,1.2323093,0.4331607557847441,0.6453091803693329,11,combined
Cenpa,0.7719686,1.976245,0.4401330279384702,0.6501127327517392,11,combined
Gfap,0.69606704,-0.23657972,0.4863868620840318,0.6926971790901149,11,combined
Crkl,0.6672233,0.7499293,0.5046295403236059,0.7103289717165127,11,combined
Foxd3,0.60993445,1.8892168,0.5419052440812049,0.7421241573722634,11,combined
Cdk4,0.5797443,1.8168063,0.5620870658556526,0.7600050467907415,11,combined
Gnai3,0.54504025,0.48806623,0.5857258546547472,0.7734481712084695,11,combined
Robo2,0.52726394,0.5391915,0.5980103138839064,0.7829981890164578,11,combined
Cdh4,0.5038908,0.65801024,0.6143381141509803,0.794595677694919,11,combined
Zfp609,0.4906545,0.3670551,0.6236708271950668,0.8015046775197646,11,combined
Cdkn1b,0.46737152,1.1364173,0.640234086600885,0.8108505582280338,11,combined
Ctnnb1,0.35158575,0.3391211,0.7251489465796916,0.8623586568899836,11,combined
Plp1,60.311184,6.6880407,0.0,0.0,12,combined
Mbp,59.633663,5.378836,0.0,0.0,12,combined
Mag,50.262352,7.6759453,0.0,0.0,12,combined
Cldn11,49.322147,6.3413854,0.0,0.0,12,combined
Gsn,47.516254,5.280732,0.0,0.0,12,combined
Mog,37.88985,7.3293858,0.0,0.0,12,combined
Sox10,36.725876,4.61768,2.822363977072457e-295,3.870670597127941e-293,12,combined
Bin1,31.718811,2.0834649,8.551859070805169e-221,9.121983008858847e-219,12,combined
