names,scores,logfoldchanges,pvals,pvals_adj,group,analysis_type
Unc13a,4.2515874,0.3975033,2.1226082162908594e-05,0.00019406703691802143,21,combined
Cspg4,4.14475,1.636564,3.401843349826267e-05,0.00030809147319181286,21,combined
Limk1,4.1304946,0.31573793,3.6198324197339426e-05,0.0003188109287105124,21,combined
Mapk8,4.0435805,1.4434534,5.2641078045974556e-05,0.0004594130447648689,21,combined
Pax6,4.006118,0.218901,6.17248300615542e-05,0.0005338363680999281,21,combined
Smad1,3.9476242,2.1410284,7.893057273223691e-05,0.0006765477662763164,21,combined
Igf1r,3.8592434,0.32694086,0.0001137385632851819,0.0009577984276646897,21,combined
Dcc,3.7433438,0.6495974,0.0001815874309531946,0.001464907006008965,21,combined
Sema4g,3.7314284,0.5954418,0.00019039709199769963,0.001523176735981597,21,combined
Apaf1,3.6537142,0.816706,0.0002584740090674314,0.0020314081425217324,21,combined
Ctnnb1,3.6508377,0.36193103,0.00026138642489038243,0.0020314081425217324,21,combined
Ttc28,3.6498532,0.2601726,0.00026239021840905716,0.0020314081425217324,21,combined
Cxcr4,3.6130602,1.781004,0.00030260428414052094,0.002324000902199201,21,combined
Stx1a,3.5449438,0.78210264,0.0003926969272429719,0.002991976588517881,21,combined
Lrp8,3.5252752,0.3199622,0.0004230428768617091,0.0031978044235215805,21,combined
Unc13b,3.5109608,0.49734905,0.00044649021923764113,0.0033486766442823086,21,combined
Syn2,3.4218543,1.2258396,0.0006219562434106475,0.004592907643647859,21,combined
Epb41l1,3.2958057,0.31383684,0.0009813987217856025,0.007083780247475025,21,combined
Ephb6,3.2635581,2.8131177,0.0011002261143337312,0.007882216938510314,21,combined
Map2,3.2503743,0.33512196,0.0011525315915874618,0.008195780206844173,21,combined
Gfap,3.2025456,0.788086,0.001362187430325813,0.009407913187861728,21,combined
Pik3ca,3.1745403,0.46318454,0.0015007402439123113,0.010290790243970133,21,combined
Nrp1,17.906994,2.8426418,1.0400351203966384e-71,9.98433715580773e-69,0.4,combined
Nrp2,13.155712,4.77387,1.5778884307573688e-39,3.786932233817685e-37,0.4,combined
Epha4,11.922925,1.8742135,8.989605679232842e-33,1.726004290412706e-30,0.4,combined
Gria1,11.635865,1.1963648,2.7082909640924074e-31,4.333265542547852e-29,0.4,combined
Zbtb20,10.254605,1.0351421,1.1283615881162744e-24,1.3540339057395293e-22,0.4,combined
Nectin3,8.1959095,3.0280414,2.4870533777215726e-16,1.193785621306355e-14,0.4,combined
Gria2,6.5140657,0.6414075,7.314350941497993e-11,1.950493584399465e-09,0.4,combined
Grik2,5.445435,0.8446816,5.16789149019046e-08,8.268626384304737e-07,0.4,combined
Robo1,5.2004557,1.1433862,1.9880056838932718e-07,2.7659209515036826e-06,0.4,combined
Atp1a3,4.8144937,0.48112923,1.475734773221504e-06,1.6667122144619338e-05,0.4,combined
Grin2a,4.6776824,1.6472625,2.9013530855905775e-06,3.0607680902933565e-05,0.4,combined
Neurod6,4.533194,1.0300968,5.8098386711374066e-06,5.691270534991745e-05,0.4,combined
Stxbp1,4.4472055,0.47960654,8.699466778197504e-06,7.781543677441214e-05,0.4,combined
Crmp1,4.258855,0.99168557,2.054766933717783e-05,0.00016037205336333918,0.4,combined
Ubc,3.3091598,0.2761494,0.0009357640108989588,0.004829749733672045,0.4,combined
Gabra2,3.0290735,2.2586045,0.002453050553883612,0.010704220598764854,0.4,combined
Stmn2,2.4499733,0.6968898,0.014286677819164477,0.04915846131325411,0.4,combined
Cadm1,2.2184713,0.3899588,0.026522710679939974,0.08266818913228043,0.4,combined
Gabra5,1.7847803,0.9243465,0.07429697040289497,0.1917341171687612,0.4,combined
Hcn1,1.6096238,0.846542,0.10748000386597793,0.2555136612428055,0.4,combined
Dnm1,1.4225148,0.38806877,0.15487684593029105,0.3341163417822009,0.4,combined
Gng2,1.4042434,0.56387484,0.16024640418741365,0.3433851518301721,0.4,combined
Gnai1,1.3949682,0.7295732,0.16302543875640385,0.34687264476847024,0.4,combined
Epha5,1.2054543,1.5060805,0.22802795375808194,0.44403009251066666,0.4,combined
Gap43,1.1227832,0.86978465,0.2615295947423327,0.4875114775779406,0.4,combined
Epha3,0.992864,0.74862796,0.32077624259073867,0.5626249486536916,0.4,combined
Neo1,0.8056771,0.43540844,0.42042904171594275,0.673809482549758,0.4,combined
Tuba1a,0.80090016,0.85508335,0.42318945471185854,0.6753153147310695,0.4,combined
Dcx,0.7748534,0.83271396,0.438426299147913,0.6899823724295024,0.4,combined
Gabrb3,0.6847543,0.80015385,0.4934989778346196,0.7414069150567055,0.4,combined
Celf2,0.65825117,0.5378032,0.5103767435439209,0.7596305020188591,0.4,combined
Cdc42,0.63848287,1.1221925,0.5231594041460965,0.7726661968926963,0.4,combined
L1cam,0.6234417,0.810365,0.5329943086609525,0.783575093896653,0.4,combined
Lamb1,0.60296315,0.59387535,0.5465332114021959,0.7939880133353983,0.4,combined
Cd24a,0.5117644,0.6770011,0.6088158884669217,0.8455033075997266,0.4,combined
Clstn2,0.5086976,0.9037345,0.6109641839566026,0.8455033075997266,0.4,combined
Neurod2,0.49791476,0.1297727,0.6185441149235236,0.845872293912511,0.4,combined
Cacna2d1,0.47931772,0.550267,0.631712610677028,0.8528796085294288,0.4,combined
Gabbr2,0.40576908,0.58110934,0.684912281713419,0.8939545612013783,0.4,combined
Sptan1,0.36790836,0.16957423,0.7129415623972921,0.9101381647625005,0.4,combined
Sema3e,0.3019434,0.80602205,0.7626952254562993,0.9320557878687173,0.4,combined
Foxg1,0.2988205,0.112504505,0.7650770006957628,0.9320557878687173,0.4,combined
Camk4,0.25396332,0.97511363,0.7995238929184361,0.9387388179179296,0.4,combined
Tenm1,0.13319314,0.7810176,0.8940406391010168,0.9619291013341729,0.4,combined
Gzmb,0.11764732,0.8202864,0.9063471114576251,0.9619291013341729,0.4,combined
Ssh3,0.10869301,0.9354847,0.9134459838928206,0.9636455160356043,0.4,combined
Icam2,0.10766192,3.211607,0.9142638767969685,0.9636455160356043,0.4,combined
Lnpk,0.09593052,0.47413933,0.9235757546577902,0.9664085553478982,0.4,combined
Gnb3,0.09365495,1.3594311,0.9253832555370776,0.9664085553478982,0.4,combined
Casp3,0.08889978,0.14802799,0.9291615589438645,0.9664085553478982,0.4,combined
Stx19,0.034312632,1.7231512,0.9726278513420361,0.9873194643261592,0.4,combined
Slitrk4,0.028786477,0.8468992,0.9770348865727618,0.9873194643261592,0.4,combined
Npy,0.018134452,0.26074308,0.9855315935527127,0.9938133716497943,0.4,combined
Cldn18,0.010345189,0.32246545,0.9917458809054176,0.9986519244946557,0.4,combined
Gabre,0.0033051025,1.3989637,0.997362914596167,0.999445091870898,0.4,combined
Slc6a11,-0.00058096286,0.50163126,0.9995364587223768,0.9995364587223768,0.4,combined
Cd8b1,-0.0010747034,1.1570914,0.9991425108901262,0.9995364587223768,0.4,combined
Atp6v1f,-0.005600918,0.72482854,0.9955311372306098,0.9986519244946557,0.4,combined
Prkca,-0.0061569605,0.47545153,0.9950874874086629,0.9986519244946557,0.4,combined
Chat,-0.0063781315,1.2991536,0.9949110220677176,0.9986519244946557,0.4,combined
Cd22,-0.009379514,0.63312835,0.9925163410141635,0.9986519244946557,0.4,combined
Pla2g4c,-0.02715573,0.81547546,0.9783355243003408,0.9875942201139086,0.4,combined
Gnat3,-0.029529424,-0.8797145,0.9764423524580691,0.9873194643261592,0.4,combined
Nrxn1,-0.03031754,0.5148131,0.9758138084728213,0.9873194643261592,0.4,combined
Pnoc,-0.032152325,0.3888045,0.9743505771738376,0.9873194643261592,0.4,combined
Cul3,-0.032448255,0.57767856,0.9741145800805964,0.9873194643261592,0.4,combined
Ephb2,-0.037289094,0.666657,0.970254501198467,0.9866994927442038,0.4,combined
Tigit,-0.037725206,0.6636396,0.9699067792102282,0.9866994927442038,0.4,combined
Negr1,-0.046044033,0.39591634,0.9632751537851136,0.9816816853861031,0.4,combined
Cldn6,-0.050763384,1.3678578,0.9595140694297027,0.9788878922981027,0.4,combined
Thrsp,-0.05495317,0.28965867,0.9561757732881122,0.976519938677221,0.4,combined
Gngt1,-0.058104075,0.3777263,0.953665728800067,0.9749937163451163,0.4,combined
Rbp1,-0.058194414,-0.46156082,0.953593771749799,0.9749937163451163,0.4,combined
Slit2,-0.060206756,0.23795584,0.9519909655679458,0.9749937163451163,0.4,combined
Kcnt2,-0.061944973,0.32222465,0.9506066543754184,0.9749811839747881,0.4,combined
Slc6a2,-0.06332339,-24.536448,0.94950898647278,0.9748969272875602,0.4,combined
Cdh9,-0.06371901,1.21095,0.949193967186599,0.9748969272875602,0.4,combined
Prlr,-0.06435137,0.44963938,0.9486904489333945,0.9748969272875602,0.4,combined
Cldn7,-0.06769542,0.36875656,0.9460281005484485,0.9744495456293032,0.4,combined
Cplx3,-0.0716578,-1.002534,0.9428742419541094,0.9722441163006927,0.4,combined
Grin3b,-0.07512021,0.3554678,0.9401190661890877,0.9704454876790582,0.4,combined
Gabrg2,-0.07704066,0.82868767,0.938591198602485,0.9699112493631707,0.4,combined
Sema3c,-0.07756088,0.010398446,0.9381773623578322,0.9699112493631707,0.4,combined
Cd2,-0.0780188,0.17467111,0.937813101154004,0.9699112493631707,0.4,combined
Rnd1,-0.07878511,0.579245,0.9372035503291803,0.9699112493631707,0.4,combined
Pax3,-0.085895285,-0.3117113,0.9315496618090726,0.966797486850497,0.4,combined
Sv2a,-0.08615695,1.3498392,0.9313416529221697,0.966797486850497,0.4,combined
Gbx2,-0.08952902,-0.55175626,0.9286614868224815,0.9664085553478982,0.4,combined
Lrig2,-0.08989193,0.28345692,0.9283730916872711,0.9664085553478982,0.4,combined
Cldn16,-0.09018786,-25.171217,0.9281379266507321,0.9664085553478982,0.4,combined
Rac2,-0.09166442,-0.49747592,0.9269646710777875,0.9664085553478982,0.4,combined
Tuba1c,-0.09366741,-0.9685659,0.9253733571442124,0.9664085553478982,0.4,combined
Slc18a3,-0.095066085,0.09772848,0.9242623363347269,0.9664085553478982,0.4,combined
Cdh15,-0.103620104,-25.270792,0.9174708350588983,0.9636455160356043,0.4,combined
Cd28,-0.10412319,-0.18618754,0.9170715902728782,0.9636455160356043,0.4,combined
Gabrr2,-0.104579546,-25.211416,0.9167094451329262,0.9636455160356043,0.4,combined
Cacna1f,-0.104579546,-25.090511,0.9167094451329262,0.9636455160356043,0.4,combined
Cd4,-0.106498435,-24.891758,0.9151868951524036,0.9636455160356043,0.4,combined
Sec22b,-0.10854193,0.46115804,0.9135658204959048,0.9636455160356043,0.4,combined
Ccr2,-0.11463192,-0.16712807,0.9087368799203916,0.96290000521366,0.4,combined
Emx2,42.465405,18.28599,0.0,0.0,22,combined
Nfib,8.857776,0.867937,8.162656500794353e-19,3.9180751203812895e-16,22,combined
Slc1a2,7.430921,1.1432008,1.078442229630213e-13,3.451015134816681e-11,22,combined
Zbtb20,7.2702317,0.7458544,3.5887197145387903e-13,8.612927314893097e-11,22,combined
Nfia,6.586933,0.9380394,4.4900474136306554e-11,8.620891034170859e-09,22,combined
Fabp7,6.0070133,1.0818346,1.8897184947770777e-09,3.0235495916433243e-07,22,combined
Chd7,4.8266683,0.76712674,1.3883597107776348e-06,0.00013328253223465295,22,combined
Slc6a11,4.786054,0.8998191,1.7009215413508504e-06,0.00014844406179061968,22,combined
Grm3,4.6422915,0.9590113,3.445659265865676e-06,0.0002756527412692541,22,combined
Neurod1,4.4490128,1.739958,8.626590542676275e-06,0.0005504923708562542,22,combined
Sox9,4.435758,0.8943732,9.174872847604236e-06,0.0005504923708562542,22,combined
Atp1a2,4.1725116,0.52286834,3.0126034608277262e-05,0.0015221575381024301,22,combined
Grik2,3.9018698,0.4505037,9.545248731078861e-05,0.004581719390917853,22,combined
Prox1,3.832167,1.4812454,0.00012701946626677738,0.005806604172195538,22,combined
Pou3f3,3.7476869,0.47621003,0.0001784728814929158,0.007138915259716631,22,combined
Ptprz1,3.5572543,0.8488943,0.0003747514640117002,0.011605206627459102,22,combined
Slc1a3,3.4553406,1.1874899,0.0005495981479592887,0.0146559506122477,22,combined
Sox11,3.2278104,0.6283342,0.0012474167048252124,0.029938000915805098,22,combined
Gfap,3.1531007,0.63541216,0.0016154610704664809,0.036924824467805276,22,combined
Pax6,3.0923936,0.7348219,0.0019854941312873473,0.04218724166432533,22,combined
Htra1,2.8500767,0.7335205,0.004370869639074304,0.06767798150824729,22,combined
Aqp4,2.8176444,0.71652067,0.004837734654186122,0.07201140515593585,22,combined
Mfge8,2.6126542,0.9240052,0.008984212878984748,0.11655195086250483,22,combined
Ptprs,2.424806,0.19924545,0.0153165635669522,0.17298707087381307,22,combined
Sema6d,2.3173494,0.5168694,0.020484705110119517,0.2114550204915563,22,combined
Cdh2,2.138977,0.26779923,0.03243751951763826,0.2856882452929608,22,combined
Vcan,2.1222296,0.4311468,0.03381846961865058,0.29064053770096737,22,combined
Apoe,2.015451,0.3979228,0.0438574286871078,0.33682505231698784,22,combined
Msi2,1.9823703,0.78427416,0.04743781762800794,0.35578363221005954,22,combined
Ccnd2,1.7596893,0.5451712,0.0784604886992198,0.4988216500082848,22,combined
Foxg1,1.7508417,0.44164336,0.07997318425450883,0.5050937952916348,22,combined
Atp1b2,1.7076492,0.6719245,0.08770145597684806,0.5314326376908343,22,combined
Egfr,1.6401801,1.0734242,0.10096772535526075,0.5789370817616326,22,combined
Hes5,1.63563,1.2609657,0.10191704876845407,0.5789370817616326,22,combined
Gnao1,1.4645045,0.2768659,0.1430561466436405,0.6693188695630847,22,combined
Sox2,1.4421296,0.44043055,0.14926579793038205,0.6856228038907501,22,combined
Epha4,1.4129788,0.23955676,0.15766197447448893,0.6951340692611832,22,combined
Etv4,1.4041218,1.8925993,0.1602826125324267,0.6994150365051347,22,combined
Ccdc88a,1.3761617,0.28639716,0.1687715785698024,0.7044378931609143,22,combined
Top2a,1.3265673,0.6474034,0.18465187589174215,0.7325033093226135,22,combined
Id4,1.321947,0.5190031,0.18618580133674623,0.7330981550052033,22,combined
Dio2,1.3073692,0.99773306,0.1910873534008537,0.7399058268807963,22,combined
Cenpf,1.2081803,0.78244174,0.22697791534936995,0.804054607879687,22,combined
Gria2,1.1650501,0.10973183,0.2439986894501911,0.8335898287266315,22,combined
Slc6a1,1.1412225,0.8851366,0.2537773416389726,0.8402978907399122,22,combined
Tead1,1.1331636,0.5919735,0.2571455726018904,0.8402978907399122,22,combined
Neo1,1.1306165,0.40584296,0.2582165393419522,0.8402978907399122,22,combined
Sfxn5,1.0865152,0.51524687,0.277251106904983,0.872659221733717,22,combined
Btg1,1.0423765,0.6436089,0.2972371357638095,0.8926932103108712,22,combined
Ddx3x,0.9973291,0.35245615,0.3186047982109882,0.9325018484224045,22,combined
Fgfr3,0.9604793,0.99441814,0.33681404079897004,0.9609676673907058,22,combined
Slc4a4,0.94128126,0.59000033,0.3465607458981518,0.9676086612264266,22,combined
Nrcam,0.9169641,0.08198346,0.3591614316465922,0.9795311772179788,22,combined
Gabbr1,0.85345596,0.103878036,0.39340651157087814,0.9977550436682019,22,combined
Ntsr2,0.8032286,1.163256,0.4218426032778322,0.9977550436682019,22,combined
Zmiz1,0.7772249,0.44579643,0.4370260944512896,0.9977550436682019,22,combined
Aldoc,0.7752187,0.6952142,0.43821041814845896,0.9977550436682019,22,combined
Hopx,0.761531,0.4636144,0.4463399660425509,0.9977550436682019,22,combined
Limk1,0.74656975,0.2858533,0.4553233165499918,0.9977550436682019,22,combined
Aldh1l1,0.7227982,0.7991304,0.46980386959452103,0.9977550436682019,22,combined
Cxcl14,0.6941212,0.55853534,0.48760623196997543,0.9977550436682019,22,combined
Pou3f2,0.6890878,0.24928862,0.4907680011589217,0.9977550436682019,22,combined
Clstn2,0.65176415,0.40670073,0.5145533189809623,0.9977550436682019,22,combined
Vim,0.63547015,0.011568819,0.5251218329651285,0.9977550436682019,22,combined
Omg,0.6317945,0.62805104,0.5275211561356754,0.9977550436682019,22,combined
Igfbpl1,0.6210233,0.8724582,0.5345843040381825,0.9977550436682019,22,combined
Bcl2,0.6095428,0.8823786,0.5421647134676031,0.9977550436682019,22,combined
Kcna2,0.6085343,0.44526336,0.5428331894630283,0.9977550436682019,22,combined
Ngef,0.5960858,0.35654923,0.5511179305733671,0.9977550436682019,22,combined
Nr2f1,0.5879801,0.50331545,0.5565456743996285,0.9977550436682019,22,combined
Cnr1,0.57871616,0.4403827,0.5627806980223679,0.9977550436682019,22,combined
Sox4,0.5552408,0.41486615,0.5787299594290457,0.9977550436682019,22,combined
Adcy2,0.5186046,0.1000382,0.6040365147516684,0.9977550436682019,22,combined
Ptch1,0.49692962,0.588466,0.6192386885893794,0.9977550436682019,22,combined
Olig2,0.4461583,0.29390907,0.6554829165480489,0.9977550436682019,22,combined
Fgf13,0.43843135,0.70521843,0.661073616807252,0.9977550436682019,22,combined
Sema3c,0.41623265,1.149256,0.6772397774994324,0.9977550436682019,22,combined
Xrcc6,0.4114004,0.6408888,0.6807789659019192,0.9977550436682019,22,combined
Eomes,0.4075237,1.5442649,0.6836234031631765,0.9977550436682019,22,combined
Sall3,0.40018803,0.40604657,0.6890180375356083,0.9977550436682019,22,combined
Unc5d,0.39814913,0.8800141,0.6905202658047241,0.9977550436682019,22,combined
Slc25a18,0.39764562,0.8274162,0.6908914169345698,0.9977550436682019,22,combined
Draxin,0.3654317,0.65682787,0.7147891882328814,0.9977550436682019,22,combined
Sema5b,0.35352877,0.8909922,0.7236920603273431,0.9977550436682019,22,combined
Stmn1,0.33889952,0.1952416,0.7346854140863379,0.9977550436682019,22,combined
Sox1,0.33743426,0.3611407,0.7357895513518523,0.9977550436682019,22,combined
Prex2,0.2856778,0.5018571,0.7751249193372752,0.9977550436682019,22,combined
Jam2,0.2762471,0.39909422,0.7823582752650475,0.9977550436682019,22,combined
Cd9,0.26699102,0.5118172,0.7894760760362205,0.9977550436682019,22,combined
Gabra4,0.24851781,0.025497627,0.8037337957583162,0.9977550436682019,22,combined
Nlgn2,0.24563873,0.011160441,0.8059619125228522,0.9977550436682019,22,combined
Rnf7,0.2405633,1.4737692,0.8098935955008153,0.9977550436682019,22,combined
Chd2,0.23834826,0.08414725,0.8116109916999295,0.9977550436682019,22,combined
Sall1,0.23659307,0.07280733,0.8129725004174755,0.9977550436682019,22,combined
Glul,0.2255241,0.1369247,0.8215715779832657,0.9977550436682019,22,combined
Mthfs,0.22047207,1.2071433,0.8255035261767252,0.9977550436682019,22,combined
Dhx16,0.21027134,1.1399717,0.8334558975055144,0.9977550436682019,22,combined
Nhlh2,0.19344734,0.91226983,0.8466086500006771,0.9977550436682019,22,combined
Ntm,0.19215198,-0.00991934,0.8476231610591648,0.9977550436682019,22,combined
Cldn8,0.19059163,1.1870857,0.8488455486703266,0.9977550436682019,22,combined
Gria1,16.796694,1.8248941,2.580307285539234e-63,2.477094994117665e-60,0.5,combined
Hcn1,13.755627,4.433505,4.711782859832976e-43,2.2616557727198283e-40,0.5,combined
Gria2,12.547793,1.1851221,4.087417828945511e-36,9.809802789469226e-34,0.5,combined
Grin2a,12.52295,2.9697652,5.591766457311533e-36,1.0736191598038144e-33,0.5,combined
Atp1a3,11.606538,1.1104566,3.8176066566065743e-31,5.235574843346159e-29,0.5,combined
Trpc4,10.855993,2.6492162,1.8676533400121082e-27,1.9921635626795822e-25,0.5,combined
Grik2,5.9034925,0.9612539,3.5588616003895383e-09,6.833014272747913e-08,0.5,combined
Cntn4,5.443586,2.7816544,5.221848389268934e-08,8.21799090770193e-07,0.5,combined
Epha7,5.3038783,1.5154355,1.133679830025398e-07,1.700519745038097e-06,0.5,combined
Grin2b,5.1250615,1.7938734,2.97440449332325e-07,4.199159284691647e-06,0.5,combined
Stxbp1,4.8031816,0.48664477,1.5616418915354881e-06,1.9220207895821393e-05,0.5,combined
Dnm1,4.735334,0.6619848,2.1869486817323875e-06,2.5919391783494963e-05,0.5,combined
Kcnd2,4.6665998,1.977658,3.0622471318637606e-06,3.499711007844298e-05,0.5,combined
Ubc,4.6640024,0.30928966,3.101176323829755e-06,3.5025050245606643e-05,0.5,combined
Gnai1,4.475047,1.2382807,7.639442591255487e-06,7.719857776426598e-05,0.5,combined
Grin1,4.3683934,1.0584233,1.2516384122567833e-05,0.00011896761146203088,0.5,combined
Nrcam,4.332355,1.1650969,1.4752283764275078e-05,0.00013617492705484687,0.5,combined
Cadm1,4.2505355,0.6415827,2.1326001775749475e-05,0.00018611783367926816,0.5,combined
Gabra5,4.224447,1.4616534,2.3952826389100092e-05,0.0002071595795814062,0.5,combined
Neurod2,4.128506,1.1482732,3.651279108605686e-05,0.0002995921319881589,0.5,combined
Crmp1,4.042827,0.87676466,5.281058602799265e-05,0.00040885614989413663,0.5,combined
Ppp3cb,3.9121954,0.7961329,9.146085100123016e-05,0.000665169825463492,0.5,combined
Gabra1,3.7967088,2.1973755,0.00014662990727951474,0.001012695762506001,0.5,combined
Stmn2,3.7623565,0.7271925,0.000168319802395556,0.0011460071652463386,0.5,combined
Nr4a2,3.6432772,2.5193374,0.0002691887154784704,0.0017579671214920513,0.5,combined
Nectin3,3.5503736,1.5406005,0.0003846848089468103,0.002413708605156457,0.5,combined
Rasgrp1,3.3852978,2.056223,0.0007110104866658059,0.004015118042348081,0.5,combined
Srgap1,3.2437756,0.8397228,0.001179566079783074,0.006154257807563864,0.5,combined
Epha5,3.2051022,2.4008973,0.0013501450620815145,0.006783215909553582,0.5,combined
Snhg11,3.171137,0.92551607,0.0015184348837840055,0.007325113007199222,0.5,combined
Slitrk1,3.1290004,1.2823122,0.0017540210272335805,0.008377413861414116,0.5,combined
Neurod6,2.921504,0.81008935,0.003483458043943927,0.015410689963991567,0.5,combined
Bcl11b,2.8436298,2.7072482,0.004460282637799809,0.019408872843364865,0.5,combined
Robo1,2.3790576,0.5592313,0.017356966692482444,0.06534387460699273,0.5,combined
Gap43,2.029638,1.1203207,0.04239334568074761,0.13656916729368357,0.5,combined
Foxg1,2.0116274,0.6452834,0.044259232554623,0.13976599754091476,0.5,combined
Rras2,1.8470727,1.296913,0.06473660426903524,0.18662804834316465,0.5,combined
Prkcg,1.751344,1.665814,0.07988668695896434,0.21835222354638356,0.5,combined
Gng4,1.5943819,1.2833407,0.11085050742440838,0.27712626856102096,0.5,combined
Kit,1.4488177,0.7553366,0.1473885030418734,0.34764855754348517,0.5,combined
Sema3e,1.3736159,1.7647886,0.16956095173017194,0.38756788966896444,0.5,combined
Celf2,1.3719826,0.7939021,0.17006886771666407,0.3878054940807542,0.5,combined
Gabrb2,1.3665302,1.1354035,0.17177260382879678,0.3898385335121629,0.5,combined
Gabra2,1.3472325,1.2142644,0.17790536043741545,0.3999745808429013,0.5,combined
Gria3,1.3032503,1.3224297,0.19248932936587815,0.4199767186164614,0.5,combined
Bin1,1.1175414,0.27098158,0.2637628810750373,0.5364668767627878,0.5,combined
Pak3,1.085492,0.5676739,0.2777038112213642,0.5589007521436261,0.5,combined
L1cam,1.0691568,1.2269896,0.28499902154804335,0.572382972146698,0.5,combined
Cntn6,1.0518044,1.8603437,0.2928892700794986,0.5794734448494929,0.5,combined
Gng2,0.89363503,0.4755694,0.37151718733572114,0.6714500905237262,0.5,combined
Nlgn1,0.88596123,1.0178194,0.37563843113713635,0.6731546652374562,0.5,combined
Ncam1,0.8310712,0.33157185,0.4059334236450556,0.703009038283137,0.5,combined
Chl1,0.8271664,0.86744577,0.40814275840376546,0.7047069209849187,0.5,combined
Gng3,0.8151806,0.88356143,0.41496894244661475,0.710107281192068,0.5,combined
Gabrb3,0.7673903,1.011205,0.44284948954430414,0.7393661042826642,0.5,combined
Trpc5,0.7516823,0.9207207,0.4522421631746517,0.7446958063515504,0.5,combined
Slc1a6,0.74568856,1.8022478,0.4558555593466902,0.7480706614920044,0.5,combined
Lrrc4c,0.7294033,0.6901182,0.46575499113535257,0.7591252826654303,0.5,combined
Asxl3,0.61383706,0.78705573,0.5393230101857113,0.8268393831309984,0.5,combined
Homer1,0.5392952,1.6569333,0.5896831922549655,0.8655277096079242,0.5,combined
Rab3a,0.52928907,0.58350813,0.5966049289013067,0.8704266439897483,0.5,combined
Sptan1,0.5181941,0.14899975,0.6043228711166952,0.8776852591104801,0.5,combined
Grin3a,0.47421807,1.093926,0.635344401068834,0.9000301582434981,0.5,combined
Dcx,0.46984684,0.60106504,0.6384644420134253,0.9000301582434981,0.5,combined
Kcnj3,0.44195175,1.1000035,0.658524116307855,0.9097829102450917,0.5,combined
Itga8,0.41268384,2.3880806,0.6798382721004816,0.9116108810947287,0.5,combined
Slitrk3,0.38405553,1.4597533,0.7009372955796731,0.9294196184481853,0.5,combined
Gda,0.37531304,1.5758563,0.7074276584581961,0.9332709401969869,0.5,combined
Fn1,0.238602,1.0963109,0.8114142145132488,0.9877882892940275,0.5,combined
Grm4,0.2348267,1.8961697,0.8143432428931496,0.9877882892940275,0.5,combined
Cdc42,0.20872723,0.40268278,0.8346611909886907,0.9883653587289418,0.5,combined
Slitrk5,0.20287395,0.59073514,0.8392335594962427,0.9883653587289418,0.5,combined
Gnat3,0.18233132,2.527873,0.8553227145277158,0.9883653587289418,0.5,combined
Camk4,0.17994602,0.7517723,0.8571949416689453,0.9883653587289418,0.5,combined
Nrp1,0.17786649,0.14373721,0.8588278272770897,0.9883653587289418,0.5,combined
Slitrk4,0.17069186,1.1002107,0.8644660608059107,0.9883653587289418,0.5,combined
Cldn16,0.12123857,2.1365635,0.9035020746438135,0.9883653587289418,0.5,combined
Gzmb,0.12007478,1.7205971,0.9044239104720709,0.9883653587289418,0.5,combined
Tnf,0.113611534,1.3724569,0.9095457461420582,0.9883653587289418,0.5,combined
Casp3,0.09815465,0.2796444,0.9218094951242467,0.9883653587289418,0.5,combined
Cstb,0.0894543,0.24004802,0.9287208718238377,0.9883653587289418,0.5,combined
Grin2d,0.089019045,1.0072714,0.9290667721992713,0.9883653587289418,0.5,combined
Gngt1,0.0833249,1.9561577,0.9335932026162208,0.9883653587289418,0.5,combined
Slc6a3,0.08026098,1.2338578,0.9360296924193875,0.9883653587289418,0.5,combined
Prkcb,0.06538911,0.7399661,0.9478641945275763,0.9883653587289418,0.5,combined
Gabrg2,0.06311145,0.94306034,0.949677756388484,0.9883653587289418,0.5,combined
Rnd1,0.062347032,0.4357689,0.9502864764587748,0.9883653587289418,0.5,combined
Gabra3,0.055167723,0.9579851,0.9560048433498181,0.9883653587289418,0.5,combined
Itgav,0.05351252,1.182554,0.9573235559275016,0.9883653587289418,0.5,combined
Gbx2,0.052078843,0.62465215,0.9584658718187801,0.9883653587289418,0.5,combined
Pla2g4d,0.047927573,1.4637887,0.9617739643034502,0.9883653587289418,0.5,combined
Tuba1c,0.047515724,0.70727414,0.9621021997046458,0.9883653587289418,0.5,combined
Myt1l,0.037991673,0.81532985,0.9696943208255769,0.9883653587289418,0.5,combined
Cul3,0.03796359,0.1691872,0.9697167098582655,0.9883653587289418,0.5,combined
Gal,0.03784815,0.45412368,0.969808753909885,0.9883653587289418,0.5,combined
Cd4,0.03440826,-0.0882088,0.9725515970154597,0.9883653587289418,0.5,combined
Sst,0.024344437,1.2595117,0.9805778683285706,0.9929092241786963,0.5,combined
Dab1,0.022024656,0.58064836,0.9824282877007586,0.9929092241786963,0.5,combined
Efna3,0.0074008335,1.0355314,0.994095043090723,0.9967379196248255,0.5,combined
Slc6a2,0.007190228,0.11330563,0.994263077501334,0.9967379196248255,0.5,combined
Nfib,16.170448,1.57749,8.150420867103965e-59,3.9122020162099033e-56,0.6,combined
Igfbpl1,15.670524,4.940187,2.405885495144285e-55,7.698833584461711e-53,0.6,combined
Zbtb20,11.363735,1.2080462,6.337547429798178e-30,8.69149361800893e-28,0.6,combined
Sox11,11.026576,1.762224,2.8449111600362353e-28,3.034571904038651e-26,0.6,combined
