,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19
Cluster_10,0.3686704691308395,0.31687244670353265,0.4401055867195454,0.28636873867950585,0.3207878766890297,0.4098844586164982,0.12085954589009114,0.3945979185309971,0.062376908679200246,0.22221125101860595,1.0,0.07710973360878058,0.1417244598342665,0.42515355813492445,0.0073130770027713425,0.200465327614224,0.1721465876162097,0.013464064109813755,-0.041351651407572056,0.3423522370430649
Cluster_11,0.3956101744085149,0.3714922465560905,0.2648993931746487,0.1838879984144294,0.40921516690620485,0.24374713955983307,0.6241277448179176,0.27318250219588985,0.24791780369322933,0.17355949534588183,0.07710973360878058,1.0,0.40943974934854444,0.363573988791422,0.19747794935200047,0.23378236166072608,0.29777725636792907,0.13585205645886642,0.13767297245774543,-0.08603623661296887
Cluster_12,0.372734341872471,0.3532125073030094,0.4009979701773073,0.3112040251579351,0.42351839640886874,0.32179170094384063,0.46789652981696295,0.3651172721550136,0.16919585896046796,0.28859916596861646,0.1417244598342665,0.40943974934854444,1.0,0.4350904260262437,0.14868811057085754,0.2879910046545318,0.2424232047250669,0.0675040845963536,0.11359873423625141,-0.07877084628323856
Cluster_13,0.6175322353719657,0.7066816319466748,0.8122329376103591,0.6922731626282524,0.6503018521330601,0.6976747398814465,0.46786087909249824,0.7167871207835643,0.2771596225286368,0.5891332011007658,0.42515355813492445,0.363573988791422,0.4350904260262437,1.0,0.185209014843195,0.5593846682658018,0.3991388960050233,0.132886707134149,0.10964271397163072,-0.06565862634529242
Cluster_14,0.06618434313178691,0.09337059332654675,0.058473125134249945,0.05629292818350086,0.08788375301297138,0.04073781296040197,0.2902410377650934,0.07018510005683437,0.46767732886124747,0.03217331272602555,0.0073130770027713425,0.19747794935200044,0.14868811057085757,0.185209014843195,0.9999999999999999,0.10479980253769378,0.16028814703846328,0.17917178741998543,0.21809775373229343,-0.048399382553926396
Cluster_15,0.3635065000753858,0.46596074120062414,0.5813060858066892,0.5754531165454451,0.4129457952888738,0.39881057832728845,0.30449910607058295,0.46174778497586244,0.15711341125040315,0.39717983910187127,0.20046532761422398,0.23378236166072608,0.2879910046545318,0.5593846682658018,0.10479980253769379,0.9999999999999998,0.37638069535338897,0.06328628777111356,0.08793188720007844,-0.06672841090417485
Cluster_16,0.32463823151726884,0.3913399603282317,0.3512894775790281,0.2903657526553568,0.32781904547333507,0.28506972210913056,0.3287463459887282,0.3114126826418484,0.17556829734684642,0.25216414136412774,0.1721465876162097,0.29777725636792907,0.2424232047250669,0.3991388960050233,0.1602881470384633,0.37638069535338897,0.9999999999999998,0.0506172358564549,0.08448656088137914,-0.013713963680095545
Cluster_17,0.08899204437388537,0.08837185616404312,0.09054174254818415,0.07431005018238006,0.1039234262308436,0.06645090823550977,0.13249035522525476,0.06718646389881983,0.11658357711274617,0.05120734406356852,0.013464064109813755,0.13585205645886642,0.0675040845963536,0.132886707134149,0.17917178741998543,0.06328628777111356,0.0506172358564549,0.9999999999999999,0.05142886515516745,-0.03954281502870776
Cluster_18,0.05918282492661732,0.06200426891712348,0.038562994507758123,0.032975970308268814,0.062168794995562146,0.01803427818965819,0.19754645976530463,0.02639481269968318,0.17942638596869737,0.029329134361932407,-0.041351651407572056,0.13767297245774543,0.1135987342362514,0.10964271397163072,0.21809775373229343,0.08793188720007844,0.08448656088137912,0.05142886515516746,1.0,-0.048279403131457496
Cluster_19,-0.056264288137946476,-0.0752278069556172,-0.062327780145451865,-0.07406681367621068,-0.07100729698046856,-0.05174560551365271,-0.09816061091818634,-0.06328013949746031,-0.062097759585278606,-0.08928036067726132,0.3423522370430649,-0.08603623661296887,-0.07877084628323856,-0.06565862634529242,-0.048399382553926396,-0.06672841090417485,-0.013713963680095545,-0.03954281502870775,-0.048279403131457496,1.0
