names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Gria1,16.735443,1.4696057,7.231717808499866e-63,6.942449096159871e-60,0.0,p0_R5p_mut
Gria2,16.2017,1.2858669,4.905205993604019e-59,2.3544988769299293e-56,0.0,p0_R5p_mut
Nrp1,15.534385,2.023495,2.0301261859062648e-54,6.496403794900047e-52,0.0,p0_R5p_mut
Atp1a3,13.677449,1.3556608,1.384661161648288e-42,3.323186787955891e-40,0.0,p0_R5p_mut
Grin2a,10.45519,3.1043053,1.387207040254404e-25,2.2195312644070463e-23,0.0,p0_R5p_mut
Neurod6,9.38252,1.6114609,6.441434625322916e-21,8.032640953245286e-19,0.0,p0_R5p_mut
Robo1,9.378468,1.4599148,6.693867461037738e-21,8.032640953245286e-19,0.0,p0_R5p_mut
Nrp2,8.795825,3.0555687,1.4200134655698077e-18,1.5146810299411284e-16,0.0,p0_R5p_mut
Neurod2,8.630634,1.2830034,6.101266098551163e-18,5.857215454609117e-16,0.0,p0_R5p_mut
Nectin3,8.540263,2.5938637,1.3391625323299374e-17,1.1687236645788545e-15,0.0,p0_R5p_mut
Hcn1,7.612108,2.2807636,2.6966031547455725e-14,2.094503294307844e-12,0.0,p0_R5p_mut
Stxbp1,7.6055794,0.69372064,2.8363065443752058e-14,2.094503294307844e-12,0.0,p0_R5p_mut
Dnm1,7.419551,1.1960948,1.175183396000886e-13,8.058400429720362e-12,0.0,p0_R5p_mut
Epha4,7.352923,1.1037315,1.9391899161768395e-13,1.2410815463531773e-11,0.0,p0_R5p_mut
Cadm1,6.9270988,0.7387071,4.29558304102724e-12,2.4257410114036183e-10,0.0,p0_R5p_mut
Sptan1,6.134693,0.77948564,8.53237596662578e-10,4.3110952252424996e-08,0.0,p0_R5p_mut
Crmp1,6.1139145,1.132301,9.721628074336788e-10,4.666381475681658e-08,0.0,p0_R5p_mut
Gabra5,6.084765,2.1185925,1.1666229532750167e-09,5.333133500685791e-08,0.0,p0_R5p_mut
Stmn2,5.5937357,1.0384914,2.222353231713127e-08,8.889412926852508e-07,0.0,p0_R5p_mut
Calm1,5.433412,0.90627325,5.528648775497569e-08,2.0413472401837177e-06,0.0,p0_R5p_mut
Foxg1,5.378814,0.68641156,7.497797152801736e-08,2.665883432107284e-06,0.0,p0_R5p_mut
