EntityID,geometry,dataset,group
hippo,"POLYGON ((10890.7 6457.89, 10974 6544.69, 11111.2 6629.76, 11258.7 6735.66, 11310.8 6836.36, 11340.3 6973.51, 11349 7162.75, 11349 7289.48, 11277.8 7315.53, 11095.5 7275.6, 10885.5 7178.37, 10772.6 7082.89, 10618.1 6799.9, 10552.1 6647.12, 10553.9 6558.58, 10649.4 6509.97, 10842.1 6419.69, 10878.5 6431.85, 10890.7 6456.15, 10890.7 6457.89))",202503071102_SESSA-p30-E165_VMSC10702_region_1,hippo
hippo,"POLYGON ((10217.1 6499.55, 10581.7 6548.16, 10604.2 6848.51, 10519.2 7062.05, 10493.1 7213.1, 10441 7345.04, 10328.2 7452.68, 10210.1 7442.26, 10118.1 7286.01, 10085.1 7124.55, 10085.1 6961.36, 10217.1 6499.55))",202503071102_SESSA-p30-E165_VMSC10702_region_1,hippo
