names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Gria2,41.185707,2.9606786,0.0,0.0,4,e16_R2_ctrl
Neurod2,40.837704,3.9854934,0.0,0.0,4,e16_R2_ctrl
Neurod6,40.030876,4.0550876,0.0,0.0,4,e16_R2_ctrl
Cntn2,37.230453,4.089716,2.1953014808411142e-303,5.268723554018674e-301,4,e16_R2_ctrl
Sox11,34.751625,1.9339714,1.309757935299513e-264,2.514735235775065e-262,4,e16_R2_ctrl
Tubb3,33.016758,2.4764001,4.669084786694828e-239,7.470535658711724e-237,4,e16_R2_ctrl
Nfasc,32.649994,2.5766377,8.014744427733819e-234,1.0991649500892095e-231,4,e16_R2_ctrl
Cnr1,31.892311,2.6018474,3.4130168915161557e-223,4.095620269819387e-221,4,e16_R2_ctrl
Crmp1,29.77473,2.40468,8.299756746495208e-195,7.9677664766354005e-193,4,e16_R2_ctrl
Atp1a3,29.313263,2.6577218,7.027782326952444e-189,6.133337303522133e-187,4,e16_R2_ctrl
Plxna2,29.22822,2.0691354,8.494974169187371e-188,6.795979335349897e-186,4,e16_R2_ctrl
Unc13a,27.911783,2.722125,1.9196271071581938e-171,1.4175707868245123e-169,4,e16_R2_ctrl
Nrp1,27.474804,2.6444032,3.512464248654811e-166,2.408546913363299e-164,4,e16_R2_ctrl
Bhlhe22,27.256042,4.1667075,1.409214115496456e-163,9.018970339177319e-162,4,e16_R2_ctrl
Nr4a3,26.594875,4.249868,7.780642649200281e-156,4.668385589520168e-154,4,e16_R2_ctrl
Mpped1,26.011436,2.216747,3.676470907976587e-149,2.0761247480338374e-147,4,e16_R2_ctrl
Robo1,25.711622,2.2694893,8.666049550830345e-146,4.621893093776184e-144,4,e16_R2_ctrl
Stxbp1,25.449343,1.7113013,7.1789257995986e-143,3.627246719797188e-141,4,e16_R2_ctrl
Ttc28,25.390736,1.7817742,3.191896578958455e-142,1.5321103579000584e-140,4,e16_R2_ctrl
Sema7a,25.017881,2.3589666,3.906303788989068e-138,1.7857388749664312e-136,4,e16_R2_ctrl
Neurod1,24.854187,4.5674095,2.329891685269284e-136,1.0166800081175057e-134,4,e16_R2_ctrl
Kcnq3,24.73489,4.0203934,4.508406859933538e-135,1.803362743973415e-133,4,e16_R2_ctrl
Gria1,24.048677,1.9325848,8.618181305383419e-128,3.064242241914105e-126,4,e16_R2_ctrl
Foxg1,23.562828,1.7567941,9.274699249621413e-123,3.1798968855844843e-121,4,e16_R2_ctrl
Camk2b,23.517359,3.5289655,2.7100991174597937e-122,8.971362595728973e-121,4,e16_R2_ctrl
Cacna1b,23.496952,2.2619169,4.382226754872524e-122,1.4023125615592077e-120,4,e16_R2_ctrl
Nfib,22.299675,0.931389,3.721990904351284e-110,1.1526165381216879e-108,4,e16_R2_ctrl
Plxna4,21.590513,2.0718613,2.2054691766566733e-103,6.61640752997002e-102,4,e16_R2_ctrl
Stmn2,21.142668,2.3210456,3.2233914345863765e-99,9.37713871879673e-98,4,e16_R2_ctrl
Igfbpl1,20.888504,1.7837243,6.81207746604916e-97,1.9234101080609393e-95,4,e16_R2_ctrl
Syp,20.872904,2.056078,9.442092873475454e-97,2.589831188153267e-95,4,e16_R2_ctrl
Sema4g,20.84973,1.9212943,1.53283623282898e-96,4.0875632875439465e-95,4,e16_R2_ctrl
Kcnq2,20.578516,2.5199094,4.2757213766156374e-94,1.1093763571759491e-92,4,e16_R2_ctrl
Slitrk1,20.191618,2.8213615,1.160041730942883e-90,2.855487337705558e-89,4,e16_R2_ctrl
Dcx,20.154945,2.5913281,2.4352673539715964e-90,5.8446416495318314e-89,4,e16_R2_ctrl
Cacna2d1,20.002968,1.6797683,5.1891210211696076e-89,1.2150137025177617e-87,4,e16_R2_ctrl
Sptan1,19.551342,1.1228178,4.0181596884370625e-85,8.572074001999067e-84,4,e16_R2_ctrl
Dcc,19.28164,1.8344471,7.661092900259588e-83,1.5648189753721712e-81,4,e16_R2_ctrl
Cdk5r1,18.77295,1.9104655,1.2570996053969013e-78,2.366305139570638e-77,4,e16_R2_ctrl
Chrnb2,18.394817,2.5833025,1.4454634810219766e-75,2.477937396037674e-74,4,e16_R2_ctrl
Sox4,18.383238,1.0157291,1.7895826660323247e-75,3.0140339638439153e-74,4,e16_R2_ctrl
Fezf2,18.355259,1.9428532,2.9965726646582187e-75,4.959844410468776e-74,4,e16_R2_ctrl
Nfix,18.349152,1.2231975,3.3530680192912707e-75,5.455839489016305e-74,4,e16_R2_ctrl
Srgap1,18.252861,1.53558,1.963495282326268e-74,3.1415924517220285e-73,4,e16_R2_ctrl
Limk1,18.066994,1.3960558,5.798934689740382e-73,9.126192298607814e-72,4,e16_R2_ctrl
Sema6c,18.049807,1.6327926,7.916836252325704e-73,1.2258327100375282e-71,4,e16_R2_ctrl
