names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Cadm1,57.814396,1.8371049,0.0,0.0,0,e16_R1_mut
Gria1,53.55003,1.7940195,0.0,0.0,0,e16_R1_mut
Snhg11,53.090683,2.1511612,0.0,0.0,0,e16_R1_mut
Gad2,51.887253,2.6048875,0.0,0.0,0,e16_R1_mut
Atp1a3,47.4036,1.496392,0.0,0.0,0,e16_R1_mut
Efnb3,47.347836,1.8630298,0.0,0.0,0,e16_R1_mut
Fxyd6,46.692963,1.6276844,0.0,0.0,0,e16_R1_mut
Plxna1,45.493484,1.8019414,0.0,0.0,0,e16_R1_mut
Gad1,45.407566,2.1017754,0.0,0.0,0,e16_R1_mut
Slc32a1,43.693592,2.1850946,0.0,0.0,0,e16_R1_mut
Grik3,43.003536,1.7349372,0.0,0.0,0,e16_R1_mut
Mest,41.110195,1.4531523,0.0,0.0,0,e16_R1_mut
Cacna1b,40.842304,1.3939954,0.0,0.0,0,e16_R1_mut
Ncam1,40.728374,1.2800602,0.0,0.0,0,e16_R1_mut
Dnm1,38.13583,1.2853571,0.0,0.0,0,e16_R1_mut
Sox2,38.11483,1.6038319,0.0,0.0,0,e16_R1_mut
Dpysl2,35.965805,1.106351,2.865806841106032e-283,1.6183379808598768e-281,0,e16_R1_mut
Six3,35.943012,2.5248978,6.507737140866461e-283,3.470793141795446e-281,0,e16_R1_mut
Kcnd2,35.391384,1.634668,2.3168356271022854e-274,1.112081101009097e-272,0,e16_R1_mut
Stxbp1,35.273605,1.0360003,1.4914953757100602e-272,6.818264574674562e-271,0,e16_R1_mut
Sdc3,34.999634,1.168309,2.27872035631198e-268,9.943507009361368e-267,0,e16_R1_mut
Gap43,34.492836,1.8782111,1.0273032729275617e-260,4.287874530480257e-259,0,e16_R1_mut
Grin1,33.959694,1.3547311,8.774051355386079e-253,3.509620542154431e-251,0,e16_R1_mut
Syt1,33.572155,2.0259242,4.2772406626204894e-247,1.6424604144462679e-245,0,e16_R1_mut
Crmp1,33.37081,1.0609576,3.6359471108877085e-244,1.3425035486354615e-242,0,e16_R1_mut
Gng2,33.305805,1.3487719,3.1818344815240806e-243,1.1313189267641176e-241,0,e16_R1_mut
Shank1,32.72257,1.2139912,7.459011787265028e-235,2.557375469919438e-233,0,e16_R1_mut
Grin2b,32.472263,1.2691727,2.627801356140231e-231,8.698928627222833e-230,0,e16_R1_mut
Epb41l1,32.346672,1.0231199,1.5452626824607898e-229,4.9448405838745274e-228,0,e16_R1_mut
Ubc,31.556952,0.8184481,1.4396120302569788e-218,4.458153384021612e-217,0,e16_R1_mut
Dlx1,31.429327,2.5938525,8.045800247139937e-217,2.413740074141981e-215,0,e16_R1_mut
Dlx2,30.924192,1.7398263,5.6498625374601595e-210,1.6435963745338645e-208,0,e16_R1_mut
Cdh4,30.064766,1.1472853,1.4000428448537255e-198,3.953062150175225e-197,0,e16_R1_mut
Plxnc1,29.981396,1.3122058,1.7155288106895923e-197,4.705450452177167e-196,0,e16_R1_mut
Pak3,29.907953,1.311001,1.5508807956724806e-196,4.135682121793282e-195,0,e16_R1_mut
Gnao1,28.782686,0.8042167,3.5331608470007554e-182,9.167120035461419e-181,0,e16_R1_mut
Astn1,28.293772,0.92571133,4.122743573737487e-176,1.0148291873815353e-174,0,e16_R1_mut
Negr1,28.182549,2.088064,9.57007691932331e-175,2.2968184606375948e-173,0,e16_R1_mut
Erbb4,28.140938,1.4404507,3.0936545577491733e-174,7.243678964485869e-173,0,e16_R1_mut
Sox1,27.841772,1.042262,1.3548616807398948e-170,3.096826698834045e-169,0,e16_R1_mut
Srgap3,27.706669,0.8442162,5.803024944091229e-169,1.2955590572854837e-167,0,e16_R1_mut
Stmn2,27.591352,0.932748,1.413047876485928e-167,3.08301354869657e-166,0,e16_R1_mut
Slc6a1,27.38773,0.9962012,3.839934166823342e-165,8.191859555889796e-164,0,e16_R1_mut
Camk2a,26.938513,1.9573027,7.776714919877685e-160,1.6229665919744732e-158,0,e16_R1_mut
Unc5a,26.68951,2.0897672,6.230398659683393e-157,1.2725920666587357e-155,0,e16_R1_mut
Lrrc4b,26.471777,0.8550416,2.0489721564927486e-154,4.097944312985497e-153,0,e16_R1_mut
Sox11,26.464651,0.8206152,2.4749035555334313e-154,4.848790639412437e-153,0,e16_R1_mut
Gabbr1,26.251106,0.79698735,6.942871643903384e-152,1.3330313556294497e-150,0,e16_R1_mut
Nr2f1,26.224922,1.4302975,1.3814136995314706e-151,2.6003081402945326e-150,0,e16_R1_mut
Nsf,26.123459,1.1364416,1.9741733121822153e-150,3.6446276532594743e-149,0,e16_R1_mut
Snhg11,79.11273,3.6090882,0.0,0.0,1,e16_R1_mut
Atp1a3,67.53235,2.1410813,0.0,0.0,1,e16_R1_mut
Dnm1,58.440495,2.0812643,0.0,0.0,1,e16_R1_mut
Stxbp1,47.903526,1.413058,0.0,0.0,1,e16_R1_mut
Cacna1b,45.787075,1.6270409,0.0,0.0,1,e16_R1_mut
Syp,45.213078,2.035157,0.0,0.0,1,e16_R1_mut
Grin1,44.76605,1.9912912,0.0,0.0,1,e16_R1_mut
Eef1a2,41.46455,2.1089368,0.0,0.0,1,e16_R1_mut
Grik1,41.44826,2.724401,0.0,0.0,1,e16_R1_mut
Epb41l1,39.255875,1.2884569,0.0,0.0,1,e16_R1_mut
Sdc3,39.050926,1.3859059,0.0,0.0,1,e16_R1_mut
Unc13a,38.80691,1.3375175,0.0,0.0,1,e16_R1_mut
Cadm3,38.210896,1.2611955,0.0,0.0,1,e16_R1_mut
Stmn2,37.845116,1.4105862,0.0,0.0,1,e16_R1_mut
Gria1,37.716293,1.3088226,0.0,0.0,1,e16_R1_mut
Gls,37.655174,1.8435344,2.6922789902211e-310,1.435882128117916e-308,1,e16_R1_mut
Bin1,36.429123,1.1401243,1.4729439099745434e-290,7.442242913555588e-289,1,e16_R1_mut
Shank1,34.80508,1.4535737,2.0378295728406146e-265,9.781581949634951e-264,1,e16_R1_mut
Fxyd6,33.40981,1.2075039,9.87624449447661e-245,4.5148546260464507e-243,1,e16_R1_mut
Camk2b,32.86049,1.3737417,8.067306324954955e-237,3.367223509546416e-235,1,e16_R1_mut
Cntn1,32.615963,1.7361836,2.4358625171473716e-233,9.743450068589485e-232,1,e16_R1_mut
Cacna2d2,32.094704,1.9097276,5.226532030395633e-226,2.006988299671923e-224,1,e16_R1_mut
Cacna1a,31.848469,1.678473,1.3821236030202877e-222,5.103225611151831e-221,1,e16_R1_mut
Srgap3,30.348742,0.9384175,2.610343143613367e-202,8.949747920960114e-201,1,e16_R1_mut
Gap43,29.94202,1.7908154,5.58898811959916e-197,1.8501477913155837e-195,1,e16_R1_mut
Grin3a,29.538889,2.6752782,9.122044376998845e-192,2.9190542006396305e-190,1,e16_R1_mut
Syn1,28.222849,1.64126,3.0667692556886355e-175,8.921510562003302e-174,1,e16_R1_mut
Cadm1,28.15946,0.93357843,1.8354025936666575e-174,5.182313205647033e-173,1,e16_R1_mut
Kcnd2,28.124378,1.3417844,4.932289736658369e-174,1.3528566134834382e-172,1,e16_R1_mut
Nsf,27.324284,1.3598295,2.183282184233311e-164,5.664732153686428e-163,1,e16_R1_mut
Efnb3,26.87584,1.0709878,4.2090894861115984e-159,1.0633489228071407e-157,1,e16_R1_mut
