names,scores,logfoldchanges,pvals,pvals_adj,time_point,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Grik2,3.6972487,0.37182724,0.00021794880862314325,0.0027530375826081252,p7,0.37182724,2.5601878598715024,False,not_significant
Gfap,2.3510735,0.2477588,0.01871932994517212,0.11148452226300469,p7,0.2477588,0.9527854228611882,False,not_significant
Snhg11,1.9785243,0.21190137,0.0478695903014563,0.2220038970502321,p7,0.21190137,0.6536394018891962,False,not_significant
Gria1,1.1436507,0.08947437,0.25276856956849303,0.7095258093150681,p7,0.08947437,0.14903180226535143,False,not_significant
Nfib,1.0727415,0.11916605,0.2833870924418197,0.7644436300575375,p7,0.11916605,0.11665453387174293,False,not_significant
Neurog2,0.84205645,0.6439764,0.3997563501558319,0.906986223173339,p7,0.6439764,0.042399309682174,False,not_significant
Ndnf,0.77311456,0.20575586,0.4394545923350591,0.9523169495296991,p7,0.20575586,0.021218485940053208,False,not_significant
Lhx6,0.76502794,0.846873,0.4442549233825943,0.9562437812719519,p7,0.846873,0.019431376170935287,False,not_significant
Gng4,0.7238188,0.20243038,0.46917699013458236,0.9834277522471595,p7,0.20243038,0.007257540119745999,False,not_significant
Nr4a2,0.6708614,0.67882013,0.5023088257973619,0.9977249223574154,p7,0.67882013,0.0009891793231074813,False,not_significant
Gabra4,0.64115727,-0.21920232,0.5214204999593746,0.9977249223574154,p7,0.21920232,0.0009891793231074813,False,not_significant
Fezf2,0.6169183,0.24979424,0.537288581721185,0.9977249223574154,p7,0.24979424,0.0009891793231074813,False,not_significant
Cplx1,0.6147478,0.22412671,0.5387212906624204,0.9977249223574154,p7,0.22412671,0.0009891793231074813,False,not_significant
Slc17a6,0.5610921,0.09245083,0.5747347857269041,0.9977249223574154,p7,0.09245083,0.0009891793231074813,False,not_significant
Gabra3,0.48026347,0.21039504,0.6310400697628618,0.9977249223574154,p7,0.21039504,0.0009891793231074813,False,not_significant
Npy,0.4695365,0.5927993,0.6386861993961803,0.9977249223574154,p7,0.5927993,0.0009891793231074813,False,not_significant
Gap43,0.41401428,-0.009919907,0.6788636402442367,0.9977249223574154,p7,0.009919907,0.0009891793231074813,False,not_significant
Syt1,0.37399846,0.09620356,0.7084054666325589,0.9977249223574154,p7,0.09620356,0.0009891793231074813,False,not_significant
Elavl4,0.3687954,0.02365534,0.7122802268859766,0.9977249223574154,p7,0.02365534,0.0009891793231074813,False,not_significant
Emx2,0.3595092,0.2468946,0.7192141956768896,0.9977249223574154,p7,0.2468946,0.0009891793231074813,False,not_significant
Lhx2,0.3421699,0.73371005,0.7322230256809998,0.9977249223574154,p7,0.73371005,0.0009891793231074813,False,not_significant
Cdc42,0.3337016,0.1843832,0.7386047446032793,0.9977249223574154,p7,0.1843832,0.0009891793231074813,False,not_significant
Chrna1,0.32972118,0.5162008,0.7416106378778194,0.9977249223574154,p7,0.5162008,0.0009891793231074813,False,not_significant
Gnai1,0.31051964,0.07414429,0.7561658328606711,0.9977249223574154,p7,0.07414429,0.0009891793231074813,False,not_significant
Homer2,0.3082589,0.37084886,0.7578853393420629,0.9977249223574154,p7,0.37084886,0.0009891793231074813,False,not_significant
Tenm1,0.27568167,0.87764186,0.7827925736470519,0.9977249223574154,p7,0.87764186,0.0009891793231074813,False,not_significant
Pak1,0.26132244,0.038243778,0.7938438601811049,0.9977249223574154,p7,0.038243778,0.0009891793231074813,False,not_significant
Oprm1,0.25281847,0.63044924,0.8004084902798516,0.9977249223574154,p7,0.63044924,0.0009891793231074813,False,not_significant
Rara,0.24995376,0.35867712,0.8026231081059421,0.9977249223574154,p7,0.35867712,0.0009891793231074813,False,not_significant
Nfatc3,0.24325125,0.32358557,0.8078107683277549,0.9977249223574154,p7,0.32358557,0.0009891793231074813,False,not_significant
Etv1,0.2226341,0.46095797,0.8238202901939119,0.9977249223574154,p7,0.46095797,0.0009891793231074813,False,not_significant
Map2k1,0.21933527,0.12972137,0.8263888824139443,0.9977249223574154,p7,0.12972137,0.0009891793231074813,False,not_significant
Chrna4,0.21868096,0.28868058,0.8268985770485899,0.9977249223574154,p7,0.28868058,0.0009891793231074813,False,not_significant
Ppp3cc,0.20718436,0.35379794,0.8358658846958571,0.9977249223574154,p7,0.35379794,0.0009891793231074813,False,not_significant
Pax6,0.2067859,0.08132689,0.836177071548307,0.9977249223574154,p7,0.08132689,0.0009891793231074813,False,not_significant
Pak6,0.2032417,0.05627174,0.8389461196000149,0.9977249223574154,p7,0.05627174,0.0009891793231074813,False,not_significant
Grin2d,0.18980941,0.8862996,0.8494584769862471,0.9977249223574154,p7,0.8862996,0.0009891793231074813,False,not_significant
Cdh5,0.1854704,0.18865773,0.852860094892366,0.9977249223574154,p7,0.18865773,0.0009891793231074813,False,not_significant
Insm1,0.18011427,0.13770995,0.8570628655273678,0.9977249223574154,p7,0.13770995,0.0009891793231074813,False,not_significant
Gad2,0.17462811,0.23914914,0.8613718654883128,0.9977249223574154,p7,0.23914914,0.0009891793231074813,False,not_significant
Tnf,0.15039755,1.2464921,0.8804509669004283,0.9977249223574154,p7,1.2464921,0.0009891793231074813,False,not_significant
Sema3c,0.13648921,0.49005345,0.8914345467817696,0.9977249223574154,p7,0.49005345,0.0009891793231074813,False,not_significant
Pard3,0.13573425,0.33789986,0.8920313764174543,0.9977249223574154,p7,0.33789986,0.0009891793231074813,False,not_significant
En1,0.12886815,0.7090324,0.8974619765220668,0.9977249223574154,p7,0.7090324,0.0009891793231074813,False,not_significant
Ephb6,0.12772311,-0.0058958814,0.8983681039422492,0.9977249223574154,p7,0.0058958814,0.0009891793231074813,False,not_significant
Ndel1,0.11086197,0.37396607,0.911725803307486,0.9977249223574154,p7,0.37396607,0.0009891793231074813,False,not_significant
Ndrg4,0.1078169,-0.019923348,0.9141409375620582,0.9977249223574154,p7,0.019923348,0.0009891793231074813,False,not_significant
Vhl,0.103622586,0.036333773,0.9174688626815136,0.9977249223574154,p7,0.036333773,0.0009891793231074813,False,not_significant
Wnt4,0.09948699,0.22766997,0.9207516135882515,0.9977249223574154,p7,0.22766997,0.0009891793231074813,False,not_significant
Cxcl14,0.09649016,-0.15806451,0.9231312900704449,0.9977249223574154,p7,0.15806451,0.0009891793231074813,False,not_significant
Gnb5,0.09642095,0.32696605,0.9231862523224827,0.9977249223574154,p7,0.32696605,0.0009891793231074813,False,not_significant
Unc5b,0.09336539,0.5035702,0.9256132808557972,0.9977249223574154,p7,0.5035702,0.0009891793231074813,False,not_significant
Gpr183,0.08935773,0.4457491,0.9287976157183842,0.9977249223574154,p7,0.4457491,0.0009891793231074813,False,not_significant
Wdr62,0.08873697,0.8904643,0.92929094931998,0.9977249223574154,p7,0.8904643,0.0009891793231074813,False,not_significant
Best1,0.086446874,-0.16583303,0.9311111839068755,0.9977249223574154,p7,0.16583303,0.0009891793231074813,False,not_significant
Glycam1,0.08423228,0.6241618,0.9328717536236742,0.9977249223574154,p7,0.6241618,0.0009891793231074813,False,not_significant
Dync1i1,0.08376881,0.020206258,0.9332402480350785,0.9977249223574154,p7,0.020206258,0.0009891793231074813,False,not_significant
Trpc6,0.07849446,0.264796,0.9374347364436277,0.9977249223574154,p7,0.264796,0.0009891793231074813,False,not_significant
Drd2,0.077819176,-0.063201055,0.9379718922428489,0.9977249223574154,p7,0.063201055,0.0009891793231074813,False,not_significant
Il1r1,0.07276503,0.24462298,0.9419930993686466,0.9977249223574154,p7,0.24462298,0.0009891793231074813,False,not_significant
Rspo3,0.07169967,0.23636718,0.9428409152939385,0.9977249223574154,p7,0.23636718,0.0009891793231074813,False,not_significant
Fn1,0.06839036,0.6624216,0.945474893989051,0.9977249223574154,p7,0.6624216,0.0009891793231074813,False,not_significant
Cd8b1,0.06667489,0.3445484,0.9468405262369185,0.9977249223574154,p7,0.3445484,0.0009891793231074813,False,not_significant
Crh,0.066410646,0.19785435,0.9470508943326119,0.9977249223574154,p7,0.19785435,0.0009891793231074813,False,not_significant
Gnat3,0.06491118,1.2642343,0.9482447192770095,0.9977249223574154,p7,1.2642343,0.0009891793231074813,False,not_significant
Pik3cb,0.060672827,0.24948908,0.9516197727696006,0.9977249223574154,p7,0.24948908,0.0009891793231074813,False,not_significant
Gls2,0.059133515,0.34283555,0.9528457648222375,0.9977249223574154,p7,0.34283555,0.0009891793231074813,False,not_significant
Camk4,0.057103466,0.15360759,0.9544627746469926,0.9977249223574154,p7,0.15360759,0.0009891793231074813,False,not_significant
Tigit,0.05503148,0.23171672,0.9561133870271625,0.9977249223574154,p7,0.23171672,0.0009891793231074813,False,not_significant
Gngt1,0.054209393,0.8869649,0.9567683384141977,0.9977249223574154,p7,0.8869649,0.0009891793231074813,False,not_significant
Sdc1,0.052762352,0.19820671,0.9579212571534508,0.9977249223574154,p7,0.19820671,0.0009891793231074813,False,not_significant
Cd70,0.05185219,0.22703569,0.9586464715809544,0.9977249223574154,p7,0.22703569,0.0009891793231074813,False,not_significant
Cldn15,0.047406215,0.5957789,0.9621894744549274,0.9977249223574154,p7,0.5957789,0.0009891793231074813,False,not_significant
Sema3g,0.04423112,0.86305594,0.9647201744931666,0.9977249223574154,p7,0.86305594,0.0009891793231074813,False,not_significant
Pla2g4c,0.043572616,0.040102296,0.9652450810079469,0.9977249223574154,p7,0.040102296,0.0009891793231074813,False,not_significant
Rgs10,0.04081695,0.08497971,0.9674418250937838,0.9977249223574154,p7,0.08497971,0.0009891793231074813,False,not_significant
Gnb3,0.038774323,-0.050928283,0.969070317859698,0.9977249223574154,p7,0.050928283,0.0009891793231074813,False,not_significant
Map3k5,0.03696238,0.045552693,0.97051500277495,0.9977249223574154,p7,0.045552693,0.0009891793231074813,False,not_significant
Pvalb,0.03667507,0.50478697,0.9707440879807326,0.9977249223574154,p7,0.50478697,0.0009891793231074813,False,not_significant
Gls,0.035104297,-0.03965569,0.9719965740931066,0.9977249223574154,p7,0.03965569,0.0009891793231074813,False,not_significant
Atp6v1b1,0.033470612,0.48946267,0.9732992997644786,0.9977249223574154,p7,0.48946267,0.0009891793231074813,False,not_significant
Gng13,0.03207181,0.25529322,0.974414784006197,0.9977249223574154,p7,0.25529322,0.0009891793231074813,False,not_significant
Rac3,0.0319313,-0.058261804,0.9745268369494924,0.9977249223574154,p7,0.058261804,0.0009891793231074813,False,not_significant
Cd6,0.029391645,0.36159745,0.9765522365849546,0.9977249223574154,p7,0.36159745,0.0009891793231074813,False,not_significant
Slc6a13,0.02911482,0.27818793,0.9767730161901591,0.9977249223574154,p7,0.27818793,0.0009891793231074813,False,not_significant
Vamp4,0.029110625,0.36861965,0.9767763613494199,0.9977249223574154,p7,0.36861965,0.0009891793231074813,False,not_significant
Slc6a2,0.026816336,1.4282471,0.9786062230773939,0.9977249223574154,p7,1.4282471,0.0009891793231074813,False,not_significant
Map3k15,0.0266213,0.14196426,0.9787617833781609,0.9977249223574154,p7,0.14196426,0.0009891793231074813,False,not_significant
Tafa2,0.024266195,0.11280084,0.9806402778655602,0.9977249223574154,p7,0.11280084,0.0009891793231074813,False,not_significant
Cd8a,0.020407427,0.28022102,0.98371835896681,0.9977249223574154,p7,0.28022102,0.0009891793231074813,False,not_significant
Cdh15,0.020059299,0.7330332,0.9839960680181189,0.9977249223574154,p7,0.7330332,0.0009891793231074813,False,not_significant
Robo3,0.017769204,0.5661226,0.9858229719310865,0.9977249223574154,p7,0.5661226,0.0009891793231074813,False,not_significant
Pdcd1lg2,0.016590603,0.20995687,0.9867632212907197,0.9977249223574154,p7,0.20995687,0.0009891793231074813,False,not_significant
Camkk1,0.015089039,0.18362209,0.9879611455114761,0.9977249223574154,p7,0.18362209,0.0009891793231074813,False,not_significant
Srgap2,0.014426338,0.069017895,0.9884898471167036,0.9977249223574154,p7,0.069017895,0.0009891793231074813,False,not_significant
Pnoc,0.012933162,0.39550424,0.9896811170042968,0.9977249223574154,p7,0.39550424,0.0009891793231074813,False,not_significant
Bcl2l11,0.012434039,0.17926307,0.9900793276497601,0.9977249223574154,p7,0.17926307,0.0009891793231074813,False,not_significant
Prlr,0.009800011,-0.16481853,0.9921808476313653,0.9977249223574154,p7,0.16481853,0.0009891793231074813,False,not_significant
Shh,0.00869481,0.08516334,0.9930626329638327,0.9977249223574154,p7,0.08516334,0.0009891793231074813,False,not_significant
Sema3a,0.007975485,0.016932162,0.9936365509971782,0.9977249223574154,p7,0.016932162,0.0009891793231074813,False,not_significant
Etv4,0.0067591346,0.21543317,0.9946070319750484,0.9977249223574154,p7,0.21543317,0.0009891793231074813,False,not_significant
Kcnt2,0.000939526,0.23660572,0.9992503668270828,0.9992503668270828,p7,0.23660572,0.00032568363733599095,False,not_significant
Mef2c,-0.0027011372,0.3482,0.997844806931561,0.9988853124653791,p7,0.3482,0.0004843726575958093,False,not_significant
Sema3f,-0.002980059,0.22369309,0.9976222604491971,0.9988853124653791,p7,0.22369309,0.0004843726575958093,False,not_significant
Pax3,-0.008231338,-0.5386114,0.9934324164935335,0.9977249223574154,p7,0.5386114,0.0009891793231074813,False,not_significant
Mboat7,-0.009904869,-0.2818709,0.9920971872630533,0.9977249223574154,p7,0.2818709,0.0009891793231074813,False,not_significant
Cx3cl1,-0.01099539,0.1734875,0.9912271247542797,0.9977249223574154,p7,0.1734875,0.0009891793231074813,False,not_significant
Cntn2,-0.013405022,0.09843247,0.9893046597225766,0.9977249223574154,p7,0.09843247,0.0009891793231074813,False,not_significant
Slc6a12,-0.013572795,0.10306197,0.9891708088141322,0.9977249223574154,p7,0.10306197,0.0009891793231074813,False,not_significant
Lhx5,-0.016036954,-0.06883432,0.9872049106904446,0.9977249223574154,p7,0.06883432,0.0009891793231074813,False,not_significant
Gata2,-0.02028789,0.02780344,0.9838137166733465,0.9977249223574154,p7,0.02780344,0.0009891793231074813,False,not_significant
Itgb7,-0.020860413,0.011277318,0.9833570055697842,0.9977249223574154,p7,0.011277318,0.0009891793231074813,False,not_significant
Eomes,-0.020864608,0.21164615,0.9833536597208372,0.9977249223574154,p7,0.21164615,0.0009891793231074813,False,not_significant
Prkcz,-0.021500045,0.11129675,0.9828467670218971,0.9977249223574154,p7,0.11129675,0.0009891793231074813,False,not_significant
Cldn5,-0.022886265,0.23115574,0.9817409957096876,0.9977249223574154,p7,0.23115574,0.0009891793231074813,False,not_significant
