names,scores,logfoldchanges,pvals,pvals_adj,time_point,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Ubc,52.204105,2.008172,0.0,0.0,p0,2.008172,300.0,True,upregulated
Zbtb20,34.417564,1.6904167,1.3771471603688456e-259,6.610306369770459e-257,p0,1.6904167,256.17977841167664,True,upregulated
Nfib,19.02769,0.837842,1.0058696388257518e-80,3.2187828442424055e-78,p0,0.837842,77.4923083220806,True,upregulated
Gria1,10.301739,0.44193956,6.91988201857311e-25,2.888298581665298e-23,p0,0.44193956,22.5393579130183,False,not_significant
Epha4,9.258282,1.1840185,2.0774794246324147e-20,6.232438273897244e-19,p0,1.1840185,18.205342014057813,True,upregulated
Nfia,8.749583,0.63285834,2.1414251185684023e-18,4.78085607866434e-17,p0,0.63285834,16.32049432996719,True,upregulated
Grik2,7.676747,0.3862876,1.6317945997403844e-14,2.5266497028238207e-13,p0,0.3862876,12.597454964916661,False,not_significant
Chd7,6.265263,0.36573505,3.72196077141147e-10,4.106991196040243e-09,p0,0.36573505,8.38647622812157,False,not_significant
Gria2,6.257376,0.25369132,3.9150775037403177e-10,4.270993640443983e-09,p0,0.25369132,8.369471075241906,False,not_significant
Pax6,5.845414,0.98369473,5.053090866665679e-09,4.8509672319990516e-08,p0,0.98369473,7.314171658997944,True,upregulated
Chd2,5.839109,0.6918263,5.248067268891242e-09,4.939357429544698e-08,p0,0.6918263,7.306329545601499,True,upregulated
Nrp2,4.619635,1.4816734,3.844150640716828e-06,2.5627670938112188e-05,p0,1.4816734,4.591290861029465,True,upregulated
Fabp7,4.513485,0.7447735,6.377104574686099e-06,4.054318140197785e-05,p0,0.7447735,4.39208217544782,True,upregulated
Nectin3,4.2846475,0.986987,1.8302902403198467e-05,0.00011120750827259828,p0,0.986987,3.953865889990673,True,upregulated
Tead1,4.1046066,1.042904,4.050034182925325e-05,0.00023563835246110984,p0,1.042904,3.6277540224304854,True,upregulated
Lamb1,3.5274944,0.38617483,0.0004195124001578798,0.002075937650265797,p0,0.38617483,2.682785694442148,False,not_significant
Grin2a,3.4953249,0.8064056,0.0004734852108166551,0.002307339098395883,p0,0.8064056,2.636888574642343,True,upregulated
Msi2,3.4365282,0.9362599,0.0005892208448181847,0.0028424724172133532,p0,0.9362599,2.5463037409270024,True,upregulated
Neurod1,3.4271748,0.524984,0.0006098963666862403,0.0029275025600939532,p0,0.524984,2.5335027164659527,True,upregulated
Sox9,3.4077551,0.8294698,0.0006549966404499769,0.0031128553209503855,p0,0.8294698,2.5068410639538654,True,upregulated
Cenpf,3.3680904,1.221852,0.0007569076450256978,0.0035619183295326957,p0,1.221852,2.448316042604362,True,upregulated
Ptprj,3.0650833,0.40399975,0.0021760934185770147,0.009495680371972428,p0,0.40399975,2.0224739123164026,False,not_significant
Chd6,3.0509598,0.30470598,0.0022811103179781658,0.009776187077049282,p0,0.30470598,2.009830496365758,False,not_significant
Prkca,2.9722338,0.5855763,0.0029564148559145763,0.012286399401203433,p0,0.5855763,1.9105753709211162,True,upregulated
Ptprs,2.9547193,0.19158402,0.0031295367096518005,0.012949807074421242,p0,0.19158402,1.8877367016320261,False,not_significant
Lhx2,2.871848,1.2449743,0.004080789192440756,0.01664335787555431,p0,1.2449743,1.7787590482553828,True,upregulated
Gnai1,2.7052507,0.42095253,0.0068252838674184345,0.026853575871810236,p0,0.42095253,1.570997874657474,False,not_significant
Snhg11,2.6797233,1.6479893,0.007368303412234274,0.02875435477945083,p0,1.6479893,1.5412963731146991,True,upregulated
Sema6d,2.6509721,0.46394122,0.008026048781435549,0.031068575928137606,p0,0.46394122,1.5076786527870467,False,not_significant
Slc1a2,2.559493,0.43163726,0.010482492920925164,0.03930934845346937,p0,0.43163726,1.4055041544858884,False,not_significant
Ccdc88a,2.476178,0.14235029,0.013279736527516454,0.04874757320694545,p0,0.14235029,1.3120469998437216,False,not_significant
Id4,2.4625974,0.63314277,0.013793473744066526,0.050348801499254234,p0,0.63314277,1.29801086291484,False,not_significant
Prox1,2.4477227,1.5109235,0.01437622371312612,0.05207990477207952,p0,1.5109235,1.2833298185450526,False,not_significant
Nr2f1,2.4173787,0.68305796,0.015632742814115873,0.055174386402761906,p0,0.68305796,1.2582624879511082,False,not_significant
Neo1,2.0914266,0.2273108,0.03648984695268325,0.11715803703871545,p0,0.2273108,0.9312279134533598,False,not_significant
Gabra2,2.0614936,0.5387079,0.039255963778854826,0.12396620140690998,p0,0.5387079,0.9066967063159802,False,not_significant
Gfap,2.0577846,0.6899631,0.039610809982770216,0.12426920778908304,p0,0.6899631,0.905636470263901,False,not_significant
Top2a,2.0010908,0.6447611,0.04538261004767186,0.13743629541250785,p0,0.6447611,0.8618985597380151,False,not_significant
Negr1,1.9214983,0.6831265,0.054668909557505495,0.1604958812697409,p0,0.6831265,0.794536108210982,False,not_significant
Sox2,1.8984052,0.58552337,0.05764272400894728,0.16768792438966482,p0,0.58552337,0.7754982108570003,False,not_significant
Neurog2,1.7096906,1.0418421,0.08732310912540286,0.23951481360110502,p0,1.0418421,0.6206676210124107,False,not_significant
Lef1,1.6854789,1.2756956,0.09189620406392639,0.24780998848699248,p0,1.2756956,0.6058811924823228,False,not_significant
Clic6,1.642777,2.0563295,0.10042909954005415,0.26930708256550834,p0,2.0563295,0.5697522248333076,False,not_significant
Hcn1,1.6125727,0.023146594,0.1068373744388454,0.28411046942186036,p0,0.023146594,0.5465127623053393,False,not_significant
Cdh3,1.5874702,2.2105482,0.11240620486578738,0.2956437169072764,p0,2.2105482,0.5292313462995604,False,not_significant
Dcc,1.5784346,0.6012147,0.11446579159810513,0.2986064128646221,p0,0.6012147,0.5249008696122919,False,not_significant
Clu,1.4286718,2.1221373,0.15309856895283475,0.37398123713669557,p0,2.1221373,0.42715018606798155,False,not_significant
Stxbp1,1.3626108,0.14229722,0.17300521288658766,0.40776510242044606,p0,0.14229722,0.38958994499915084,False,not_significant
Casp3,1.3280505,0.1547961,0.18416140819158555,0.4312071996681028,p0,0.1547961,0.3653139965457489,False,not_significant
Sox1,1.2889836,0.7573268,0.19740380659836398,0.45664495020344437,p0,0.7573268,0.34042134062398866,False,not_significant
Slit3,1.271417,0.77832305,0.203580350194427,0.4686741874979614,p0,0.77832305,0.3291289648409989,False,not_significant
Slc1a3,1.215296,0.39833605,0.22425321144734123,0.5041758383827812,p0,0.39833605,0.2974179708540634,False,not_significant
Reln,1.183828,0.6260176,0.23648114059770997,0.5242999883921514,p0,0.6260176,0.28042015190142955,False,not_significant
Nhlh2,1.1821038,0.91076636,0.23716454509127127,0.5246036020452084,p0,0.91076636,0.2801687317727583,False,not_significant
Sema3e,1.0814824,1.2838355,0.2794825782273205,0.5962295002182837,p0,1.2838355,0.22458653976756127,False,not_significant
Srgap1,1.0285798,0.36567968,0.3036771684871342,0.6220716336153996,p0,0.36567968,0.2061596019770216,False,not_significant
Adcy2,1.0187494,1.2554053,0.30832198905944586,0.6297640627597192,p0,1.2554053,0.20082212583738193,False,not_significant
Cldn2,0.9649174,2.889326,0.3345861841497857,0.6677811575546657,p0,2.889326,0.17536583937790945,False,not_significant
Mki67,0.92426866,0.45521477,0.3553464658365747,0.6983552953164961,p0,0.45521477,0.15592356944390404,False,not_significant
Gabbr1,0.87591666,0.19648127,0.38107533103450664,0.7360811223201738,p0,0.19648127,0.13307432012640788,False,not_significant
Srsf11,0.87071085,0.09461368,0.38391205100940995,0.7400714236325975,p0,0.09461368,0.13072636487353226,False,not_significant
Foxj1,0.85844606,2.334774,0.39064621102388586,0.7467635043064179,p0,2.334774,0.1268169149672494,False,not_significant
Npy,0.82202995,1.1314474,0.4110598625408115,0.7768060394472028,p0,1.1314474,0.10968740657018831,False,not_significant
Axin2,0.80975413,0.34084997,0.41808148460769234,0.7823747080377867,p0,0.34084997,0.10658519750620041,False,not_significant
Rbx1,0.79745644,0.56904685,0.425185983356157,0.7925796971299236,p0,0.56904685,0.10095705682819103,False,not_significant
Dsp,0.78797686,0.5895541,0.43071024111664036,0.7981257879724568,p0,0.5895541,0.09792865662267901,False,not_significant
Ankrd11,0.7647302,0.14385073,0.44443222010397054,0.8085651324027361,p0,0.14385073,0.09228499059520179,False,not_significant
Sall1,0.7309019,0.2652824,0.4648390638595431,0.8372335859383891,p0,0.2652824,0.07715335809835011,False,not_significant
Rgs4,0.7201147,0.5624552,0.4714543773131853,0.8428234678224542,p0,0.5624552,0.07426338027335949,False,not_significant
Camk2a,0.68052685,1.4197638,0.4961709324703062,0.8689052606498634,p0,1.4197638,0.061027573401703165,False,not_significant
Six3,0.644659,3.1793787,0.5191481940834148,0.8922501937533155,p0,3.1793787,0.04951334906466774,False,not_significant
Emx2,0.59796554,0.50157475,0.5498629178723045,0.9164381964538408,p0,0.50157475,0.03789681803848005,False,not_significant
Ncam2,0.5567932,0.7096163,0.577668735361049,0.9463515118542781,p0,0.7096163,0.023947519725849402,False,not_significant
Ccdc80,0.5431193,0.36158404,0.5870476439251553,0.948101389394412,p0,0.36158404,0.02314521698681857,False,not_significant
Sema3c,0.5395446,0.87865305,0.5895111256544339,0.948101389394412,p0,0.87865305,0.02314521698681857,False,not_significant
Stxbp6,0.52416015,0.73721755,0.6001671603028796,0.9523313618029164,p0,0.73721755,0.021211913418824137,False,not_significant
Snap23,0.4671126,0.25334,0.6404193093160983,0.9909117126700131,p0,0.25334,0.0039650381567990145,False,not_significant
Kcnh1,0.4482192,0.8523113,0.6539949934994195,0.9981481617797182,p0,0.8523113,0.0008049887051306698,False,not_significant
C1ql1,0.43933177,0.5777667,0.6604211665382821,0.9987685606333164,p0,0.5777667,0.0005351368837287537,False,not_significant
Wwp1,0.43091306,0.66901624,0.6665315824454412,0.9987685606333164,p0,0.66901624,0.0005351368837287537,False,not_significant
Frrs1l,0.4127187,0.8923552,0.6798127112705252,0.9987685606333164,p0,0.8923552,0.0005351368837287537,False,not_significant
Nlgn1,0.3638185,0.39495447,0.7159935585628183,0.9987685606333164,p0,0.39495447,0.0005351368837287537,False,not_significant
Jam3,0.34998015,0.5099153,0.7263536012016855,0.9987685606333164,p0,0.5099153,0.0005351368837287537,False,not_significant
Epha5,0.33826908,0.07457264,0.7351604169509758,0.9987685606333164,p0,0.07457264,0.0005351368837287537,False,not_significant
Sdc2,0.323559,0.52889484,0.746271937106141,0.9987685606333164,p0,0.52889484,0.0005351368837287537,False,not_significant
Stx4a,0.32179904,0.52888536,0.7476049367631601,0.9987685606333164,p0,0.52888536,0.0005351368837287537,False,not_significant
Omg,0.3155652,0.13794357,0.7523325455869558,0.9987685606333164,p0,0.13794357,0.0005351368837287537,False,not_significant
Laptm5,0.30233544,0.06788625,0.7623963570586195,0.9987685606333164,p0,0.06788625,0.0005351368837287537,False,not_significant
Pdlim4,0.29285586,1.4008434,0.7696323322441861,0.9987685606333164,p0,1.4008434,0.0005351368837287537,False,not_significant
Rasd1,0.2899884,0.97398525,0.7718251105519122,0.9987685606333164,p0,0.97398525,0.0005351368837287537,False,not_significant
Ssh3,0.27233958,0.71899515,0.7853609255522856,0.9987685606333164,p0,0.71899515,0.0005351368837287537,False,not_significant
Dlx1,0.2615359,0.38950917,0.7936792583602128,0.9987685606333164,p0,0.38950917,0.0005351368837287537,False,not_significant
