names,scores,logfoldchanges,pvals,pvals_adj,time_point,abs_logfoldchanges,-log10_pvals_adj,significant,regulation
Cdk6,6.183323,1.6355033,6.27662047584355e-10,5.063492148579671e-09,e16,1.6355033,8.295549859098458,True,upregulated
Grk3,5.656633,0.6324562,1.5437143556221844e-08,1.1142599860130052e-07,e16,0.6324562,6.953013465071348,True,upregulated
Apoe,5.3903008,0.8710888,7.033990613359272e-08,4.755373935792184e-07,e16,0.8710888,6.322815326914596,True,upregulated
Gng10,4.738054,1.4488599,2.1578031621562972e-06,1.204355253296538e-05,e16,1.4488599,4.919245388668581,True,upregulated
Cldn5,4.4645195,0.80380815,8.024864064957698e-06,4.279927501310772e-05,e16,0.80380815,4.3685635875399464,True,upregulated
Ptprm,4.4166965,0.6696953,1.0022071032922218e-05,5.257479886123131e-05,e16,0.6696953,4.279222380146623,True,upregulated
Col3a1,4.4137845,0.6673914,1.015790892652308e-05,5.299778570359867e-05,e16,0.6673914,4.275742275244448,True,upregulated
Lhx1,4.1010947,1.4771447,4.111999066845227e-05,0.00019712890262108934,e16,1.4771447,3.7052496957174386,True,upregulated
Tead1,4.0607624,0.4336245,4.8912733976335204e-05,0.0002313114513166591,e16,0.4336245,3.63580286649211,False,not_significant
Pax2,3.90314,2.0135632,9.495275355457529e-05,0.00042397508563903383,e16,2.0135632,3.372659663424716,True,upregulated
Prex2,3.8657322,1.3823706,0.00011075641537720486,0.00048111384055256416,e16,1.3823706,3.3177521492517807,True,upregulated
Prickle2,3.561228,0.68580073,0.00036912422847468955,0.0015162354874957047,e16,0.68580073,2.8192333429139587,True,upregulated
Syt2,3.4553366,1.7453426,0.0005496064075167295,0.002198425630066918,e16,1.7453426,2.6578882214237876,True,upregulated
Pld4,3.316346,1.0393817,0.0009120285161319732,0.003502189501946777,e16,1.0393817,2.45566035813174,True,upregulated
Tbr1,3.0604036,0.4974382,0.0022103884153232673,0.007947463965207253,e16,0.4974382,2.0997714325540673,False,not_significant
Ptpn11,2.9530215,0.44464052,0.0031468000532655156,0.0109058774409202,e16,0.44464052,1.9623393871765349,False,not_significant
Reln,2.843322,0.6807222,0.004464591820795645,0.014830478020636055,e16,0.6807222,1.8288448504295616,True,upregulated
Plxna4,2.8363705,0.27117515,0.004562948819184512,0.015053027032361277,e16,0.27117515,1.8223761584580094,False,not_significant
Clic6,2.8281975,0.7137619,0.0046810922429521935,0.015326218148645293,e16,0.7137619,1.8145649971221078,True,upregulated
Unc13c,2.7522733,1.6866876,0.005918308568448274,0.018875668523954628,e16,1.6866876,1.7240976579174232,True,upregulated
Llgl1,2.7496743,0.59098387,0.005965451749724747,0.0189630254295886,e16,0.59098387,1.7220923725593567,True,upregulated
Fgf12,2.6882424,1.7139618,0.0071829223571761745,0.02260854250127583,e16,1.7139618,1.6457274342957744,True,upregulated
Nfatc3,2.5552328,0.8874334,0.010611677529589268,0.03203525291951477,e16,0.8874334,1.494371842887478,True,upregulated
Pdgfrb,2.504003,0.6227841,0.012279696184841853,0.03661027433990118,e16,0.6227841,1.4363970167109616,True,upregulated
Sema6b,2.422837,1.1107297,0.015399831888198929,0.04521051563507942,e16,1.1107297,1.3447605397210114,True,upregulated
Pecam1,2.4126036,0.7455106,0.015839033796323045,0.04635814769655525,e16,0.7455106,1.3338739251941192,True,upregulated
Ntn3,2.3981616,1.8028975,0.01647759414989427,0.04808051788418996,e16,1.8028975,1.3180308631135809,True,upregulated
Cacnb4,2.3923497,0.50246954,0.016740882876437227,0.0487007501859992,e16,0.50246954,1.312464348864821,True,upregulated
