names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Slitrk4,0.45209607,4.176769,0.6511997631046584,0.9060170617108291,2,e16_R1_mut
Evx1,0.22933449,4.434502,0.8186089457664685,0.9704405700913841,2,e16_R1_mut
Ccdc153,0.21774228,3.0457525,0.827629914378563,0.9704405700913841,2,e16_R1_mut
Drd2,0.16049829,2.946658,0.8724885659152231,0.9704405700913841,2,e16_R1_mut
Kl,0.12034384,3.2914855,0.9042107746210594,0.9704405700913841,2,e16_R1_mut
Hmgn2,0.10289578,2.7031574,0.918045688161736,0.9704405700913841,2,e16_R1_mut
Thrsp,0.09686066,1.977339,0.9228370504062775,0.9704405700913841,2,e16_R1_mut
Chat,0.0908853,3.7454598,0.9275837341870184,0.9704405700913841,2,e16_R1_mut
Cdh15,0.09076579,2.3569913,0.927678694723403,0.9704405700913841,2,e16_R1_mut
Aqp4,0.08018939,2.866958,0.9360866261343687,0.9715061200962096,2,e16_R1_mut
Hoxa9,0.056108672,3.1201072,0.9552552342446772,0.9778060958968503,2,e16_R1_mut
Pla2g4d,0.055989165,2.7268589,0.9553504376106129,0.9778060958968503,2,e16_R1_mut
Chrm2,0.05592941,1.5327356,0.9553980395325474,0.9778060958968503,2,e16_R1_mut
Kcnc2,0.05144789,1.7354827,0.9589686251573474,0.9783314348045201,2,e16_R1_mut
Slc6a12,0.044516467,2.5809746,0.9644927267613554,0.9826570868146692,2,e16_R1_mut
Cstb,0.03280475,1.3159664,0.9738302889513013,0.9829760721751615,2,e16_R1_mut
Rras,0.022228356,1.7763398,0.9822657980890126,0.9853450012178183,2,e16_R1_mut
Rnd1,0.015535948,2.9285688,0.9876046056099811,0.9896664106321313,2,e16_R1_mut
Sv2a,0.003943741,2.1679065,0.9968533583877293,0.9978928300857353,2,e16_R1_mut
Tigit,-0.001852363,1.9496825,0.9985220289840457,0.9985220289840457,2,e16_R1_mut
Npy,-0.025036778,2.0821023,0.9800256284301663,0.9841261540721334,2,e16_R1_mut
Mag,-0.02587333,0.2953399,0.9793583734986946,0.9841261540721334,2,e16_R1_mut
Map3k15,-0.029040271,1.9058586,0.9768324717240667,0.9829760721751615,2,e16_R1_mut
Slc6a2,-0.029279286,-24.78296,0.9766418467386674,0.9829760721751615,2,e16_R1_mut
Pomc,-0.030832881,2.1393971,0.9754028173365853,0.9829760721751615,2,e16_R1_mut
Itgav,-0.030952388,1.2646476,0.975307509802799,0.9829760721751615,2,e16_R1_mut
Mog,-0.035135143,-25.326159,0.9719719779323958,0.9829760721751615,2,e16_R1_mut
Grik3,-0.03674849,1.1133382,0.9706855434428914,0.9829727022206495,2,e16_R1_mut
Sema3d,-0.03674849,1.6532485,0.9706855434428914,0.9829727022206495,2,e16_R1_mut
Ocln,-0.036987506,0.8143346,0.9704949669612488,0.9829727022206495,2,e16_R1_mut
Plxnb3,-0.040991,-24.671244,0.96730306983319,0.9826570868146692,2,e16_R1_mut
Cldn16,-0.040991,-25.252956,0.96730306983319,0.9826570868146692,2,e16_R1_mut
Vamp4,-0.04242509,1.1368164,0.966159828453091,0.9826570868146692,2,e16_R1_mut
Stap1,-0.052702717,-25.368883,0.9579687751129692,0.9783314348045201,2,e16_R1_mut
Wwp1,-0.054017294,1.4330454,0.9569213841069688,0.9783221818346006,2,e16_R1_mut
Vip,-0.058558572,-25.450563,0.9533037078660226,0.9778060958968503,2,e16_R1_mut
Cd4,-0.058558572,-25.265917,0.9533037078660226,0.9778060958968503,2,e16_R1_mut
Pdcd1,-0.0598134,1.6168709,0.9523042532559849,0.9778060958968503,2,e16_R1_mut
Gnat3,-0.064414434,-25.926065,0.9486402400414973,0.9771401614161346,2,e16_R1_mut
Cd8b1,-0.064414434,-25.633747,0.9486402400414973,0.9771401614161346,2,e16_R1_mut
Cldn7,-0.064414434,-25.635485,0.9486402400414973,0.9771401614161346,2,e16_R1_mut
Gpr17,-0.070270285,-24.235918,0.9439785309482827,0.9754783527560295,2,e16_R1_mut
Slc17a8,-0.07176413,0.6669466,0.942789620153093,0.9752996070549238,2,e16_R1_mut
Gpr151,-0.07612614,-25.935747,0.9393187397145962,0.9727572709018473,2,e16_R1_mut
Itgb7,-0.07612614,-26.10711,0.9393187397145962,0.9727572709018473,2,e16_R1_mut
Agt,-0.081982,-25.844402,0.9346610252716874,0.9710763898926622,2,e16_R1_mut
Acta2,-0.081982,-25.60566,0.9346610252716874,0.9710763898926622,2,e16_R1_mut
Kcnt2,-0.081982,-25.687084,0.9346610252716874,0.9710763898926622,2,e16_R1_mut
Gabrd,-0.081982,-25.388477,0.9346610252716874,0.9710763898926622,2,e16_R1_mut
Cd6,-0.08783786,-26.296246,0.9300055463375765,0.9704405700913841,2,e16_R1_mut
Camk2b,13.334147,3.7125285,1.4652052874020414e-40,1.4065970759059598e-37,5,e16_R1_mut
Cadm1,13.075406,2.776733,4.55128858107262e-39,2.1846185189148577e-36,5,e16_R1_mut
Neurod2,12.521488,3.1103635,5.6956756893088565e-36,1.822616220578834e-33,5,e16_R1_mut
