EntityID,geometry,dataset,group
hippoc,"POLYGON ((1814.32 9910.59, 1822.9 9870.53, 1879.45 9797.36, 2039.09 9651.02, 2088.98 9547.91, 2142.19 9318.42, 2175.45 9188.71, 2212.04 9052.35, 2268.58 8965.87, 2448.18 8939.26, 2674.35 9005.78, 2804.06 9155.45, 2897.18 9338.38, 2923.79 9521.3, 2927.12 9684.28, 2890.53 9820.64, 2827.34 9976.96, 2764.15 10156.6, 2674.35 10276.3, 2534.66 10386, 2454.83 10432.6, 2298.51 10462.5, 2138.87 10459.2, 2029.11 10406, 1919.36 10269.6, 1839.53 10106.7, 1786.32 10006.9, 1799.62 9937.05, 1814.32 9910.59))",202504111150_Sessa-p0-p7_VMSC10702_region_3,hippo
