names,scores,logfoldchanges,pvals,pvals_adj
Robo2,5.6688976,1.2101954,1.4371906975860136e-08,9.7162188005815e-08
Itpr1,5.627794,3.2504985,1.8252902723006962e-08,1.225369693292775e-07
Gria1,5.491005,0.2684729,3.996536424325881e-08,2.6278595666800314e-07
Negr1,5.4678707,6.063944,4.55474036370452e-08,2.9745243191539717e-07
Plxna2,5.292875,2.2251692,1.2040848008104104e-07,7.655108667403933e-07
Ccdc88a,5.2704544,,1.3608651015538392e-07,8.538761421514286e-07
Sox11,5.2371597,,1.630665840127906e-07,1.0034866708479422e-06
Trpc4,5.0831985,1.0580268,3.711315820738637e-07,2.1734385978892317e-06
Slitrk5,5.057839,0.796689,4.240338801596291e-07,2.467106211837842e-06
Mapk3,5.0533047,-2.7679513,4.342303295545274e-07,2.5112115444117247e-06
Grin2a,4.7218704,0.22581847,2.336857566375364e-06,1.289300726276063e-05
Chd7,4.6211886,-4.561707,3.815474553213039e-06,2.0349197617136205e-05
Grm3,4.539107,-0.4987928,5.649300244079293e-06,2.9963139416111167e-05
Nlgn3,4.4405665,1.1301284,8.972232184187622e-06,4.683905498894942e-05
Csf1,4.4404407,,8.97748553954864e-06,4.683905498894942e-05
Gad1,4.4032836,,1.0662473551105603e-05,5.532959248141286e-05
Cacna1c,4.3946342,1.2965746,1.1095935820979405e-05,5.726934617279693e-05
Ptch1,4.375321,,1.2125392234460467e-05,6.191689651639387e-05
Bcl11b,4.2658224,0.9514786,1.9916709117972214e-05,9.927272941439978e-05
Cacna2d1,4.1325603,0.7103312,3.587448454372029e-05,0.0001730628400099069
Rapgef2,4.128278,0.5870647,3.6549068412856704e-05,0.00017543552838171218
Prkacb,4.1140866,-1.5857761,3.8871570293756224e-05,0.00018565526110450733
Kcnip3,3.9881296,,6.659627243635159e-05,0.00031493803713742623
Sema4d,3.9478235,-1.4379263,7.886493089227682e-05,0.0003711290865518909
Dicer1,3.902479,,9.521251051818156e-05,0.000445873219987582
Stx2,3.8606613,1.8888319,0.0001130805610717991,0.0005219102818698419
Rras2,3.8374014,3.4375517,0.0001243431990923514,0.0005705672227900126
Synpr,3.8364775,3.1024232,0.00012481157998531526,0.0005705672227900126
Mast3,3.6491377,0.36322203,0.0002631219686561726,0.001142973257510976
Pou3f3,3.5768385,-0.572911,0.0003477748270925375,0.0014971472377077848
Nipbl,3.5124326,,0.00044402459511544575,0.0018695772425913505
Ttc28,3.405957,,0.0006593254138807034,0.0027519669448933704
Pak4,3.3874414,,0.0007054777774358379,0.002919218389389674
Neurod1,3.34449,2.0081344,0.0008243395740262032,0.003353245724852352
Glg1,3.277565,,0.0010470659120013404,0.004188263648005361
Arhgef7,3.2705114,1.9553524,0.0010735317956992708,0.004276309227681742
Src,3.2473354,0.7885313,0.0011649100915567788,0.004621130941712842
Ncam2,3.2210104,,0.0012773948882553099,0.005046498323971594
Igf1r,3.1882617,-0.78129375,0.0014313094509880834,0.005585597857514472
Cxcl12,3.154673,,0.0016067798508539132,0.006170034627279026
Il1r1,3.1398523,4.9067116,0.0016903305782723095,0.006439354583894512
Cul1,3.1381729,,0.0017000460178247007,0.006450767498465267
Dlg3,3.1267529,0.86953974,0.0017674850593345167,0.006654061399847593
Mdm2,3.0927444,,0.0019831486291435477,0.007380201669890548
Tead1,3.0874963,,0.002018503548270667,0.007481711993590118
Parp1,3.0613391,0.38427946,0.0022034934312857037,0.008135975746285676
Gabra4,3.0045745,,0.0026595252492375814,0.009671000906318478
Tet2,2.7953184,0.79950285,0.005184863850988873,0.017904565816364452
Efhd2,2.7776003,-0.3028694,0.005476192408729591,0.018842812589177086
Plcb1,2.7270496,1.033697,0.006390341530266369,0.02167748363623927
Tenm1,2.7244465,,0.006440934896692622,0.02169578070464883
Atp1b2,2.682167,-0.47140115,0.007314692022162586,0.024467262513157083
Mpzl1,2.6496282,-0.79400647,0.008058039063481806,0.02686013021160602
Fxyd6,2.525267,-1.0836542,0.011561047509890836,0.038008923320189056
Slitrk1,2.498564,1.2936785,0.012469763445062267,0.0408565628234122
Ryk,2.4742544,4.455327,0.013351462330634853,0.0435966116918689
Chd2,2.4542272,,0.01411877608758159,0.045790625148913265
Nrp2,2.442723,1.0055169,0.014576916691628628,0.047117306477991526
Ctnnb1,2.43399,-1.5420525,0.014933403794689468,0.0477868921430063
Zmiz1,2.4096384,-1.7284474,0.015968336677848857,0.05069763228160916
Btg1,2.4088826,-2.5181255,0.01600144018888289,0.05069763228160916
Calb1,2.3879738,4.308395,0.016941546774964306,0.05349962139462413
Kcnb1,2.3679047,1.8630683,0.017889141503031076,0.05630680604232732
Lrp8,2.3271368,1.518616,0.01995799063341031,0.06220672405218797
Ntng2,2.3244495,1.9490271,0.020101408599611466,0.06245097817355018
Neo1,2.250681,-1.3036194,0.0244057555521365,0.07437944549222553
Sox4,2.1733434,,0.02975448183742858,0.08898536624277707
Dab1,2.1342967,1.1306922,0.0328184954307812,0.09754103905123823
Gng2,2.0910516,0.5612314,0.036523439852548606,0.10689787273916665
Gabrb2,2.0597303,,0.03942432933758654,0.11468895807297903
Disc1,2.0222793,,0.043147521443050126,0.12327863269442894
Cntnap1,1.9452776,0.6154525,0.05174158492777828,0.1456654590342145
Slc1a1,1.9399453,1.3675169,0.05238633095079517,0.14704935003731975
Nrcam,1.9336056,0.68763477,0.05316164688256544,0.14879061518152426
Gphn,1.9313803,1.2080506,0.0534360405363675,0.1491238340549791
Atp6v0a1,1.9084141,0.24818161,0.05633770807940086,0.1554143671155886
Prex2,1.8880092,-0.7710274,0.059024721906111105,0.16143513683722696
Unc5a,1.8311607,0.3656219,0.06707657139882245,0.1803739735094385
Smo,1.7075549,-1.0033065,0.08771894859100432,0.22821189877334455
Nfe2l2,1.7035244,,0.08846998371567616,0.22892502524811081
Tbr1,1.6418055,,0.10063031827874935,0.2569284722010622
Lhx1,1.6244235,-0.90521306,0.10428546393337705,0.2642892718802304
Scrib,1.6241715,-2.090486,0.10433920212771594,0.2642892718802304
Idh2,1.5696743,-0.70011204,0.11649092276793428,0.29188755415243456
Gfap,1.5591778,-0.2585481,0.1189543008758457,0.29584489336997893
Stx16,1.4519045,0.4652679,0.14652814317506407,0.34904967108700125
Grm1,1.4370836,1.2733815,0.15069422852725312,0.3572011342868222
Tbc1d24,1.339929,0.6387878,0.1802684521004574,0.4180138019720751
Msi2,1.281275,-0.2844595,0.20009708242267432,0.45627838272153765
Igsf1,1.2214456,,0.22191738040436082,0.4885551827302372
Pld4,1.220186,-0.97444785,0.2223943904719934,0.4885551827302372
Itgb8,1.1964221,-1.1622399,0.23153188320871831,0.5051604724553854
Chrnb2,1.1669062,1.9990983,0.24324824876649276,0.5212462473567702
Cdk6,1.1603144,-0.45453185,0.24592079690090685,0.5227452991807485
Stx5a,1.1436042,,0.2527878227851853,0.5310302712407305
Diablo,1.135291,-1.6142772,0.2562533954575721,0.5353404042810452
Mef2c,1.0493885,-1.2001592,0.2939993625747789,0.5967006090312637
Vamp3,1.0065632,-1.3216258,0.31414475392371344,0.6243870885440267
Chd6,0.99098647,,0.32169218245087894,0.633631518661803
Pax6,0.9810359,-0.62282187,0.32657504402262894,0.6372195980929346
Pak6,0.9669287,,0.33357966734223576,0.6436967049213262
Arhgap32,0.9552567,-0.1739233,0.3394478882616502,0.650439067327713
Kcnj2,0.92687446,1.4517155,0.3539917271081747,0.6707343849510958
Pard3,0.9264126,,0.35423159705229745,0.6707343849510958
Camk2a,0.9119276,-0.18048306,0.3618068494863965,0.678398765487448
Atp6v0b,0.89211035,,0.3723337851117896,0.6903314037323315
Numb,0.8596135,-1.5923527,0.39000213699085085,0.7117909724547847
Mest,0.85533094,-1.4906944,0.3923679547585718,0.7135667708573606
Chl1,0.8368993,,0.4026491902367705,0.7211627287822755
Slc1a6,0.80822307,,0.4189621646115874,0.7377844928121993
Aqp4,0.7994901,-0.11519383,0.4240062920438379,0.7427847451862853
Cdk5,0.78815395,,0.4306066488416037,0.7516043325235265
Slc12a5,0.77534837,1.041284,0.43813384121876964,0.7599519492624834
Slc38a2,0.7746346,-1.2611189,0.4385556040535581,0.7599519492624834
Kcnj6,0.76506186,0.94759995,0.4442346960000878,0.7665951431177263
Reln,0.7641382,-0.93503,0.4447848903297641,0.7665951431177263
Map2k1,0.744153,0.18108259,0.4567838902127851,0.7802714138866079
Rasa1,0.6880603,0.85264766,0.49141483178968404,0.8039510971167979
Limk2,0.6873465,0.16563182,0.49186439707097296,0.8039510971167979
P2ry13,0.6765982,-0.541459,0.4986609269012857,0.8084794952135651
Nlgn2,0.6592581,-0.0925279,0.5097300228396773,0.8155033141784149
Igfbpl1,0.6564031,,0.511564789633809,0.8157843821402935
Draxin,0.6538,5.76101,0.5132406650005003,0.8170995661699506
Mex3a,0.64993733,1.6153805,0.5157327065612369,0.8183777791049053
Emx1,0.6381813,1.0140924,0.5233556338413782,0.823942733327604
Pax2,0.6378875,-0.64706963,0.5235469451352484,0.823942733327604
Cacna1f,0.6151732,,0.5384403206816585,0.8296993705527964
Sox2,0.6030814,-0.14181161,0.5464545533650619,0.8368134675159067
Gng10,0.6017798,-0.6548256,0.5473207063586294,0.8368134675159067
Unc5d,0.59846294,-1.6860354,0.5495310658153565,0.8368134675159067
Cldn3,0.5959438,-2.2104576,0.5512127552136723,0.8368134675159067
Syne2,0.5819206,-0.099157244,0.5606201446798192,0.8415242372149069
Slc38a3,0.56848526,-0.08741028,0.5697055307286377,0.8459991790676923
Calb2,0.5504734,-1.803084,0.5819947146022572,0.8556124441319555
Rnf2,0.5435458,6.974171,0.5867540820174855,0.8612903956219969
Kcnq2,0.54111063,-0.03825836,0.5884313450839562,0.8624337271459511
Apoe,0.48552164,-0.05484337,0.6273063547924087,0.8889349108393595
Ssh3,0.47800624,,0.6326457702736932,0.893146969798155
Id4,0.46620828,-0.10207781,0.6410664282543941,0.895813349525791
Snap23,0.455334,-3.2608178,0.6488689704055333,0.8975795380211066
Nfatc3,0.45142934,-0.85101336,0.6516801437507409,0.8975795380211066
S100a6,0.43912756,3.9810493,0.6605691169654726,0.9020574001235472
Vamp1,0.43719622,-0.33588257,0.6619690561415577,0.9026850765566696
Cacnb4,0.42329898,-0.14260706,0.6720771427570604,0.9100057222098421
Bax,0.41729504,,0.6764626225860393,0.9108052141410908
Gabrr1,0.41372624,-1.6410618,0.6790745977604882,0.9130414759804882
Atp6v1a,0.41196287,0.016589314,0.6803666471523795,0.9134992744982998
Ntng1,0.4094437,,0.6822140599691915,0.9137297508512853
Syt2,0.40524516,-0.4208472,0.685297313138464,0.9137297508512853
Gnb5,0.38450426,-1.0423442,0.7006047350801117,0.9212289207072841
Depdc5,0.38164926,0.5805393,0.7027215529408051,0.9212289207072841
Sdc4,0.37954995,-0.10483198,0.704279509797963,0.9212289207072841
Plxna3,0.36095032,,0.7181365743941401,0.9272451581277729
Epm2a,0.3490264,,0.727069474685546,0.9318914495302059
Sema4g,0.3370605,-0.15524028,0.7360712781447853,0.9391529815740863
Cep44,0.33454138,,0.7379710686592292,0.9391529815740863
Slc6a1,0.33370167,-0.11233268,0.7386046886337867,0.9391529815740863
Mecp2,0.3228694,,0.7467941650465713,0.9440496448171236
Fbxo31,0.3225335,2.7090545,0.7470485653803158,0.9440496448171236
Cacna1b,0.32001436,0.081804276,0.748957444636432,0.9440496448171236
Deaf1,0.30893016,-1.1308717,0.7573746555324852,0.9477893044624899
Fubp1,0.30783853,1.2303785,0.758205200237374,0.9477893044624899
Cd276,0.30691484,,0.7589081869016091,0.9477893044624899
En1,0.30162466,-0.8475523,0.7629382065180341,0.9477893044624899
Ripk1,0.2798761,-0.5527027,0.7795725549970773,0.949234920688486
Coro2b,0.27979213,0.088274024,0.7796369817733035,0.949234920688486
Sall3,0.26715448,-0.2278304,0.789350229705083,0.9502943081491634
Atp6v1g1,0.2571199,-0.260522,0.7970862093593214,0.9529299638666856
Rspo3,0.25304732,1.9579657,0.8002316593015333,0.9553715092906788
Cd9,0.24712734,-0.18696725,0.8048096817480621,0.9573944169493677
Sncg,0.24481812,-0.53877467,0.8065972606250691,0.9583333789604781
Itga8,0.23856227,0.61985,0.8114450273600378,0.9601251687828186
Fgf12,0.23734468,-0.2262172,0.8123893997403455,0.9601251687828186
Unc13c,0.236421,-0.20292997,0.8131060023129496,0.9601251687828186
Slc17a6,0.23054302,-0.11399185,0.8176698432245056,0.9631448460067796
Sp8,0.22600856,-0.91439587,0.8211947568523156,0.9646397847345625
Fadd,0.22231384,-0.7514914,0.8240695841120043,0.9646397847345625
C1qa,0.21765342,-0.23877007,0.827699151184927,0.9646397847345625
Cd8a,0.2104319,,0.8333305941478721,0.9646397847345625
Sun1,0.20556158,1.0176601,0.8371333968968695,0.9646397847345625
Pou3f4,0.20337832,-0.77421844,0.8388393432203183,0.9646397847345625
Parp2,0.18763371,0.7089768,0.8511637948559398,0.9646397847345625
Foxj1,0.18637414,-0.12777008,0.852151365268663,0.9646397847345625
Dyrk1a,0.18406494,0.22960088,0.8539625121265142,0.9646397847345625
Rbp1,0.18146183,,0.8560050913232392,0.9646397847345625
Smim3,0.17869078,1.5228802,0.8581805099786158,0.9646397847345625
Map3k5,0.17692739,2.5825255,0.8595654293116375,0.9646397847345625
Drd1,0.17575179,0.70941097,0.8604889492092744,0.9646397847345625
Itpr3,0.17440824,-0.10845652,0.8615446341195694,0.9646397847345625
Asxl3,0.16978984,0.6705839,0.865175426461671,0.9646397847345625
Dixdc1,0.16853026,-0.975213,0.8661661400429093,0.9646397847345625
Mrc1,0.16370192,-0.33803013,0.8699658105072523,0.9655478726527613
Skp2,0.16193852,1.427685,0.8713542698101278,0.9659354492121508
Kcnt2,0.14783135,,0.8824758661210426,0.9679527839301669
Cdh15,0.14195336,,0.8871168414850236,0.9679527839301669
Csf1r,0.14014798,-0.23593396,0.8885430688797616,0.9679527839301669
Gda,0.13607538,-0.1583635,0.8917616908833285,0.9679527839301669
Etv4,0.1296096,-0.21929634,0.8968753118868212,0.9679527839301669
Smarce1,0.12939967,,0.8970414115354859,0.9679527839301669
Ddx3x,0.12923172,-0.3219391,0.8971742945034721,0.9679527839301669
Sall1,0.12616678,-0.051318616,0.8995999115482546,0.9679527839301669
Arhgef12,0.121926226,-0.20319442,0.9029574444486107,0.9679527839301669
Gnai3,0.10811296,-0.5813016,0.9139060881834292,0.9679527839301669
Dlx1,0.10630758,-0.34332877,0.9153383192244922,0.9679527839301669
Ocln,0.10534191,-1.5345268,0.9161045094344556,0.9679527839301669
Sun2,0.10529992,-0.31996608,0.916137823825519,0.9679527839301669
Prlr,0.10026165,-0.40471357,0.9201366033181893,0.9679527839301669
Cldn2,0.099925764,-0.18943617,0.9204032615685591,0.9679527839301669
Shank3,0.09833031,0.0024965487,0.9216700099748122,0.9679527839301669
Gabra2,0.09791046,0.5530603,0.9220033979813193,0.9679527839301669
C1qc,0.096566916,-0.13521685,0.9230703314148709,0.9679527839301669
Nr2f1,0.09648295,0.028611584,0.9231370193707239,0.9679527839301669
Plxnb1,0.08598654,-0.05238661,0.9314771169200191,0.9709207733368278
Plxnb2,0.07507028,0.05468931,0.9401587940007026,0.9767883574033274
Tac2,0.07183739,-0.27981704,0.9427313184488213,0.9773294642589915
Hpgds,0.06826861,-0.08264738,0.9455718109514104,0.9781777354669763
Lmnb2,0.058947805,0.5308511,0.9529936821693106,0.9818999659949004
Llgl1,0.045344464,-0.112595044,0.9638327462530192,0.9881938461119173
Rac2,0.04425284,-0.631336,0.9647028641744441,0.9881938461119173
Hes5,0.041901644,-0.28611058,0.9665771057282191,0.9881938461119173
Cldn8,0.03803897,-0.5567752,0.9696566129158353,0.990287604680002
Lef1,0.030313615,-0.02331335,0.9758169389319956,0.9923562090833854
Vim,0.027794477,-0.048555065,0.9778260706862871,0.9926029120282145
Crip2,0.027416607,-0.16688652,0.9781274528944698,0.9926029120282145
Gli3,0.019901183,-0.006375663,0.9841222024892297,0.9934196753806492
Stx3,0.017508002,0.3429378,0.9860313494690538,0.9934196753806492
Syt6,0.013771282,0.0042953417,0.9890124541357663,0.9934196753806492
Neurog2,0.013435397,0.48866466,0.9892804267332299,0.9934196753806492
Gjb6,0.009362793,-0.07744183,0.9925296817819815,0.99497304757625
Il33,0.007641382,-0.36315352,0.9939031186167465,0.99497304757625
Gabra1,0.007599396,-0.21473417,0.993936617318358,0.99497304757625
Kank1,-0.0050802594,0.040110204,0.9959465568494345,0.9959465568494345
Hmgn2,-0.014107167,-0.41268277,0.9887444827778249,0.9934196753806492
Trim25,-0.014610995,-0.066625126,0.9883425281311363,0.9934196753806492
Cd99l2,-0.015954534,-2.0596857,0.9872706638163187,0.9934196753806492
Rnf7,-0.01704616,1.2667626,0.9863997908892043,0.9934196753806492
Cdh1,-0.019061469,-0.5641607,0.9847920688283393,0.9934196753806492
Casp3,-0.019943167,-0.3485209,0.9840887094621977,0.9934196753806492
Gmnn,-0.031741124,0.3185954,0.9746784982225029,0.9922495846167579
Ephb6,-0.033756435,-3.5896096,0.9730713761657632,0.9916650967294403
Jam2,-0.034428205,0.013992933,0.9725356927867252,0.9916650967294403
Gabrr2,-0.04194363,0.35587075,0.9665436354789867,0.9881938461119173
Emx2,-0.045680348,-3.1018734,0.9635650262785562,0.9881938461119173
Slitrk2,-0.050382737,-0.3030159,0.9598173916549287,0.9865360770757298
Celf2,-0.053951517,0.17322448,0.9569737927807506,0.9846675681345343
Cdk19,-0.05861192,-0.13083698,0.9532612169867157,0.9818999659949004
Wwp1,-0.06079517,-0.45056298,0.9515223361647598,0.9818999659949004
Grin2c,-0.06453189,-0.0883341,0.948546714834674,0.9801989733490711
Klhl24,-0.07057782,1.0499759,0.9437337639250886,0.9773294642589915
Prkcz,-0.07246717,-0.12902096,0.9422301296247849,0.9773294642589915
Lockd,-0.07641382,0.21151073,0.9390898750242284,0.9767348645972473
Dnajc27,-0.0785131,0.89141524,0.9374199095275652,0.9760554372521285
Gad2,-0.09060496,0.07083987,0.9278064922742204,0.9681459049817952
Cacng5,-0.09123474,0.033188075,0.9273060697997474,0.9681459049817952
Itgb2,-0.09337601,0.16674884,0.9256048496332222,0.9679527839301669
Cd226,-0.09371189,0.25300452,0.925338022230642,0.9679527839301669
Vsir,-0.09421572,-0.062138643,0.9249377968835404,0.9679527839301669
Dnm3,-0.095475286,-0.029605303,0.9239373168506553,0.9679527839301669
Ndrg4,-0.100681506,-0.13422672,0.9198032931367466,0.9679527839301669
Cd2,-0.100765474,0.043581568,0.9197366327893137,0.9679527839301669
Nr2e1,-0.10311667,0.035854433,0.9178703737601904,0.9679527839301669
Cobll1,-0.103452556,0.008348544,0.9176038020212204,0.9679527839301669
Sema4f,-0.105509855,0.08179455,0.9159712533442236,0.9679527839301669
Cdk4,-0.108658776,,0.9134731429178087,0.9679527839301669
Egfr,-0.11210159,0.15646087,0.9107428543571016,0.9679527839301669
Slc25a18,-0.1141169,-0.028672243,0.9091451234663919,0.9679527839301669
Rock1,-0.11592229,0.50717705,0.9077141346794326,0.9679527839301669
Cd86,-0.11789561,0.07406583,0.9061503733507614,0.9679527839301669
Nrxn2,-0.11814752,1.1391178,0.905950770302183,0.9679527839301669
Pdlim4,-0.119239144,0.20617113,0.9050858925666971,0.9679527839301669
Stmn1,-0.11944908,-0.030763866,0.9049195827993807,0.9679527839301669
Efna4,-0.11965901,1.2976195,0.9047532772023483,0.9679527839301669
Wnt5b,-0.120246805,-0.1169891,0.9042876437780595,0.9679527839301669
Tnf,-0.122765936,0.25401664,0.9022924466847484,0.9679527839301669
Hopx,-0.1237736,-0.2903417,0.9014945398944834,0.9679527839301669
Icam1,-0.123857565,0.13649635,0.90142805214271,0.9679527839301669
Evx1,-0.12423544,-0.7516467,0.9011288658237121,0.9679527839301669
Nras,-0.12910576,-0.24761744,0.897273958622325,0.9679527839301669
Pax3,-0.13028136,-1.0657482,0.896343823416206,0.9679527839301669
Slitrk6,-0.1333883,-0.17059156,0.8938862979811356,0.9679527839301669
Top2a,-0.14073578,0.5886528,0.8880786759293783,0.9679527839301669
Itgb2l,-0.14258315,-1.4837501,0.8866194060487713,0.9679527839301669
Mog,-0.14409463,0.022020558,0.8854257436070406,0.9679527839301669
Six3,-0.14548016,0.1227283,0.8843317813266158,0.9679527839301669
Cldn15,-0.1497207,-0.108124144,0.8809849725869265,0.9679527839301669
Lhx6,-0.15123218,-0.013525776,0.8797925611174675,0.9679527839301669
Creb1,-0.15694223,-0.018596496,0.8752903773440358,0.9679527839301669
Vhl,-0.16365993,,0.8699988644214984,0.9655478726527613
Wnt5a,-0.16563325,0.17965767,0.8684455769559309,0.9655478726527613
Bmp5,-0.16945395,0.1691338,0.8654395960984789,0.9646397847345625
Ccdc80,-0.16995777,0.109156355,0.8650433472908794,0.9646397847345625
Alg13,-0.17050359,0.15822338,0.8646141160404059,0.9646397847345625
Rgs3,-0.17188911,0.005011873,0.8635247086980633,0.9646397847345625
Dlx5,-0.1745342,0.53448445,0.8614456531208712,0.9646397847345625
Glycam1,-0.17508002,-3.8990638,0.8610167606237303,0.9646397847345625
Slc6a2,-0.17516398,,0.8609507807971125,0.9646397847345625
Ptprf,-0.1791946,0.12071311,0.8577848986992544,0.9646397847345625
Mfge8,-0.18259545,0.008034503,0.8551154616153136,0.9646397847345625
Tgfbr1,-0.18574436,-0.119982705,0.8526452375171879,0.9646397847345625
Atp6v1d,-0.18591231,-0.55950147,0.8525135325938981,0.9646397847345625
Cdc42,-0.18616422,0.3665832,0.8523159829202752,0.9646397847345625
Smad1,-0.18666805,,0.8519209113781268,0.9646397847345625
Slc17a8,-0.18868336,1.8084756,0.8503409977183944,0.9646397847345625
Tuba1c,-0.18990093,-1.4132127,0.8493867572266552,0.9646397847345625
Ppp3r2,-0.19023682,0.043624446,0.849123557236277,0.9646397847345625
Kcnh1,-0.19170631,0.044436377,0.8479722553918712,0.9646397847345625
Ephb4,-0.19325979,0.049725287,0.8467555175354672,0.9646397847345625
Gnb2,-0.19456135,4.334325,0.845736369601321,0.9646397847345625
Cxcr4,-0.20157294,0.2272901,0.8402506022453754,0.9646397847345625
Mboat7,-0.20249662,0.50447077,0.8395284982919603,0.9646397847345625
Pak7,-0.2040081,2.6294801,0.8383471652210346,0.9646397847345625
Sox1,-0.20564555,0.1664695,0.8370677988131375,0.9646397847345625
Rhob,-0.20732497,0.05693149,0.8357560756067307,0.9646397847345625
Tmem119,-0.20732497,-0.1019464,0.8357560756067307,0.9646397847345625
Nhlh2,-0.20992808,0.9661643,0.8337238083633558,0.9646397847345625
Bmpr1b,-0.21034794,-0.06559878,0.8333961269581056,0.9646397847345625
P2ry1,-0.21374877,0.06031704,0.8307429789051408,0.9646397847345625
Gng5,-0.22201994,0.7346432,0.8242983654745977,0.9646397847345625
Sema6a,-0.22319554,0.14235428,0.823383329784956,0.9646397847345625
