gene,ctrl_mean,mut_mean,log2fc,pvalue,statistic,time_point,pvalue_adj,abs_log2fc,-log10_pvalue,-log10_pvalue_adj,significant,regulation
Ntm,8.489788,4.5051804,-0.7855860368491192,9.175695514112964e-13,13632.0,p7,2.3807209982563364e-11,0.7855860368491192,12.037361006477168,10.623291497504594,True,downregulated
Chd6,30.103403,17.563717,-0.7445868368828923,1.139268619138394e-12,13633.5,p7,2.8781523009812062e-11,0.7445868368828923,11.943373864985597,10.540886228562838,True,downregulated
Pdgfra,14.056281,7.584389,-0.8105780740967878,1.6010231014459908e-12,13698.5,p7,3.9409799420209e-11,0.8105780740967878,11.795602401523464,10.404395775510395,True,downregulated
Dyrk1a,21.372572,12.859599,-0.6908455894153693,2.541211451230139e-12,13776.0,p7,6.098907482952334e-11,0.6908455894153693,11.594959196310624,10.21474795459902,True,downregulated
Lrrc4c,11.962292,7.022218,-0.692247690265388,2.6110806398474535e-12,13785.0,p7,6.11374979086233e-11,0.692247690265388,11.583179715346734,10.2136923390269,True,downregulated
Nectin1,12.382676,4.9450274,-1.1706112870385843,2.7352664075955967e-12,13938.0,p7,6.25203750307565e-11,1.1706112870385843,11.56300036815537,10.203978425513702,True,downregulated
Camk2g,11.313546,6.41299,-0.7321188152314406,3.412704059894766e-12,13834.0,p7,7.619060226741803e-11,0.7321188152314406,11.466901370885495,10.118098593425513,True,downregulated
Itgb8,9.774057,3.8434591,-1.1534519819518312,3.928116886605759e-12,14153.0,p7,8.37998269142562e-11,1.1534519819518312,11.40581559765377,10.076756878389546,True,downregulated
Fbxw11,12.71449,6.498696,-0.8709893535681992,3.872774933513418e-12,13860.0,p7,8.37998269142562e-11,0.8709893535681992,11.41197774132359,10.076756878389546,True,downregulated
Tet2,27.307497,16.843847,-0.6657574851611282,4.021575498823066e-12,13858.5,p7,8.392853214935093e-11,0.6657574851611282,11.395603773681701,10.076090372323707,True,downregulated
Chd2,22.785389,13.733023,-0.6910221667053696,4.166199688318561e-12,13865.0,p7,8.50968446975706e-11,0.6910221667053696,11.380259917908084,10.070086542804233,True,downregulated
Erbb4,12.55755,6.834842,-0.7911204127869751,4.611099392724229e-12,13889.0,p7,9.21249922454884e-11,0.7911204127869751,11.336195516417233,10.035622535689113,True,downregulated
Dpysl2,21.352537,12.198011,-0.7601180269345124,4.70221314586347e-12,13887.0,p7,9.21249922454884e-11,0.7601180269345124,11.327697688700166,10.035622535689113,True,downregulated
Dab1,12.884947,5.7408996,-1.0425086170667313,6.0508048790231105e-12,14052.0,p7,1.1617545367724372e-10,1.0425086170667313,11.218186851584159,9.934885622880609,True,downregulated
Aldh1l1,9.470591,4.725989,-0.8707460495687273,8.592979330832101e-12,14118.0,p7,1.6175019916860425e-10,0.8707460495687273,11.065856232838776,9.791155175897144,True,downregulated
Htra1,23.819256,14.744587,-0.656603949681172,9.471546364979866e-12,14015.0,p7,1.748593175073206e-10,0.656603949681172,11.023579110442085,9.757311221037316,True,downregulated
Slc1a3,20.719337,10.981947,-0.8581177446560968,1.2589484392931367e-11,14077.0,p7,2.28035943721021e-10,0.8581177446560968,10.899992056221777,9.641996692782996,True,downregulated
March6,25.45268,14.761518,-0.7470074808505777,1.520923182468983e-11,14102.0,p7,2.703863435500414e-10,0.7470074808505777,10.817892720379819,9.568015247163219,True,downregulated
Mbp,8.377074,1.8794415,-1.7033488432297212,2.0610260908822223e-11,14657.5,p7,3.5974273586307883e-10,1.7033488432297212,10.685916510377771,9.444007966832446,True,downregulated
Astn1,25.087809,14.786856,-0.7246519069259238,2.214008765955894e-11,14172.0,p7,3.7954435987815324e-10,0.7246519069259238,10.65482066394567,9.420737457912303,True,downregulated
Nrxn2,6.4209547,2.6797526,-1.0119960326586928,2.6456064524357142e-11,14724.0,p7,4.455758235681203e-10,1.0119960326586928,10.577474758881394,9.351078381514316,True,downregulated
Sema6d,24.38567,14.266199,-0.7336734076586902,2.7065673750313458e-11,14209.5,p7,4.4798356552242964e-10,0.7336734076586902,10.567581157473665,9.348737917997033,True,downregulated
Ptpn11,18.198141,10.949443,-0.6840232707371254,2.8394076051665238e-11,14218.5,p7,4.620053052474344e-10,0.6840232707371254,10.546772258771046,9.335353037373622,True,downregulated
Set,13.699863,7.5005054,-0.7901822192468302,3.78813469150282e-11,14289.5,p7,6.061015506404512e-10,0.7901822192468302,10.421574587552481,9.217454604896556,True,downregulated
Atp6v0c,12.203274,6.7148213,-0.7751910404392877,3.8761260640913886e-11,14283.0,p7,6.100132822176612e-10,0.7751910404392877,10.411602106737645,9.214660708708843,True,downregulated
Gnb1,20.379091,12.103947,-0.7061991389225328,4.034276083469505e-11,14285.0,p7,6.246621032468909e-10,0.7061991389225328,10.394234384401747,9.204354840860432,True,downregulated
Parp2,10.118473,4.881791,-0.9186312156851488,4.758548075964116e-11,14472.0,p7,7.251120877659605e-10,0.9186312156851488,10.322525538620999,9.139594855035012,True,downregulated
Zmiz1,15.4645195,9.11149,-0.7033647691436544,4.991045679044869e-11,14326.5,p7,7.486568518567303e-10,0.7033647691436544,10.301808455366027,9.125717196310346,True,downregulated
Kcnip3,16.007814,10.276282,-0.5929062566285151,5.5954646568724144e-11,14348.0,p7,8.264070877842336e-10,0.5929062566285151,10.25216384308798,9.082805966691266,True,downregulated
Ncam2,9.703484,4.9775224,-0.8404608861484071,7.177625247912181e-11,14434.0,p7,1.0440182178781353e-09,0.8404608861484071,10.144019220426365,8.981291922928666,True,downregulated
Nlgn1,13.465784,7.507566,-0.7658261829092632,8.78305796092105e-11,14458.0,p7,1.2399611238947364e-09,0.7658261829092632,10.056354251253891,8.906591930920559,True,downregulated
Tuba1a,10.4295635,5.553899,-0.8023450065405986,8.668482911363434e-11,14483.0,p7,1.2399611238947364e-09,0.8023450065405986,10.06205690262466,8.906591930920559,True,downregulated
Nipbl,21.02591,12.134377,-0.7458538685709724,9.027273596959203e-11,14439.0,p7,1.255968500446498e-09,0.7458538685709724,10.044443394822963,8.90102125252065,True,downregulated
Sfxn5,15.575291,9.240571,-0.694738007666453,1.0263413805338791e-10,14464.0,p7,1.4075538933036056e-09,0.694738007666453,9.988708160644892,8.85153496761958,True,downregulated
Aldoc,12.875215,7.461633,-0.7135020282859179,1.0718406046545381e-10,14488.0,p7,1.449249268265291e-09,0.7135020282859179,9.969869794555535,8.838856910235043,True,downregulated
Ptprs,48.398964,29.262236,-0.7069622122015733,1.2028264962402647e-10,14494.0,p7,1.6037686616536864e-09,0.7069622122015733,9.919797013690745,8.794858277082445,True,downregulated
Scrib,14.399838,7.9036283,-0.7904499375559213,1.373327429428154e-10,14527.0,p7,1.806019633220586e-09,0.7904499375559213,9.862225905705182,8.74327753278607,True,downregulated
Rtn4,18.14021,10.395187,-0.7481819503267972,1.4409117217093645e-10,14530.0,p7,1.869290882217554e-09,0.7481819503267972,9.841362625673794,8.728323112365201,True,downregulated
Klhl24,16.680092,9.342862,-0.7734902995691674,1.9054810048255136e-10,14589.0,p7,2.4390156861766576e-09,0.7734902995691674,9.719995376223004,8.612785406575135,True,downregulated
Lrp1,10.757096,6.0533113,-0.7371591646746246,2.2103495030263177e-10,14638.0,p7,2.7893289115397407e-09,0.7371591646746246,9.655539049738094,8.554500271662793,True,downregulated
Robo2,13.332162,7.052472,-0.8317525814438572,2.2372742311308337e-10,14618.0,p7,2.7893289115397407e-09,0.8317525814438572,9.65028077952988,8.554500271662793,True,downregulated
Ncam1,25.274254,14.870132,-0.7273356256726791,2.3211659478118845e-10,14622.5,p7,2.8568196280761655e-09,0.7273356256726791,9.634293809288737,8.544117178939649,True,downregulated
Rhoa,8.177166,3.9627542,-0.8869076858715158,3.12376559845275e-10,14899.0,p7,3.79596832217043e-09,0.8869076858715158,9.505321562220422,8.420677420471295,True,downregulated
Adgrg1,10.133161,5.1929083,-0.8461742313349223,3.2704992496592254e-10,14827.0,p7,3.924599099591071e-09,0.8461742313349223,9.485385946170878,8.406204700123252,True,downregulated
Itpr2,10.385386,5.422402,-0.8259984084576962,3.532484821984451e-10,14747.5,p7,4.162773923830496e-09,0.8259984084576962,9.451919695507021,8.38061717458019,True,downregulated
Mapk8ip3,24.095877,15.066109,-0.6434298027987324,3.555702726605215e-10,14707.0,p7,4.162773923830496e-09,0.6434298027987324,9.449074555236042,8.38061717458019,True,downregulated
Stx16,18.776789,10.889104,-0.7341682053799805,3.607490937369422e-10,14710.0,p7,4.172519638403187e-09,0.7341682053799805,9.442794751254675,8.37960161059118,True,downregulated
Ptch1,12.280531,6.3200455,-0.8593883084665271,4.430851724868684e-10,14761.0,p7,5.063830542707068e-09,0.8593883084665271,9.353512783064481,8.295520836086794,True,downregulated
Apba1,15.922862,9.202976,-0.7299835322966872,4.516784710218997e-10,14762.0,p7,5.1013097903649845e-09,0.7299835322966872,9.345170609326177,8.2923183020009,True,downregulated
Adcy2,11.440813,6.8862977,-0.6576606979130195,4.835640512815144e-10,14779.0,p7,5.397924293375045e-09,0.6576606979130195,9.315545992572174,8.267773210776173,True,downregulated
Dnajc5,12.273062,6.6738586,-0.7904771066328075,5.169880913854909e-10,14793.5,p7,5.7046961808054166e-09,0.7904771066328075,9.286519460591036,8.243767480170085,True,downregulated
Rhob,15.194999,9.213369,-0.6650894691313076,6.504439024017769e-10,14834.0,p7,7.071170989256896e-09,0.6650894691313076,9.18679015325753,8.150508660876099,True,downregulated
Nfix,27.95206,16.641674,-0.7146785708807224,6.62922280242834e-10,14832.5,p7,7.071170989256896e-09,0.7146785708807224,9.178537384476341,8.150508660876099,True,downregulated
Slc4a4,10.199689,5.8286414,-0.7137881775056371,6.58748536721045e-10,14888.0,p7,7.071170989256896e-09,0.7137881775056371,9.181280336477206,8.150508660876099,True,downregulated
Pou3f2,14.160244,7.475389,-0.8389414805836669,7.143198963459209e-10,14863.0,p7,7.535682422989935e-09,0.8389414805836669,9.14610725306333,8.122877412344856,True,downregulated
C1ql1,8.255485,3.9189382,-0.911961608088639,7.638577438979059e-10,15107.0,p7,7.970689501543364e-09,0.911961608088639,9.116987514189569,8.098504108495556,True,downregulated
Ddx3x,19.560736,11.816929,-0.6818412767612865,7.798155557508121e-10,14865.0,p7,8.049708962589029e-09,0.6818412767612865,9.10800810576081,8.094219821275177,True,downregulated
Hdac4,11.954381,6.298148,-0.8278377359644858,9.005481751692961e-10,14918.0,p7,9.100276296447624e-09,0.8278377359644858,9.045493049473476,8.040945421722757,True,downregulated
Sqstm1,14.891807,8.845402,-0.6907611566909874,8.966676282796486e-10,14893.5,p7,9.100276296447624e-09,0.6907611566909874,9.047368508966711,8.040945421722757,True,downregulated
S100b,7.4371495,2.8292823,-1.1396816539295656,9.14878082929311e-10,15339.5,p7,9.14878082929311e-09,1.1396816539295656,9.038636776358496,8.038636776358496,True,downregulated
Mecp2,9.451186,5.023698,-0.7949453816329568,9.373801985952777e-10,14981.0,p7,9.277164852076976e-09,0.7949453816329568,9.028084224841448,8.032584726068125,True,downregulated
Slc6a11,17.532536,11.361275,-0.5842327545731341,9.700638015341078e-10,14909.0,p7,9.502665810946362e-09,0.5842327545731341,9.013199701050276,8.022154543703202,True,downregulated
Cspg4,8.823445,4.857054,-0.7460538481919841,1.0244709855143171e-09,14982.0,p7,9.934264101957015e-09,0.7460538481919841,8.989500336930393,8.002864298488374,True,downregulated
Nras,14.761344,8.763968,-0.6908510162599752,1.1699696734658984e-09,14950.0,p7,1.1231708865272624e-08,0.6908510162599752,8.93182539536248,7.949554162322912,True,downregulated
Tiam1,8.514553,4.075226,-0.9066638712586131,1.351930530616172e-09,15082.0,p7,1.2850032766252723e-08,0.9066638712586131,8.86904562418225,7.891095764925324,True,downregulated
Srsf11,14.037925,7.926984,-0.7523607705136401,1.5176037270197089e-09,15014.5,p7,1.4275936422959273e-08,0.7523607705136401,8.818841615552376,7.845395394816927,True,downregulated
Lrp8,20.624674,12.021463,-0.731786780951592,1.531689012046672e-09,15003.5,p7,1.4275936422959273e-08,0.731786780951592,8.814829403151323,7.845395394816927,True,downregulated
Dlgap1,17.153152,10.511426,-0.657153549905213,1.7424407895059186e-09,15030.0,p7,1.608406882620848e-08,0.657153549905213,8.758841970892941,7.793604077152153,True,downregulated
Bcl2,10.481656,5.463357,-0.8289751672899563,1.9551655911882007e-09,15245.5,p7,1.787579969086355e-08,0.8289751672899563,8.708816454486122,7.747734520516492,True,downregulated
Prkca,27.546442,17.239367,-0.6462553179817906,2.0006000405614117e-09,15058.0,p7,1.8118641876782597e-08,0.6462553179817906,8.698839726725636,7.741874358950836,True,downregulated
Prkacb,6.080626,2.9667757,-0.8359101102253264,2.8092267468505777e-09,15417.0,p7,2.520427735492107e-08,0.8359101102253264,8.551413205286964,7.598525749932605,True,downregulated
Tcf7l2,8.320444,5.649575,-0.48713651305795624,2.879587293247897e-09,15159.0,p7,2.536150276622001e-08,0.48713651305795624,8.540669751514613,7.595825016415669,False,not_significant
Pdpk1,9.622577,5.4347963,-0.7231673706911819,2.8594084259651834e-09,15167.0,p7,2.536150276622001e-08,0.7231673706911819,8.543723807400166,7.595825016415669,True,downregulated
Olig2,15.306201,8.712753,-0.747468479371147,3.0929022074838924e-09,15151.0,p7,2.699260108349579e-08,0.747468479371147,8.509633811461915,7.568755263580572,True,downregulated
Gnaq,16.436573,10.005866,-0.6638438464827658,3.203417208544545e-09,15158.0,p7,2.7705229911736605e-08,0.6638438464827658,8.49438649575106,7.55743824149815,True,downregulated
Cul5,12.082586,6.5264697,-0.797602542337295,3.3222055065937694e-09,15184.5,p7,2.8476047199375166e-08,0.797602542337295,8.478573506255737,7.54552029588635,True,downregulated
Gabarap,9.714054,4.967076,-0.8444084723114962,4.08077877842907e-09,15343.5,p7,3.4668563073379716e-08,0.8444084723114962,8.389256947964205,7.460064158408056,True,downregulated
Nrcam,17.527014,10.934762,-0.634460566644536,4.14234336466932e-09,15212.0,p7,3.472832784849505e-08,0.634460566644536,8.382753904669858,7.459316127246521,True,downregulated
Ngef,8.305736,4.1408315,-0.8561184774772533,4.1601642735176365e-09,15231.0,p7,3.472832784849505e-08,0.8561184774772533,8.380889519932477,7.459316127246521,True,downregulated
Cacna1a,12.630123,7.483391,-0.6840856660835857,5.823431086315841e-09,15301.5,p7,4.819391243847592e-08,0.6840856660835857,8.234821059543616,7.317007815730967,True,downregulated
Dio2,13.409465,7.67328,-0.7323672047145228,6.584112630211915e-09,15380.0,p7,5.402348824789263e-08,0.7323672047145228,8.181502748533765,7.267417377240358,True,downregulated
Tnfrsf19,16.655418,10.515475,-0.6165370542416511,8.902549597122228e-09,15376.0,p7,7.242752214607915e-08,0.6165370542416511,8.050485598142728,7.140096372409285,True,downregulated
Mapk3,6.2588806,3.1570804,-0.8041764340002038,1.0193503912080903e-08,15624.5,p7,8.223330887056863e-08,0.8041764340002038,7.991676506070867,7.08495223442383,True,downregulated
Etv5,9.902295,5.606175,-0.722744797098865,1.0972040239332784e-08,15482.0,p7,8.777632191466227e-08,0.722744797098865,7.959712608314306,7.056622621322362,True,downregulated
Nes,12.991966,7.190935,-0.7724986395859362,1.2624951184141328e-08,15514.0,p7,1.0016490195682377e-07,0.7724986395859362,7.898770292456749,6.999284429733631,True,downregulated
Sema5a,14.567427,6.2602606,-1.1004372497002688,1.3520226009725689e-08,15726.5,p7,1.063886636830874e-07,1.1004372497002688,7.869016048486371,6.973104646121551,True,downregulated
Arhgef9,13.715988,8.132746,-0.6882638465158697,1.4542265421433875e-08,15484.0,p7,1.135006081672888e-07,0.6882638465158697,7.837367932996227,6.945001811396057,True,downregulated
Rapgef2,18.52584,11.378563,-0.6575408339054387,1.5096849030879924e-08,15489.0,p7,1.168788312068123e-07,0.6575408339054387,7.821113687892314,6.932264140014981,True,downregulated
Slc25a18,9.316,4.3677254,-0.942500909837966,1.749074642165592e-08,15763.5,p7,1.3432893251831744e-07,0.942500909837966,7.757191656508214,6.871830436476702,True,downregulated
Kank1,5.5279922,1.973623,-1.134417573982019,1.8179144088803817e-08,16541.0,p7,1.3781812790153788e-07,1.134417573982019,7.740426568103048,6.8606936537650665,True,downregulated
Depdc5,15.786131,9.741369,-0.6440918252553002,1.8232189836974284e-08,15532.0,p7,1.3781812790153788e-07,0.6440918252553002,7.739161165848678,6.8606936537650665,True,downregulated
Ptk2,19.141739,12.350006,-0.5933478390425322,2.0276481201478112e-08,15554.0,p7,1.5125469179662872e-07,0.5933478390425322,7.693007410649129,6.8202911450075066,True,downregulated
Sema6a,6.5029845,3.3545096,-0.7849543317917056,2.0324849210171982e-08,15978.0,p7,1.5125469179662872e-07,0.7849543317917056,7.691972667747826,6.8202911450075066,True,downregulated
Omg,8.535326,5.120669,-0.6395929395073112,2.0613104485904216e-08,15626.0,p7,1.5221984851129267e-07,0.6395929395073112,7.685856595335625,6.817528714602893,True,downregulated
Gria2,50.379784,31.925812,-0.6419818050357138,2.0784517268890697e-08,15559.0,p7,1.523140196804204e-07,0.6419818050357138,7.6822600577534645,6.81726012036966,True,downregulated
Atp6v1h,12.937564,7.5131993,-0.711205103595592,2.2144815326000768e-08,15579.0,p7,1.6105320237091467e-07,0.711205103595592,7.654727937110233,6.793030635276515,True,downregulated
Atp6v0e2,8.157748,4.683534,-0.6882045929915914,2.2614707773690677e-08,15634.5,p7,1.6323398092288006e-07,0.6882045929915914,7.645609019816961,6.787189427744478,True,downregulated
Stx1b,24.002472,14.983614,-0.6454770920586084,2.2922854083279097e-08,15581.0,p7,1.6422343223841741e-07,0.6454770920586084,7.639731310114287,6.784564875439527,True,downregulated
Kcnb1,6.6555104,3.362096,-0.811477027180856,2.346416177796828e-08,15848.0,p7,1.6685626153221887e-07,0.811477027180856,7.6295949556941975,6.777657491149635,True,downregulated
Sema4c,10.499511,5.365624,-0.85319864705225,2.450527262846283e-08,15803.5,p7,1.729783950244435e-07,0.85319864705225,7.610740461468904,6.762008136799553,True,downregulated
Limk2,11.656736,6.8635645,-0.6866501158777072,2.5668705926206187e-08,15616.0,p7,1.7986830430042292e-07,0.6866501158777072,7.590596025495844,6.745045359612683,True,downregulated
Atp6v0d1,9.599704,6.205868,-0.5567798662291434,2.6069052734071105e-08,15626.0,p7,1.8021046489508003e-07,0.5567798662291434,7.583874749416253,6.744219992967256,True,downregulated
Sox2,23.503105,13.836776,-0.7237869767692733,2.6092973562933463e-08,15609.5,p7,1.8021046489508003e-07,0.7237869767692733,7.58347642575273,6.744219992967256,True,downregulated
Sptan1,39.050724,25.001339,-0.6232424057964978,2.847823646977235e-08,15629.0,p7,1.9389437596440748e-07,0.6232424057964978,7.545486908123671,6.712434787739482,True,downregulated
Jam2,13.522903,8.111368,-0.672590295027145,2.8445603723137787e-08,15641.0,p7,1.9389437596440748e-07,0.672590295027145,7.545984844429346,6.712434787739482,True,downregulated
Ptprm,19.319754,12.146619,-0.6281911083351368,2.991296544978563e-08,15640.0,p7,2.0222849881545213e-07,0.6281911083351368,7.52414053064509,6.694157641988578,True,downregulated
Cd99l2,12.432446,7.5912056,-0.6447894844487467,3.094581152745886e-08,15652.5,p7,2.0774810535916436e-07,0.6447894844487467,7.509398123820222,6.682462928245715,True,downregulated
Plcb1,15.569597,9.635034,-0.6397139431970813,3.199168898226067e-08,15656.0,p7,2.1327792654840448e-07,0.6397139431970813,7.494962830990831,6.671054090046512,True,downregulated
Plaa,11.509779,6.984115,-0.6478518718015976,3.4600524710529485e-08,15698.0,p7,2.2907933601454005e-07,0.6478518718015976,7.460917315162146,6.640014084357553,True,downregulated
Sox10,11.487817,5.4107866,-0.9619479818705706,3.56110453064175e-08,15723.5,p7,2.3338678277306333e-07,0.9619479818705706,7.448415278104849,6.6319237426833695,True,downregulated
Cntn1,21.016438,13.107308,-0.6421382916376779,3.5737351112125325e-08,15680.0,p7,2.3338678277306333e-07,0.6421382916376779,7.446877640974762,6.6319237426833695,True,downregulated
Gria4,5.004321,2.2633996,-0.8796254760473166,3.6853596682540225e-08,16353.0,p7,2.3905035685972037e-07,0.8796254760473166,7.433520121287801,6.62151060364319,True,downregulated
Gng10,5.3836355,2.8926868,-0.7136119935797225,3.948914770149751e-08,16002.0,p7,2.5442672344588996e-07,0.7136119935797225,7.403522239586602,6.594437274959307,True,downregulated
Srgap3,30.009174,19.62497,-0.5883031284461306,4.0488737082957545e-08,15708.0,p7,2.574130454640869e-07,0.5883031284461306,7.392665769451803,6.58936944721601,True,downregulated
Cdh2,32.37653,20.730707,-0.6190988350813891,4.0488926942788674e-08,15708.0,p7,2.574130454640869e-07,0.6190988350813891,7.392663732962409,6.58936944721601,True,downregulated
Glg1,12.920356,7.889083,-0.6470895979305027,4.1612324122444866e-08,15717.0,p7,2.6281467866807287e-07,0.6470895979305027,7.380778027409036,6.580350382314241,True,downregulated
Plp1,7.2971597,2.1970885,-1.3758588783511965,4.6560784424700764e-08,16510.0,p7,2.921460983510636e-07,1.3758588783511965,7.331979711595941,6.534399909373971,True,downregulated
Cadm1,23.956936,15.248773,-0.6191100706583988,4.7257001199949725e-08,15743.0,p7,2.94589098389297e-07,0.6191100706583988,7.325533840969317,6.530783328766212,True,downregulated
Flna,27.561085,16.686323,-0.6914166184908256,4.7989383001588055e-08,15746.5,p7,2.97224565687255e-07,0.6914166184908256,7.318854833746016,6.526915298876739,True,downregulated
