gene,ctrl_mean,mut_mean,log2fc,pvalue,statistic,time_point,pvalue_adj,abs_log2fc,-log10_pvalue,-log10_pvalue_adj,significant,regulation
Atp6v0a1,15.12748,25.638288,0.7239804048928725,3.329226846811228e-09,12470.0,p0,9.685023554359936e-08,0.7239804048928725,8.477656611883928,7.013899318722247,True,upregulated
Mki67,8.5480795,17.23959,0.9337907932529844,3.4358857152094354e-09,12452.0,p0,9.701324372356054e-08,0.9337907932529844,8.463961290149104,7.0131689741517915,True,upregulated
Gabbr1,24.647125,40.17549,0.6829887403211421,4.617557132090384e-09,12439.0,p0,1.2665299562305051e-07,0.6829887403211421,8.33558772241764,6.897384533728348,True,upregulated
Rbx1,3.8207922,8.839992,1.0293868362915608,4.981485706689259e-09,12301.5,p0,1.3283961884504693e-07,1.0293868362915608,8.30264111145953,6.876672379187251,True,upregulated
Slc1a3,8.878409,19.324081,1.040839484969367,6.251493533790894e-09,12355.0,p0,1.5935592995571066e-07,1.040839484969367,8.2040162136966,6.797631770915536,True,upregulated
Jam3,4.6620064,10.272349,0.9934029505580644,6.307838894080213e-09,12324.0,p0,1.5935592995571066e-07,0.9934029505580644,8.200119407338294,6.797631770915536,True,upregulated
Htra1,12.659706,20.68998,0.6671022481743654,7.964753174946381e-09,12354.0,p0,1.960554627679109e-07,0.6671022481743654,8.098827678295962,6.707621052282891,True,upregulated
Homer2,5.3164763,1.1568078,-1.5502223675217641,8.51260325562904e-09,5981.0,p0,2.0430247813509698e-07,1.5502223675217641,8.069937607169855,6.689726365458249,True,downregulated
Axin2,13.972895,23.107792,0.6871463559329182,9.287967506598668e-09,12364.0,p0,2.1229640015082672e-07,0.6871463559329182,8.032079312620212,6.673057369978545,True,upregulated
Snhg11,4.148869,9.328793,1.004344133591613,9.103136544566165e-09,12248.0,p0,2.1229640015082672e-07,1.004344133591613,8.040808942921135,6.673057369978545,True,upregulated
Wnt5b,5.148288,1.2681539,-1.4386661546874164,1.1921867102268812e-08,5942.0,p0,2.6616261437623393e-07,1.4386661546874164,7.923655723730581,6.5748529462706,True,downregulated
Frrs1l,9.00532,18.064358,0.930110678868505,1.3187111261572878e-08,12299.5,p0,2.877187911615901e-07,0.930110678868505,7.879850329590814,6.541031773037433,True,upregulated
Grik2,30.57055,53.040054,0.7754496883987556,1.6042233435143328e-08,12310.0,p0,3.363290905405538e-07,0.7754496883987556,7.794735168406299,6.4732355670747665,True,upregulated
Ptprs,38.13486,63.266033,0.7156021042126879,1.611576892173487e-08,12309.0,p0,3.363290905405538e-07,0.7156021042126879,7.792748968432761,6.4732355670747665,True,upregulated
Srgap1,15.567987,25.587433,0.6823461199357186,1.6683530453799554e-08,12303.0,p0,3.381063563695437e-07,0.6823461199357186,7.777712041566163,6.470946664459701,True,upregulated
Neurog2,5.26065,14.237989,1.2832881677070709,1.6905317818477187e-08,12094.0,p0,3.381063563695437e-07,1.2832881677070709,7.771976660123682,6.470946664459701,True,upregulated
Npy,1.5776197,6.042066,1.4499593589600714,2.2000496708512095e-08,11622.5,p0,4.31030139595339e-07,1.4499593589600714,7.657567513935487,6.365492360924432,True,upregulated
Chd7,22.049297,38.74391,0.7860111047934704,2.7148179639700888e-08,12259.0,p0,5.21245049082257e-07,0.7860111047934704,7.566259285741338,6.282958057037788,True,upregulated
Pak3,11.440264,17.151503,0.545071909056733,3.00933151134075e-08,12235.0,p0,5.664624021347295e-07,0.545071909056733,7.521529967256416,6.246828910314784,True,upregulated
Ankrd11,26.645239,43.650494,0.6916450870217612,3.630347419985338e-08,12218.0,p0,6.702179852280623e-07,0.6916450870217612,7.440051811503099,6.17378392209833,True,upregulated
Neo1,19.499111,31.9906,0.6864936850315152,4.7133669649985443e-08,12191.0,p0,8.537419408299251e-07,0.6864936850315152,7.326668746391489,6.068673382952709,True,upregulated
Dyrk1a,15.385588,24.782387,0.6539584078894913,5.216056542685295e-08,12178.0,p0,9.272989409218303e-07,0.6539584078894913,7.282657709445783,6.032780236229184,True,upregulated
Nrcam,17.986082,19.189379,0.08865429210127275,6.672443906372418e-08,12138.0,p0,1.1646447545668221e-06,0.08865429210127275,7.175715068534134,5.9338065249888094,False,not_significant
Stx1b,13.321253,21.284142,0.6378596795425837,8.232901574063057e-08,12122.0,p0,1.4113545555536668e-06,0.6378596795425837,7.084447076632304,5.850363870598936,True,upregulated
Id4,8.813427,15.097429,0.7140013747729733,9.494588667047654e-08,12080.0,p0,1.599088617608026e-06,0.7140013747729733,7.022523845408371,5.796127468041294,True,upregulated
Casp3,7.446165,12.839896,0.7124647721609736,9.971919418900137e-08,12066.0,p0,1.6505245934731262e-06,0.7124647721609736,7.001221239601518,5.782378000124887,True,upregulated
Vim,20.942524,29.909782,0.4943340159049032,1.061614359279629e-07,12101.0,p0,1.6985829748474065e-06,0.4943340159049032,6.9740332158842655,5.7699132332283405,False,not_significant
Gria2,39.66538,63.982178,0.6762430486256463,1.060414736529706e-07,12102.5,p0,1.6985829748474065e-06,0.6762430486256463,6.974524245528662,5.7699132332283405,True,upregulated
Ccdc88a,19.392448,32.347916,0.7095615878514316,1.1283756926691754e-07,12095.0,p0,1.7758043687908336e-06,0.7095615878514316,6.947546277934387,5.750604879905585,True,upregulated
Ccdc80,13.052468,24.150137,0.8397426953954504,1.2187358705133529e-07,12055.0,p0,1.8870748962787398e-06,0.8397426953954504,6.914090406283072,5.724210862741757,True,upregulated
Sema3e,1.6831335,5.37216,1.2478636538659413,1.501229611679643e-07,11274.5,p0,2.287587979702313e-06,1.2478636538659413,6.82355287773735,5.640622194151363,True,upregulated
Laptm5,6.257952,9.976446,0.5967765648192533,2.063382281592393e-07,11894.0,p0,3.0950734223885892e-06,0.5967765648192533,6.685420303095347,5.509329044039665,True,upregulated
Gnaq,14.782482,22.584604,0.5795212742827549,2.59546590700943e-07,11992.0,p0,3.833303493429312e-06,0.5795212742827549,6.585784671464354,5.4164267950676415,True,upregulated
Llgl1,4.172296,1.1483006,-1.2676089452248132,2.703614947288186e-07,6186.0,p0,3.925885251177945e-06,1.2676089452248132,6.568055161168168,5.406062398446792,True,downregulated
Gli3,9.624577,16.1445,0.6903405466537149,2.7399407482179405e-07,11898.0,p0,3.925885251177945e-06,0.6903405466537149,6.562258828785534,5.406062398446792,True,upregulated
Srsf11,11.811607,18.723028,0.6224295840575615,2.7885354568097053e-07,11985.0,p0,3.9367559390254666e-06,0.6224295840575615,6.554623828992431,5.404861508659098,True,upregulated
En1,3.9799163,0.39159712,-1.8393799039289687,3.3023080026182906e-07,7030.5,p0,4.594515481903709e-06,1.8393799039289687,6.481182423017701,5.337760280715388,True,downregulated
Prickle2,10.717131,3.4883063,-1.3843762853866677,5.262855303634136e-07,5818.5,p0,7.217630130698244e-06,1.3843762853866677,6.278778570263381,5.141605377238069,True,downregulated
Dcc,9.086012,17.40665,0.8678712928069203,5.392138855361759e-07,11888.0,p0,7.290779297390548e-06,0.8678712928069203,6.268238932618707,5.1372260482982135,True,upregulated
Ccnd2,18.265728,27.63054,0.5715182216018257,5.608307287412872e-07,11904.0,p0,7.47774304988383e-06,0.5715182216018257,6.2511681987554395,5.12622946214714,True,upregulated
Stxbp6,3.7098787,8.190816,0.9645030447429364,5.720579334530949e-07,11731.5,p0,7.522953645410565e-06,0.9645030447429364,6.242559987107425,5.123611614188313,True,upregulated
Cacna2d1,13.764556,19.121603,0.44660727814568535,5.885635848915821e-07,11897.0,p0,7.564999328800214e-06,0.44660727814568535,6.2302066117061266,5.121191106173296,False,not_significant
Sox11,25.039394,39.529804,0.6382873119290118,5.910155725625167e-07,11896.5,p0,7.564999328800214e-06,0.6382873119290118,6.228401075821164,5.121191106173296,True,upregulated
Calm1,17.788609,27.10372,0.5809028657826849,7.544755063100692e-07,11867.0,p0,9.530216921811402e-06,0.5809028657826849,6.122354854824173,5.020897214065395,True,upregulated
Lrp8,18.58421,29.090563,0.6196201993653692,8.271524430641162e-07,11860.0,p0,1.0312549939500668e-05,0.6196201993653692,6.082414443191815,4.986633935324728,True,upregulated
Atp6v0c,10.226579,15.957622,0.5950155009838245,1.0661609021436455e-06,11823.5,p0,1.3121980334075637e-05,0.5950155009838245,5.972177247804871,4.882000617455783,True,upregulated
Rhoa,5.2294173,8.6188,0.6267597199298907,1.126683471843888e-06,11733.0,p0,1.3691343455318132e-05,0.6267597199298907,5.948198076624282,4.863553934875155,True,upregulated
Ryk,17.222548,25.941494,0.5641051913508333,1.1606298498984554e-06,11818.0,p0,1.3927558198781465e-05,0.5641051913508333,5.9353062641355425,4.856125018087917,True,upregulated
Fgfr1,10.823804,18.076378,0.6900930176836526,1.29395040845549e-06,11769.5,p0,1.5335708544657657e-05,0.6900930176836526,5.888082367984816,4.814296153823896,True,upregulated
Clu,2.780063,17.262218,2.2723798816508007,1.4005539202252124e-06,11546.0,p0,1.639672882214883e-05,2.2723798816508007,5.853700166522317,4.785242785866465,True,upregulated
Satb2,20.978441,2.050184,-2.849120885364956,1.605713736788654e-06,6054.5,p0,1.8572110690567563e-05,2.849120885364956,5.794331877248109,4.731138736584614,True,downregulated
Ap2b1,13.932375,7.7933545,-0.7639581020407386,1.6946161376659719e-06,5798.0,p0,1.9367041573325396e-05,0.7639581020407386,5.770928662164996,4.712936715187309,True,downregulated
Prkaca,4.931006,9.407909,0.8113315823829299,1.9489273883615936e-06,11672.0,p0,2.201141520973094e-05,0.8113315823829299,5.7102043411909085,4.6573520338656325,True,upregulated
Prkca,12.445211,24.2152,0.9072012525561906,2.0098262687456658e-06,11744.0,p0,2.2435269976695803e-05,0.9072012525561906,5.696841481776528,4.6490686999805275,True,upregulated
Mapk8ip3,18.964851,26.244972,0.4485276879394303,2.2395473767419274e-06,11731.0,p0,2.4712246915772994e-05,0.4485276879394303,5.649839745793549,4.607087765372599,False,not_significant
Sdc2,4.4304156,9.550402,0.9581634003899395,2.4892441939201462e-06,11583.0,p0,2.7155391206401597e-05,0.9581634003899395,5.603932497176047,4.566143936286648,True,upregulated
Lrrc4c,10.799356,13.836968,0.3304881651606917,2.5473967837116752e-06,11707.0,p0,2.7477538341159643e-05,0.3304881651606917,5.593903403856411,4.561022177461755,False,not_significant
Elavl4,4.9510965,8.432597,0.6644995351416249,3.2655187138674997e-06,11635.0,p0,3.483219961458666e-05,0.6644995351416249,5.4860478230635055,4.458019099463262,True,upregulated
Gria1,31.87151,52.25758,0.6961491587672479,3.620049772334783e-06,11680.0,p0,3.8189536059795514e-05,0.6961491587672479,5.441285458278506,4.418055617560031,True,upregulated
Grm2,4.757453,1.3439996,-1.2964583815496054,4.468449809094495e-06,6797.5,p0,4.662730235576864e-05,1.2964583815496054,5.3498431158216375,4.331359710127624,True,downregulated
Syne2,15.259575,28.530823,0.8609320133926512,4.685684092224738e-06,11638.0,p0,4.8368351919739235e-05,0.8609320133926512,5.329226994789073,4.3154387103034395,True,upregulated
Hes5,6.666164,11.252056,0.6764471285468923,5.70965243935391e-06,11516.0,p0,5.8311344061486744e-05,0.6764471285468923,5.24339032752732,4.23424694808745,True,upregulated
Dlx1,3.361778,10.37776,1.3832282906568742,5.954227879942947e-06,11419.5,p0,6.0169039628897155e-05,1.3832282906568742,5.225174548072246,4.220626920321525,True,upregulated
Sema3c,3.4429386,8.359705,1.0749488621894947,6.10815064584371e-06,11133.5,p0,6.10815064584371e-05,1.0749488621894947,5.214090260441443,4.214090260441443,True,upregulated
Zfp609,22.308908,31.763319,0.49120006761165114,6.280996477046662e-06,11599.0,p0,6.216243936046181e-05,0.49120006761165114,5.201971450187652,4.206471951414328,False,not_significant
Ccdc141,6.3136315,10.0979,0.6016269095023133,7.412571305849646e-06,11458.0,p0,7.261294340424143e-05,0.6016269095023133,5.130031115875495,4.138985958528421,True,upregulated
Depdc5,12.356179,18.423925,0.5403274265163739,7.62602212592682e-06,11569.5,p0,7.394930546353281e-05,0.5403274265163739,5.117701939010685,4.131065900568666,True,upregulated
Adcy3,6.7218785,2.9248364,-0.9763193417200797,8.784048449817511e-06,6578.0,p0,8.432686511824811e-05,0.9763193417200797,5.056305277467029,4.074034044427461,True,downregulated
Hdac4,11.925022,17.073845,0.4837366980395241,9.186501358528843e-06,11540.0,p0,8.731724063552169e-05,0.4837366980395241,5.036849856403306,4.05889999714638,False,not_significant
Ncam2,5.3501587,9.333609,0.7024795990042433,9.590482640818682e-06,11475.0,p0,8.852753206909552e-05,0.7024795990042433,5.018159536419541,4.052921642678752,True,upregulated
Cers2,7.408812,12.0738945,0.6367150571509965,9.565135674179159e-06,11505.0,p0,8.852753206909552e-05,0.6367150571509965,5.019308865455875,4.052921642678752,True,upregulated
Atp6v1c1,8.461067,12.920952,0.5571830261096975,9.411348265205938e-06,11535.0,p0,8.852753206909552e-05,0.5571830261096975,5.026348155298068,4.052921642678752,True,upregulated
Sun1,8.771936,4.792472,-0.7544653395572382,1.1162794983263726e-05,6206.0,p0,0.00010205983984698263,0.7544653395572382,4.9522270514708335,3.9911451175012034,True,downregulated
Stx4a,4.5976253,9.171234,0.8616079287092832,1.2542743878114435e-05,11339.0,p0,0.00011359466153764018,0.8616079287092832,4.901607445899999,3.944642078125201,True,upregulated
Set,11.932836,17.020288,0.47858347906699295,1.3374411998291512e-05,11500.0,p0,0.00011999472447065281,0.47858347906699295,4.873725302503804,3.9208378471494445,False,not_significant
Cdh2,33.49054,46.899883,0.47382144249398417,1.5257898027358744e-05,11488.0,p0,0.00013562576024318883,0.47382144249398417,4.81650529193792,3.8676578143853018,False,not_significant
Ptprm,12.825547,18.27224,0.47918765752543946,1.5769906882441766e-05,11476.0,p0,0.00013889092300132199,0.47918765752543946,4.802170871069392,3.857326135970447,False,not_significant
Ptk2,28.24397,17.967226,-0.6246305209659211,1.705928907063451e-05,6095.0,p0,0.00014888106825281026,0.6246305209659211,4.768039071593693,3.8271605237123487,True,downregulated
Rgs4,7.736069,14.072849,0.7868959707634752,1.9552174338472178e-05,11407.0,p0,0.0001690998861705702,0.7868959707634752,4.708804938999994,3.771856684747083,True,upregulated
Tuba3a,4.3746004,0.7980176,-1.5797503378263023,2.2385321450302598e-05,7118.0,p0,0.00019187418385973654,1.5797503378263023,4.650036664823522,3.7169834544541347,True,downregulated
Cdh24,7.3711834,10.006139,0.3948049387214041,2.2683732906027578e-05,11362.0,p0,0.00019191897123492524,0.3948049387214041,4.644285475039772,3.716882093032059,False,not_significant
Nhlh2,5.9760485,13.490565,1.054631908720768,2.2790377834147372e-05,11088.5,p0,0.00019191897123492524,1.054631908720768,4.642248474735155,3.716882093032059,True,upregulated
Klhl24,14.813926,20.29575,0.42936996193429494,2.5039680934725925e-05,11405.0,p0,0.00020902690171597293,0.42936996193429494,4.601371209374178,3.679797816688221,False,not_significant
Gabra2,8.808478,17.70186,0.9310805484980041,2.5274653329607532e-05,11345.0,p0,0.000209169544796752,0.9310805484980041,4.597314792535023,3.6795015487223734,True,upregulated
Mfge8,15.072944,19.715403,0.36606968299098963,2.686000695068467e-05,11392.0,p0,0.00022038980062100242,0.36606968299098963,4.570893879282955,3.656808507989548,False,not_significant
Gng10,11.284966,4.0766706,-1.274939347796535,2.743651755202583e-05,6230.0,p0,0.00022321234618597285,1.274939347796535,4.56167101337045,3.6512817876370067,True,downregulated
Stx8,4.142662,8.26615,0.849454761079245,3.000333401391748e-05,11209.0,p0,0.00024204370296941833,0.849454761079245,4.522830483167166,3.616106211520128,True,upregulated
Parp2,6.3711667,9.665865,0.5330360734042197,3.081978871277626e-05,11326.0,p0,0.0002465583097022101,0.5330360734042197,4.511170342943683,3.60808035595174,True,upregulated
Cul5,8.333361,12.74248,0.5581738566472934,3.4859987245034596e-05,11352.5,p0,0.0002765751054151505,0.5581738566472934,4.457672776130561,3.5581869134074426,True,upregulated
Nectin3,8.525553,20.071774,1.1454370282987472,3.549273824805427e-05,11333.0,p0,0.0002792871206404271,1.1454370282987472,4.4498604937449535,3.5539490913801335,True,upregulated
Tbr1,16.159357,4.0896645,-1.753353045197845,3.707877058757054e-05,6342.0,p0,0.0002893952826346969,1.753353045197845,4.430874674092957,3.538508552492787,True,downregulated
Cenpe,5.123595,8.923998,0.6965425013104432,3.7533116060163e-05,11231.0,p0,0.0002905789630464232,0.6965425013104432,4.425585378257942,3.536735830380609,True,upregulated
Emx2,6.7760634,12.873822,0.8352534076646116,4.020340852476062e-05,11186.0,p0,0.00030876217747016153,0.8352534076646116,4.395737125006534,3.5103759049750214,True,upregulated
Elavl2,10.052401,14.248306,0.46428924432953045,4.822642135055572e-05,11299.0,p0,0.0003674394007661388,0.46428924432953045,4.316714963775179,3.434814275853173,False,not_significant
Camk2a,2.5818837,9.347599,1.530505667768213,5.221096678088406e-05,10945.0,p0,0.0003946655756665251,1.530505667768213,4.28223826496366,3.403770752880049,True,upregulated
Wwp1,3.0939896,5.789217,0.7297377558824347,5.44652789580806e-05,10986.0,p0,0.00040848959218560453,0.7297377558824347,4.2638802676736764,3.388819004281977,True,upregulated
Gng2,19.33886,25.363983,0.3743295671910175,5.701302391783968e-05,11293.0,p0,0.00042428296869089996,0.3743295671910175,4.244025923808996,3.372344401068677,False,not_significant
Kcnq2,11.57531,5.944505,-0.8566501235681901,6.000399632518443e-05,6320.5,p0,0.0004405314359186048,0.8566501235681901,4.221819824213382,3.356023095290846,True,downregulated
Grik1,7.6771607,11.552201,0.5326454311176904,6.0573072438808164e-05,11236.0,p0,0.0004405314359186048,0.5326454311176904,4.217720397124564,3.356023095290846,True,upregulated
Flna,28.878912,39.75818,0.44796197181425845,6.0283087875312453e-05,11289.0,p0,0.0004405314359186048,0.44796197181425845,4.219804509959558,3.356023095290846,False,not_significant
Pdlim4,1.7694542,7.664385,1.6454956225745818,6.423424068619136e-05,10710.0,p0,0.00046364564705822335,1.6454956225745818,4.192233405312426,3.333813813239944,True,upregulated
Mdk,5.9947333,12.6055565,0.9598550038140804,6.478782243519052e-05,11170.5,p0,0.00046415156371479776,0.9598550038140804,4.188506616755915,3.3333401820811543,True,upregulated
Stxbp1,31.819328,42.67315,0.41220084980961696,6.855697656154575e-05,11273.0,p0,0.00048751627777099204,0.41220084980961696,4.1639483435292926,3.31201087898473,False,not_significant
Idh2,15.288196,24.045986,0.6207526258384783,7.059211961955266e-05,11261.0,p0,0.0004982973149615481,0.6207526258384783,4.15124377765588,3.302511452986529,True,upregulated
Slit3,7.1153884,16.062386,1.0720873223060245,7.15039125002939e-05,11107.0,p0,0.0005010493138706726,1.0720873223060245,4.145670194131786,3.3001195282486244,True,upregulated
Dnajc27,7.836883,11.47809,0.49778765406392034,7.217113477002662e-05,11238.0,p0,0.0005020600679654026,0.49778765406392034,4.1416364660963465,3.299244319458015,False,not_significant
Nlgn1,8.547192,15.149139,0.7583089642474523,7.603165323341322e-05,11213.0,p0,0.0005251106985904797,0.7583089642474523,4.119005566104821,3.279749133319348,True,upregulated
Tgfb2,7.255507,10.018892,0.4165504766919505,8.224235785779567e-05,11186.0,p0,0.0005639475967391703,0.4165504766919505,4.0849044471091265,3.2487612497477962,False,not_significant
Bcl2,6.3837953,12.364117,0.8559300271063097,8.351434441962668e-05,11169.5,p0,0.0005686083024315007,0.8559300271063097,4.078238923710977,3.2451868033267885,True,upregulated
Rnf2,9.202163,12.676097,0.42278153205615293,8.702021902820779e-05,11213.5,p0,0.0005883057061061935,0.42278153205615293,4.060379827931117,3.2303969392746055,False,not_significant
Grk2,19.746834,26.010618,0.3806354782683913,9.452202602053601e-05,11221.0,p0,0.0006345534613966054,0.3806354782683913,4.024466978109189,3.1975317825346816,False,not_significant
Pik3cd,6.7293015,3.0263422,-0.9408682583860403,9.738356631738006e-05,6744.5,p0,0.0006447463701012749,0.9408682583860403,4.011514325049948,3.1906110942453547,True,downregulated
Sema6b,4.802616,1.752545,-1.0759373390011355,9.710104776438135e-05,6989.0,p0,0.0006447463701012749,1.0759373390011355,4.012776083832118,3.1906110942453547,True,downregulated
Gabrb3,7.602973,10.873486,0.4648363004289099,0.00010111650506009136,11141.5,p0,0.0006648756497101898,0.4648363004289099,3.9951779495378315,3.1772595722827,False,not_significant
Itga4,4.467349,7.4954147,0.6358428948388718,0.00011887848926388461,10929.0,p0,0.0007763493176416954,0.6358428948388718,3.924896722665999,3.1099428243746066,True,upregulated
Gnai1,14.82232,21.76696,0.5249805211328495,0.00012059273687627686,11187.5,p0,0.0007822231581163904,0.5249805211328495,3.918678848328064,3.106669330683453,True,upregulated
Mecp2,7.569585,10.114192,0.37510584985280937,0.0001236397546625142,11131.0,p0,0.0007966051307115008,0.37510584985280937,3.9078418653753295,3.098756900748035,False,not_significant
Kcna2,10.112658,13.648152,0.39851482874007865,0.00013166836131537103,11153.0,p0,0.0008426775124183746,0.39851482874007865,3.8805185694336215,3.074338595449734,False,not_significant
Etv1,4.658077,2.0156758,-0.9078304178536127,0.000132600857339903,7155.0,p0,0.0008430253181874629,0.9078304178536127,3.8774536679615226,3.0741593822151234,True,downregulated
Six3,0.5735322,5.1597695,1.9688696508796182,0.0001389131764750439,10395.0,p0,0.0008773463777371193,1.9688696508796182,3.857256557725349,3.0568289126305532,True,upregulated
Il1r1,4.7460675,7.1604505,0.5060738448940592,0.00014257516225282002,10617.0,p0,0.000884938978827529,0.5060738448940592,3.845956125508494,3.0530866751464223,True,upregulated
Itgb2l,7.521153,1.5548638,-1.7378022616830961,0.0001428807726231948,7150.0,p0,0.000884938978827529,1.7378022616830961,3.8450262100156993,3.0530866751464223,True,downregulated
Cldn15,5.1405993,1.8676646,-1.0985031676179366,0.0001421029201972621,6990.0,p0,0.000884938978827529,1.0985031676179366,3.8473969972834663,3.0530866751464223,True,downregulated
Gabarap,6.071283,9.6167755,0.5863017868447962,0.0001698866850741109,11053.0,p0,0.0010454565235329901,0.5863017868447962,3.769840657772751,2.980694023087644,True,upregulated
Btg1,15.26055,21.318895,0.45688960773635157,0.00017602617019873745,11129.0,p0,0.00107633836554642,0.45688960773635157,3.754422759867738,2.9680511792374036,False,not_significant
