bin_id,center_x,center_y,n_cells,total_transcripts
bin_12_13,2356.1099999999997,4703.4400000000005,37,7367.3633
bin_12_14,2356.1099999999997,4803.4400000000005,26,4395.035
bin_12_15,2356.1099999999997,4903.4400000000005,39,8380.483
bin_12_16,2356.1099999999997,5003.4400000000005,47,8977.05
bin_12_17,2356.1099999999997,5103.4400000000005,34,6872.736
bin_12_18,2356.1099999999997,5203.4400000000005,46,8757.191
bin_12_19,2356.1099999999997,5303.4400000000005,75,18264.355
bin_12_20,2356.1099999999997,5403.4400000000005,94,20422.281
bin_12_21,2356.1099999999997,5503.4400000000005,107,24489.645
bin_12_22,2356.1099999999997,5603.4400000000005,40,9021.182
bin_12_23,2356.1099999999997,5703.4400000000005,39,7736.023
bin_13_0,2456.1099999999997,3403.44,55,11465.935
bin_13_1,2456.1099999999997,3503.44,14,2815.5342
bin_13_2,2456.1099999999997,3603.44,22,4697.0986
bin_13_3,2456.1099999999997,3703.44,42,9798.107
bin_13_4,2456.1099999999997,3803.44,12,2734.1526
bin_13_5,2456.1099999999997,3903.44,12,2535.0137
bin_13_6,2456.1099999999997,4003.44,18,3920.0134
bin_13_7,2456.1099999999997,4103.4400000000005,18,3586.3418
bin_13_8,2456.1099999999997,4203.4400000000005,12,2371.1729
bin_13_9,2456.1099999999997,4303.4400000000005,54,11183.264
bin_13_10,2456.1099999999997,4403.4400000000005,70,16819.152
bin_13_11,2456.1099999999997,4503.4400000000005,70,16996.846
bin_13_12,2456.1099999999997,4603.4400000000005,68,14724.464
bin_13_13,2456.1099999999997,4703.4400000000005,51,12445.684
bin_13_14,2456.1099999999997,4803.4400000000005,67,14400.496
bin_13_15,2456.1099999999997,4903.4400000000005,79,18116.896
bin_13_16,2456.1099999999997,5003.4400000000005,72,16387.664
bin_13_17,2456.1099999999997,5103.4400000000005,69,15202.824
bin_13_18,2456.1099999999997,5203.4400000000005,39,7586.831
bin_13_19,2456.1099999999997,5303.4400000000005,28,5944.347
bin_13_20,2456.1099999999997,5403.4400000000005,48,9522.722
bin_13_21,2456.1099999999997,5503.4400000000005,27,6277.076
bin_13_22,2456.1099999999997,5603.4400000000005,15,2882.2156
bin_13_23,2456.1099999999997,5703.4400000000005,50,11733.113
bin_14_0,2556.1099999999997,3403.44,31,3514.98
bin_14_1,2556.1099999999997,3503.44,33,6922.208
bin_14_2,2556.1099999999997,3603.44,19,3214.5347
bin_14_3,2556.1099999999997,3703.44,54,13016.934
bin_14_4,2556.1099999999997,3803.44,22,4926.6235
bin_14_5,2556.1099999999997,3903.44,7,1614.2395
bin_14_6,2556.1099999999997,4003.44,16,2884.3354
bin_14_7,2556.1099999999997,4103.4400000000005,15,2857.9119
bin_14_8,2556.1099999999997,4203.4400000000005,12,2169.7427
bin_14_9,2556.1099999999997,4303.4400000000005,8,1654.7273
bin_14_10,2556.1099999999997,4403.4400000000005,12,2792.8823
bin_14_11,2556.1099999999997,4503.4400000000005,59,13574.756
bin_14_12,2556.1099999999997,4603.4400000000005,68,15881.391
bin_14_13,2556.1099999999997,4703.4400000000005,67,15842.396
bin_14_14,2556.1099999999997,4803.4400000000005,53,11920.63
bin_14_15,2556.1099999999997,4903.4400000000005,24,5117.745
bin_14_16,2556.1099999999997,5003.4400000000005,7,1171.4917
bin_14_17,2556.1099999999997,5103.4400000000005,6,932.7821
bin_14_18,2556.1099999999997,5203.4400000000005,16,2707.8833
bin_14_19,2556.1099999999997,5303.4400000000005,14,2633.6895
bin_14_20,2556.1099999999997,5403.4400000000005,17,3144.5437
bin_14_21,2556.1099999999997,5503.4400000000005,26,4868.111
bin_14_22,2556.1099999999997,5603.4400000000005,30,5722.759
bin_14_23,2556.1099999999997,5703.4400000000005,53,12796.8125
bin_15_1,2656.1099999999997,3503.44,43,8936.7
bin_15_2,2656.1099999999997,3603.44,21,3512.5874
bin_15_3,2656.1099999999997,3703.44,13,3078.2686
bin_15_4,2656.1099999999997,3803.44,64,15244.429
bin_15_5,2656.1099999999997,3903.44,4,789.3539
bin_15_6,2656.1099999999997,4003.44,10,2134.7954
bin_15_7,2656.1099999999997,4103.4400000000005,16,2882.9731
bin_15_8,2656.1099999999997,4203.4400000000005,19,3549.9158
bin_15_9,2656.1099999999997,4303.4400000000005,21,4884.6855
bin_15_10,2656.1099999999997,4403.4400000000005,20,3672.3105
bin_15_11,2656.1099999999997,4503.4400000000005,8,1376.3043
bin_15_12,2656.1099999999997,4603.4400000000005,14,2591.982
bin_15_13,2656.1099999999997,4703.4400000000005,15,2626.0955
bin_15_14,2656.1099999999997,4803.4400000000005,15,2607.1929
bin_15_15,2656.1099999999997,4903.4400000000005,15,2979.281
bin_15_16,2656.1099999999997,5003.4400000000005,16,2887.033
bin_15_17,2656.1099999999997,5103.4400000000005,21,4137.171
bin_15_18,2656.1099999999997,5203.4400000000005,22,3887.391
bin_15_19,2656.1099999999997,5303.4400000000005,9,1788.763
bin_15_20,2656.1099999999997,5403.4400000000005,16,2714.0007
bin_15_21,2656.1099999999997,5503.4400000000005,15,2921.972
bin_15_22,2656.1099999999997,5603.4400000000005,43,8461.699
bin_15_23,2656.1099999999997,5703.4400000000005,22,4594.928
bin_16_1,2756.1099999999997,3503.44,26,4359.8457
bin_16_2,2756.1099999999997,3603.44,37,7124.0986
bin_16_3,2756.1099999999997,3703.44,20,3255.3867
bin_16_4,2756.1099999999997,3803.44,32,7372.353
bin_16_5,2756.1099999999997,3903.44,52,13367.703
bin_16_6,2756.1099999999997,4003.44,9,1625.7134
bin_16_7,2756.1099999999997,4103.4400000000005,9,2017.0481
bin_16_8,2756.1099999999997,4203.4400000000005,18,3846.7947
bin_16_9,2756.1099999999997,4303.4400000000005,23,3540.5107
bin_16_10,2756.1099999999997,4403.4400000000005,18,3449.3474
bin_16_11,2756.1099999999997,4503.4400000000005,17,3457.236
bin_16_12,2756.1099999999997,4603.4400000000005,14,2787.991
bin_16_13,2756.1099999999997,4703.4400000000005,19,3420.475
bin_16_14,2756.1099999999997,4803.4400000000005,19,3134.9546
bin_16_15,2756.1099999999997,4903.4400000000005,13,2686.613
bin_16_16,2756.1099999999997,5003.4400000000005,13,2710.1956
bin_16_17,2756.1099999999997,5103.4400000000005,14,2932.454
bin_16_18,2756.1099999999997,5203.4400000000005,6,1146.3104
bin_16_19,2756.1099999999997,5303.4400000000005,13,2533.6836
bin_16_20,2756.1099999999997,5403.4400000000005,29,6266.5356
bin_16_21,2756.1099999999997,5503.4400000000005,36,8371.877
bin_16_22,2756.1099999999997,5603.4400000000005,24,4120.492
bin_16_23,2756.1099999999997,5703.4400000000005,42,7921.082
bin_17_2,2856.1099999999997,3603.44,30,4591.5483
bin_17_3,2856.1099999999997,3703.44,27,5249.1714
bin_17_4,2856.1099999999997,3803.44,10,1997.4401
bin_17_5,2856.1099999999997,3903.44,23,5177.1016
bin_17_6,2856.1099999999997,4003.44,63,14047.267
bin_17_7,2856.1099999999997,4103.4400000000005,9,1791.8337
bin_17_8,2856.1099999999997,4203.4400000000005,9,1755.0963
bin_17_9,2856.1099999999997,4303.4400000000005,12,2270.3447
bin_17_10,2856.1099999999997,4403.4400000000005,17,2903.2144
bin_17_11,2856.1099999999997,4503.4400000000005,19,3469.5737
bin_17_12,2856.1099999999997,4603.4400000000005,19,3471.0063
bin_17_13,2856.1099999999997,4703.4400000000005,15,2722.2769
bin_17_14,2856.1099999999997,4803.4400000000005,11,1696.9989
bin_17_15,2856.1099999999997,4903.4400000000005,7,1411.9711
bin_17_16,2856.1099999999997,5003.4400000000005,22,3831.499
bin_17_17,2856.1099999999997,5103.4400000000005,17,3570.6665
bin_17_18,2856.1099999999997,5203.4400000000005,45,9966.254
bin_17_19,2856.1099999999997,5303.4400000000005,37,8178.428
bin_17_20,2856.1099999999997,5403.4400000000005,19,3199.9097
bin_17_21,2856.1099999999997,5503.4400000000005,19,2685.3235
bin_17_22,2856.1099999999997,5603.4400000000005,29,3575.7256
bin_17_23,2856.1099999999997,5703.4400000000005,16,1655.6648
bin_18_3,2956.1099999999997,3703.44,23,4312.721
bin_18_4,2956.1099999999997,3803.44,38,5563.06
bin_18_5,2956.1099999999997,3903.44,13,2442.391
bin_18_6,2956.1099999999997,4003.44,22,4893.486
bin_18_7,2956.1099999999997,4103.4400000000005,55,12807.007
bin_18_8,2956.1099999999997,4203.4400000000005,37,7302.0874
bin_18_9,2956.1099999999997,4303.4400000000005,7,1308.1791
bin_18_10,2956.1099999999997,4403.4400000000005,10,1888.8325
bin_18_11,2956.1099999999997,4503.4400000000005,7,1441.7844
bin_18_12,2956.1099999999997,4603.4400000000005,12,2277.5347
bin_18_13,2956.1099999999997,4703.4400000000005,8,1056.9866
bin_18_14,2956.1099999999997,4803.4400000000005,8,1721.0968
bin_18_15,2956.1099999999997,4903.4400000000005,16,3508.2676
bin_18_16,2956.1099999999997,5003.4400000000005,45,9729.723
bin_18_17,2956.1099999999997,5103.4400000000005,54,11792.459
bin_18_18,2956.1099999999997,5203.4400000000005,15,3366.0645
bin_18_19,2956.1099999999997,5303.4400000000005,26,4013.6587
bin_18_20,2956.1099999999997,5403.4400000000005,21,2816.4219
bin_18_21,2956.1099999999997,5503.4400000000005,16,1931.1047
bin_19_4,3056.1099999999997,3803.44,24,3660.986
bin_19_5,3056.1099999999997,3903.44,25,4225.8994
bin_19_6,3056.1099999999997,4003.44,22,3441.8281
bin_19_7,3056.1099999999997,4103.4400000000005,18,3761.3235
bin_19_8,3056.1099999999997,4203.4400000000005,33,6315.015
bin_19_9,3056.1099999999997,4303.4400000000005,66,14417.026
bin_19_10,3056.1099999999997,4403.4400000000005,37,8082.545
bin_19_11,3056.1099999999997,4503.4400000000005,21,4539.828
bin_19_12,3056.1099999999997,4603.4400000000005,6,1182.7015
bin_19_13,3056.1099999999997,4703.4400000000005,14,3191.6584
bin_19_14,3056.1099999999997,4803.4400000000005,53,11075.657
bin_19_15,3056.1099999999997,4903.4400000000005,38,9072.788
bin_19_16,3056.1099999999997,5003.4400000000005,21,4341.7417
bin_19_17,3056.1099999999997,5103.4400000000005,10,1821.5083
bin_19_18,3056.1099999999997,5203.4400000000005,23,2635.3367
bin_19_19,3056.1099999999997,5303.4400000000005,20,2381.897
bin_19_20,3056.1099999999997,5403.4400000000005,19,2005.1472
bin_20_6,3156.1099999999997,4003.44,24,3747.035
bin_20_7,3156.1099999999997,4103.4400000000005,23,3727.7974
bin_20_8,3156.1099999999997,4203.4400000000005,24,3756.4563
bin_20_9,3156.1099999999997,4303.4400000000005,14,2609.426
bin_20_10,3156.1099999999997,4403.4400000000005,27,5435.634
bin_20_11,3156.1099999999997,4503.4400000000005,58,12564.64
bin_20_12,3156.1099999999997,4603.4400000000005,57,12671.145
bin_20_13,3156.1099999999997,4703.4400000000005,49,11245.064
bin_20_14,3156.1099999999997,4803.4400000000005,18,3889.2998
bin_20_15,3156.1099999999997,4903.4400000000005,12,2287.117
bin_20_16,3156.1099999999997,5003.4400000000005,17,2295.831
bin_20_17,3156.1099999999997,5103.4400000000005,26,3491.6853
bin_20_18,3156.1099999999997,5203.4400000000005,24,2859.1143
bin_21_8,3256.1099999999997,4203.4400000000005,24,3173.936
bin_21_9,3256.1099999999997,4303.4400000000005,30,5007.289
bin_21_10,3256.1099999999997,4403.4400000000005,11,1546.3269
bin_21_11,3256.1099999999997,4503.4400000000005,27,4363.7285
bin_21_12,3256.1099999999997,4603.4400000000005,17,2777.135
bin_21_13,3256.1099999999997,4703.4400000000005,13,2324.087
bin_21_14,3256.1099999999997,4803.4400000000005,24,3186.7031
bin_21_15,3256.1099999999997,4903.4400000000005,25,3702.2427
bin_21_16,3256.1099999999997,5003.4400000000005,25,2565.2588
bin_22_10,3356.1099999999997,4403.4400000000005,23,4023.9602
bin_22_11,3356.1099999999997,4503.4400000000005,26,3464.2998
bin_22_12,3356.1099999999997,4603.4400000000005,31,3977.1787
bin_22_13,3356.1099999999997,4703.4400000000005,26,3493.6804
bin_22_14,3356.1099999999997,4803.4400000000005,27,3130.8438
bin_22_15,3356.1099999999997,4903.4400000000005,25,2924.7983
