bin_id,center_x,center_y,n_cells,total_transcripts
bin_0_1,1156.11,3503.44,33,6542.971
bin_0_2,1156.11,3603.44,30,3996.9856
bin_0_3,1156.11,3703.44,24,4109.99
bin_0_4,1156.11,3803.44,16,2724.9968
bin_1_0,1256.11,3403.44,30,7153.208
bin_1_1,1256.11,3503.44,44,9141.9
bin_1_2,1256.11,3603.44,27,4226.179
bin_1_3,1256.11,3703.44,18,2787.8442
bin_1_4,1256.11,3803.44,34,4875.7495
bin_2_0,1356.11,3403.44,41,10602.176
bin_2_1,1356.11,3503.44,33,5430.3516
bin_2_2,1356.11,3603.44,25,3147.844
bin_2_3,1356.11,3703.44,30,3869.6064
bin_2_4,1356.11,3803.44,30,4093.1567
bin_3_0,1456.11,3403.44,51,13555.789
bin_3_1,1456.11,3503.44,24,3446.9175
bin_3_2,1456.11,3603.44,24,3574.4814
bin_3_3,1456.11,3703.44,32,3827.9746
bin_3_4,1456.11,3803.44,29,6155.908
bin_4_0,1556.11,3403.44,44,9988.105
bin_4_1,1556.11,3503.44,22,3108.9812
bin_4_2,1556.11,3603.44,24,2924.9004
bin_4_3,1556.11,3703.44,28,3961.6814
bin_4_4,1556.11,3803.44,25,4893.1235
bin_5_0,1656.11,3403.44,33,9290.455
bin_5_1,1656.11,3503.44,27,3765.9163
bin_5_2,1656.11,3603.44,20,2729.1182
bin_5_3,1656.11,3703.44,25,4007.1746
bin_6_0,1756.11,3403.44,20,3874.459
bin_6_1,1756.11,3503.44,31,4454.9434
bin_6_2,1756.11,3603.44,19,2620.609
bin_6_3,1756.11,3703.44,26,4291.048
bin_6_4,1756.11,3803.44,23,5074.701
bin_7_0,1856.11,3403.44,21,3809.4775
bin_7_1,1856.11,3503.44,21,3328.8718
bin_7_2,1856.11,3603.44,20,2213.2627
bin_7_3,1856.11,3703.44,21,3338.9272
bin_7_4,1856.11,3803.44,33,6236.1445
bin_7_5,1856.11,3903.44,31,6931.421
bin_8_0,1956.11,3403.44,23,3800.8694
bin_8_1,1956.11,3503.44,27,4026.6548
bin_8_2,1956.11,3603.44,10,1591.2299
bin_8_3,1956.11,3703.44,15,2369.1804
bin_8_4,1956.11,3803.44,26,3743.0889
bin_8_5,1956.11,3903.44,37,6800.3613
bin_8_6,1956.11,4003.44,18,3672.6543
bin_9_0,2056.1099999999997,3403.44,25,4709.9727
bin_9_1,2056.1099999999997,3503.44,11,2355.2708
bin_9_2,2056.1099999999997,3603.44,11,2517.8606
bin_9_3,2056.1099999999997,3703.44,34,7940.996
bin_9_4,2056.1099999999997,3803.44,28,5888.9087
bin_9_5,2056.1099999999997,3903.44,18,3639.812
bin_9_6,2056.1099999999997,4003.44,25,4046.0146
bin_9_7,2056.1099999999997,4103.4400000000005,25,4474.069
bin_9_8,2056.1099999999997,4203.4400000000005,23,4436.749
bin_9_9,2056.1099999999997,4303.4400000000005,33,6323.422
bin_9_15,2056.1099999999997,4903.4400000000005,25,4708.5586
bin_9_16,2056.1099999999997,5003.4400000000005,17,3108.5488
bin_9_17,2056.1099999999997,5103.4400000000005,25,5101.627
bin_9_18,2056.1099999999997,5203.4400000000005,37,6779.036
bin_9_19,2056.1099999999997,5303.4400000000005,24,3997.3662
bin_9_20,2056.1099999999997,5403.4400000000005,26,4504.3213
bin_9_21,2056.1099999999997,5503.4400000000005,26,4979.51
bin_9_22,2056.1099999999997,5603.4400000000005,19,3716.9683
bin_10_0,2156.1099999999997,3403.44,21,3329.484
bin_10_1,2156.1099999999997,3503.44,6,1337.1101
bin_10_2,2156.1099999999997,3603.44,46,10360.0625
bin_10_3,2156.1099999999997,3703.44,51,11902.189
bin_10_4,2156.1099999999997,3803.44,52,10589.651
bin_10_5,2156.1099999999997,3903.44,47,10804.131
bin_10_6,2156.1099999999997,4003.44,47,9317.983
bin_10_7,2156.1099999999997,4103.4400000000005,47,10511.094
bin_10_8,2156.1099999999997,4203.4400000000005,28,5627.287
bin_10_9,2156.1099999999997,4303.4400000000005,23,4614.425
bin_10_10,2156.1099999999997,4403.4400000000005,23,4178.8535
bin_10_11,2156.1099999999997,4503.4400000000005,22,4177.0127
bin_10_12,2156.1099999999997,4603.4400000000005,33,5649.327
bin_10_13,2156.1099999999997,4703.4400000000005,32,6759.0913
bin_10_14,2156.1099999999997,4803.4400000000005,30,5870.4297
bin_10_15,2156.1099999999997,4903.4400000000005,24,5167.8203
bin_10_16,2156.1099999999997,5003.4400000000005,13,2612.7554
bin_10_17,2156.1099999999997,5103.4400000000005,15,2980.5596
bin_10_18,2156.1099999999997,5203.4400000000005,12,2378.7415
bin_10_19,2156.1099999999997,5303.4400000000005,15,3207.5684
bin_10_20,2156.1099999999997,5403.4400000000005,16,3045.35
bin_10_21,2156.1099999999997,5503.4400000000005,22,4647.025
bin_10_22,2156.1099999999997,5603.4400000000005,28,5389.6064
bin_10_23,2156.1099999999997,5703.4400000000005,56,11184.201
bin_11_0,2256.1099999999997,3403.44,22,3657.5337
bin_11_1,2256.1099999999997,3503.44,11,2272.7646
bin_11_2,2256.1099999999997,3603.44,60,13668.344
bin_11_3,2256.1099999999997,3703.44,16,3371.796
bin_11_4,2256.1099999999997,3803.44,15,2584.7534
bin_11_5,2256.1099999999997,3903.44,11,2403.641
bin_11_6,2256.1099999999997,4003.44,16,3326.421
bin_11_7,2256.1099999999997,4103.4400000000005,26,5503.5005
bin_11_8,2256.1099999999997,4203.4400000000005,31,6398.169
bin_11_9,2256.1099999999997,4303.4400000000005,55,12674.069
bin_11_10,2256.1099999999997,4403.4400000000005,61,12687.365
bin_11_11,2256.1099999999997,4503.4400000000005,39,8667.41
bin_11_12,2256.1099999999997,4603.4400000000005,29,5257.036
bin_11_13,2256.1099999999997,4703.4400000000005,54,12431.225
bin_11_14,2256.1099999999997,4803.4400000000005,77,17315.201
bin_11_15,2256.1099999999997,4903.4400000000005,55,13866.315
bin_11_16,2256.1099999999997,5003.4400000000005,56,12171.086
bin_11_17,2256.1099999999997,5103.4400000000005,54,13107.824
bin_11_18,2256.1099999999997,5203.4400000000005,68,15617.002
bin_11_19,2256.1099999999997,5303.4400000000005,63,15711.118
bin_11_20,2256.1099999999997,5403.4400000000005,54,12309.735
bin_11_21,2256.1099999999997,5503.4400000000005,36,8833.285
bin_11_22,2256.1099999999997,5603.4400000000005,11,1899.8564
bin_11_23,2256.1099999999997,5703.4400000000005,35,7569.2197
bin_12_0,2356.1099999999997,3403.44,32,5966.674
bin_12_1,2356.1099999999997,3503.44,13,2518.518
bin_12_2,2356.1099999999997,3603.44,55,12185.346
bin_12_3,2356.1099999999997,3703.44,10,2355.1414
bin_12_4,2356.1099999999997,3803.44,14,2997.44
bin_12_5,2356.1099999999997,3903.44,14,3295.2979
bin_12_6,2356.1099999999997,4003.44,13,2495.3828
bin_12_7,2356.1099999999997,4103.4400000000005,16,3307.314
bin_12_8,2356.1099999999997,4203.4400000000005,12,2383.1619
bin_12_9,2356.1099999999997,4303.4400000000005,18,3257.435
bin_12_10,2356.1099999999997,4403.4400000000005,23,4684.05
bin_12_11,2356.1099999999997,4503.4400000000005,60,12931.041
bin_12_12,2356.1099999999997,4603.4400000000005,44,9511.304
