gene,ctrl_mean,mut_mean,log2fc,pvalue,statistic,time_point,pvalue_adj,abs_log2fc,-log10_pvalue,-log10_pvalue_adj,significant,regulation
Grin2c,2.44808,7.8323264,1.3570002165694146,1.3527522931815843e-28,46969.0,p30,6.834958955022741e-27,1.3570002165694146,27.868781721180067,26.16526408909333,True,upregulated
Gsk3b,2.3711255,7.324453,1.3041251348621086,1.906552104894844e-28,47170.0,p30,9.151450103495251e-27,1.3041251348621086,27.7197513212274,26.03851008385181,True,upregulated
Sun1,2.890212,8.850103,1.3402900659643857,6.034403466874723e-28,47047.0,p30,2.758584441999873e-26,1.3402900659643857,27.21936565578195,25.5593137174763,True,upregulated
Shank3,5.246329,15.69606,1.4184272803160234,1.9061272142047197e-27,47690.0,p30,8.317646025620596e-26,1.4184272803160234,26.719848118082027,25.079999565864664,True,upregulated
Plxnb1,6.3666945,15.49924,1.163310254600808,2.5337267604523454e-27,47628.0,p30,1.0575555174061963e-25,1.163310254600808,26.59624022166493,24.975696824642956,True,upregulated
Nr2f1,2.2421422,6.117008,1.1343235311707092,4.344124973998713e-27,46197.0,p30,1.737649989599485e-25,1.1343235311707092,26.362097689234748,24.760037697906785,True,upregulated
Sema4g,2.903126,7.3305526,1.0937821580296119,1.433677648343696e-26,46604.0,p30,5.505322169639793e-25,1.0937821580296119,25.843548485546084,24.259217261178552,True,upregulated
Pdgfb,3.1343093,8.887914,1.258019830007349,1.6582036018490888e-26,46923.0,p30,6.122597914519712e-25,1.258019830007349,25.780362145841934,24.213064260773184,True,upregulated
Tubb3,2.6625478,8.986459,1.4471255868185198,1.8183968038641418e-26,47219.5,p30,6.465410858183615e-25,1.4471255868185198,25.740311340627446,24.189403871746865,True,upregulated
Ap2b1,5.969334,15.116634,1.2094577701433091,2.1927093809254058e-26,47320.0,p30,7.517860734601391e-25,1.2094577701433091,25.65901892537866,24.12390572368131,True,upregulated
Syt2,0.6735415,4.073318,1.6000252788358262,2.2847002288936693e-26,45485.0,p30,7.563145585303181e-25,1.6000252788358262,25.641170774796695,24.121297539656084,True,upregulated
Glg1,7.3639264,19.800081,1.3143368904333161,2.8053659987489266e-26,47340.0,p30,8.977171195996565e-25,1.3143368904333161,25.552010470996805,24.0468604926769,True,upregulated
Slc38a3,5.4245934,13.414454,1.1658391687153034,3.303876519363901e-26,47092.0,p30,1.0231359543836596e-24,1.1658391687153034,25.48097619257472,23.990066653369425,True,upregulated
Ttc28,3.6360703,9.278119,1.148601939988967,5.909809104953467e-26,46106.0,p30,1.7729427314860402e-24,1.148601939988967,25.228426547207455,23.751305292487793,True,upregulated
Kcnq2,4.0150704,18.572252,1.9644679141618095,6.896413032816534e-26,46854.0,p30,2.0062292459102643e-24,1.9644679141618095,25.161376736089753,23.697619442928072,True,upregulated
Ctnnb1,10.3987,21.199451,0.9616547608623456,1.5136779028701156e-25,47095.0,p30,4.273914078692091e-24,0.9616547608623456,24.819966528989333,23.36917421299202,True,upregulated
Nr2e1,1.9956867,6.1306076,1.2511382897928005,1.770252305350786e-25,45881.5,p30,4.855549180390727e-24,1.2511382897928005,24.75196483137116,23.313761642681868,True,upregulated
Vamp1,2.0603619,6.9025097,1.3686086494101453,2.223883425527338e-25,45891.0,p30,5.930355801406235e-24,1.3686086494101453,24.65288798191782,23.22691924964554,True,upregulated
Grk3,4.3074665,11.279645,1.2101735824802349,3.867245100942552e-25,46828.0,p30,1.0033933234877972e-23,1.2101735824802349,24.412598302037722,22.998528793065148,True,upregulated
Ntn3,0.3694701,2.7208977,1.442032959833794,1.139983271555541e-24,42062.0,p30,2.87995773866663e-23,1.442032959833794,23.94310152157969,22.54061388515693,True,upregulated
Rgma,5.102319,12.6166315,1.1579404042197408,3.0196283756699167e-24,46509.0,p30,7.43293138626441e-23,1.1579404042197408,23.520046502184194,22.128839876171124,True,upregulated
Ephb4,2.5002885,6.151581,1.0307883446459043,3.867622995255817e-24,44786.5,p30,9.282295188613961e-23,1.0307883446459043,23.412555866300465,22.03234462458886,True,upregulated
Cadm3,3.8556705,14.992024,1.7196101641218604,4.1339939056504584e-24,46343.0,p30,9.679595486401073e-23,1.7196101641218604,23.383630167946837,22.014142791627002,True,upregulated
Cntn2,2.9159226,9.327762,1.3991034406190832,1.2909192150722806e-23,45876.0,p30,2.9506724915937843e-22,1.3991034406190832,22.889100934763857,21.53007899212219,True,upregulated
Mfng,1.9066676,5.4256463,1.144475478282259,1.3347076697684521e-23,45115.5,p30,2.9798124720411953e-22,1.144475478282259,22.874613843893915,21.52581106643393,True,upregulated
Adcy4,1.4660417,4.204962,1.077690382757703,2.3417968578196476e-23,42585.5,p30,5.109374962515595e-22,1.077690382757703,22.63045078106314,21.29163222450976,True,upregulated
Src,8.055337,20.472296,1.245636218117074,4.249242031294349e-23,46181.5,p30,9.065049666761278e-22,1.245636218117074,22.371688531357655,21.04262981209343,True,upregulated
Aldh1l1,3.923964,9.540065,1.0979916121718512,5.450413099439534e-23,45830.5,p30,1.1374775164047721e-21,1.0979916121718512,22.263570580290686,20.94405717893269,True,upregulated
Tuba3a,0.6824274,5.774587,2.009588774319979,6.243685608334018e-23,42820.0,p30,1.2753059965958845e-21,2.009588774319979,22.20455897332314,20.89438559821929,True,upregulated
Atp1b2,10.827232,20.797201,0.882030384988673,3.0351232984706753e-22,45896.0,p30,6.07024659694135e-21,0.882030384988673,21.51782366150544,20.216793665841458,True,upregulated
Shank1,9.175528,26.144522,1.4155574676585079,4.43281920364586e-22,45813.0,p30,8.684707011224543e-21,1.4155574676585079,21.35331998141444,20.061244828403385,True,upregulated
Efhd2,5.653781,13.36599,1.110411110578396,4.721134507144437e-22,45815.5,p30,9.064578253717319e-21,1.110411110578396,21.32595362615666,20.04265239745311,True,upregulated
Disc1,1.5544105,4.652969,1.146018391428055,4.988011948332382e-22,43239.0,p30,9.389198961566837e-21,1.146018391428055,21.30207251487902,20.027371457937388,True,upregulated
Gata2,1.178654,3.729246,1.1181730924031301,6.107620109319348e-22,41503.0,p30,1.1275606355666489e-20,1.1181730924031301,21.21412798365838,19.94786009425361,True,upregulated
Lmnb2,3.4353194,8.1932,1.0515291360078207,6.726339097438075e-22,44732.0,p30,1.2183557610453873e-20,1.0515291360078207,21.17222124222002,19.914225878781238,True,upregulated
Boc,3.2026298,7.9953628,1.097889082657213,8.216035893449236e-22,44676.0,p30,1.460628603279864e-20,1.097889082657213,21.085337672101517,19.835460198884917,True,upregulated
Pou3f4,1.6677144,4.4389777,1.0277313157992067,9.351479166135085e-22,43201.5,p30,1.6322581817253967e-20,1.0277313157992067,21.02911968935396,19.787211145808634,True,upregulated
Gabrr1,0.6839785,2.9388497,1.2259006452398573,1.8364983559829717e-21,41371.0,p30,3.1482828959708087e-20,1.2259006452398573,20.73600945609508,19.50192625006171,True,upregulated
Lrp1,6.149164,13.681385,1.0381415851728373,2.8431925000529327e-21,45476.0,p30,4.788534736931255e-20,1.0381415851728373,20.54619373514581,19.319797357778732,True,upregulated
Fxyd6,4.8303394,11.74586,1.128376948676398,4.415599623434305e-21,45070.0,p30,7.308578687063677e-20,1.128376948676398,20.35501031236584,19.136167072889208,True,upregulated
Coro2b,6.4044623,15.637134,1.1679400082635385,5.070471051960543e-21,45321.0,p30,8.250257982851054e-20,1.1679400082635385,20.294951692389695,19.08353247099227,True,upregulated
En1,0.3534526,2.3921432,1.325552740240491,5.188817018296323e-21,40467.5,p30,8.302107229274117e-20,1.325552740240491,20.284931644268532,19.080811661612607,True,upregulated
Pax2,0.23093963,2.150527,1.3558331694054844,7.785106209070901e-21,41043.0,p30,1.225197042739027e-19,1.3558331694054844,20.10873545815061,18.91179406012181,True,upregulated
Adgrg1,4.22681,9.208856,0.9658185391013672,9.444462826108678e-21,45029.5,p30,1.462368437591021e-19,0.9658185391013672,20.02482273846117,18.834943194919855,True,upregulated
Lrrc4,4.929324,11.90847,1.1223784552435296,1.648299484963733e-20,44669.0,p30,2.511694453278069e-19,1.1223784552435296,19.782963877074273,18.600033193488287,True,upregulated
Gnb1,11.176243,21.962648,0.9152200088886349,2.006413301510163e-20,45194.5,p30,3.0096199522652446e-19,0.9152200088886349,19.69757960168604,18.52148834263036,True,upregulated
Sun2,4.491602,9.748004,0.9687697966085654,2.3015730286959937e-20,44959.0,p30,3.3992463193048523e-19,0.9687697966085654,19.63797524042827,18.468617364031555,True,upregulated
Pde2a,1.0245041,4.4107714,1.4182657419140186,2.5027977614359736e-20,41406.0,p30,3.640433107543234e-19,1.4182657419140186,19.601574242138035,18.438846944640336,True,upregulated
Sema5b,3.01442,7.5660195,1.0934333922201627,2.673027678391342e-20,43744.0,p30,3.830009807844311e-19,1.0934333922201627,19.572996544232467,18.416800113893725,True,upregulated
Apba1,7.2633743,14.695801,0.9255757073476689,3.604200306040555e-20,45091.0,p30,5.088282784998431e-19,0.9255757073476689,19.443191080792104,18.29342876045877,True,upregulated
Smo,4.10336,9.871158,1.090986207583427,1.1001418766847428e-19,44189.5,p30,1.5306321762570336e-18,1.090986207583427,18.95855130367083,17.815129161368517,True,upregulated
Wnt4,2.572394,5.9642243,0.9630715156568184,1.4381355278329905e-19,42869.5,p30,1.9445212770699588e-18,0.9630715156568184,18.84220018473441,17.711187300413915,True,upregulated
Wnt5a,2.477073,6.003077,1.0101156191779788,1.4186805102172154e-19,42749.0,p30,1.9445212770699588e-18,1.0101156191779788,18.848115397546195,17.711187300413915,True,upregulated
Casp9,1.6102628,4.219904,0.9998282220962209,1.5430039303641528e-19,41923.5,p30,2.0573385738188705e-18,0.9998282220962209,18.81163296769363,17.68669423108533,True,upregulated
Ap2a1,7.2265673,16.282888,1.07098188650507,1.5738072377638189e-19,44818.0,p30,2.0696643126757073e-18,1.07098188650507,18.803048461749565,17.68410008883045,True,upregulated
Gngt2,1.9840325,4.3985233,0.8553015836945695,1.8040468431925832e-19,42563.0,p30,2.3403850938714593e-18,0.8553015836945695,18.743752189922716,17.630712676614127,True,upregulated
Gnai2,11.344107,20.26025,0.7843361334534686,2.0904325194178206e-19,44787.5,p30,2.6757536248548105e-18,0.7843361334534686,18.679763847208275,17.572553877560406,True,upregulated
Cdk5r2,3.520069,9.5219145,1.2189805656193187,2.280354967754314e-19,44396.0,p30,2.8804483803212387e-18,1.2189805656193187,18.64199754399176,17.540539903232983,True,upregulated
Ephb3,1.7621108,4.3277545,0.9477563959602529,2.424492999643303e-19,42452.5,p30,3.022744519035806e-18,0.9477563959602529,18.615379065506254,17.519598557639167,True,upregulated
Lrrc4b,8.028491,16.241932,0.9333646461899472,2.4811572110986978e-19,44744.0,p30,3.053731952121474e-18,0.9333646461899472,18.60534571708629,17.515169086737203,True,upregulated
Fbxo31,6.75757,14.522054,1.0006427768013149,3.498179276728276e-19,44673.0,p30,4.2509520324799306e-18,1.0006427768013149,18.45615793731054,17.371513795561413,True,upregulated
Mapk3,5.515083,11.829505,0.9776100771493961,4.721032944283737e-19,44509.0,p30,5.665239533140485e-18,0.9776100771493961,18.325962968967026,17.2467817229194,True,upregulated
Nes,3.352614,7.3483405,0.9396073865314705,4.937709412959832e-19,43789.0,p30,5.8521000449894306e-18,0.9396073865314705,18.30647447213221,17.23268825797129,True,upregulated
Sema4b,2.894578,6.8327293,1.0080481017958671,5.334112795449474e-19,43557.0,p30,6.244814980038408e-18,1.0080481017958671,18.272937804933477,17.204480424277627,True,upregulated
Slc6a11,7.264178,13.141795,0.7750220689319023,5.450802960823167e-19,44617.0,p30,6.304543183602699e-18,0.7750220689319023,18.26353951684845,17.200346376184957,True,upregulated
Ablim1,5.6503057,12.374494,1.0079916923093526,5.646512784135582e-19,44520.0,p30,6.4531574675835226e-18,1.0079916923093526,18.24821968424648,17.190227737268792,True,upregulated
Kcng4,0.6216309,3.168623,1.3621254032212133,1.8879970571389848e-18,39776.5,p30,2.1323260880628533e-17,1.3621254032212133,17.72399868698143,16.671146379656157,True,upregulated
Spop,9.697016,18.788092,0.887424115444318,2.2437719637112834e-18,44362.5,p30,2.5046756804218978e-17,0.887424115444318,17.64902128285892,16.60124850106292,True,upregulated
Fgfr1,5.9276214,12.148627,0.9244802042533204,2.406482549819112e-18,43862.0,p30,2.655429020490055e-17,0.9244802042533204,17.618617283184523,16.57586530276357,True,upregulated
Pik3cd,2.541271,5.932169,0.9690395780946424,2.89898657999045e-18,42843.0,p30,3.1625308145350364e-17,0.9690395780946424,17.537753795079492,16.499965234190093,True,upregulated
Gnb5,0.3021893,2.1813238,1.288688025310648,3.836216502280385e-18,38784.5,p30,4.137941395718168e-17,1.288688025310648,17.41609689078907,16.383215664394413,True,upregulated
Prkcz,3.9373631,9.161028,1.0412336895032799,4.478200951843816e-18,44104.5,p30,4.776747681966737e-17,1.0412336895032799,17.348896422074816,16.320867698474572,True,upregulated
Kank1,3.969562,8.967635,1.0041325435471435,1.2446389371692761e-17,43381.0,p30,1.3130256919587968e-16,1.0041325435471435,16.904956616710663,15.881726775992188,True,upregulated
Numb,3.762,7.5300217,0.8409817601672297,1.3529687218631127e-17,43689.0,p30,1.4117934489006393e-16,0.8409817601672297,16.868712243372276,15.85022883767826,True,upregulated
Itga9,2.740089,6.731788,1.0477295320581974,1.6425142265943714e-17,43159.0,p30,1.6954985564845125e-16,1.0477295320581974,16.7844908601215,15.770702575635868,True,upregulated
Cd9,3.941867,9.499022,1.087126758123873,1.888162445298026e-17,43175.5,p30,1.9283361143469202e-16,1.087126758123873,16.723960644539186,15.714817265099319,True,upregulated
Plxna1,5.741295,13.613818,1.1162355274544538,1.938264704914639e-17,43601.0,p30,1.9586674912821617e-16,1.1162355274544538,16.712586912510496,15.708039284759774,True,upregulated
Cplx1,5.7234354,16.431492,1.3744255609736291,3.095913772003895e-17,43832.0,p30,3.0959137720038946e-16,1.3744255609736291,16.50921114387558,15.509211143875579,True,upregulated
Agt,2.4352567,6.8811326,1.1979850583521219,3.858560613258868e-17,42784.5,p30,3.818781637864446e-16,1.1979850583521219,16.413574673126327,15.418075174353003,True,upregulated
Tnfrsf19,5.021092,10.410107,0.9222152259720782,4.2034164567636e-17,43672.0,p30,4.117632447441894e-16,0.9222152259720782,16.37639757979841,15.385352422451339,True,upregulated
Foxj1,7.1497307,13.245845,0.8057168926787671,4.49453270991879e-17,42130.0,p30,4.3583347490121607e-16,0.8057168926787671,16.347315454554362,15.360679416112342,True,upregulated
Plxnb3,1.6811906,5.353887,1.244765664895784,4.8799405532516285e-17,40906.0,p30,4.684742931121563e-16,1.244765664895784,16.311585468479265,15.329314235439696,True,upregulated
Id3,1.4588274,4.0523396,1.0389811488351108,5.79153452528476e-17,40486.0,p30,5.504824895320167e-16,1.0389811488351108,16.23720635033711,15.259256491080185,True,upregulated
Epha2,1.8351892,4.461273,0.945792302379289,6.237056933898834e-17,41704.0,p30,5.870171231904785e-16,0.945792302379289,16.205020291548475,15.231349230270826,True,upregulated
Atp6v0a2,3.3968015,6.6572165,0.8003656656645998,6.691596782084317e-17,42990.5,p30,6.236828068738781e-16,0.8003656656645998,16.174470236357532,15.205036228023136,True,upregulated
Sdc3,7.650148,14.28286,0.8211178249542557,8.985856085106865e-17,43676.0,p30,8.222368368700268e-16,0.8211178249542557,16.046440541223124,15.085003070378566,True,upregulated
Dnm2,2.4832597,4.9856305,0.781065195062399,8.993215403265919e-17,41874.0,p30,8.222368368700268e-16,0.781065195062399,16.046085004348196,15.085003070378566,True,upregulated
Vhl,3.0613673,6.295265,0.8449949265453144,9.360100855334415e-17,42543.0,p30,8.477072472755697e-16,0.8449949265453144,16.02871947170215,15.07175410392735,True,upregulated
Olig1,7.4310937,14.739902,0.9006348196714823,1.3203725497846387e-16,43575.0,p30,1.184633315694629e-15,0.9006348196714823,15.879303513121625,14.926416057767268,True,upregulated
Plxna3,1.9255842,4.5771303,0.9307982431290968,1.3387612387283486e-16,40833.5,p30,1.1900099899807543e-15,0.9307982431290968,15.873296870298487,14.924449392745869,True,upregulated
Cask,1.839574,4.448131,0.9400869168835969,1.805539343181176e-16,41881.5,p30,1.5901997884898433e-15,0.9400869168835969,15.743393043742099,14.798548308643154,True,upregulated
Cxcl14,4.6778026,10.660123,1.0381784039351145,1.897476597714138e-16,43369.0,p30,1.6559795761868842e-15,1.0381784039351145,15.721823571715111,14.780945023833768,True,upregulated
Mast3,10.670473,22.467789,1.0078188608298513,2.5869073646932703e-16,43471.0,p30,2.237325288383369e-15,1.0078188608298513,15.587219122780501,14.65027086852759,True,upregulated
Cdk6,2.2905054,5.2042794,0.9149544691336154,2.765808122591803e-16,42942.0,p30,2.3706926765072598e-15,0.9149544691336154,15.558177952278069,14.625124741908682,True,upregulated
Ntn1,3.184359,6.1930575,0.7815984849187917,3.658659601273626e-16,42821.0,p30,3.108241785152815e-15,0.7815984849187917,15.436677995040707,14.507485205484558,True,upregulated
Plxna2,5.8913507,11.42218,0.8500597057625369,3.8196070405410624e-16,43258.0,p30,3.2165111920345792e-15,0.8500597057625369,15.417981314811602,14.492614933108506,True,upregulated
Pak4,3.693897,7.9791665,0.9357953455033973,5.929902899154322e-16,42770.0,p30,4.950179811467955e-15,0.9357953455033973,15.226952418053399,14.305379025367442,True,upregulated
Ppp3cc,2.501856,5.3602586,0.8609656237643692,5.9850546969102e-16,42391.0,p30,4.953148714684303e-15,0.8609656237643692,15.222931876258786,14.305118632446135,True,upregulated
Igfbp2,3.3802464,7.378488,0.9356778988967243,6.493738222832302e-16,40786.5,p30,5.328195464888043e-15,0.9356778988967243,15.187505222742802,14.273419851449395,True,upregulated
Mdga1,4.6576033,11.731803,1.1701738153482277,7.109815390400805e-16,42640.0,p30,5.784256588800655e-15,1.1701738153482277,15.148141675778126,14.237752450044683,True,upregulated
Tgfb1,2.2205515,4.9174795,0.8776750485149087,8.059138161791049e-16,41187.5,p30,6.501489609512107e-15,0.8776750485149087,15.093711398838948,14.18698712719191,True,upregulated
Lhx1,0.74818027,2.313883,0.9226687350131495,9.302773365199394e-16,40194.0,p30,7.442218692159515e-15,0.9226687350131495,15.031387559225989,14.128297572234045,True,upregulated
Col3a1,1.8281683,6.7054963,1.4460199222471033,9.574839237327295e-16,40840.0,p30,7.596566667631573e-15,1.4460199222471033,15.018868509153364,14.119382646430246,True,upregulated
Cdkn1b,4.173353,7.945971,0.7901383929584953,1.0756651924626986e-15,42743.0,p30,8.464250694788448e-15,0.7901383929584953,14.968322884517884,14.072411482153063,True,upregulated
Lhx2,1.7149055,5.147393,1.1790727900098792,1.4253129778853632e-15,40776.0,p30,1.1124393973739422e-14,1.1790727900098792,14.84608976046673,13.95372363886656,True,upregulated
Sox4,6.890285,11.839081,0.7023925994323277,1.6536751166260936e-15,42945.0,p30,1.2802646064202013e-14,0.7023925994323277,14.781549808517154,13.89270026063982,True,upregulated
Camk2g,6.0574484,11.573689,0.83318945960221,1.8005859982363175e-15,43087.0,p30,1.3828500466454917e-14,0.83318945960221,14.744586131350422,13.85922491131891,True,upregulated
Crip2,3.9439101,7.4332924,0.770443458756539,1.8165082688371696e-15,42757.0,p30,1.3840063000664149e-14,0.770443458756539,14.740762620866402,13.858861932944397,True,upregulated
Diablo,2.3247807,5.7894187,1.0300288719663382,1.8820547781192805e-15,42699.0,p30,1.422655580310637e-14,1.0300288719663382,14.725367740372779,13.846900228289167,True,upregulated
Slc1a7,0.28701407,1.7838974,1.1130782194451698,1.9576457077472824e-15,37531.0,p30,1.468234280810462e-14,1.1130782194451698,14.708265903489387,13.833204640097687,True,upregulated
Efna4,0.82748616,2.8400872,1.0712785842232255,2.5276186787390817e-15,38212.5,p30,1.881018551619782e-14,1.0712785842232255,14.597288443922332,13.725606921182013,True,upregulated
Fgfr3,4.2903237,8.293893,0.8129270047860494,2.6430598829625466e-15,42754.0,p30,1.951798067418496e-14,0.8129270047860494,14.577892997085627,13.709565116352895,True,upregulated
Ndrg4,4.321165,12.990115,1.3945937709490088,2.8758730909036533e-15,42751.0,p30,2.1075100513492423e-14,1.3945937709490088,14.541230282801092,13.676230345417288,True,upregulated
Plcg2,3.340098,6.9268603,0.8690219695742878,3.598177274543546e-15,42220.5,p30,2.6168561996680335e-14,0.8690219695742878,14.443917443697677,13.582220141863958,True,upregulated
Stx5a,5.4153204,10.53721,0.8467012188765946,3.985443729475874e-15,42844.0,p30,2.876711263381082e-14,0.8467012188765946,14.399523318299352,13.541103726226869,True,upregulated
Rhob,12.921581,20.957762,0.6574079151148076,4.026496875301734e-15,42936.0,p30,2.884654477828108e-14,0.6574079151148076,14.395072633598685,13.539906198923925,True,upregulated
Slc32a1,2.873329,4.7986665,0.5821471403065841,4.632392657322742e-15,42076.0,p30,3.2941458896517276e-14,0.5821471403065841,14.334194635446199,13.482257170901637,True,upregulated
Plxnb2,3.603175,6.981518,0.7940338528512199,4.8981341076420615e-15,41708.0,p30,3.457506428923808e-14,0.7940338528512199,14.309969328355526,13.461237003686175,True,upregulated
Gng10,1.3041687,4.2431183,1.1861787453233945,5.356772196030056e-15,42107.5,p30,3.7536505899188715e-14,1.1861787453233945,14.271096822193638,13.425546156310476,True,upregulated
Cnr1,5.9184437,11.380544,0.8395552320766501,5.829108211884529e-15,42529.5,p30,4.055031799571846e-14,0.8395552320766501,14.23439788233914,13.392005735700808,True,upregulated
Ptgs1,3.0018482,5.726829,0.749260144816306,6.9737684179226445e-15,41707.0,p30,4.81641559798974e-14,0.749260144816306,14.156532478595862,13.31727604581039,True,upregulated
P2ry13,2.5178554,5.021602,0.7754512075735277,8.197595571199905e-15,41917.0,p30,5.6212083916799343e-14,0.7754512075735277,14.086313511431662,13.250170314070331,True,upregulated
Creb1,1.6604402,4.490512,1.045275682314832,9.816792844555624e-15,42181.0,p30,6.683773851612339e-14,1.045275682314832,14.008030373456432,13.174978253072243,True,upregulated
Bad,3.1032808,7.0587955,0.9737863357480072,1.0125667018151277e-14,41877.0,p30,6.845521364383962e-14,0.9737863357480072,13.994576358457891,13.16459346980138,True,upregulated
Aldoc,9.10849,15.324946,0.6915107522149582,1.0605452839886884e-14,42739.0,p30,7.119744563840145e-14,0.6915107522149582,13.97447078290741,13.147535587332904,True,upregulated
Clcn2,3.4036293,6.566072,0.7808514748221295,1.3502997757202705e-14,41863.0,p30,9.001998504801804e-14,0.7808514748221295,13.869569804476537,13.045661063532219,True,upregulated
Trem2,2.3311818,4.3087883,0.6723485355065992,1.4827509855363942e-14,40236.0,p30,9.816834111137507e-14,0.6723485355065992,13.828931778633104,13.00802854782851,True,upregulated
Bcl2l11,0.8762261,2.7839978,1.0120775247329477,1.5232771976427878e-14,38429.0,p30,1.0016069244774496e-13,1.0120775247329477,13.817221058940742,12.999302681685611,True,upregulated
Stx2,5.458587,10.532371,0.8363985887308869,1.859158590683866e-14,42353.0,p30,1.2141443857527287e-13,0.8363985887308869,13.730683562287705,12.915729663996313,True,upregulated
Ntsr2,9.598981,16.382599,0.7137182402602673,2.3625911449451226e-14,42569.5,p30,1.5324915534779172e-13,0.7137182402602673,13.626611428116828,12.814601910472216,True,upregulated
Pdlim4,3.237403,6.700354,0.8617444746489049,2.5091682434746136e-14,40662.0,p30,1.6166453112319658e-13,0.8617444746489049,13.600470217616058,12.791385252988764,True,upregulated
Cdkn2c,3.5803168,8.055617,0.9833656139475735,2.6161409350732293e-14,42082.0,p30,1.6743301984468668e-13,0.9833656139475735,13.582338863682663,12.776158889698776,True,upregulated
Nptx2,2.1789906,6.1892066,1.1772638121419756,2.8159007623958213e-14,40585.5,p30,1.7784636394078872e-13,1.1772638121419756,13.550382654609228,12.749955009514432,True,upregulated
Homer3,4.72455,10.013904,0.9440917523215206,2.8052836198944657e-14,41920.0,p30,1.7784636394078872e-13,0.9440917523215206,13.552023224130346,12.749955009514432,True,upregulated
Cd276,2.5337052,4.596216,0.6632699981223928,3.0356517690382954e-14,41182.0,p30,1.9047226786122638e-13,0.6632699981223928,13.517748049462696,12.720168247240727,True,upregulated
Cacna2d2,1.8184736,3.666813,0.7275235848671276,3.6883405824754274e-14,41059.0,p30,2.2992252981665003e-13,0.7275235848671276,13.433168982884045,12.63841847068094,True,upregulated
Nfasc,10.058804,20.030916,0.927316392410595,3.981551522512768e-14,42453.0,p30,2.465993201040166e-13,0.927316392410595,13.399947659995943,12.608008125126666,True,upregulated
Reln,1.0247686,2.9777539,0.9741969795638243,4.578142789097796e-14,40365.0,p30,2.8173186394447976e-13,0.9741969795638243,13.339310666106611,12.550164031421504,True,upregulated
