bin_id,center_x,center_y,n_cells,total_transcripts
bin_8_6,12506.9,2084.74,23,3019.0903
bin_8_7,12506.9,2184.74,12,1615.5994
bin_8_8,12506.9,2284.74,4,709.99524
bin_8_9,12506.9,2384.74,3,523.9808
bin_8_10,12506.9,2484.74,21,3534.7334
bin_8_11,12506.9,2584.74,22,3447.286
bin_8_12,12506.9,2684.74,29,4464.1436
bin_8_13,12506.9,2784.74,77,13594.122
bin_8_14,12506.9,2884.74,74,14638.716
bin_8_15,12506.9,2984.74,59,11955.652
bin_8_16,12506.9,3084.74,25,5615.8276
bin_9_2,12606.9,1684.74,14,1588.12
bin_9_3,12606.9,1784.74,14,1313.7379
bin_9_4,12606.9,1884.74,6,696.99365
bin_9_5,12606.9,1984.74,9,1298.2161
bin_9_6,12606.9,2084.74,5,627.8961
bin_9_11,12606.9,2584.74,2,256.99942
bin_9_12,12606.9,2684.74,24,3839.3867
bin_9_13,12606.9,2784.74,61,9499.4795
bin_9_14,12606.9,2884.74,52,8045.2764
bin_9_15,12606.9,2984.74,55,10386.884
bin_10_1,12706.9,1584.74,7,693.2112
bin_10_2,12706.9,1684.74,11,1494.063
bin_10_5,12706.9,1984.74,1,111.229065
bin_10_6,12706.9,2084.74,1,113.3717
bin_10_13,12706.9,2784.74,13,1450.582
bin_10_14,12706.9,2884.74,51,8108.8667
bin_10_15,12706.9,2984.74,40,7127.8555
bin_11_1,12806.9,1584.74,4,407.65692
bin_11_13,12806.9,2784.74,3,318.47064
bin_11_14,12806.9,2884.74,1,121.13841
