bin_id,center_x,center_y,n_cells,total_transcripts
bin_0_1,6127.74,1966.34,43,9997.881
bin_0_2,6127.74,2066.34,60,16758.781
bin_0_3,6127.74,2166.34,74,17769.584
bin_0_4,6127.74,2266.34,58,14103.429
bin_0_5,6127.74,2366.34,79,19221.145
bin_0_6,6127.74,2466.34,82,19868.537
bin_0_7,6127.74,2566.34,71,17703.934
bin_0_8,6127.74,2666.34,72,18888.02
bin_0_9,6127.74,2766.34,57,13713.703
bin_0_10,6127.74,2866.34,61,14656.22
bin_0_11,6127.74,2966.34,65,15920.404
bin_0_12,6127.74,3066.34,47,11429.031
bin_1_0,6227.74,1866.34,24,5887.5264
bin_1_1,6227.74,1966.34,69,17140.445
bin_1_2,6227.74,2066.34,57,14550.293
bin_1_3,6227.74,2166.34,66,18071.645
bin_1_4,6227.74,2266.34,64,16695.057
bin_1_5,6227.74,2366.34,38,9459.589
bin_1_6,6227.74,2466.34,30,7570.601
bin_1_7,6227.74,2566.34,25,5556.4834
bin_1_8,6227.74,2666.34,20,4376.9087
bin_1_9,6227.74,2766.34,21,4831.279
bin_1_10,6227.74,2866.34,29,5928.4033
bin_1_11,6227.74,2966.34,36,8093.6924
bin_1_12,6227.74,3066.34,61,13866.379
bin_1_13,6227.74,3166.34,35,7377.8257
bin_2_0,6327.74,1866.34,33,8008.677
bin_2_1,6327.74,1966.34,28,7042.339
bin_2_2,6327.74,2066.34,24,5672.952
bin_2_3,6327.74,2166.34,34,7725.009
bin_2_4,6327.74,2266.34,26,5729.4424
bin_2_5,6327.74,2366.34,27,6010.083
bin_2_6,6327.74,2466.34,35,8224.834
bin_2_7,6327.74,2566.34,52,11862.171
bin_2_8,6327.74,2666.34,75,17438.25
bin_2_9,6327.74,2766.34,72,16347.282
bin_2_10,6327.74,2866.34,47,10076.861
bin_2_11,6327.74,2966.34,27,6049.0312
bin_2_12,6327.74,3066.34,14,3004.8853
bin_2_13,6327.74,3166.34,10,2000.8389
bin_2_14,6327.74,3266.34,26,5656.2676
bin_3_0,6427.74,1866.34,46,10260.016
bin_3_1,6427.74,1966.34,27,6266.2334
bin_3_2,6427.74,2066.34,24,5642.4355
bin_3_3,6427.74,2166.34,24,5465.484
bin_3_4,6427.74,2266.34,13,3139.7646
bin_3_5,6427.74,2366.34,32,7489.048
bin_3_6,6427.74,2466.34,53,12522.968
bin_3_7,6427.74,2566.34,61,13546.941
bin_3_8,6427.74,2666.34,32,6867.8516
bin_3_9,6427.74,2766.34,23,4609.3936
bin_3_10,6427.74,2866.34,32,7028.465
bin_3_11,6427.74,2966.34,57,11877.214
bin_3_12,6427.74,3066.34,53,10684.284
bin_3_13,6427.74,3166.34,24,4816.2686
bin_3_14,6427.74,3266.34,31,6241.916
bin_3_15,6427.74,3366.34,1,286.3167
bin_4_0,6527.74,1866.34,22,5347.042
bin_4_1,6527.74,1966.34,56,12941.918
bin_4_2,6527.74,2066.34,42,9984.364
bin_4_3,6527.74,2166.34,40,9465.6875
bin_4_4,6527.74,2266.34,35,8038.708
bin_4_5,6527.74,2366.34,38,8861.998
bin_4_6,6527.74,2466.34,75,18651.58
bin_4_7,6527.74,2566.34,24,5321.2705
bin_4_8,6527.74,2666.34,15,3405.4236
bin_4_9,6527.74,2766.34,19,4270.576
bin_4_10,6527.74,2866.34,13,2772.5503
bin_4_11,6527.74,2966.34,25,4721.5513
bin_4_12,6527.74,3066.34,54,12717.869
bin_4_13,6527.74,3166.34,13,3003.511
bin_4_14,6527.74,3266.34,47,9914.514
bin_4_15,6527.74,3366.34,37,8439.887
bin_5_2,6627.74,2066.34,47,10283.071
bin_5_3,6627.74,2166.34,38,8192.716
bin_5_4,6627.74,2266.34,37,8347.012
bin_5_5,6627.74,2366.34,32,6808.936
bin_5_6,6627.74,2466.34,70,16780.541
bin_5_7,6627.74,2566.34,22,4646.758
bin_5_8,6627.74,2666.34,21,4516.4116
bin_5_9,6627.74,2766.34,25,5942.195
bin_5_10,6627.74,2866.34,25,5520.3345
bin_5_11,6627.74,2966.34,19,4096.112
bin_5_12,6627.74,3066.34,20,4418.4233
bin_5_13,6627.74,3166.34,80,16682.055
bin_5_14,6627.74,3266.34,44,9631.437
bin_5_15,6627.74,3366.34,51,10787.567
bin_5_16,6627.74,3466.34,20,3740.3447
bin_6_4,6727.74,2266.34,37,8467.442
bin_6_5,6727.74,2366.34,46,10038.068
bin_6_6,6727.74,2466.34,68,15733.869
bin_6_7,6727.74,2566.34,42,9524.597
bin_6_8,6727.74,2666.34,14,3550.1465
bin_6_9,6727.74,2766.34,38,8978.415
bin_6_10,6727.74,2866.34,27,6102.811
bin_6_11,6727.74,2966.34,29,6467.0596
bin_6_12,6727.74,3066.34,22,5295.5654
bin_6_13,6727.74,3166.34,37,8252.37
bin_6_14,6727.74,3266.34,66,14488.457
bin_6_15,6727.74,3366.34,37,8381.023
bin_6_16,6727.74,3466.34,64,12926.285
bin_7_5,6827.74,2366.34,42,9031.426
bin_7_6,6827.74,2466.34,53,11045.486
bin_7_7,6827.74,2566.34,61,12677.294
bin_7_8,6827.74,2666.34,28,5882.6357
bin_7_9,6827.74,2766.34,48,10985.677
bin_7_10,6827.74,2866.34,37,8273.92
bin_7_11,6827.74,2966.34,23,5069.916
bin_7_12,6827.74,3066.34,25,5757.0938
bin_7_13,6827.74,3166.34,23,4561.227
bin_7_14,6827.74,3266.34,78,16710.342
bin_7_15,6827.74,3366.34,41,8697.62
bin_7_16,6827.74,3466.34,46,9759.857
bin_8_5,6927.74,2366.34,47,10010.43
bin_8_6,6927.74,2466.34,53,12075.334
