bin_id,center_x,center_y,n_cells,total_transcripts
bin_8_7,6927.74,2566.34,80,17098.996
bin_8_8,6927.74,2666.34,38,8464.01
bin_8_9,6927.74,2766.34,107,23606.627
bin_8_10,6927.74,2866.34,34,8423.543
bin_8_11,6927.74,2966.34,26,5882.062
bin_8_12,6927.74,3066.34,28,6202.6025
bin_8_13,6927.74,3166.34,35,7734.7417
bin_8_14,6927.74,3266.34,64,14311.026
bin_8_15,6927.74,3366.34,50,10786.385
bin_8_16,6927.74,3466.34,46,10177.685
bin_8_17,6927.74,3566.34,15,3170.624
bin_9_5,7027.74,2366.34,42,9014.43
bin_9_6,7027.74,2466.34,68,14523.445
bin_9_7,7027.74,2566.34,68,14207.271
bin_9_8,7027.74,2666.34,50,10246.928
bin_9_9,7027.74,2766.34,62,12340.329
bin_9_10,7027.74,2866.34,41,9157.962
bin_9_11,7027.74,2966.34,27,5844.691
bin_9_12,7027.74,3066.34,18,3627.6587
bin_9_13,7027.74,3166.34,23,4514.809
bin_9_14,7027.74,3266.34,41,8605.889
bin_9_15,7027.74,3366.34,66,14057.877
bin_9_16,7027.74,3466.34,48,9737.869
bin_9_17,7027.74,3566.34,20,4252.6846
bin_10_5,7127.74,2366.34,36,8020.58
bin_10_6,7127.74,2466.34,111,24134.492
bin_10_7,7127.74,2566.34,75,16168.915
bin_10_8,7127.74,2666.34,53,11385.098
bin_10_9,7127.74,2766.34,45,9389.654
bin_10_10,7127.74,2866.34,39,8440.598
bin_10_11,7127.74,2966.34,23,5310.8276
bin_10_12,7127.74,3066.34,17,3789.5059
bin_10_13,7127.74,3166.34,25,5483.8105
bin_10_14,7127.74,3266.34,43,9227.303
bin_10_15,7127.74,3366.34,68,14576.379
bin_10_16,7127.74,3466.34,39,8489.109
bin_10_17,7127.74,3566.34,15,3354.426
bin_11_5,7227.74,2366.34,47,9041.803
bin_11_6,7227.74,2466.34,89,19917.205
bin_11_7,7227.74,2566.34,60,13271.427
bin_11_8,7227.74,2666.34,71,15520.556
bin_11_9,7227.74,2766.34,107,23148.025
bin_11_10,7227.74,2866.34,46,9172.619
bin_11_11,7227.74,2966.34,25,5228.453
bin_11_12,7227.74,3066.34,32,5994.7163
bin_11_13,7227.74,3166.34,28,5519.527
bin_11_14,7227.74,3266.34,50,10801.244
bin_11_15,7227.74,3366.34,49,10247.155
bin_11_16,7227.74,3466.34,26,5138.292
bin_12_5,7327.74,2366.34,47,10195.96
bin_12_6,7327.74,2466.34,101,22862.41
bin_12_7,7327.74,2566.34,85,17337.2
bin_12_8,7327.74,2666.34,96,21403.328
bin_12_9,7327.74,2766.34,85,19567.762
bin_12_10,7327.74,2866.34,36,8540.569
bin_12_11,7327.74,2966.34,18,4190.4883
bin_12_12,7327.74,3066.34,22,4946.374
bin_12_13,7327.74,3166.34,31,5462.46
bin_12_14,7327.74,3266.34,80,17638.787
bin_12_15,7327.74,3366.34,28,5641.667
bin_12_16,7327.74,3466.34,40,7983.926
bin_13_5,7427.74,2366.34,31,6381.322
bin_13_6,7427.74,2466.34,86,18377.133
bin_13_7,7427.74,2566.34,109,21956.605
bin_13_8,7427.74,2666.34,85,17933.062
bin_13_9,7427.74,2766.34,34,8074.581
bin_13_10,7427.74,2866.34,26,5575.451
bin_13_11,7427.74,2966.34,20,4171.654
bin_13_12,7427.74,3066.34,26,5176.805
bin_13_13,7427.74,3166.34,53,10990.892
bin_13_14,7427.74,3266.34,65,13285.822
bin_13_15,7427.74,3366.34,30,5939.953
bin_13_16,7427.74,3466.34,33,6608.8584
bin_14_5,7527.74,2366.34,35,7885.2373
bin_14_6,7527.74,2466.34,79,17535.674
bin_14_7,7527.74,2566.34,75,17243.496
bin_14_8,7527.74,2666.34,36,8087.968
bin_14_9,7527.74,2766.34,20,4553.8623
bin_14_10,7527.74,2866.34,25,5490.616
bin_14_11,7527.74,2966.34,20,4322.135
bin_14_12,7527.74,3066.34,39,8186.116
bin_14_13,7527.74,3166.34,78,17119.258
bin_14_14,7527.74,3266.34,32,6726.8955
bin_14_15,7527.74,3366.34,26,5980.319
bin_14_16,7527.74,3466.34,14,2523.4854
bin_15_5,7627.74,2366.34,43,8372.613
bin_15_6,7627.74,2466.34,50,11522.556
bin_15_7,7627.74,2566.34,31,7355.7896
bin_15_8,7627.74,2666.34,21,4460.1826
bin_15_9,7627.74,2766.34,28,5461.2383
bin_15_10,7627.74,2866.34,34,7014.1406
bin_15_11,7627.74,2966.34,58,12313.476
bin_15_12,7627.74,3066.34,84,17882.938
bin_15_13,7627.74,3166.34,37,7539.4473
bin_15_14,7627.74,3266.34,31,6541.873
bin_15_15,7627.74,3366.34,29,5861.715
bin_16_5,7727.74,2366.34,25,5585.7275
bin_16_6,7727.74,2466.34,31,7585.2695
bin_16_7,7727.74,2566.34,30,6828.3945
bin_16_8,7727.74,2666.34,30,7013.1514
bin_16_9,7727.74,2766.34,61,12878.434
bin_16_10,7727.74,2866.34,84,17952.941
bin_16_11,7727.74,2966.34,27,6131.456
bin_16_12,7727.74,3066.34,23,5100.982
bin_16_13,7727.74,3166.34,23,5003.223
bin_16_14,7727.74,3266.34,17,3470.7842
bin_17_5,7827.74,2366.34,22,4030.2092
bin_17_6,7827.74,2466.34,31,6879.2812
bin_17_7,7827.74,2566.34,23,4647.203
bin_17_8,7827.74,2666.34,57,12032.352
bin_17_9,7827.74,2766.34,55,11782.343
bin_17_10,7827.74,2866.34,31,6484.703
bin_17_11,7827.74,2966.34,11,2344.8633
bin_17_12,7827.74,3066.34,10,2135.9194
bin_17_13,7827.74,3166.34,9,1513.5554
bin_18_5,7927.74,2366.34,25,5884.03
bin_18_6,7927.74,2466.34,24,4690.5337
bin_18_7,7927.74,2566.34,30,6107.9634
bin_18_8,7927.74,2666.34,46,10169.111
bin_18_9,7927.74,2766.34,28,6492.599
bin_18_10,7927.74,2866.34,23,4810.5625
bin_18_11,7927.74,2966.34,17,3799.2173
bin_18_12,7927.74,3066.34,11,1999.7402
bin_19_5,8027.74,2366.34,28,5678.9126
bin_19_6,8027.74,2466.34,22,4513.5103
bin_19_7,8027.74,2566.34,39,8364.374
bin_19_8,8027.74,2666.34,44,9253.07
bin_19_9,8027.74,2766.34,26,5262.595
