bin_id,center_x,center_y,n_cells,total_transcripts
bin_9_12,2736.3199999999997,10189.26,32,5091.5137
bin_9_13,2736.3199999999997,10289.26,48,7345.825
bin_10_1,2836.3199999999997,9089.26,99,13907.168
bin_10_2,2836.3199999999997,9189.26,90,12015.893
bin_10_3,2836.3199999999997,9289.26,92,12997.791
bin_10_4,2836.3199999999997,9389.26,71,9933.002
bin_10_5,2836.3199999999997,9489.26,97,13400.853
bin_10_6,2836.3199999999997,9589.26,65,9203.812
bin_10_7,2836.3199999999997,9689.26,40,5961.1567
bin_10_8,2836.3199999999997,9789.26,58,7599.3013
bin_10_9,2836.3199999999997,9889.26,47,6220.9434
bin_10_10,2836.3199999999997,9989.26,22,3230.8118
bin_10_11,2836.3199999999997,10089.26,38,5859.1846
bin_11_3,2936.3199999999997,9289.26,38,6887.422
bin_11_4,2936.3199999999997,9389.26,44,6824.4326
bin_11_5,2936.3199999999997,9489.26,24,3950.4373
bin_11_6,2936.3199999999997,9589.26,23,3637.4663
bin_11_7,2936.3199999999997,9689.26,22,3374.4868
