bin_id,center_x,center_y,n_cells,total_transcripts
bin_0_4,1735.99,4085.51,49,20811.719
bin_0_5,1735.99,4185.51,58,23758.43
bin_0_6,1735.99,4285.51,79,32811.074
bin_0_7,1735.99,4385.51,75,28865.277
bin_0_8,1735.99,4485.51,66,25533.297
bin_0_9,1735.99,4585.51,50,18718.908
bin_1_4,1835.99,4085.51,50,20098.371
bin_1_5,1835.99,4185.51,56,20291.75
bin_1_6,1835.99,4285.51,87,30774.98
bin_1_7,1835.99,4385.51,92,31560.11
bin_1_8,1835.99,4485.51,61,22646.297
bin_1_9,1835.99,4585.51,75,27893.809
bin_1_10,1835.99,4685.51,77,32331.004
bin_2_4,1935.99,4085.51,47,18140.617
bin_2_5,1935.99,4185.51,84,30686.385
bin_2_6,1935.99,4285.51,69,25038.018
bin_2_7,1935.99,4385.51,82,27693.445
bin_2_8,1935.99,4485.51,92,29753.334
bin_2_9,1935.99,4585.51,46,16134.51
bin_2_10,1935.99,4685.51,68,24083.36
bin_3_6,2035.99,4285.51,69,26142.146
bin_3_7,2035.99,4385.51,55,20637.498
bin_3_8,2035.99,4485.51,107,34405.4
bin_3_9,2035.99,4585.51,49,16976.773
bin_3_10,2035.99,4685.51,46,16791.664
bin_4_6,2135.99,4285.51,54,23625.41
bin_4_7,2135.99,4385.51,48,19614.336
bin_4_8,2135.99,4485.51,67,23403.412
bin_4_9,2135.99,4585.51,43,14717.268
bin_4_10,2135.99,4685.51,70,24826.324
bin_5_7,2235.99,4385.51,50,20027.26
bin_5_8,2235.99,4485.51,49,16860.438
bin_5_9,2235.99,4585.51,47,14910.86
bin_5_10,2235.99,4685.51,44,15401.814
bin_6_2,2335.99,3885.51,16,5847.746
bin_6_3,2335.99,3985.51,40,15167.131
bin_6_4,2335.99,4085.51,53,20249.908
bin_6_5,2335.99,4185.51,57,24209.777
bin_6_6,2335.99,4285.51,70,31217.02
bin_6_7,2335.99,4385.51,56,24371.965
bin_6_8,2335.99,4485.51,59,21015.29
bin_6_9,2335.99,4585.51,73,23577.127
bin_7_0,2435.99,3685.51,27,10395.344
bin_7_1,2435.99,3785.51,23,9222.259
bin_7_2,2435.99,3885.51,63,24995.857
bin_7_3,2435.99,3985.51,63,23432.055
bin_7_4,2435.99,4085.51,57,22462.488
bin_7_5,2435.99,4185.51,62,23220.523
bin_7_6,2435.99,4285.51,71,26051.36
bin_7_7,2435.99,4385.51,48,17678.832
bin_7_8,2435.99,4485.51,41,14702.131
bin_7_9,2435.99,4585.51,40,13861.823
bin_8_0,2535.99,3685.51,39,15829.169
bin_8_1,2535.99,3785.51,36,13614.816
bin_8_2,2535.99,3885.51,58,22082.344
bin_8_3,2535.99,3985.51,56,20277.79
bin_8_4,2535.99,4085.51,49,18204.727
bin_8_5,2535.99,4185.51,78,26962.129
bin_8_6,2535.99,4285.51,77,25054.613
bin_8_7,2535.99,4385.51,60,19735.275
bin_8_8,2535.99,4485.51,45,15785.787
bin_9_0,2635.99,3685.51,65,25599.816
bin_9_1,2635.99,3785.51,35,13393.484
bin_9_2,2635.99,3885.51,78,27189.531
bin_9_3,2635.99,3985.51,76,23968.223
bin_9_4,2635.99,4085.51,47,15518.029
bin_9_5,2635.99,4185.51,80,23732.752
bin_9_6,2635.99,4285.51,51,15837.624
bin_9_7,2635.99,4385.51,44,13656.443
bin_9_8,2635.99,4485.51,69,22154.79
bin_10_0,2735.99,3685.51,34,14284.781
bin_10_1,2735.99,3785.51,25,10429.541
bin_10_2,2735.99,3885.51,64,21729.5
bin_10_3,2735.99,3985.51,55,17172.957
bin_10_4,2735.99,4085.51,53,17468.398
bin_10_5,2735.99,4185.51,57,19217.8
bin_10_6,2735.99,4285.51,43,15783.945
bin_10_7,2735.99,4385.51,46,16132.975
bin_11_1,2835.99,3785.51,50,18926.633
bin_11_2,2835.99,3885.51,46,17187.2
bin_11_3,2835.99,3985.51,47,16296.377
bin_11_4,2835.99,4085.51,30,10888.852
bin_11_5,2835.99,4185.51,72,23700.033
bin_11_6,2835.99,4285.51,21,7156.799
bin_11_7,2835.99,4385.51,62,20668.84
bin_12_2,2935.99,3885.51,35,14630.505
bin_12_3,2935.99,3985.51,13,4820.363
bin_12_4,2935.99,4085.51,47,17657.287
bin_12_5,2935.99,4185.51,24,8425.296
