names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Snhg11,64.22543,3.0135367,0.0,0.0,0,p0_R6_ctrl
Dnm1,53.878754,2.22501,0.0,0.0,0,p0_R6_ctrl
Atp1a3,53.345497,1.8771386,0.0,0.0,0,p0_R6_ctrl
Stxbp1,43.473385,1.4486375,0.0,0.0,0,p0_R6_ctrl
Ubc,42.78861,1.303257,0.0,0.0,0,p0_R6_ctrl
Gria1,40.66026,1.4325665,0.0,0.0,0,p0_R6_ctrl
Cadm1,36.422256,1.2733419,1.8918298244888945e-290,2.5945094735847697e-288,0,p0_R6_ctrl
Grin1,33.86557,1.801635,2.1412921898444603e-251,2.5695506278133525e-249,0,p0_R6_ctrl
Fxyd6,32.847137,1.525866,1.2514856229247168e-236,1.3349179977863648e-234,0,p0_R6_ctrl
Epb41l1,31.866676,1.1785227,7.734012800572982e-223,7.424652288550062e-221,0,p0_R6_ctrl
Cacna1b,31.405516,1.4945828,1.7012866748124826e-216,1.4847592798363486e-214,0,p0_R6_ctrl
Gabbr1,31.352282,1.111846,9.05656848608031e-216,7.2452547888642475e-214,0,p0_R6_ctrl
Slitrk1,30.882608,1.6510781,2.0452157554776004e-209,1.5103131732757664e-207,0,p0_R6_ctrl
Syp,30.526167,1.7627568,1.1717493157724579e-204,8.03485245101114e-203,0,p0_R6_ctrl
Cdh4,30.421646,1.6867158,2.8419245834141215e-203,1.8188317333850378e-201,0,p0_R6_ctrl
Gria2,30.023733,1.0665225,4.809902368569165e-198,2.8859414211414994e-196,0,p0_R6_ctrl
Pak3,29.323767,1.4494432,5.163357424890693e-189,2.915778310526509e-187,0,p0_R6_ctrl
Bin1,29.316423,1.1118104,6.405411623935516e-189,3.416219532765609e-187,0,p0_R6_ctrl
Mest,29.12366,1.8599695,1.8013515042655358e-186,9.101565495236391e-185,0,p0_R6_ctrl
Stx1b,27.421156,1.4905303,1.5344906761852608e-165,7.365555245689253e-164,0,p0_R6_ctrl
Srgap3,27.41347,1.0234565,1.8950383571886328e-165,8.66303249000518e-164,0,p0_R6_ctrl
Grik2,27.241777,1.0758694,2.0797784726677316e-163,9.075396971641012e-162,0,p0_R6_ctrl
Eef1a2,26.556656,1.559557,2.151669697226774e-155,8.980882214511752e-154,0,p0_R6_ctrl
Nsf,26.096539,1.4653083,3.990975385170683e-150,1.596390154068273e-148,0,p0_R6_ctrl
Stmn2,25.498001,0.7948536,2.0744569443488648e-143,7.96591466629964e-142,0,p0_R6_ctrl
Grk2,25.195292,1.0951134,4.511159058582909e-140,1.6656587293229202e-138,0,p0_R6_ctrl
Gnao1,25.130547,0.7929493,2.3064059462869613e-139,8.200554475686974e-138,0,p0_R6_ctrl
Calm1,25.021742,1.0113353,3.5459959695024365e-138,1.2157700466865497e-136,0,p0_R6_ctrl
Gad1,24.281523,2.3387718,3.073090171994787e-130,1.0172988155568951e-128,0,p0_R6_ctrl
Gap43,22.84519,1.4315233,1.6314667023141322e-115,5.0522839813598926e-114,0,p0_R6_ctrl
Slc32a1,22.837038,2.965581,1.9661369806965603e-115,5.898410942089681e-114,0,p0_R6_ctrl
Gabra5,22.591812,2.1860583,5.216331483262431e-113,1.4728465364505689e-111,0,p0_R6_ctrl
Chd6,22.349836,0.72634596,1.2118806032083192e-110,3.324015368799961e-109,0,p0_R6_ctrl
