names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Plcb1,7.7948375,3.1763413,6.4491444853994465e-15,8.040491825952556e-14,2,p0_R6_ctrl
Mdga1,6.5943727,3.4472518,4.270570054966213e-11,4.05915569580947e-10,2,p0_R6_ctrl
Cd70,5.6933923,5.900932,1.2453989158657346e-08,9.48875364469131e-08,2,p0_R6_ctrl
Prex2,5.509533,4.834729,3.597872113750586e-08,2.656890176308125e-07,2,p0_R6_ctrl
Gng10,4.222034,3.9343822,2.42107780200767e-05,0.00014347127715601005,2,p0_R6_ctrl
Cdk6,4.047403,3.9561691,5.178911625249006e-05,0.00027931208765387893,2,p0_R6_ctrl
Robo1,3.8373425,1.7996937,0.00012437299782506293,0.0006384923952516599,2,p0_R6_ctrl
Creb1,3.1557906,3.445575,0.0016006379779286942,0.006221103072111525,2,p0_R6_ctrl
Itgb2l,2.974976,5.4300594,0.002930114800359489,0.010902752745523681,2,p0_R6_ctrl
Pou3f3,2.8193944,1.1403377,0.004811436847517223,0.016919338364895727,2,p0_R6_ctrl
Chl1,2.6397822,2.7578874,0.008295933210263864,0.027749463002973204,2,p0_R6_ctrl
Mfng,2.568643,3.681351,0.010209755967145247,0.03369684695413096,2,p0_R6_ctrl
Lhx1,2.444056,4.4363117,0.014523174085487593,0.04616638119890096,2,p0_R6_ctrl
Cldn5,2.397244,2.0062,0.016518917333653467,0.05199396931248305,2,p0_R6_ctrl
Cd86,2.099634,4.6605425,0.03576104728881631,0.10403213756746563,2,p0_R6_ctrl
Ptk2,1.9706749,1.7277998,0.04876107482972985,0.13529084345821,2,p0_R6_ctrl
Nrn1,1.7087437,3.7617877,0.08749843270201639,0.23013286409297462,2,p0_R6_ctrl
Tbr1,1.4683448,1.9838166,0.14201059586417833,0.3468961120346341,2,p0_R6_ctrl
Lockd,1.3975804,4.2684526,0.162239103438514,0.38754871665580837,2,p0_R6_ctrl
Adcy3,1.3496755,3.5252428,0.17712009273094964,0.41270701218862055,2,p0_R6_ctrl
Cdkn2c,1.2442316,2.4625292,0.21341432994603438,0.47425406654674307,2,p0_R6_ctrl
Homer2,1.1965141,3.5674565,0.23149600621860145,0.5027967555879127,2,p0_R6_ctrl
Nr2e1,1.1497334,2.4903731,0.25025368923664204,0.5315122603256114,2,p0_R6_ctrl
Ddx5,1.1375854,1.7558459,0.2552936355851815,0.5374602854424874,2,p0_R6_ctrl
P2ry1,1.1254998,3.561299,0.26037726080900536,0.5433960225579242,2,p0_R6_ctrl
Epha3,1.0981747,2.3654761,0.27212819513343434,0.5599537000548676,2,p0_R6_ctrl
Stx17,1.0748,2.6281102,0.2824642735431073,0.5732890118422473,2,p0_R6_ctrl
Camk2g,1.0273948,1.8658395,0.3042346144184659,0.6084692288369318,2,p0_R6_ctrl
Itpr2,1.0188849,2.6936712,0.3082575979947123,0.6139570416492195,2,p0_R6_ctrl
Cxcr4,1.0062685,2.5568817,0.31428642138800433,0.6220927103762559,2,p0_R6_ctrl
Chrna1,0.96632695,3.2539887,0.3338806098924695,0.6462205352757473,2,p0_R6_ctrl
Dsp,0.9538198,2.9390123,0.34017485309643514,0.6518320538374806,2,p0_R6_ctrl
Sdc4,0.9469495,3.5217283,0.3436645137077382,0.6559004635376317,2,p0_R6_ctrl
En1,0.93681574,4.750234,0.3488533333266767,0.6618561264695841,2,p0_R6_ctrl
Slitrk5,0.9018552,1.7316475,0.3671338042259179,0.683873374458809,2,p0_R6_ctrl
Gsk3b,0.81193197,2.3839765,0.4168306621030202,0.749358493668351,2,p0_R6_ctrl
Cldn8,0.7796883,3.6716611,0.4355743712484642,0.7704338468634064,2,p0_R6_ctrl
Slc1a6,0.7793448,3.1556008,0.4357766446321143,0.7704338468634064,2,p0_R6_ctrl
Pla2g4d,0.7497243,4.5186033,0.4534207666813147,0.7956161017170356,2,p0_R6_ctrl
Ap2b1,0.74849075,1.9318178,0.45416419139680775,0.7956161017170356,2,p0_R6_ctrl
Cacnb4,0.70502037,1.7226758,0.48079757636162235,0.8243576837967383,2,p0_R6_ctrl
Insc,0.69427764,4.800074,0.48750810327141936,0.8326444269592793,2,p0_R6_ctrl
Nr4a1,0.6929973,2.6936905,0.4883112628938273,0.8326444269592793,2,p0_R6_ctrl
Cldn15,0.6433748,3.4179263,0.5199809418040416,0.8591767713113252,2,p0_R6_ctrl
Mbp,0.6234196,2.5132732,0.5330088148908223,0.8734069836012105,2,p0_R6_ctrl
Fgf12,0.6232166,2.7560298,0.533142179573239,0.8734069836012105,2,p0_R6_ctrl
Thrsp,0.5675514,3.189001,0.5703396362948593,0.9110250430001079,2,p0_R6_ctrl
Vamp1,0.5452072,2.4147415,0.5856110227949296,0.9227837150156759,2,p0_R6_ctrl
Folr1,0.53896147,3.0166032,0.5899134578079239,0.9240526773046241,2,p0_R6_ctrl
Kcnj3,0.5277347,2.1542387,0.5976834795684528,0.9269404529656134,2,p0_R6_ctrl
Atp1a3,24.628668,2.234759,6.230333289706499e-134,5.98111995811824e-131,4,p0_R6_ctrl
Cadm1,23.728483,2.3073182,1.8328160876678863e-124,8.797517220805854e-122,4,p0_R6_ctrl
Nr4a2,18.971031,5.9892707,2.9604370013012985e-80,9.473398404164154e-78,4,p0_R6_ctrl
Nrcam,18.935173,3.6666963,5.852258564388538e-80,1.404542055453249e-77,4,p0_R6_ctrl
Gria2,17.593685,1.6390773,2.753728528215207e-69,5.287158774173198e-67,4,p0_R6_ctrl
Grik3,17.311619,2.6897209,3.8445013650928724e-67,6.151202184148596e-65,4,p0_R6_ctrl
Stxbp1,16.785204,1.4770868,3.13154583299786e-63,4.294691428111351e-61,4,p0_R6_ctrl
Fezf2,16.203695,3.7690914,4.748553127660684e-59,5.69826375319282e-57,4,p0_R6_ctrl
Dync1i1,16.09007,3.817508,2.9949672614480896e-58,3.194631745544629e-56,4,p0_R6_ctrl
Crmp1,15.874004,1.6563509,9.592131949793043e-57,9.208446671801322e-55,4,p0_R6_ctrl
Tubb3,15.452134,1.5790789,7.298636637482732e-54,6.369719247257657e-52,4,p0_R6_ctrl
Neurod6,15.218477,2.3808591,2.666665340522783e-52,2.1333322724182264e-50,4,p0_R6_ctrl
Neurod2,15.0967245,2.0260758,1.7017913466118838e-51,1.256707455959545e-49,4,p0_R6_ctrl
Grik2,13.912508,1.6958501,5.318123995746842e-44,3.6467135970835486e-42,4,p0_R6_ctrl
Gabbr1,13.778404,1.4083196,3.4378893832630027e-43,2.2002492052883217e-41,4,p0_R6_ctrl
Ncam1,13.099064,1.3189988,3.33342434926891e-39,2.000054609561346e-37,4,p0_R6_ctrl
Ubc,13.045001,1.0049529,6.785565697999817e-39,3.831848864752838e-37,4,p0_R6_ctrl
Nrp1,12.509383,1.457491,6.63372558740264e-36,3.5379869799480747e-34,4,p0_R6_ctrl
Srgap1,12.398999,1.8931174,2.6460647620124986e-35,1.3369590376484204e-33,4,p0_R6_ctrl
Epb41l1,12.260394,1.4887567,1.4777972449161364e-34,7.093426775597455e-33,4,p0_R6_ctrl
Slitrk1,11.68497,1.8331553,1.5213330007856646e-31,6.954665146448753e-30,4,p0_R6_ctrl
Cntn1,11.628326,2.7127168,2.958411316650321e-31,1.2909431199928675e-29,4,p0_R6_ctrl
Dnm1,11.565998,1.3101997,6.127443294227424e-31,2.5575415488949246e-29,4,p0_R6_ctrl
Dpysl2,11.52607,1.2811049,9.74937404817977e-31,3.899749619271908e-29,4,p0_R6_ctrl
Kit,11.490889,2.2490988,1.4659673746017011e-30,5.629314718470532e-29,4,p0_R6_ctrl
Stmn2,10.776536,0.99373096,4.443034975458022e-27,1.6405052217075772e-25,4,p0_R6_ctrl
Sdc3,10.635734,1.3038197,2.0322339222356648e-26,7.225720612393474e-25,4,p0_R6_ctrl
