names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Gria2,29.115042,2.7081501,2.3158667671790052e-186,2.223232096491845e-183,16,e16_R1_mut
Zbtb20,28.115088,2.3777213,6.407053901920274e-174,3.0753858729217316e-171,16,e16_R1_mut
Cntn2,25.934755,3.2143345,2.7019438867037884e-148,8.646220437452123e-146,16,e16_R1_mut
Grik2,24.87484,2.3691552,1.3930102370495687e-136,3.3432245689189646e-134,16,e16_R1_mut
Nfasc,22.884127,2.274804,6.686740338690032e-116,1.2838541450284862e-113,16,e16_R1_mut
Cnr1,22.330276,2.1322494,1.8775888360760806e-110,3.0041421377217286e-108,16,e16_R1_mut
Neurod6,21.983578,2.8313534,4.135606120247016e-107,5.671688393481622e-105,16,e16_R1_mut
Sox11,21.96688,1.8196466,5.97319231954434e-107,7.167830783453208e-105,16,e16_R1_mut
Nfib,21.489574,1.5644011,1.9488675244427666e-102,2.0787920260722846e-100,16,e16_R1_mut
Neurod2,21.347786,2.753044,4.088528180209938e-101,3.924987053001541e-99,16,e16_R1_mut
Unc13a,21.115696,2.0852714,5.70631556318717e-99,4.980057218781531e-97,16,e16_R1_mut
Crmp1,20.944944,2.0422182,2.0864371311660987e-97,1.6691497049328787e-95,16,e16_R1_mut
Igfbpl1,20.570162,2.4489338,5.079660988761175e-94,3.751134268623636e-92,16,e16_R1_mut
Dcc,20.514856,2.4725063,1.5863864180491695e-93,1.0878078295194305e-91,16,e16_R1_mut
Neurod1,20.440369,4.333523,7.31836327535973e-93,4.683752496230227e-91,16,e16_R1_mut
Epha4,20.395773,2.0517156,1.823142363246235e-92,1.0938854179477408e-90,16,e16_R1_mut
Bhlhe22,19.477352,3.7915354,1.7089080164298465e-84,9.65030409278031e-83,16,e16_R1_mut
Nr4a3,19.452547,4.2850733,2.773125986729999e-84,1.4790005262559993e-82,16,e16_R1_mut
Gria1,19.01577,1.7480924,1.2626785384087932e-80,6.379849457223377e-79,16,e16_R1_mut
Fgfr1,18.926373,3.0836172,6.916346129692654e-80,3.319846142252474e-78,16,e16_R1_mut
Cacna1a,18.433048,2.7735448,7.134622849518994e-76,3.261541874065826e-74,16,e16_R1_mut
Sema7a,17.909588,2.1934867,9.926935312911274e-72,4.3317535910885566e-70,16,e16_R1_mut
Ptprs,17.810701,1.2538058,5.837433111336913e-71,2.4364938203841025e-69,16,e16_R1_mut
Nfix,17.72946,1.6778147,2.4841248988715026e-70,9.93649959548601e-69,16,e16_R1_mut
Tubb3,17.213768,1.2896707,2.0935271199342898e-66,7.729946288988146e-65,16,e16_R1_mut
