names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Snhg11,93.99464,3.6206474,0.0,0.0,0,e16_R2_ctrl
Atp1a3,81.725266,2.0358655,0.0,0.0,0,e16_R2_ctrl
Dnm1,76.91591,2.152929,0.0,0.0,0,e16_R2_ctrl
Stxbp1,65.61849,1.5358466,0.0,0.0,0,e16_R2_ctrl
Grin1,59.32731,2.2262788,0.0,0.0,0,e16_R2_ctrl
Ubc,58.131702,1.1090456,0.0,0.0,0,e16_R2_ctrl
Gria1,54.8053,1.5149741,0.0,0.0,0,e16_R2_ctrl
Fxyd6,53.655655,1.6557868,0.0,0.0,0,e16_R2_ctrl
Cacna1b,53.21575,1.5062877,0.0,0.0,0,e16_R2_ctrl
Cadm1,53.21149,1.4049126,0.0,0.0,0,e16_R2_ctrl
Epb41l1,51.42859,1.3876312,0.0,0.0,0,e16_R2_ctrl
Stmn2,48.902847,1.4482324,0.0,0.0,0,e16_R2_ctrl
Efnb3,47.31505,1.6417775,0.0,0.0,0,e16_R2_ctrl
Bin1,47.034164,1.1556786,0.0,0.0,0,e16_R2_ctrl
Sdc3,45.875725,1.3423698,0.0,0.0,0,e16_R2_ctrl
Eef1a2,43.831997,1.8123822,0.0,0.0,0,e16_R2_ctrl
Pak3,42.72991,1.5413326,0.0,0.0,0,e16_R2_ctrl
Mest,42.084007,1.2579129,0.0,0.0,0,e16_R2_ctrl
Grik1,42.035908,2.3856368,0.0,0.0,0,e16_R2_ctrl
Gabbr1,41.368797,0.9782986,0.0,0.0,0,e16_R2_ctrl
Kcnd2,38.859997,1.5884145,0.0,0.0,0,e16_R2_ctrl
Camk2b,38.762104,1.3572651,0.0,0.0,0,e16_R2_ctrl
Gap43,38.61291,2.1130188,0.0,0.0,0,e16_R2_ctrl
Nsf,38.372902,1.6616781,0.0,0.0,0,e16_R2_ctrl
Syp,38.129414,1.3619698,0.0,0.0,0,e16_R2_ctrl
Cadm3,37.486427,1.156689,1.5327456849619326e-307,4.7465672824627584e-306,0,e16_R2_ctrl
Plxna1,37.319508,1.219002,7.921470467228964e-305,2.376441140168689e-303,0,e16_R2_ctrl
Syn1,37.048668,1.6194346,1.886673848746376e-300,5.488505741807639e-299,0,e16_R2_ctrl
Crmp1,36.43198,0.9643496,1.327159627346261e-290,3.6402092635783154e-289,0,e16_R2_ctrl
Cdh4,35.601673,1.2272983,1.3197952470086114e-277,3.4243336138601807e-276,0,e16_R2_ctrl
Cacna2d2,34.43611,1.5821704,7.268233573270549e-260,1.789103648805058e-258,0,e16_R2_ctrl
Shank1,33.680233,1.2844769,1.1257359294312729e-248,2.701766230635055e-247,0,e16_R2_ctrl
Plxnc1,33.63537,1.4281342,5.1029730062975274e-248,1.1948424600111284e-246,0,e16_R2_ctrl
Dpysl2,33.502342,0.85265803,4.4555170719602616e-246,1.0184039021623455e-244,0,e16_R2_ctrl
Grin2b,32.74847,1.2311773,3.19220001664226e-235,6.964800036310386e-234,0,e16_R2_ctrl
Unc13a,32.746635,0.95529354,3.390273606968563e-235,7.232583694866268e-234,0,e16_R2_ctrl
Cntn1,32.190334,1.3779927,2.4099105397918877e-227,5.029378517826548e-226,0,e16_R2_ctrl
Calm1,32.107227,1.1748837,3.4953163241174065e-226,7.139369513090873e-225,0,e16_R2_ctrl
Slitrk1,31.942013,1.1749698,6.974808712902627e-224,1.3949617425805253e-222,0,e16_R2_ctrl
Rab3a,31.822206,1.5051785,3.1915635441263246e-222,6.252859188492391e-221,0,e16_R2_ctrl
Srgap1,31.538843,0.8567897,2.550361804271344e-218,4.896694664200981e-217,0,e16_R2_ctrl
Grin3a,30.824085,2.791266,1.2466441001833465e-208,2.346624188580417e-207,0,e16_R2_ctrl
Gng2,30.505722,1.0254444,2.1880669202846843e-204,3.963291025421315e-203,0,e16_R2_ctrl
Syt1,29.430178,1.6348898,2.2580729642002124e-190,3.9413637193312796e-189,0,e16_R2_ctrl
Limk2,29.029211,1.06412,2.8162627535102404e-185,4.743179374333036e-184,0,e16_R2_ctrl
Apba1,28.842852,1.1528949,6.228736233315289e-183,1.030963238617703e-181,0,e16_R2_ctrl
Ncam1,28.672874,0.75282496,8.315275819019048e-181,1.352994031569201e-179,0,e16_R2_ctrl
Negr1,28.178183,1.9355363,1.082431353394275e-174,1.73189016543084e-173,0,e16_R2_ctrl
Stx1b,27.961922,0.9986258,4.7217538603767537e-172,7.430956895019154e-171,0,e16_R2_ctrl
Sema4f,27.881817,1.426984,4.433271844935737e-171,6.864420921190819e-170,0,e16_R2_ctrl
Bcl11b,72.064125,4.177457,0.0,0.0,1,e16_R2_ctrl
Meis2,71.92775,3.055071,0.0,0.0,1,e16_R2_ctrl
Robo2,70.652985,2.7321572,0.0,0.0,1,e16_R2_ctrl
Syt6,69.5833,4.5905476,0.0,0.0,1,e16_R2_ctrl
Ephb1,61.102985,3.207477,0.0,0.0,1,e16_R2_ctrl
Robo1,59.005447,2.001059,0.0,0.0,1,e16_R2_ctrl
Grik2,56.461002,2.1089354,0.0,0.0,1,e16_R2_ctrl
Srgap1,48.524014,1.5925704,0.0,0.0,1,e16_R2_ctrl
Epha4,44.73536,1.7101586,0.0,0.0,1,e16_R2_ctrl
Ngef,43.146976,3.760411,0.0,0.0,1,e16_R2_ctrl
Slc32a1,41.818333,2.3812237,0.0,0.0,1,e16_R2_ctrl
Gnal,39.817093,3.3969498,0.0,0.0,1,e16_R2_ctrl
Eef1a2,35.98516,1.86829,1.4275653362752457e-283,9.136418152161572e-282,1,e16_R2_ctrl
Gad2,35.74225,2.0357213,8.730183283500012e-280,5.238109970100007e-278,1,e16_R2_ctrl
Crmp1,35.72867,1.1373369,1.4188597655404535e-279,8.01238455834609e-278,1,e16_R2_ctrl
Unc13a,35.19046,1.308284,2.798229735386131e-271,1.4138423926161506e-269,1,e16_R2_ctrl
Prkca,34.641716,1.8875345,5.953427873268132e-263,2.8576453791687037e-261,1,e16_R2_ctrl
Tubb3,32.00381,0.93212575,9.651117986960418e-225,4.211396939764546e-223,1,e16_R2_ctrl
Plxna2,31.300425,1.084606,4.6046579745317667e-215,1.8418631898127065e-213,1,e16_R2_ctrl
Ntrk3,30.99863,1.5953261,5.624683387414993e-211,2.159878420767357e-209,1,e16_R2_ctrl
Slitrk5,30.33431,1.5850878,4.0463289077539805e-202,1.4940291351707005e-200,1,e16_R2_ctrl
Grm3,29.143402,1.7849616,1.0127644714899363e-186,3.600940343075329e-185,1,e16_R2_ctrl
Plcb1,28.779837,1.3880922,3.835631140036116e-182,1.1878083530434423e-180,1,e16_R2_ctrl
Gng7,28.426716,2.7525678,9.45643013354398e-178,2.836929040063194e-176,1,e16_R2_ctrl
Ntn1,27.920847,2.3230152,1.489959600977807e-171,4.3344279301172565e-170,1,e16_R2_ctrl
Gad1,27.786448,1.3496836,6.3250980454734634e-170,1.785910036368978e-168,1,e16_R2_ctrl
Zbtb20,27.215322,1.028633,4.278431453751734e-163,1.1735126273147614e-161,1,e16_R2_ctrl
Cdk5r1,26.68281,1.2323258,7.451945197511519e-157,1.987185386003072e-155,1,e16_R2_ctrl
Kcnd2,25.658583,1.2516264,3.391286967240854e-145,8.799014833922215e-144,1,e16_R2_ctrl
Grin2b,24.293781,1.1589487,2.2806464951281593e-130,5.3400503300561775e-129,1,e16_R2_ctrl
Dnm1,24.254463,0.85004103,5.932813321921466e-130,1.3560716164391923e-128,1,e16_R2_ctrl
Srgap2,23.91575,1.3637393,2.1003138012893568e-126,4.582502839176779e-125,1,e16_R2_ctrl
Rgs4,23.832184,2.1836233,1.5497105450841497e-125,3.306049162846186e-124,1,e16_R2_ctrl
Nectin3,23.77961,2.9415765,5.42952651519734e-125,1.109009671189244e-123,1,e16_R2_ctrl
Cacna1b,23.7544,0.845434,9.895162327817197e-125,1.9790324655634392e-123,1,e16_R2_ctrl
Epha8,23.32307,2.6716745,2.5865605186115347e-120,5.067547138504232e-119,1,e16_R2_ctrl
Epha7,23.248236,1.0529137,1.4821865734656642e-119,2.845798221054075e-118,1,e16_R2_ctrl
Epb41l1,22.594742,0.7743334,4.881564607801393e-113,9.188827497037917e-112,1,e16_R2_ctrl
Mex3a,20.720385,0.66519064,2.2686591844001217e-95,4.188293878892532e-94,1,e16_R2_ctrl
Rbfox2,20.689972,1.0166936,4.264534131464474e-95,7.724439181520558e-94,1,e16_R2_ctrl
