,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22
Cluster_12,0.5772272711180988,0.6202258107015582,0.8134686825305055,0.8437289156478818,0.6633829936995767,0.61785410393745,0.30951911087961814,0.5295649624493382,0.577190067442306,0.42371226490399705,0.6007372865674389,0.44198223505435585,0.9999999999999999,0.6068271823651282,0.16411096204569328,0.6978769038612331,0.04128684937420997,0.3847479200194174,0.4968486432221875,0.10373212175513827,0.38992094666870764,0.7007398068429639,0.1105600895382572
Cluster_13,0.7650370851093709,0.7589176236487033,0.7051043223452241,0.6640489242920318,0.8300020999604222,0.6821476177569181,0.31237685885369637,0.7565185055846787,0.8036971874854435,0.47413284327448013,0.6508089017167261,0.33985567973053266,0.6068271823651281,1.0,0.13081310259109574,0.7595462290293837,0.19532692066624724,0.31192905624240075,0.6696340087020234,0.06844192335136925,0.49860184145528386,0.4811696551215127,0.11138777113078402
Cluster_14,0.12090153244821186,0.12083441868929011,0.10973461764225202,0.16406397729550487,0.18266875234480145,0.16442714483725399,0.5532699825023021,0.18872421008560242,0.1577259459548926,0.30999066401179814,0.19980732719588662,0.313575789923631,0.16411096204569328,0.13081310259109574,1.0,0.10874289257194558,-0.07041509120342178,0.38778513639262885,0.09341594855330312,0.3823830878754005,0.2038916521359151,0.27770321601907955,0.24156812182387
Cluster_15,0.8522562432855306,0.7582284451344049,0.8062460466376379,0.7058081886190296,0.8583553505466591,0.7782460721903388,0.29295045159421024,0.5224328211737622,0.7694070016956465,0.44928679627326834,0.6998172964649049,0.30991794232326253,0.6978769038612331,0.7595462290293836,0.10874289257194558,0.9999999999999999,0.10499455710986215,0.2921631392623261,0.6854131727196685,0.05203805416294088,0.4965733246918597,0.5002882593941735,0.09850911891408566
Cluster_16,0.09426118688582416,0.09393328513981622,0.1608633317093496,0.08256652062573012,0.14499538421621536,0.07398492997028996,-0.018025570477196846,0.036545645232256486,0.07386704226638094,-0.03488233876789906,0.04000058142382631,-0.06103544931044798,0.041286849374209976,0.19532692066624724,-0.07041509120342179,0.10499455710986215,0.9999999999999998,-0.09226122687674009,0.0762753526772598,-0.09292720784230192,-0.006805260160757024,0.036995195284171854,-0.030561061052486647
Cluster_17,0.2944620643112813,0.2997787717043822,0.2920159684229132,0.40511177646246055,0.3878514634919674,0.3875820979815501,0.40234139379945383,0.4850285790525299,0.40020470918528356,0.6660144432347621,0.5218747655514729,0.7134773974336596,0.3847479200194174,0.31192905624240075,0.38778513639262885,0.2921631392623261,-0.09226122687674009,1.0,0.24220422905909955,0.4465751192503759,0.3369737274539198,0.6266450586921967,0.1318248285242392
Cluster_18,0.8138982275471356,0.7386566517043022,0.5771924376171514,0.486499360183803,0.7911526177864434,0.6543896560719374,0.25908253755398286,0.5240830981174971,0.7161288293455282,0.429436886252569,0.6038970267817452,0.22680473993423828,0.4968486432221875,0.6696340087020233,0.09341594855330312,0.6854131727196685,0.0762753526772598,0.24220422905909955,1.0,0.04930758976743583,0.4890544005333459,0.35220081792091384,0.092039526383021
Cluster_19,0.07270264665292879,0.06756866321138946,0.04603881356200484,0.10340836325002309,0.1093858787975063,0.10922266039859986,0.28667328306611617,0.13968450158937504,0.11459076343197257,0.2607707816703396,0.13598303722862046,0.24840701706513293,0.10373212175513825,0.06844192335136925,0.3823830878754005,0.05203805416294089,-0.09292720784230192,0.4465751192503759,0.04930758976743583,1.0,0.13508945371268546,0.19871261940914786,0.11184820712363473
Cluster_20,0.5431769658164048,0.5087627958239784,0.4262718733445561,0.41674015232568257,0.5789658430458474,0.48127369389706515,0.2836332920413478,0.4638361544405883,0.540353035604174,0.5625340783941488,0.46951085037364865,0.33582515014319175,0.3899209466687076,0.49860184145528386,0.20389165213591512,0.49657332469185966,-0.006805260160757023,0.33697372745391985,0.4890544005333459,0.13508945371268546,1.0,0.3481470761640623,0.0903221792597648
Cluster_21,0.42696143778670215,0.46617713890412354,0.5273845390549637,0.6555130328871827,0.5326599331853696,0.5770749522205156,0.35592772485743535,0.5076800836075218,0.48671579007555554,0.5181648869510295,0.5735862069959577,0.6554425019058937,0.7007398068429639,0.4811696551215127,0.27770321601907955,0.5002882593941735,0.03699519528417185,0.6266450586921968,0.3522008179209138,0.19871261940914783,0.3481470761640623,0.9999999999999999,0.1239139402522238
Cluster_22,0.11913256803819795,0.11721630788407006,0.09010019036266613,0.12008708239083979,0.1529888779603518,0.13041028203641616,0.21206021721867227,0.1316136122742933,0.13642305731950458,0.13092744029106648,0.13236217612838153,0.12166451344152648,0.11056008953825722,0.11138777113078403,0.24156812182386997,0.09850911891408567,-0.03056106105248665,0.1318248285242392,0.09203952638302099,0.11184820712363473,0.0903221792597648,0.12391394025222381,1.0
