names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Tcf7l2,85.90077,4.3375154,0.0,0.0,0,p30_R4p_ctrl
Atp1a3,76.684074,2.0981374,0.0,0.0,0,p30_R4p_ctrl
Lef1,65.235886,3.7798522,0.0,0.0,0,p30_R4p_ctrl
Snhg11,61.163162,2.5142028,0.0,0.0,0,p30_R4p_ctrl
Rgs4,59.914555,2.407774,0.0,0.0,0,p30_R4p_ctrl
Ubc,57.885025,1.0904913,0.0,0.0,0,p30_R4p_ctrl
Nsf,56.042633,1.9148788,0.0,0.0,0,p30_R4p_ctrl
Gabbr1,54.667965,1.4685036,0.0,0.0,0,p30_R4p_ctrl
Rgs16,52.154312,4.6618195,0.0,0.0,0,p30_R4p_ctrl
Stxbp1,50.699684,1.4472153,0.0,0.0,0,p30_R4p_ctrl
Syp,50.015633,2.037588,0.0,0.0,0,p30_R4p_ctrl
Gabrb2,49.098648,2.8254535,0.0,0.0,0,p30_R4p_ctrl
Gabbr2,46.668648,2.2558,0.0,0.0,0,p30_R4p_ctrl
Rab3a,45.838593,1.8735678,0.0,0.0,0,p30_R4p_ctrl
Slc17a6,44.470703,4.3631444,0.0,0.0,0,p30_R4p_ctrl
Rasgrp1,43.98519,2.1484969,0.0,0.0,0,p30_R4p_ctrl
Rgs3,43.531258,2.5012305,0.0,0.0,0,p30_R4p_ctrl
Frrs1l,43.03165,1.583197,0.0,0.0,0,p30_R4p_ctrl
Dnm1,42.61743,1.3032466,0.0,0.0,0,p30_R4p_ctrl
Cplx1,42.396038,1.8864554,0.0,0.0,0,p30_R4p_ctrl
Rasd1,41.377445,3.8782134,0.0,0.0,0,p30_R4p_ctrl
Grin1,39.90828,1.3560666,0.0,0.0,0,p30_R4p_ctrl
Syt1,39.690056,1.534486,0.0,0.0,0,p30_R4p_ctrl
Cacnb4,39.31106,1.1827384,0.0,0.0,0,p30_R4p_ctrl
Srgap1,39.0769,2.374016,0.0,0.0,0,p30_R4p_ctrl
Sptan1,39.057217,1.2878474,0.0,0.0,0,p30_R4p_ctrl
Eef1a2,38.29502,1.273649,0.0,0.0,0,p30_R4p_ctrl
Ptprj,36.72088,1.2849534,3.3913439062014115e-295,1.1627464821261982e-293,0,p30_R4p_ctrl
Kcna2,35.95665,1.7021878,3.9844464047331073e-283,1.31898915467027e-281,0,p30_R4p_ctrl
Cntnap1,35.723305,1.3832839,1.7187486327293169e-279,5.499995624733814e-278,0,p30_R4p_ctrl
Epha4,34.967667,1.4460348,6.978814327598743e-268,2.1611812111273523e-266,0,p30_R4p_ctrl
Ptprs,34.549995,1.207675,1.425666075860025e-261,4.276998227580075e-260,0,p30_R4p_ctrl
Stx1b,34.129948,1.0380889,2.6531036101778438e-255,7.718119593244636e-254,0,p30_R4p_ctrl
Ptprm,33.996906,1.344796,2.4752698029738683e-253,6.988997090749746e-252,0,p30_R4p_ctrl
Ppp3cb,33.933933,1.289254,2.105335691920014e-252,5.774635040694895e-251,0,p30_R4p_ctrl
Gabra1,33.796246,1.4936329,2.2393778373499362e-250,5.971674232933163e-249,0,p30_R4p_ctrl
Kcnc2,32.30972,4.311336,5.108254162894684e-229,1.2905063148365518e-227,0,p30_R4p_ctrl
Cntn4,32.26458,2.4364495,2.1971366251619897e-228,5.408336308091051e-227,0,p30_R4p_ctrl
Epb41l3,31.26667,2.2534773,1.3251334251140686e-214,3.1803202202737646e-213,0,p30_R4p_ctrl
Calm1,31.250345,0.8843829,2.2085633944708708e-214,5.1712703870537464e-213,0,p30_R4p_ctrl
