names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Atp1a3,24.601706,2.2267835,1.2112212762758412e-133,1.1627724252248074e-130,4,p0_R6_ctrl
Cadm1,23.818373,2.3126235,2.1548021746843055e-125,1.0343050438484667e-122,4,p0_R6_ctrl
Nrcam,19.048668,3.699405,6.739625062623412e-81,2.1566800200394918e-78,4,p0_R6_ctrl
Nr4a2,18.978338,5.93925,2.5761229976875536e-80,6.182695194450129e-78,4,p0_R6_ctrl
Gria2,17.76593,1.6533104,1.2977038240332457e-70,2.4915913421438318e-68,4,p0_R6_ctrl
Grik3,17.354523,2.6916757,1.8230968762611216e-67,2.9169550020177942e-65,4,p0_R6_ctrl
Stxbp1,16.630085,1.4565316,4.219929063542372e-62,5.787331287143825e-60,4,p0_R6_ctrl
Fezf2,16.313,3.809997,7.977729240913155e-60,9.573275089095786e-58,4,p0_R6_ctrl
Dync1i1,16.162066,3.8401368,9.337864284721628e-59,9.960388570369737e-57,4,p0_R6_ctrl
Crmp1,15.86053,1.6498029,1.188856398933143e-56,1.1413021429758173e-54,4,p0_R6_ctrl
Tubb3,15.510421,1.5844103,2.949375125038147e-54,2.574000109124201e-52,4,p0_R6_ctrl
Neurod6,15.437539,2.4239295,9.152674130772574e-54,7.322139304618058e-52,4,p0_R6_ctrl
Neurod2,15.328463,2.0648816,4.9352599370614105e-53,3.644499645829964e-51,4,p0_R6_ctrl
Grik2,13.911079,1.6906501,5.425450920111209e-44,3.720309202361971e-42,4,p0_R6_ctrl
Gabbr1,13.640989,1.3841741,2.284409272832422e-42,1.4620219346127501e-40,4,p0_R6_ctrl
Ncam1,13.143297,1.3208797,1.859443327322063e-39,1.1156659963932377e-37,4,p0_R6_ctrl
Nrp1,12.572032,1.4650335,3.0089051225050126e-36,1.6991464221204777e-34,4,p0_R6_ctrl
Ubc,12.516067,0.96410197,6.098316060048637e-36,3.25243523202594e-34,4,p0_R6_ctrl
Epb41l1,12.232169,1.4818029,2.0927441868688935e-34,1.0573865365232304e-32,4,p0_R6_ctrl
Srgap1,12.124716,1.8155733,7.81305586072205e-34,3.750266813146584e-32,4,p0_R6_ctrl
Slitrk1,11.841285,1.8663613,2.387682346660879e-32,1.0915119299021162e-30,4,p0_R6_ctrl
Cntn1,11.577309,2.671294,5.370553852273729e-31,2.3435144082648999e-29,4,p0_R6_ctrl
Dpysl2,11.541205,1.2792815,8.177079987353087e-31,3.4130420816778096e-29,4,p0_R6_ctrl
Kit,11.4525175,2.2283597,2.284127564886202e-30,9.136510259544808e-29,4,p0_R6_ctrl
Dnm1,11.440349,1.2875701,2.6282817002526626e-30,1.0092601728970225e-28,4,p0_R6_ctrl
Stmn2,10.828217,1.0020833,2.530342323195778e-27,9.342802424107489e-26,4,p0_R6_ctrl
Adcy1,10.558337,2.557165,4.6482261664539294e-26,1.5936775427842044e-24,4,p0_R6_ctrl
Sdc3,10.372488,1.2518291,3.3079882038694163e-25,1.095058164039531e-23,4,p0_R6_ctrl
Bin1,10.271991,1.0003208,9.423954867858193e-25,3.0156655577146216e-23,4,p0_R6_ctrl
Nfib,10.206666,0.9408465,1.8511740511193673e-24,5.579370800196365e-23,4,p0_R6_ctrl
Bcl11b,10.206215,3.9916193,1.8597902667321218e-24,5.579370800196365e-23,4,p0_R6_ctrl
Ephb1,10.181995,2.615728,2.3861641389201965e-24,6.94156840413148e-23,4,p0_R6_ctrl
Nlgn2,9.819056,0.90328276,9.321228893763945e-23,2.6318763935333494e-21,4,p0_R6_ctrl
Ptprs,9.665959,0.7997993,4.2065995541225596e-22,1.1538101634164734e-20,4,p0_R6_ctrl
Mpped1,9.400121,1.4176278,5.450035944195153e-21,1.4533429184520409e-19,4,p0_R6_ctrl
Cntn4,9.325721,3.5658004,1.1023142284907942e-20,2.8600585387869255e-19,4,p0_R6_ctrl
Grin2b,9.236537,1.9402322,2.5460300163423475e-20,6.432075830759615e-19,4,p0_R6_ctrl
Sox4,8.949184,0.93665713,3.5811839869354e-19,8.815222121687139e-18,4,p0_R6_ctrl
Mapk8ip3,8.806274,1.4576063,1.2937437945123686e-18,3.104985106829685e-17,4,p0_R6_ctrl
Tet2,8.71353,0.96020633,2.9455639624881307e-18,6.896930253630745e-17,4,p0_R6_ctrl
Sox11,8.632474,0.9317385,6.003892828868965e-18,1.372318360884335e-16,4,p0_R6_ctrl
Camk2b,8.612912,1.42079,7.122739171650849e-18,1.5901929313453057e-16,4,p0_R6_ctrl
Ankrd11,8.559261,0.94913554,1.1359313306638048e-17,2.4783956305392105e-16,4,p0_R6_ctrl
Sparcl1,8.439729,0.42982417,3.180754452320066e-17,6.785609498282807e-16,4,p0_R6_ctrl
Gng2,8.29491,1.2671916,1.0866724245716158e-16,2.2678381034538067e-15,4,p0_R6_ctrl
Calm1,8.025015,1.2341205,1.0151324642914575e-15,2.073462054722977e-14,4,p0_R6_ctrl
Grin1,7.943599,1.5200025,1.9639753604122907e-15,3.927950720824581e-14,4,p0_R6_ctrl
Gnb1,7.90395,1.1269422,2.7020082371780905e-15,5.293730423859116e-14,4,p0_R6_ctrl
Plxna2,7.889858,1.2214903,3.0253158788853936e-15,5.808606487459956e-14,4,p0_R6_ctrl
Lrrc4b,7.7991714,1.0931206,6.231494876191883e-15,1.1729872708125898e-13,4,p0_R6_ctrl
Plcb1,7.8868756,3.2006996,3.098464831817108e-15,3.966034984725898e-14,2,p0_R6_ctrl
Mdga1,6.6722684,3.4715116,2.518796221501168e-11,2.44246906327386e-10,2,p0_R6_ctrl
Cd70,5.693976,5.8434815,1.2411456124478643e-08,9.456347523412299e-08,2,p0_R6_ctrl
Prex2,5.4586387,4.703104,4.797995645289593e-08,3.5706014104480696e-07,2,p0_R6_ctrl
Gng10,4.238442,3.9282696,2.2507644328242653e-05,0.0001317520643604448,2,p0_R6_ctrl
Cdk6,4.028654,3.9113367,5.6097108164965586e-05,0.0002958968342767416,2,p0_R6_ctrl
Robo1,3.926028,1.8152213,8.636013556291032e-05,0.00044572973193760163,2,p0_R6_ctrl
Creb1,3.1525908,3.422694,0.0016182851765098203,0.006264329715521885,2,p0_R6_ctrl
Pou3f3,3.0665956,1.1776161,0.0021651157485336695,0.008151023994479697,2,p0_R6_ctrl
Itgb2l,2.9764311,5.416958,0.0029162447192721216,0.010767672809620142,2,p0_R6_ctrl
Chl1,2.68946,2.770955,0.00715677225690728,0.024277389988095366,2,p0_R6_ctrl
Mfng,2.5538163,3.6733184,0.010654941576842589,0.03515032272772813,2,p0_R6_ctrl
Lhx1,2.421502,4.24879,0.01545651235408382,0.04886544114717287,2,p0_R6_ctrl
Cldn5,2.1996953,1.9390421,0.027828516275428566,0.0814493159280836,2,p0_R6_ctrl
Cd86,2.087616,4.539291,0.036832480992063446,0.10523565997732413,2,p0_R6_ctrl
Ptk2,1.983417,1.7337033,0.04732086948019327,0.13084625570807143,2,p0_R6_ctrl
Nrn1,1.7019742,3.734032,0.08876021630935722,0.2315101429223542,2,p0_R6_ctrl
Tbr1,1.5585878,2.0205112,0.11909397513861958,0.29466550549761544,2,p0_R6_ctrl
Lockd,1.4058857,4.3043528,0.1597580748297447,0.37868580700383925,2,p0_R6_ctrl
Adcy3,1.3644077,3.5617323,0.17243930566723176,0.4037603254647378,2,p0_R6_ctrl
Cdkn2c,1.2760606,2.500507,0.2019340869391214,0.4573070379928391,2,p0_R6_ctrl
Homer2,1.2092315,3.6034095,0.22657391723840747,0.4932221327638802,2,p0_R6_ctrl
Ddx5,1.1585752,1.7660075,0.2466294033595916,0.5226583382454921,2,p0_R6_ctrl
Nr2e1,1.1483736,2.4881985,0.2508143557948176,0.5257244138930675,2,p0_R6_ctrl
P2ry1,1.1281233,3.5455878,0.2592678489824156,0.5392611605572559,2,p0_R6_ctrl
Epha3,1.1239542,2.3825853,0.2610324907659929,0.540067222274468,2,p0_R6_ctrl
Stx17,1.0547885,2.607142,0.2915221037077719,0.5851579690216768,2,p0_R6_ctrl
Slitrk5,1.0131271,1.7667931,0.3109994486921629,0.6181355501956032,2,p0_R6_ctrl
Cxcr4,1.0026048,2.561195,0.31605153718460643,0.6222919297196938,2,p0_R6_ctrl
Itpr2,0.9917009,2.6656637,0.3213434687752933,0.6270116463908162,2,p0_R6_ctrl
Camk2g,0.9575991,1.8357869,0.3382649663163627,0.650769192411696,2,p0_R6_ctrl
Sdc4,0.9557359,3.5576644,0.33920566913451,0.650769192411696,2,p0_R6_ctrl
Chrna1,0.95254415,3.2260041,0.3408210971298292,0.650769192411696,2,p0_R6_ctrl
En1,0.94179285,4.785766,0.3462987193925118,0.6583104368649729,2,p0_R6_ctrl
Dsp,0.9327367,2.9115374,0.35095593931881786,0.6602042676518332,2,p0_R6_ctrl
Cacnb4,0.8152359,1.7481881,0.4149372748296126,0.7430535330087568,2,p0_R6_ctrl
Gsk3b,0.81176925,2.3809786,0.41692405223531415,0.7439536991559509,2,p0_R6_ctrl
Cldn8,0.7881133,3.707464,0.43063042279340846,0.7613355541098934,2,p0_R6_ctrl
Slc1a6,0.7682448,3.1055381,0.44234176723123175,0.7763219315209917,2,p0_R6_ctrl
Ap2b1,0.76053256,1.938446,0.4469363120363391,0.7829541232753386,2,p0_R6_ctrl
Pla2g4d,0.7534312,4.5541925,0.451190836667113,0.7875330967280518,2,p0_R6_ctrl
Insc,0.6978574,4.835565,0.4852664090957103,0.8270262482124836,2,p0_R6_ctrl
Nr4a1,0.6715594,2.6641304,0.50186422156267,0.8393547956448836,2,p0_R6_ctrl
Cldn15,0.65210325,3.4539394,0.5143345854277155,0.8498471635294438,2,p0_R6_ctrl
Fgf12,0.639107,2.7922752,0.5227533438975706,0.8563877306171803,2,p0_R6_ctrl
Mbp,0.6197424,2.484444,0.5354273900676949,0.8697297706683369,2,p0_R6_ctrl
Thrsp,0.5752558,3.2250655,0.5651182855470764,0.897849637247619,2,p0_R6_ctrl
Kcnj3,0.5510196,2.168814,0.5816202475064903,0.9102753327862066,2,p0_R6_ctrl
Folr1,0.5486372,3.0527499,0.5832544542693952,0.9102753327862066,2,p0_R6_ctrl
Vamp1,0.54833174,2.435253,0.5834641226730115,0.9102753327862066,2,p0_R6_ctrl
Zbtb20,21.5973,3.6155307,1.904257670202848e-103,1.828087363394734e-100,8,p0_R6_ctrl
Ptprs,19.218918,1.925112,2.570738074256637e-82,1.2339542756431858e-79,8,p0_R6_ctrl
Nfib,17.735106,2.0724895,2.246767546541219e-70,7.189656148931901e-68,8,p0_R6_ctrl
Sox11,15.009375,2.3115633,6.374591515619948e-51,1.5299019637487876e-48,8,p0_R6_ctrl
Nfix,14.150634,1.9268173,1.8508254890479796e-45,3.553584938972121e-43,8,p0_R6_ctrl
Gria2,13.874638,1.4647814,9.02477810304762e-44,1.4439644964876191e-41,8,p0_R6_ctrl
Epha4,13.30551,2.4677668,2.1502148250300225e-40,2.9488660457554596e-38,8,p0_R6_ctrl
Nrp1,13.276325,2.1566973,3.1760320294329522e-40,3.8112384353195426e-38,8,p0_R6_ctrl
Ttc28,12.446071,3.0372872,1.4690028756385415e-35,1.566936400681111e-33,8,p0_R6_ctrl
Satb2,11.329914,2.009421,9.329655644235155e-30,8.142244925877954e-28,8,p0_R6_ctrl
Plxna4,10.93293,1.8198372,8.0215502650915585e-28,6.417240212073246e-26,8,p0_R6_ctrl
Sox4,10.781918,1.5142044,4.190583118359529e-27,3.094584456634729e-25,8,p0_R6_ctrl
Igfbpl1,10.762307,3.057378,5.185515026949114e-27,3.5557817327651067e-25,8,p0_R6_ctrl
Neurod2,10.028359,1.7746631,1.1440211372365635e-23,7.321735278314006e-22,8,p0_R6_ctrl
Plxna2,9.842312,1.9524748,7.399091027171384e-23,4.4394546163028304e-21,8,p0_R6_ctrl
Cntn2,9.115877,2.9550114,7.803661925683117e-20,4.406773793326937e-18,8,p0_R6_ctrl
Neurod1,8.813313,5.230286,1.2150136086146452e-18,6.480072579278108e-17,8,p0_R6_ctrl
Pou3f3,8.73565,0.80135596,2.422590358884411e-18,1.2240456550152815e-16,8,p0_R6_ctrl
Meis2,8.586223,2.0115511,8.987563505185138e-18,4.314030482488866e-16,8,p0_R6_ctrl
Nfasc,8.477584,1.708503,2.2991881668593477e-17,1.0510574477071304e-15,8,p0_R6_ctrl
Nfia,8.034453,1.7106684,9.399726280180588e-16,4.101698740442439e-14,8,p0_R6_ctrl
Cacna2d1,7.9406524,1.9043134,2.011202710656286e-15,8.394585227087107e-14,8,p0_R6_ctrl
Srgap3,7.882267,0.98879755,3.2149396286122274e-15,1.2859758514448908e-13,8,p0_R6_ctrl
Ctnnb1,7.848326,1.547349,4.21625657364988e-15,1.6190425242815537e-13,8,p0_R6_ctrl
Cnr1,7.7619133,1.4024299,8.365758091147087e-15,3.088895295192771e-13,8,p0_R6_ctrl
Pou3f2,7.638484,2.5532115,2.1979402516266544e-14,7.814898672450327e-13,8,p0_R6_ctrl
Foxg1,7.5537195,1.1762654,4.2299997520045616e-14,1.4502856292587068e-12,8,p0_R6_ctrl
Draxin,7.323713,1.7479534,2.412026332929222e-13,7.984638895213975e-12,8,p0_R6_ctrl
Lrp8,7.286903,1.3935015,3.171615391792856e-13,1.014916925373714e-11,8,p0_R6_ctrl
Syne2,7.1381884,1.7046041,9.45688470057086e-13,2.837065410171258e-11,8,p0_R6_ctrl
Mex3a,6.214166,1.1513002,5.15979644727047e-10,1.456883702758721e-08,8,p0_R6_ctrl
Astn1,5.8334155,0.95245266,5.430405922148642e-09,1.4481082459063044e-07,8,p0_R6_ctrl
Neurod6,5.7019176,1.1624384,1.1846718877790599e-08,3.073743276399723e-07,8,p0_R6_ctrl
Robo2,5.696369,1.5433469,1.223858339543701e-08,3.091852647268297e-07,8,p0_R6_ctrl
Bin1,5.4450717,0.7952784,5.1784461446997e-08,1.2746944356183877e-06,8,p0_R6_ctrl
Nlgn2,5.439888,0.66736877,5.331405520731776e-08,1.2795373249756262e-06,8,p0_R6_ctrl
Flna,5.364144,0.75473106,8.133407232096675e-08,1.9044075470275143e-06,8,p0_R6_ctrl
Insm1,5.289763,3.4538002,1.2247499608578422e-07,2.7994284819607824e-06,8,p0_R6_ctrl
Kcnq3,4.9462824,1.9320775,7.564422162254126e-07,1.5450734629285023e-05,8,p0_R6_ctrl
Ntng2,4.868826,2.5429952,1.1226319385917873e-06,2.2452638771835744e-05,8,p0_R6_ctrl
Cdh2,4.565231,0.46175143,4.9894503814613015e-06,9.579744732405698e-05,8,p0_R6_ctrl
Sema4c,4.4844294,1.6496512,7.310924593397779e-06,0.00013497091557042052,8,p0_R6_ctrl
Stxbp1,4.416596,0.41245818,1.0026745286052127e-05,0.00018161651838886873,8,p0_R6_ctrl
Dcc,4.375965,2.3710923,1.2089621643698356e-05,0.00021492660699908188,8,p0_R6_ctrl
Plcb1,4.242866,0.44537506,2.20683189034634e-05,0.0003716769499530678,8,p0_R6_ctrl
Nr4a3,4.0105762,1.3915656,6.057071812213896e-05,0.0009691314899542234,8,p0_R6_ctrl
