names,scores,logfoldchanges,pvals,pvals_adj,group,sample_id
Gria1,40.640675,3.0220149,0.0,0.0,2,p7_R2_ctrl
Epha6,36.405087,6.873441,3.536763381140236e-290,1.697646422947313e-287,2,p7_R2_ctrl
Grin2a,33.44936,4.246233,2.629366910642994e-245,8.41397411405758e-243,2,p7_R2_ctrl
Atp1a3,29.43945,1.8114506,1.718270733480355e-190,4.123849760352852e-188,2,p7_R2_ctrl
Neurod6,27.734623,3.7094011,2.6709477268626413e-169,5.128219635576271e-167,2,p7_R2_ctrl
Epha7,23.75176,2.8643396,1.0536508263944193e-124,1.6858413222310707e-122,2,p7_R2_ctrl
Nr4a3,23.65625,5.846096,1.0178635026266126e-123,1.3959270893164972e-121,2,p7_R2_ctrl
Crmp1,23.637772,1.9873582,1.5768287758915104e-123,1.8921945310698126e-121,2,p7_R2_ctrl
Gria2,23.26339,1.4749944,1.0413059231082619e-119,1.1107263179821461e-117,2,p7_R2_ctrl
Dnm1,23.073822,1.715687,8.482829762142982e-118,8.143516571657263e-116,2,p7_R2_ctrl
Grik2,23.010178,1.9732655,3.686704485311327e-117,3.2174875508171587e-115,2,p7_R2_ctrl
Snhg11,22.004622,2.311477,2.6007985902713447e-107,1.9205897282003776e-105,2,p7_R2_ctrl
Stxbp1,21.765097,1.2844452,4.970438488522245e-105,3.4083006778438254e-103,2,p7_R2_ctrl
Nrp1,21.598318,2.0767996,1.8627408336203792e-103,1.1921541335170427e-101,2,p7_R2_ctrl
Ppp3cb,21.308754,1.7201244,9.416670937593558e-101,5.6500025625561355e-99,2,p7_R2_ctrl
Epha4,20.87265,1.6480787,9.492167789364465e-97,5.360282986935227e-95,2,p7_R2_ctrl
Grin2b,20.605663,2.8089333,2.441526574671478e-94,1.3021475064914551e-92,2,p7_R2_ctrl
Grin1,20.388784,1.935013,2.1030261278763197e-92,1.06258162250593e-90,2,p7_R2_ctrl
Nectin3,20.313772,3.795502,9.714746074345732e-92,4.663078115685951e-90,2,p7_R2_ctrl
Trpc4,20.215303,3.0955396,7.180199266625601e-91,3.282376807600275e-89,2,p7_R2_ctrl
Rasgrp1,18.898006,3.5201082,1.1844507907658458e-79,5.168512541523691e-78,2,p7_R2_ctrl
Bin1,18.868994,1.3576567,2.0516858827470378e-79,8.56355846711807e-78,2,p7_R2_ctrl
Neurod2,18.805162,2.391538,6.851108747404902e-79,2.7404434989619606e-77,2,p7_R2_ctrl
Stmn2,18.549244,1.5787673,8.270788790751086e-77,3.175982895648417e-75,2,p7_R2_ctrl
Robo1,18.394897,1.8771105,1.4433518484084114e-75,5.329299132584904e-74,2,p7_R2_ctrl
Prkca,17.657417,1.7259673,8.923116665612242e-70,3.0593542853527686e-68,2,p7_R2_ctrl
Slit3,17.565727,4.592452,4.5088602634650034e-69,1.4925882251470354e-67,2,p7_R2_ctrl
Kcnd2,17.469404,2.760388,2.4503906873515306e-68,7.841250199524898e-67,2,p7_R2_ctrl
Frrs1l,17.327795,1.7063389,2.9024690544067927e-67,8.988291265259745e-66,2,p7_R2_ctrl
Calm1,17.105383,1.0793304,1.3530965576531753e-65,4.059289672959526e-64,2,p7_R2_ctrl
Sptan1,16.756609,1.1003935,5.067083317384618e-63,1.4307058778497746e-61,2,p7_R2_ctrl
Hcn1,16.604296,3.1484065,6.487680664884059e-62,1.7794781252253418e-60,2,p7_R2_ctrl
Cadm1,16.065798,1.2373389,4.431243954524804e-58,1.149728161174003e-56,2,p7_R2_ctrl
Nsf,15.528947,1.6681811,2.209778354975012e-54,5.439454412246183e-53,2,p7_R2_ctrl
Gabra5,14.912169,1.9799273,2.7467961955075976e-50,6.592310869218235e-49,2,p7_R2_ctrl
Srgap1,14.768989,1.339265,2.3216998589095607e-49,5.4361752793979954e-48,2,p7_R2_ctrl
Cntn4,14.2358675,3.1926372,5.487794045486126e-46,1.2543529246825431e-44,2,p7_R2_ctrl
Gnai1,13.57229,1.5074686,5.846604918014049e-42,1.2756228912030652e-40,2,p7_R2_ctrl
Camk2b,13.359718,1.5350211,1.039571686061146e-40,2.217752930263778e-39,2,p7_R2_ctrl
Rab3a,13.354369,1.5977522,1.1170073179081e-40,2.3311457069386436e-39,2,p7_R2_ctrl
Foxg1,13.103401,1.4644902,3.148255174214418e-39,6.296510348428836e-38,2,p7_R2_ctrl
Tubb3,13.048437,1.3329252,6.486424264315538e-39,1.2453934587485832e-37,2,p7_R2_ctrl
Plxna4,13.045942,1.1821849,6.702330512300839e-39,1.2616151552566285e-37,2,p7_R2_ctrl
Cntn1,12.64801,1.027034,1.147440118788492e-36,2.0398935445128747e-35,2,p7_R2_ctrl
Pak3,12.593568,1.2240517,2.2907970198974582e-36,3.9984820710937455e-35,2,p7_R2_ctrl
Srgap3,12.558826,0.94767857,3.555694560682384e-36,6.095476389741229e-35,2,p7_R2_ctrl
Cacna2d1,12.31535,1.6208789,7.489007172853704e-35,1.239559807920613e-33,2,p7_R2_ctrl
Prkcg,11.801868,3.193816,3.8174040157181735e-32,6.007717795228601e-31,2,p7_R2_ctrl
Flna,11.785805,0.87974733,4.6198644126571896e-32,7.15333844540468e-31,2,p7_R2_ctrl
Bcl6,11.661188,3.1121786,2.0121498864735188e-31,3.0661331603405998e-30,2,p7_R2_ctrl
Sparcl1,34.430996,2.0813286,8.668806437230985e-260,8.322054179741746e-257,1,p7_R2_ctrl
Slc1a2,30.54738,2.8401408,6.126370159598567e-205,2.940657676607312e-202,1,p7_R2_ctrl
